day,s_mean,s_min,s_max,s_std,i_mean,i_min,i_max,i_std,r_mean,r_min,r_max,r_std,edgecount_mean,edgecount_min,edgecount_max,edgecount_std,suscedgecount_mean,suscedgecount_min,suscedgecount_max,suscedgecount_std
1,497.655,494,499,1.1887136749465899,2.25,0,6,1.1935757686790933,0.095,0,1,0.29395073596757565,0.999617661174212,0.9968005119180932,1.0,0.0005804165613355469,0.9999349695185598,0.9985373190970296,1.0,0.0001942687770444626
2,494.855,484,499,3.062822129504891,4.84,0,14,2.950921838763688,0.305,0,4,0.5947635821004552,0.9976187809950408,0.9828827387617981,1.0,0.00289979653722857,0.9989440383039976,0.992572569054581,1.0,0.0013186427874940807
3,489.68,471,499,6.040699483607533,9.62,0,27,5.812445493341449,0.7,0,4,0.9022584728107539,0.9913821788513837,0.9544072948328267,1.0,0.00891316536288739,0.9957820716254355,0.9763612341619359,1.0,0.004464700864682753
4,480.97,451,499,10.646871812743164,17.595,0,44,10.073148295489084,1.435,0,8,1.3396823294044722,0.9767949128139497,0.9176131818908975,1.0,0.019361079342191466,0.9881059831121756,0.9556364815620361,1.0,0.010254206016431795
5,467.725,424,499,16.384186977527225,29.585,0,66,15.30503168813689,2.69,0,11,1.942360373127365,0.9517469204927211,0.8741001439769637,1.0,0.03259422493153287,0.9741147958401909,0.9272772547718711,1.0,0.018344301002979225
6,449.45,393,499,22.996340106448613,45.875,0,95,21.164808541610178,4.675,0,17,2.8265388035617347,0.9166653335466326,0.8137897936330187,1.0,0.045448573543954825,0.9528388798637495,0.8847827139923049,1.0,0.027583861888695202
7,426.33,361,499,30.34212124436985,66.235,0,130,27.623814920350316,7.435,0,22,3.8587855771801136,0.8747712366021436,0.7528395456726924,1.0,0.056868480614047326,0.9245052774516995,0.8276025760387477,1.0,0.03817629061305305
8,398.945,327,499,37.326374942279884,89.835,0,156,33.386088864199714,11.22,0,27,5.249704466436624,0.8306446968485042,0.7208446648536234,1.0,0.06361940431111096,0.889876010724901,0.788110832874568,1.0,0.04821869822525994
9,368.895,291,499,44.15065545248928,114.9,0,186,38.64475495364327,16.205,0,40,6.924065889505316,0.7915285554311311,0.70068788993761,1.0,0.06482563124288439,0.8519209680381128,0.7391006418868747,1.0,0.056817810145007634
10,336.105,253,499,50.24176699474023,141.77,0,222,42.94810588367052,22.125,0,50,8.946483826863018,0.7596152615581506,0.6936490161574148,1.0,0.06149174456445243,0.8108842367295754,0.692544341843436,1.0,0.06341339233071011
