day,s_mean,s_min,s_max,s_std,i_mean,i_min,i_max,i_std,r_mean,r_min,r_max,r_std,edgecount_mean,edgecount_min,edgecount_max,edgecount_std,suscedgecount_mean,suscedgecount_min,suscedgecount_max,suscedgecount_std,V,T
167,19.96,499,0,98.77638319735655,0.62,3,0,0.8780776777502465,479.42,500,1,98.65236635659126,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.05,30
168,19.96,499,0,98.77638319735655,0.6,3,0,0.8329931278350428,479.44,500,1,98.65610441719008,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.05,30
169,19.96,499,0,98.77638319735655,0.58,3,0,0.8103916916390191,479.46,500,1,98.66004505267527,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.05,30
170,19.96,499,0,98.77638319735655,0.54,3,0,0.7879189847507244,479.5,500,1,98.66812027794829,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.05,30
171,19.96,499,0,98.77638319735655,0.5,3,0,0.7889543583705186,479.54,500,1,98.67638511615549,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.05,30
172,19.96,499,0,98.77638319735655,0.48,3,0,0.7623808036643618,479.56,500,1,98.68030426067601,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.05,30
173,19.96,499,0,98.77638319735655,0.48,3,0,0.7623808036643618,479.56,500,1,98.68030426067601,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.05,30
174,19.96,499,0,98.77638319735655,0.42,3,0,0.7309485031694875,479.62,500,1,98.69244951786702,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.05,30
175,19.96,499,0,98.77638319735655,0.42,3,0,0.7309485031694875,479.62,500,1,98.69244951786702,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.05,30
176,19.96,499,0,98.77638319735655,0.38,3,0,0.6966391622992348,479.66,500,1,98.70045592599861,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.05,30
177,19.96,499,0,98.77638319735655,0.36,2,0,0.6311634866964149,479.68,500,1,98.70414254276281,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.05,30
178,19.96,499,0,98.77638319735655,0.36,2,0,0.6311634866964149,479.68,500,1,98.70414254276281,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.05,30
179,19.96,499,0,98.77638319735655,0.32,2,0,0.5869325309764039,479.72,500,1,98.71212319318293,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.05,30
180,19.96,499,0,98.77638319735655,0.32,2,0,0.5869325309764039,479.72,500,1,98.71212319318293,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.05,30
181,19.96,499,0,98.77638319735655,0.32,2,0,0.5869325309764039,479.72,500,1,98.71212319318293,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.05,30
182,19.96,499,0,98.77638319735655,0.32,2,0,0.5869325309764039,479.72,500,1,98.71212319318293,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.05,30
183,19.96,499,0,98.77638319735655,0.32,2,0,0.5869325309764039,479.72,500,1,98.71212319318293,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.05,30
184,19.96,499,0,98.77638319735655,0.3,2,0,0.5802884574739972,479.74,500,1,98.71621044226542,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.05,30
185,19.96,499,0,98.77638319735655,0.28,2,0,0.5728553615932406,479.76,500,1,98.72029338758375,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.05,30
186,19.96,499,0,98.77638319735655,0.28,2,0,0.5728553615932406,479.76,500,1,98.72029338758375,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.05,30
187,19.96,499,0,98.77638319735655,0.28,2,0,0.5728553615932406,479.76,500,1,98.72029338758375,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.05,30
188,19.96,499,0,98.77638319735655,0.26,2,0,0.5272183453498839,479.78,500,1,98.72416531086262,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.05,30
189,19.96,499,0,98.77638319735655,0.26,2,0,0.5272183453498839,479.78,500,1,98.72416531086262,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.05,30
190,19.96,499,0,98.77638319735655,0.26,2,0,0.5272183453498839,479.78,500,1,98.72416531086262,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.05,30
191,19.96,499,0,98.77638319735655,0.26,2,0,0.5272183453498839,479.78,500,1,98.72416531086262,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.05,30
192,19.96,499,0,98.77638319735655,0.26,2,0,0.5272183453498839,479.78,500,1,98.72416531086262,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.05,30
193,19.96,499,0,98.77638319735655,0.26,2,0,0.5272183453498839,479.78,500,1,98.72416531086262,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.05,30
194,19.96,499,0,98.77638319735655,0.26,2,0,0.5272183453498839,479.78,500,1,98.72416531086262,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.05,30
195,19.96,499,0,98.77638319735655,0.26,2,0,0.5272183453498839,479.78,500,1,98.72416531086262,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.05,30
196,19.96,499,0,98.77638319735655,0.26,2,0,0.5272183453498839,479.78,500,1,98.72416531086262,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.05,30
197,19.96,499,0,98.77638319735655,0.26,2,0,0.5272183453498839,479.78,500,1,98.72416531086262,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.05,30
198,19.96,499,0,98.77638319735655,0.18,1,0,0.3880879344916036,479.86,500,1,98.74002352084975,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.05,30
199,19.96,499,0,98.77638319735655,0.18,1,0,0.3880879344916036,479.86,500,1,98.74002352084975,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.05,30
200,19.96,499,0,98.77638319735655,0.18,1,0,0.3880879344916036,479.86,500,1,98.74002352084975,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.05,30
1,497.66,499,494,1.3493762731464534,2.26,5,1,1.3218725123004527,0.08,1,0,0.2740475156178697,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.05,35
2,494.82,499,486,3.4267256936603263,4.72,13,0,3.3322175003123307,0.46,2,0,0.6131218209678554,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.05,35
3,488.96,499,465,7.81406372105672,10.08,34,0,7.539934498714029,0.96,5,0,0.9467452300446224,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.05,35
4,476.7,499,420,17.02369297329401,21.7,76,0,16.46424697857234,1.6,6,0,1.3093073414159542,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.05,35
5,453.02,499,343,34.55990953313935,43.46,149,0,32.67415504895674,3.52,10,0,2.4845645945496764,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.05,35
6,410.34,499,238,59.074705385016784,82.64,248,0,54.98413871476102,7.02,19,1,4.875971907303849,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.05,35
7,342.24,499,127,90.66501699179483,144.18,334,0,82.16128737341658,13.58,39,1,9.216422786504092,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.05,35
8,257.54,499,55,110.09684234290079,220.2,392,0,98.53229036665066,22.26,53,1,12.635889928521628,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.05,35
9,171.64,499,19,117.20342684967075,294.52,423,0,101.98604146186489,33.84,72,1,17.2619198686305,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.05,35
10,103.6,499,8,110.59911059907363,349.24,429,0,93.76731078274864,47.16,98,1,20.560870306363544,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.05,35
11,59.32,499,4,96.85428567214372,376.82,427,0,79.02510321901207,63.86,114,1,23.960860943272824,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.05,35
12,33.46,499,0,80.95809195541372,386.02,418,0,64.17879680380175,80.52,126,1,25.306480576794428,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.05,35
13,21.16,499,0,72.96081139899692,382.44,414,0,58.01835036944636,96.4,146,1,26.79628362901338,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.05,35
14,15.08,499,0,70.74323794035521,373.5,423,0,56.69548086946973,111.42,160,1,27.943886922304326,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.05,35
15,12.12,499,0,70.41412196021884,361.38,412,0,55.71937339407695,126.5,172,1,28.645796072950407,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.05,35
16,10.88,499,0,70.48162012546395,347.66,398,0,54.27880031158857,141.46,187,1,29.853526780340193,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.05,35
17,10.38,499,0,70.52424391364885,334.12,381,0,52.23050949827103,155.5,197,1,30.39216467231954,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.05,35
18,10.2,499,0,70.54192558547096,321.44,365,0,50.2138935160461,168.36,211,1,31.046219658793255,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.05,35
19,10.1,499,0,70.55299065097041,308.5,356,0,48.98989900052492,181.4,232,1,33.2068348017546,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.05,35
20,10.02,499,0,70.56376187389614,295.56,348,0,47.11997713176397,194.42,246,1,34.397490416290196,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.05,35
21,10.0,499,0,70.56651226368797,283.88,336,0,45.73108619853634,206.12,254,1,35.931703924790085,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.05,35
22,10.0,499,0,70.56651226368797,273.06,328,0,44.313544250958216,216.94,260,1,37.20182681492062,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.05,35
23,9.98,499,0,70.56925676241744,262.1,314,0,42.5408567120588,227.92,274,1,38.09806894243929,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,0.05,35
24,9.98,499,0,70.56925676241744,250.7,304,0,40.304580182325054,239.32,283,1,38.708982240850105,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,0.05,35
25,9.98,499,0,70.56925676241744,241.64,294,0,38.99647289126522,248.38,291,1,39.73888754952093,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,0.05,35
26,9.98,499,0,70.56925676241744,232.24,285,0,37.67723288075997,257.78,304,1,40.859285658094855,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,0.05,35
27,9.98,499,0,70.56925676241744,223.02,276,0,36.34499656775611,267.0,315,1,41.93629765757213,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,0.05,35
28,9.98,499,0,70.56925676241744,214.98,264,0,35.082695309854415,275.04,321,1,42.80471078404948,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,0.05,35
29,9.98,499,0,70.56925676241744,206.52,254,0,33.61136833918924,283.5,333,1,43.628884833751286,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,0.05,35
30,9.98,499,0,70.56925676241744,198.0,244,0,32.37219769607045,292.02,340,1,44.66815968669315,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,0.05,35
31,9.98,499,0,70.56925676241744,190.16,229,0,30.923447282551386,299.86,342,1,45.422735474200415,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,0.05,35
32,9.98,499,0,70.56925676241744,183.0,221,0,29.73968694508798,307.02,349,1,46.23034165778917,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,0.05,35
33,9.98,499,0,70.56925676241744,175.7,211,0,28.60587209590623,314.32,355,1,47.11446764237594,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,0.05,35
34,9.98,499,0,70.56925676241744,169.36,206,0,27.60712714839693,320.66,357,1,47.88276925822832,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,0.05,35
35,9.98,499,0,70.56925676241744,163.0,200,0,26.606735375595008,327.02,358,1,48.66272512227949,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,0.05,35
36,9.98,499,0,70.56925676241744,156.36,194,0,25.62664429766768,333.66,361,1,49.51874928360211,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,0.05,35
37,9.98,499,0,70.56925676241744,150.5,186,0,24.87130138639836,339.52,370,1,50.33205656802974,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,0.05,35
38,9.98,499,0,70.56925676241744,143.96,177,0,23.90624544817884,346.06,377,1,51.18051686064191,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,0.05,35
39,9.98,499,0,70.56925676241744,138.38,169,0,22.963938011142417,351.64,382,1,51.85488385477143,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,0.05,35
40,9.98,499,0,70.56925676241744,132.96,161,0,22.05462605922496,357.06,387,1,52.52032065432057,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,0.05,35
41,9.98,499,0,70.56925676241744,127.68,157,0,21.540128663894812,362.34,393,1,53.32442485122823,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,0.05,35
42,9.98,499,0,70.56925676241744,122.2,151,0,20.545618729539196,367.82,393,1,53.97455560781603,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,0.05,35
43,9.98,499,0,70.56925676241744,117.1,146,0,19.709367916639774,372.92,397,1,54.621084364399586,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,0.05,35
44,9.98,499,0,70.56925676241744,112.38,141,0,19.01223022054971,377.64,403,1,55.25036152804426,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,0.05,35
45,9.98,499,0,70.56925676241744,107.9,137,0,18.355058247396165,382.12,411,1,55.8506170831749,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,0.05,35
46,9.98,499,0,70.56925676241744,103.7,132,0,17.830551629957256,386.32,414,1,56.443375996458194,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,0.05,35
47,9.98,499,0,70.56925676241744,99.8,126,0,17.146428199482248,390.22,417,1,56.93293225814216,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,0.05,35
48,9.98,499,0,70.56925676241744,95.18,120,0,16.503172236801962,394.84,422,1,57.565706911710016,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,0.05,35
49,9.98,499,0,70.56925676241744,91.38,116,0,16.001135163812982,398.64,426,1,58.09378764777956,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,0.05,35
50,9.98,499,0,70.56925676241744,87.38,113,0,15.524687383884638,402.64,429,1,58.66291113520657,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,0.05,35
51,9.98,499,0,70.56925676241744,83.72,112,0,15.204779055364433,406.3,430,1,59.211916202806364,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,0.05,35
52,9.98,499,0,70.56925676241744,80.5,108,0,14.712551908947317,409.52,434,1,59.63981686006456,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,0.05,35
53,9.98,499,0,70.56925676241744,76.96,102,0,14.199683813668644,413.06,437,1,60.11805053392865,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,0.05,35
54,9.98,499,0,70.56925676241744,73.96,100,0,13.59165410185566,416.06,441,1,60.48457722124421,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,0.05,35
55,9.98,499,0,70.56925676241744,71.08,96,0,13.224652304368103,418.94,444,1,60.88678352617476,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,0.05,35
56,9.98,499,0,70.56925676241744,68.14,95,0,12.952046564311045,421.88,446,1,61.31838622954716,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,0.05,35
57,9.98,499,0,70.56925676241744,65.56,92,0,12.676766471118148,424.46,450,1,61.68822531777959,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,0.05,35
58,9.98,499,0,70.56925676241744,62.88,89,0,12.275144955293579,427.14,450,1,62.04837151902752,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,0.05,35
59,9.98,499,0,70.56925676241744,60.46,87,0,11.976524656892034,429.56,452,1,62.38627530906758,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,0.05,35
60,9.98,499,0,70.56925676241744,57.92,86,0,11.540240155956152,432.1,452,1,62.71778382694391,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,0.05,35
61,9.98,499,0,70.56925676241744,55.86,84,0,11.290252252202665,434.16,453,1,63.006109195207166,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,0.05,35
62,9.98,499,0,70.56925676241744,53.78,82,0,11.190903740565918,436.24,456,1,63.32377443080335,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,0.05,35
63,9.98,499,0,70.56925676241744,51.56,76,0,10.61796706012012,438.46,458,1,63.58160753178965,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,0.05,35
64,9.98,499,0,70.56925676241744,49.44,73,0,10.367059292168967,440.58,460,1,63.87905983743252,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,0.05,35
65,9.98,499,0,70.56925676241744,47.28,70,0,10.18610498148716,442.74,465,1,64.19352437301266,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,0.05,35
66,9.98,499,0,70.56925676241744,45.22,67,0,9.611409036841028,444.8,467,1,64.431263801838,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,0.05,35
67,9.98,499,0,70.56925676241744,43.56,63,0,9.15213814652408,446.46,468,1,64.62646516714342,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,0.05,35
68,9.98,499,0,70.56925676241744,41.8,62,0,8.982977098435708,448.22,469,1,64.87957132649846,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,0.05,35
69,9.98,499,0,70.56925676241744,40.0,61,0,8.785423920869599,450.02,469,1,65.13455147552924,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,0.05,35
70,9.98,499,0,70.56925676241744,38.56,59,0,8.7322063976654,451.46,470,1,65.35217311315854,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,0.05,35
71,9.98,499,0,70.56925676241744,36.84,56,0,8.476522197896292,453.18,473,1,65.58611413513488,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,0.05,35
72,9.98,499,0,70.56925676241744,35.46,52,0,8.139623418055352,454.56,475,1,65.75748890384102,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,0.05,35
73,9.98,499,0,70.56925676241744,34.12,51,0,7.818450183080155,455.9,475,1,65.92582411858258,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,0.05,35
74,9.98,499,0,70.56925676241744,32.64,48,0,7.322762944603434,457.38,477,1,66.09729686652265,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,0.05,35
75,9.98,499,0,70.56925676241744,31.12,46,0,7.147541321235961,458.9,477,1,66.31195601250262,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,0.05,35
76,9.98,499,0,70.56925676241744,29.78,45,0,6.9818715694464695,460.24,478,1,66.4998266071086,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,0.05,35
77,9.98,499,0,70.56925676241744,28.52,44,0,6.875689204786407,461.5,481,1,66.68146944501854,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,0.05,35
78,9.98,499,0,70.56925676241744,27.3,42,0,6.752928314170566,462.72,483,1,66.8550182812611,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,0.05,35
79,9.98,499,0,70.56925676241744,26.24,42,0,6.720544195652186,463.78,483,1,67.01303254302289,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,0.05,35
80,9.98,499,0,70.56925676241744,25.2,40,0,6.493324672779149,464.82,484,1,67.14853775361739,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,0.05,35
81,9.98,499,0,70.56925676241744,24.12,39,0,6.378023492702843,465.9,484,1,67.30110530674963,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,0.05,35
82,9.98,499,0,70.56925676241744,23.16,37,0,6.280387353191078,466.86,485,1,67.4370484986115,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,0.05,35
83,9.98,499,0,70.56925676241744,22.4,36,0,6.137871731125953,467.62,485,1,67.53861782683433,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,0.05,35
84,9.98,499,0,70.56925676241744,21.4,36,0,5.948760803902005,468.62,485,1,67.67234686792119,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,0.05,35
85,9.98,499,0,70.56925676241744,20.22,33,0,5.581638995631213,469.8,487,1,67.81848522914316,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,0.05,35
86,9.98,499,0,70.56925676241744,19.54,33,0,5.548340439505587,470.48,488,1,67.91778944024149,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,0.05,35
87,9.98,499,0,70.56925676241744,18.78,31,0,5.273305898773634,471.24,488,1,68.00977120673053,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,0.05,35
88,9.98,499,0,70.56925676241744,18.04,29,0,5.252637821288714,471.98,490,1,68.11889066408908,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,0.05,35
89,9.98,499,0,70.56925676241744,17.36,28,0,5.021423491157764,472.66,491,1,68.20306115578984,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,0.05,35
90,9.98,499,0,70.56925676241744,16.74,28,0,4.927266908101637,473.28,491,1,68.28871481751996,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,0.05,35
91,9.98,499,0,70.56925676241744,16.12,26,0,4.710561299367842,473.9,491,1,68.36583763183219,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,0.05,35
92,9.98,499,0,70.56925676241744,15.58,25,0,4.549456123583144,474.44,492,1,68.43532922193248,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,0.05,35
93,9.98,499,0,70.56925676241744,15.04,25,0,4.5353936894571065,474.98,492,1,68.51470570584962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,0.05,35
94,9.98,499,0,70.56925676241744,14.26,23,0,4.322744781846321,475.76,492,1,68.61681831083428,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,0.05,35
95,9.98,499,0,70.56925676241744,13.3,23,0,4.1906114696778936,476.72,494,1,68.75096734013336,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,0.05,35
96,9.98,499,0,70.56925676241744,12.9,23,0,4.296415211949305,477.12,495,1,68.81671605186682,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,0.05,35
97,9.98,499,0,70.56925676241744,12.46,22,0,4.258053593857558,477.56,495,1,68.87941548496926,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,0.05,35
98,9.98,499,0,70.56925676241744,11.7,21,0,4.0770637693800955,478.32,495,1,68.98075448845076,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,0.05,35
99,9.98,499,0,70.56925676241744,11.24,20,0,3.9152240793901867,478.78,495,1,69.03926419074872,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,0.05,35
100,9.98,499,0,70.56925676241744,10.74,19,0,3.842883696137683,479.28,497,1,69.10891728988086,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,0.05,35
101,9.98,499,0,70.56925676241744,10.14,18,0,3.7634656195304563,479.88,497,1,69.19290986445219,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,0.05,35
102,9.98,499,0,70.56925676241744,9.82,18,0,3.6516141245051776,480.2,497,1,69.23400131998375,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,0.05,35
103,9.98,499,0,70.56925676241744,9.24,16,0,3.4791507291174333,480.78,497,1,69.31039030391932,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,0.05,35
104,9.98,499,0,70.56925676241744,8.88,16,0,3.5262282561237743,481.14,497,1,69.36564167437622,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,0.05,35
105,9.98,499,0,70.56925676241744,8.48,15,0,3.3820655444474723,481.54,497,1,69.41716837574204,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,0.05,35
106,9.98,499,0,70.56925676241744,8.18,15,0,3.3177937099887354,481.84,497,1,69.45806545782034,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,0.05,35
107,9.98,499,0,70.56925676241744,7.94,15,0,3.1325154526713015,482.08,497,1,69.48464519854258,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,0.05,35
108,9.98,499,0,70.56925676241744,7.76,14,0,3.061012237539626,482.26,497,1,69.5078354120848,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,0.05,35
109,9.98,499,0,70.56925676241744,7.46,14,0,2.9980265618079707,482.56,497,1,69.54903130239876,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,0.05,35
110,9.98,499,0,70.56925676241744,7.12,14,0,3.0145226717965667,482.9,498,1,69.59951031964731,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,0.05,35
111,9.98,499,0,70.56925676241744,6.86,14,0,3.0237832769764514,483.16,498,1,69.6379441490494,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,0.05,35
112,9.98,499,0,70.56925676241744,6.62,14,0,2.8918604985125307,483.4,498,1,69.66743156172878,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,0.05,35
113,9.98,499,0,70.56925676241744,6.4,14,0,2.8713930346059686,483.62,498,1,69.6987365563467,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,0.05,35
114,9.98,499,0,70.56925676241744,6.22,13,0,2.750064934298305,483.8,498,1,69.72014026939183,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,0.05,35
115,9.98,499,0,70.56925676241744,5.98,12,0,2.645674174333396,484.04,498,1,69.75114950409676,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,0.05,35
116,9.98,499,0,70.56925676241744,5.78,12,0,2.628649067176397,484.24,499,1,69.77969998941127,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,0.05,35
117,9.98,499,0,70.56925676241744,5.58,12,0,2.642586858765942,484.44,499,1,69.80940817245016,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,0.05,35
118,9.98,499,0,70.56925676241744,5.44,12,0,2.580618498874774,484.58,499,1,69.82751051333419,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,0.05,35
119,9.98,499,0,70.56925676241744,5.16,11,0,2.4189726272590546,484.86,499,1,69.8625501851124,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,0.05,35
120,9.98,499,0,70.56925676241744,4.94,11,0,2.3596090994147345,485.08,499,1,69.89258230473739,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,0.05,35
121,9.98,499,0,70.56925676241744,4.72,11,0,2.231865697078549,485.3,499,1,69.92043583201394,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,0.05,35
122,9.98,499,0,70.56925676241744,4.54,11,0,2.224263235045598,485.48,500,1,69.94640513876845,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,0.05,35
123,9.98,499,0,70.56925676241744,4.38,10,0,2.1560545977714547,485.64,500,1,69.96756099677002,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,0.05,35
124,9.98,499,0,70.56925676241744,4.26,10,0,2.1362756070759583,485.76,500,1,69.9844180908165,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,0.05,35
125,9.98,499,0,70.56925676241744,4.22,10,0,2.131302179324142,485.8,500,1,69.99008676161186,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,0.05,35
126,9.98,499,0,70.56925676241744,4.14,9,0,2.040508139995466,485.88,500,1,69.9990204013089,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,0.05,35
