day,s_mean,s_min,s_max,s_std,i_mean,i_min,i_max,i_std,r_mean,r_min,r_max,r_std,edgecount_mean,edgecount_min,edgecount_max,edgecount_std,suscedgecount_mean,suscedgecount_min,suscedgecount_max,suscedgecount_std,V,T
9,401.5,457,372,21.998376563477844,85.4,111,43,17.93980865822926,13.1,23,0,5.541126386634134,0.7971337172104928,0.9153870761356366,0.7204094689699296,0.048344210167687064,0.8730279424959371,0.9542455646956752,0.8150072282915023,0.03596331092904696,0.03,5
10,381.6,435,355,21.067433035229456,101.36,125,63,16.430136571407495,17.04,29,1,6.3501888128766435,0.7585604606525912,0.8605246321177223,0.6997760716570698,0.04025082180025619,0.8412317477768673,0.9198093792043048,0.7888912484831395,0.03392812821658515,0.03,5
11,362.28,411,335,20.9080006168911,115.76,139,77,15.52951107684058,21.96,34,3,7.334458788096482,0.7289187460012796,0.8206973768394114,0.6767434420985284,0.03379770388817241,0.8121460165074607,0.8919287425522464,0.7586929061036476,0.032798441914539324,0.03,5
12,344.28,399,316,20.407121606069232,128.48,156,94,14.784492703160158,27.24,39,7,8.082634446258023,0.7074344209852848,0.7703134996801023,0.6589891234804862,0.028123039435654036,0.786747566896514,0.8564048169436204,0.7293731737377231,0.03155484775243775,0.03,5
13,327.12,372,298,19.135009052220784,138.7,169,107,13.387856209175201,34.18,49,9,8.989086353428124,0.694126679462572,0.7476007677543186,0.6461932181701855,0.022424834766430087,0.765613501822152,0.8314999805799878,0.702766780487216,0.02823483056755668,0.03,5
14,310.74,358,281,18.735331677374283,148.88,175,118,12.843866160902786,40.38,55,17,9.585043621418203,0.6831605886116442,0.7218490083173384,0.6385156749840051,0.018858286475573204,0.7444450511587624,0.8068555995347361,0.6847641144349316,0.027291729003482486,0.03,5
15,294.9,335,268,17.90479356633472,158.44,187,133,12.272684120036823,46.66,60,21,9.688221335883135,0.6772808701215611,0.7106525911708254,0.6333973128598849,0.016675516668538386,0.7258844302148522,0.7834567784308554,0.6576645936982319,0.02624625413961834,0.03,5
16,279.82,326,252,17.407117943589654,166.88,200,137,12.186710727975244,53.3,67,29,9.670595026329314,0.6754094689699296,0.7037747920665387,0.6298784388995522,0.01664379581791305,0.7092920700607972,0.7723043043769564,0.6354098628823935,0.025859044856750273,0.03,5
17,266.18,311,238,16.9376889250703,173.3,207,147,11.530350367262777,60.52,78,34,10.361309506711859,0.6774664107485604,0.7039347408829175,0.631317978246961,0.015644718397869392,0.6964625007262245,0.7512127422247155,0.6184547102537237,0.023967180163541577,0.03,5
18,252.6,291,223,16.166228341066763,179.68,208,152,10.80899096651883,67.72,84,42,10.819559008705353,0.6810428662827895,0.7098528470889316,0.6369161868202176,0.015393313614946093,0.6839638266308041,0.7369536971664565,0.617490825329125,0.02259592536217243,0.03,5
19,239.44,277,212,15.05928420663899,186.08,208,160,9.964918054692411,74.48,92,45,11.341165760905115,0.6849136276391554,0.7092130518234165,0.6335572616762636,0.01645155581643829,0.6709232474170801,0.7191949517514354,0.6123878963546184,0.021126029428247785,0.03,5
20,227.96,269,199,15.270299303429734,190.24,213,168,10.092551304637233,81.8,97,54,11.64964745021435,0.6917498400511836,0.7234484964811261,0.6449136276391555,0.017141019323911797,0.6620352024034717,0.7060508265362222,0.6082328006509311,0.02169483859034649,0.03,5
21,215.8,251,183,14.894184593118137,194.18,213,176,9.224390915128328,90.02,111,61,11.930906529356639,0.7009948816378758,0.732725527831094,0.6521113243761996,0.018055845877148945,0.6542531809060976,0.6907881800037944,0.611006830195889,0.019877775959088222,0.03,5
22,205.22,235,175,13.495713605226134,196.86,214,177,8.492517715192418,97.92,119,67,12.094593158658519,0.7107133717210493,0.7450415866922585,0.661868202175304,0.01936546801297385,0.6483373737629702,0.6962952283772458,0.6044423106642309,0.018952521237581087,0.03,5
23,194.02,218,170,12.221576771248058,199.7,223,183,8.933427251003927,106.28,130,74,13.094694361006033,0.7216506717850288,0.7559181062060141,0.663787587971849,0.0209707318044352,0.6426416188153649,0.6831201227158701,0.5959684847564634,0.020374923735320172,0.03,5
24,184.54,209,161,12.024142381059868,200.52,224,184,9.324621784746627,114.94,141,85,12.990436042390131,0.7335924504158668,0.7717530390275112,0.6799424184261037,0.020130871951934342,0.6403274023557575,0.6736926152536232,0.5903392801795172,0.0210098796026077,0.03,5
25,175.08,197,150,11.907534915132603,201.4,224,180,9.2736184954957,123.52,151,95,13.447160386080764,0.7453966730646193,0.7816698656429942,0.6983365323096609,0.020905692043491693,0.6376600077815187,0.6819405129988991,0.5921056199138324,0.020988698735258944,0.03,5
26,166.16,191,139,11.86894421314271,201.46,224,184,9.87309268586462,132.38,158,101,13.198469299003373,0.7585348688419705,0.7965451055662188,0.7050543825975688,0.020662230708510386,0.6378636096844145,0.6757709064245667,0.584360808936529,0.02299098108478601,0.03,5
27,158.14,183,126,11.3209396018788,200.94,231,182,10.045630586356985,140.92,173,104,13.514678339207517,0.7705790147152911,0.8141394753678822,0.7111324376199616,0.021064312410386067,0.6383210498520946,0.6775937043486256,0.5683311410780437,0.02457762110706397,0.03,5
28,148.84,168,123,10.566330817212547,201.76,233,185,10.088506291006285,149.4,178,112,13.67554050717065,0.7834388995521434,0.8234165067178503,0.7316058861164427,0.020538411599789207,0.6371851999971245,0.6809695813695135,0.5618243755591924,0.02441739555874111,0.03,5
29,141.38,159,118,10.169763106024298,201.3,233,179,10.31790597328108,157.32,184,120,13.569834492847185,0.795060780550224,0.8318937939859246,0.7464811260396673,0.01904434479330606,0.638454386880384,0.6822652462716434,0.5658539795682457,0.02386986099677566,0.03,5
30,134.08,154,111,10.27149811222237,200.48,236,176,10.126223785956212,165.44,188,128,13.348025918403344,0.8063627639155471,0.8426103646833013,0.7610364683301344,0.018537055137278918,0.6396285849647492,0.6835029274284835,0.5549659985075204,0.02353185455231003,0.03,5
31,127.26,146,106,10.177626522556869,198.96,231,175,10.579070596885039,173.78,195,141,13.186712545403502,0.817914267434421,0.8504478566858605,0.7794305822136917,0.01767564026618728,0.6428434408202829,0.689529106264071,0.561816810525619,0.022791007079355552,0.03,5
32,120.32,139,100,9.873568095616472,197.72,227,170,11.376739606830805,181.96,206,148,13.207851715505269,0.8289827255278311,0.8632437619961613,0.7879078694817658,0.017122529598159606,0.6453099059850465,0.6927130019676982,0.5714237412840398,0.02454841123032593,0.03,5
33,114.42,134,95,9.94492999739371,195.0,223,165,11.342533280730974,190.58,215,160,13.254325439536432,0.8402303262955855,0.8739603326935381,0.8034229046705055,0.01731238184365812,0.651309309333312,0.7044948644958291,0.5802802834000346,0.02557538209237073,0.03,5
34,109.22,129,93,9.190256597425924,192.2,217,165,10.265853841840968,198.58,227,170,12.777675046417357,0.8493985924504159,0.8822776711452335,0.8106206014075495,0.016677971212322444,0.6561037693592887,0.7066201031968687,0.5868765378941782,0.0231367614180855,0.03,5
35,104.26,121,85,9.38041816221213,189.76,213,159,10.294757928981456,205.98,230,176,12.873782882831508,0.8585412667946257,0.8925143953934741,0.8197376839411389,0.016365360919325035,0.6614257454509068,0.7231061402471297,0.5980716235239513,0.023243970850295396,0.03,5
36,99.12,115,83,9.292612822087472,186.54,207,157,9.798396370252194,214.34,239,182,12.543166283206295,0.8681158029430582,0.8987523992322457,0.8304542546385156,0.015578766374727061,0.6673006545259282,0.723067522730538,0.608127225118136,0.021879851639185134,0.03,5
37,94.34,111,75,9.360381119050523,183.16,206,153,9.96598295837047,222.5,246,196,12.25452852572285,0.8771625079974409,0.9083493282149712,0.845489443378119,0.01479933610679506,0.674385707819911,0.7266004506017066,0.6113098000351908,0.022534312939454296,0.03,5
38,89.86,108,71,8.804011145205234,180.68,204,153,10.371546634511015,229.46,257,201,12.064807990048353,0.884532949456174,0.9145873320537428,0.854766474728087,0.013859293652507227,0.6785693923629914,0.7273465736986879,0.6117818835094075,0.023985859679990933,0.03,5
39,85.24,105,67,8.76579623727756,177.74,204,155,10.076867832125336,237.02,264,210,12.573847169942109,0.8922904670505438,0.9222648752399232,0.8627639155470249,0.014153731969615857,0.6847360540888322,0.7261033336601579,0.616681440332594,0.024276209161493808,0.03,5
40,81.22,101,62,8.78377446645524,174.88,202,154,10.348301645138477,243.9,269,214,12.271170793899868,0.8995425463851567,0.9264235444657709,0.8714011516314779,0.013615984359342255,0.69089107885237,0.7323123274875284,0.6124826665184585,0.024595911124927646,0.03,5
41,76.76,96,59,8.484223053192702,171.88,200,150,10.643844632999327,251.36,279,221,12.978412216965117,0.9066474728087012,0.9305822136916186,0.8771593090211133,0.01346705375427466,0.6957212021769235,0.7424586139629318,0.6227501240651134,0.025078252029881162,0.03,5
42,72.64,96,56,8.506324177951845,168.64,195,145,10.607582963452627,258.72,285,229,12.950518073318419,0.9135220729366602,0.9366602687140115,0.8857965451055663,0.01313098531253211,0.7024598175970361,0.7534752448955852,0.6322719431060895,0.024345085117022828,0.03,5
43,69.06,94,53,8.567642020761507,165.36,187,143,10.741413276830631,265.58,292,238,12.633111659606337,0.9197632757517594,0.9408189379398593,0.8933141394753679,0.012154510451378544,0.7093642144552332,0.7640242553614784,0.6521454795502281,0.02390613945281283,0.03,5
44,65.52,86,50,8.04893198644696,161.86,181,136,10.443257760539156,272.62,300,245,12.519193427758537,0.9257901471529111,0.9457773512476008,0.9027511196417146,0.011294981827091176,0.7167697787913089,0.7731944309698402,0.667640537012011,0.023053618542420592,0.03,5
45,62.16,81,46,7.448763765394435,159.42,181,136,10.319567306227293,278.42,306,249,12.179088803421728,0.9308093410108765,0.9505758157389635,0.90850927703135,0.010567205148085778,0.7216060094407668,0.7728031206669137,0.66600547518055,0.024150331258969312,0.03,5
46,58.36,79,43,7.216081813192938,156.94,179,130,10.790036976729224,284.7,312,260,11.985109809378342,0.9364299424184261,0.9544145873320538,0.9107485604606526,0.00984438817253829,0.7277744597218807,0.7895020227914825,0.6739116169747014,0.023817794780775704,0.03,5
47,55.3,72,40,6.917148167815274,154.16,176,126,10.803174136732752,290.54,317,264,11.842865759086996,0.9408125399872042,0.9564939219449776,0.9155470249520153,0.00914706786635096,0.7318905614491417,0.790828566876166,0.6789234652165009,0.02437751683915689,0.03,5
48,52.94,69,39,7.049127895111043,150.64,172,123,11.000482364191946,296.42,320,274,11.84782766620799,0.9448464491362764,0.9628918746001279,0.9245041586692259,0.008904441021000341,0.7393382774986929,0.7955586085756474,0.6892388477462422,0.02435309270013077,0.03,5
49,49.98,62,36,6.689894907810662,147.48,171,119,11.13596856669268,302.54,325,275,11.387802282105476,0.9491490722968651,0.9646513115802943,0.9326615483045425,0.008024998546627193,0.7450412944397934,0.8021701532339869,0.6999191116105552,0.02414580168028513,0.03,5
50,47.58,60,34,6.490463962536083,143.66,165,113,11.440368910849275,308.76,332,283,11.50609421487729,0.9530838131797824,0.9664107485604606,0.9371401151631478,0.007506469591482123,0.7526030367845897,0.8152850661153539,0.7105792142511542,0.023596885905075055,0.03,5
