day,s_mean,s_min,s_max,s_std,i_mean,i_min,i_max,i_std,r_mean,r_min,r_max,r_std,edgecount_mean,edgecount_min,edgecount_max,edgecount_std,suscedgecount_mean,suscedgecount_min,suscedgecount_max,suscedgecount_std
1,497.86,493,499,1.07992182855005,2.08,0,7,1.0906638981342818,0.06,0,1,0.2380827946018509,0.9996757843925985,0.9969428801287208,1.0,0.0005081684073013818,0.9999331786362788,0.9985937684195304,1.0,0.00018976051574589047
2,495.445,485,499,2.6480247687435634,4.39,0,15,2.6367903436911546,0.165,0,2,0.41063133155211295,0.9980555108608207,0.984070796460177,1.0,0.0024159012077743856,0.9991398793730213,0.9922772035610588,1.0,0.0011145260353822273
3,490.905,475,499,5.408533644242635,8.57,0,25,5.159282019309844,0.525,0,3,0.7013088983139107,0.9930514883346742,0.9629927594529365,1.0,0.007274776930271228,0.996628651556679,0.9814296469128632,1.0,0.0036096270698033946
4,482.715,449,499,10.487311069446582,16.155,0,50,9.904111881476505,1.13,0,4,1.1443986373663813,0.9797296862429605,0.9042638777152051,1.0,0.018800807479353806,0.9896132197154439,0.9479494212639699,1.0,0.00998899250625046
5,470.945,427,499,16.159132489526485,26.9,0,69,15.0051917313466,2.155,0,8,1.8324202081115235,0.9577489943684634,0.8662912308930008,1.0,0.03153750093711072,0.977438706931831,0.9232373097356072,1.0,0.017693020035700183
6,454.035,397,499,22.393775494644093,42.01,0,93,20.343035552183128,3.955,0,12,2.893933179296155,0.9253362831858406,0.8212389380530973,1.0,0.043523244193307234,0.9581837785000201,0.8877311145505905,1.0,0.026182111837072093
7,431.73,366,499,30.02171910618132,61.525,0,118,26.814819554468265,6.745,0,18,4.202174000640418,0.8845502815768304,0.7731295253419147,1.0,0.05555060479486977,0.9311860962370645,0.8488018900745882,1.0,0.0366936879506074
8,406.2,328,499,36.83004563269685,83.65,0,151,32.432341634849585,10.15,0,26,5.708804801471715,0.842195494770716,0.7312952534191473,1.0,0.06272309090834055,0.8991120118725937,0.7948788284467154,1.0,0.046517093215551614
9,376.675,296,499,43.569148817061055,108.665,0,172,37.64396519467484,14.66,0,36,7.3515048198024,0.8006814159292035,0.7084473049074819,1.0,0.06500683032344765,0.8614742560624579,0.7609706192277117,1.0,0.05542667439190611
10,344.145,256,499,49.385001436004536,135.43,0,203,42.006282133669814,20.425,0,43,8.9501340491351,0.7661938857602574,0.6862429605792437,1.0,0.06235665088803499,0.8205172258524062,0.7129273948598336,1.0,0.06281828534035878
11,310.1,204,499,54.44752210446845,162.63,0,247,45.425327758972195,27.27,1,55,10.777190691269213,0.7434971842316975,0.6910699919549477,1.0,0.056509841290486806,0.7795353600504504,0.648614683176698,1.0,0.06756259584207994
12,275.975,169,499,58.02186708734482,188.695,0,270,47.095348328373724,35.33,1,67,12.830597067382627,0.7336411906677394,0.6893000804505229,1.0,0.04959093266441719,0.7406836386104603,0.6190503383350816,1.0,0.06910122646454615
13,242.21,137,499,60.684089294207396,213.705,0,292,48.11688004981871,44.085,1,78,14.888792959098277,0.7360281576830249,0.69798873692679,1.0,0.046023432882495344,0.7044286729749369,0.5962317299451274,1.0,0.06956913346243367
14,209.605,113,499,62.864206966985115,236.615,0,303,48.603273200774716,53.78,1,90,16.969425654251705,0.7496588897827836,0.6912308930008045,1.0,0.04514950050015721,0.6720600984827416,0.5774640266433568,1.0,0.06918518876966352
15,178.48,93,499,64.0027449160106,256.655,0,316,48.309159061675146,64.865,1,105,18.983377415266553,0.7723467417538213,0.7012067578439259,1.0,0.04665471645059711,0.6450178730033522,0.5541003567621486,1.0,0.06759342026444716
16,151.265,79,499,64.71992054675196,272.605,0,330,47.90693422390613,76.13,1,116,20.71420991643928,0.7986653258246179,0.697184231697506,1.0,0.047720329354876814,0.6233552030510694,0.5447679364835709,1.0,0.06653827555352249
17,126.03,61,499,64.83267291564442,285.46,0,336,47.14170235049338,88.51,1,135,22.223395251005456,0.8281335478680611,0.7049074818986324,1.0,0.046548169478007724,0.6062975591677691,0.5319931904174713,1.0,0.0651574794821763
18,104.97,49,499,64.86227465458511,294.03,0,342,46.41801655937632,101.0,1,143,23.781458932217003,0.8564352373290427,0.7000804505229284,1.0,0.04436388244839329,0.5955270165269193,0.5212648712456073,1.0,0.06375218641185473
19,87.53,37,499,65.07567376971917,299.07,0,349,45.96508506710426,113.4,1,157,25.5895314650936,0.8818085277554304,0.7119871279163315,1.0,0.04061930213207239,0.5888998645945378,0.5107679052126602,1.0,0.06333628067740715
20,73.19,30,499,65.28641112350206,300.56,0,348,45.748014208488875,126.25,1,169,27.011583221660732,0.9040120675784392,0.7348350764279968,1.0,0.03576926350924216,0.5872459417051215,0.5258251851992318,1.0,0.06301609495495794
21,61.305,24,499,65.62357995592099,299.74,0,345,45.48081930465979,138.955,1,181,28.502719168528458,0.9230176991150443,0.7543041029766694,1.0,0.03041867374415028,0.5885740008932467,0.5296731618527899,1.0,0.0629012361731868
22,52.1,19,499,66.19227360823268,296.665,0,344,45.082200467534584,151.235,1,196,29.525557875156164,0.9380128720836686,0.7763475462590507,1.0,0.026585317376723715,0.5937104612337215,0.5277514888312843,1.0,0.06242699608854856
23,44.89,13,499,66.6634681812291,291.95,0,348,44.363476987858625,163.16,1,213,30.641785114037898,0.9497642799678198,0.7938857602574416,1.0,0.023399740858473964,0.6005999337300093,0.5280243169854264,1.0,0.06213347335141524
24,39.0,11,499,67.06510749425577,285.84,0,339,43.47487462452412,175.16,1,228,31.720266020036924,0.9594183427192278,0.8136765888978278,1.0,0.02016216527389232,0.6085537455341599,0.522204453434959,1.0,0.0616136043156681
25,34.045,10,499,67.44260895392885,278.87,0,331,42.632508180599054,187.085,1,239,33.0578566217187,0.9673218020917136,0.8397425583266291,1.0,0.017394423267387982,0.618508187722428,0.5203291318117599,1.0,0.06147962917347897
26,29.915,7,499,67.77792420877354,272.305,0,324,41.833265297214545,197.78,1,250,33.94943920170926,0.9738479485116653,0.8617860016090104,1.0,0.014315471631932123,0.6281942879791954,0.5319733771673663,1.0,0.06139490767834373
27,26.885,5,499,68.03473673065879,264.82,0,318,40.95981116476572,208.295,1,262,35.118435293837294,0.9785695897023331,0.8835076427996782,1.0,0.012097994229409345,0.6389306192985792,0.5407335615307752,1.0,0.06133228954479217
28,24.425,5,499,68.26245813735962,256.175,0,313,39.87233868184556,219.4,1,268,36.2638294535087,0.9825221238938053,0.8981496379726468,1.0,0.010096372715508709,0.6528653919327246,0.5576805925853607,1.0,0.060049864173326126
29,22.34,3,499,68.46797586166079,247.96,0,304,38.8965694577027,229.7,1,280,37.410261135027575,0.9856363636363636,0.9246983105390185,1.0,0.008201817762767193,0.6650380883607322,0.5464428037676627,1.0,0.06010291791316988
30,20.675,3,499,68.63778187341514,239.615,0,298,37.81702542586212,239.71,1,285,38.436607079958215,0.9881826226870474,0.9377312952534191,1.0,0.00661107137477417,0.6793618742842749,0.5641746319221924,1.0,0.05935706165992006
31,19.17,1,499,68.80860571981914,231.335,0,293,36.88189455178033,249.495,1,289,39.61764460211,0.990271922767498,0.9533386967015286,1.0,0.00542372509093206,0.6916516825538433,0.5618445386667893,1.0,0.061190768941200735
32,17.975,1,499,68.9510377225396,223.455,0,286,35.90730633507902,258.57,1,306,40.76991574863449,0.9919340305711987,0.962510056315366,1.0,0.004574130972896113,0.7049187875413448,0.5514827201783723,1.0,0.0623953451318891
33,16.94,1,499,69.07752836214623,215.71,0,278,34.76866694316918,267.35,1,312,41.623190047721515,0.9933934030571199,0.9732904263877715,1.0,0.0037268617504676643,0.7197786388440709,0.569020815673434,1.0,0.06230169053166622
34,16.075,1,499,69.19101355511361,208.11,0,269,33.64159157080839,275.815,1,319,42.576927422533885,0.9944746580852776,0.9763475462590507,1.0,0.0032692566185582414,0.732007960257704,0.5535117896823348,1.0,0.06255250169457137
35,15.35,1,499,69.28317466353057,200.45,0,261,32.31452681405191,284.2,1,324,43.38851016191214,0.9954062751407884,0.9769911504424779,1.0,0.002819225610226158,0.7459402099689424,0.5535117896823348,1.0,0.062439992189466234
36,14.785,0,499,69.3571252947073,193.09,0,253,31.269165379293206,292.125,1,328,44.274831206815016,0.9961069991954947,0.9839098954143202,1.0,0.002391867971361594,0.7573982870649849,0.5535117896823348,1.0,0.06432306460883945
37,14.24,0,499,69.42819145595125,185.715,0,247,30.311511238601074,300.045,1,338,45.27928936308664,0.9967787610619468,0.9853580048270314,1.0,0.0021205270873305804,0.7731869945583465,0.5652173913043478,1.0,0.06408738097142476
38,13.83,0,499,69.48143239194326,178.875,0,241,29.269315659850673,307.295,1,343,46.11453923268903,0.997246178600161,0.9890587288817377,1.0,0.0018219717827028983,0.7834058412846979,0.5762405346692906,1.0,0.06362811978602076
39,13.385,0,499,69.54039189943956,172.205,0,232,28.212812496182007,314.41,1,353,46.90278516550385,0.9976878519710378,0.9903459372485921,1.0,0.0015909030152881482,0.794176942151596,0.6056542046524098,1.0,0.06514643321338698
40,12.995,0,499,69.59332676811236,165.7,0,229,27.31116067631395,321.305,1,359,47.80027517214375,0.998093322606597,0.9909895414320193,1.0,0.0014048112030177386,0.8084095511998833,0.5454545454545454,1.0,0.06804732459363041
41,12.745,0,499,69.62584842459172,159.605,0,220,26.334320900422565,327.65,1,366,48.54783166938556,0.998342719227675,0.992115848753017,1.0,0.0012098936309999132,0.8181064818710146,0.6155143883439244,1.0,0.06798219042797235
42,12.47,0,499,69.66336210735528,153.295,0,212,25.365033008011,334.235,1,374,49.33191628980289,0.9986210780370073,0.9938857602574417,1.0,0.0010717378756392192,0.8319633503137068,0.6155020296607568,1.0,0.06742766716028982
43,12.245,0,499,69.69448746432225,147.305,0,206,24.560088860265164,340.45,1,379,50.17384351297318,0.9988205953338697,0.9945293644408688,1.0,0.0009744079176121624,0.8412851546426364,0.6155020296607568,1.0,0.06717864236106469
