day,s,i,r,edgecount,suscedgecount
1,994,6,0,0.9976644061119396,0.9988298700533326
2,969,30,1,0.9703689112755719,0.9846968378469494
3,922,71,7,0.9151869882094719,0.9539132914290094
4,845,141,14,0.8293609477446042,0.8986134035562612
5,731,245,24,0.7651180459802459,0.837467101765331
6,555,404,41,0.8548273630300813,0.8622072047922089
7,233,698,69,0.9990713903818556,0.9974963442593143
8,22,876,102,1.0,1.0
9,0,861,139,1.0,
10,0,824,176,1.0,
11,0,794,206,1.0,
12,0,772,228,1.0,
13,0,735,265,1.0,
14,0,702,298,1.0,
15,0,675,325,1.0,
16,0,650,350,1.0,
17,0,623,377,1.0,
18,0,601,399,1.0,
19,0,572,428,1.0,
20,0,553,447,1.0,
21,0,525,475,1.0,
22,0,503,497,1.0,
23,0,476,524,1.0,
24,0,448,552,1.0,
25,0,436,564,1.0,
26,0,410,590,1.0,
27,0,392,608,1.0,
28,0,374,626,1.0,
29,0,353,647,1.0,
30,0,342,658,1.0,
31,0,324,676,1.0,
32,0,308,692,1.0,
33,0,298,702,1.0,
34,0,287,713,1.0,
35,0,280,720,1.0,
36,0,273,727,1.0,
37,0,265,735,1.0,
38,0,262,738,1.0,
39,0,253,747,1.0,
40,0,244,756,1.0,
41,0,234,766,1.0,
42,0,225,775,1.0,
43,0,219,781,1.0,
44,0,211,789,1.0,
45,0,202,798,1.0,
46,0,191,809,1.0,
47,0,184,816,1.0,
48,0,176,824,1.0,
49,0,168,832,1.0,
50,0,163,837,1.0,
51,0,158,842,1.0,
52,0,151,849,1.0,
53,0,144,856,1.0,
54,0,137,863,1.0,
55,0,132,868,1.0,
56,0,126,874,1.0,
57,0,121,879,1.0,
58,0,117,883,1.0,
59,0,111,889,1.0,
60,0,108,892,1.0,
61,0,104,896,1.0,
62,0,101,899,1.0,
63,0,96,904,1.0,
64,0,93,907,1.0,
65,0,88,912,1.0,
66,0,87,913,1.0,
67,0,84,916,1.0,
68,0,79,921,1.0,
69,0,74,926,1.0,
70,0,72,928,1.0,
71,0,69,931,1.0,
72,0,65,935,1.0,
73,0,64,936,1.0,
74,0,62,938,1.0,
75,0,61,939,1.0,
76,0,58,942,1.0,
77,0,56,944,1.0,
78,0,55,945,1.0,
79,0,53,947,1.0,
80,0,50,950,1.0,
81,0,47,953,1.0,
82,0,45,955,1.0,
83,0,45,955,1.0,
84,0,43,957,1.0,
85,0,43,957,1.0,
86,0,40,960,1.0,
87,0,40,960,1.0,
88,0,39,961,1.0,
89,0,39,961,1.0,
90,0,38,962,1.0,
91,0,37,963,1.0,
92,0,36,964,1.0,
93,0,35,965,1.0,
94,0,33,967,1.0,
95,0,31,969,1.0,
96,0,31,969,1.0,
97,0,30,970,1.0,
98,0,30,970,1.0,
99,0,30,970,1.0,
100,0,29,971,1.0,
101,0,28,972,1.0,
102,0,27,973,1.0,
103,0,27,973,1.0,
104,0,25,975,1.0,
105,0,25,975,1.0,
106,0,23,977,1.0,
107,0,22,978,1.0,
108,0,20,980,1.0,
109,0,19,981,1.0,
110,0,19,981,1.0,
111,0,19,981,1.0,
112,0,19,981,1.0,
113,0,18,982,1.0,
114,0,17,983,1.0,
115,0,17,983,1.0,
116,0,14,986,1.0,
117,0,14,986,1.0,
118,0,14,986,1.0,
119,0,12,988,1.0,
120,0,12,988,1.0,
121,0,12,988,1.0,
122,0,11,989,1.0,
123,0,11,989,1.0,
124,0,11,989,1.0,
125,0,11,989,1.0,
126,0,9,991,1.0,
127,0,9,991,1.0,
128,0,9,991,1.0,
129,0,9,991,1.0,
130,0,8,992,1.0,
131,0,8,992,1.0,
132,0,8,992,1.0,
133,0,8,992,1.0,
134,0,8,992,1.0,
135,0,8,992,1.0,
136,0,8,992,1.0,
137,0,7,993,1.0,
138,0,7,993,1.0,
139,0,7,993,1.0,
140,0,7,993,1.0,
141,0,7,993,1.0,
142,0,6,994,1.0,
143,0,6,994,1.0,
144,0,6,994,1.0,
145,0,6,994,1.0,
146,0,6,994,1.0,
147,0,6,994,1.0,
148,0,6,994,1.0,
149,0,6,994,1.0,
150,0,6,994,1.0,
151,0,6,994,1.0,
152,0,5,995,1.0,
153,0,4,996,1.0,
154,0,4,996,1.0,
155,0,4,996,1.0,
156,0,4,996,1.0,
157,0,4,996,1.0,
158,0,4,996,1.0,
159,0,4,996,1.0,
160,0,4,996,1.0,
161,0,4,996,1.0,
162,0,4,996,1.0,
163,0,4,996,1.0,
164,0,4,996,1.0,
165,0,3,997,1.0,
166,0,2,998,1.0,
167,0,2,998,1.0,
168,0,2,998,1.0,
169,0,2,998,1.0,
170,0,2,998,1.0,
171,0,2,998,1.0,
172,0,2,998,1.0,
173,0,2,998,1.0,
174,0,2,998,1.0,
175,0,2,998,1.0,
176,0,2,998,1.0,
177,0,2,998,1.0,
178,0,1,999,1.0,
179,0,1,999,1.0,
180,0,1,999,1.0,
181,0,1,999,1.0,
182,0,1,999,1.0,
183,0,1,999,1.0,
184,0,1,999,1.0,
185,0,1,999,1.0,
186,0,1,999,1.0,
187,0,1,999,1.0,
188,0,1,999,1.0,
189,0,1,999,1.0,
190,0,1,999,1.0,
191,0,1,999,1.0,
192,0,1,999,1.0,
193,0,1,999,1.0,
194,0,1,999,1.0,
195,0,1,999,1.0,
196,0,1,999,1.0,
197,0,1,999,1.0,
198,0,1,999,1.0,
199,0,1,999,1.0,
200,0,1,999,1.0,
1,993,5,2,0.9990151110110589,0.9995104550687877
2,981,17,2,0.9880124940203169,0.9940312177849453
3,947,49,4,0.9479978613839097,0.9726503857683723
4,877,114,9,0.863409967076568,0.9221625846691721
5,771,216,13,0.7739539071953175,0.8528986224525228
6,603,367,30,0.8157132003264204,0.8425734678931016
7,303,650,47,0.9964262599544137,0.9928768000081145
8,43,876,81,1.0,1.0
9,2,887,111,1.0,1.0
10,0,849,151,1.0,
11,0,819,181,1.0,
12,0,795,205,1.0,
13,0,761,239,1.0,
14,0,725,275,1.0,
15,0,693,307,1.0,
16,0,669,331,1.0,
17,0,639,361,1.0,
18,0,619,381,1.0,
19,0,604,396,1.0,
20,0,584,416,1.0,
21,0,564,436,1.0,
22,0,552,448,1.0,
23,0,533,467,1.0,
24,0,509,491,1.0,
25,0,483,517,1.0,
26,0,462,538,1.0,
27,0,442,558,1.0,
28,0,423,577,1.0,
29,0,406,594,1.0,
30,0,392,608,1.0,
31,0,378,622,1.0,
32,0,366,634,1.0,
33,0,354,646,1.0,
34,0,339,661,1.0,
35,0,323,677,1.0,
36,0,310,690,1.0,
37,0,297,703,1.0,
38,0,285,715,1.0,
39,0,277,723,1.0,
40,0,256,744,1.0,
41,0,244,756,1.0,
42,0,232,768,1.0,
43,0,225,775,1.0,
44,0,217,783,1.0,
45,0,210,790,1.0,
46,0,204,796,1.0,
47,0,196,804,1.0,
48,0,187,813,1.0,
49,0,179,821,1.0,
50,0,168,832,1.0,
51,0,157,843,1.0,
52,0,151,849,1.0,
53,0,145,855,1.0,
54,0,135,865,1.0,
55,0,129,871,1.0,
56,0,119,881,1.0,
57,0,115,885,1.0,
58,0,111,889,1.0,
59,0,106,894,1.0,
60,0,99,901,1.0,
61,0,91,909,1.0,
62,0,86,914,1.0,
63,0,81,919,1.0,
64,0,77,923,1.0,
65,0,73,927,1.0,
66,0,68,932,1.0,
67,0,63,937,1.0,
68,0,63,937,1.0,
69,0,60,940,1.0,
70,0,56,944,1.0,
71,0,55,945,1.0,
72,0,53,947,1.0,
73,0,51,949,1.0,
74,0,48,952,1.0,
75,0,47,953,1.0,
76,0,46,954,1.0,
77,0,43,957,1.0,
78,0,37,963,1.0,
79,0,33,967,1.0,
80,0,33,967,1.0,
81,0,31,969,1.0,
82,0,30,970,1.0,
83,0,30,970,1.0,
84,0,30,970,1.0,
85,0,29,971,1.0,
86,0,29,971,1.0,
87,0,28,972,1.0,
88,0,28,972,1.0,
89,0,28,972,1.0,
90,0,28,972,1.0,
91,0,27,973,1.0,
92,0,26,974,1.0,
93,0,25,975,1.0,
94,0,25,975,1.0,
95,0,24,976,1.0,
96,0,23,977,1.0,
97,0,23,977,1.0,
98,0,20,980,1.0,
99,0,20,980,1.0,
100,0,19,981,1.0,
101,0,18,982,1.0,
102,0,18,982,1.0,
103,0,18,982,1.0,
104,0,18,982,1.0,
105,0,18,982,1.0,
106,0,18,982,1.0,
107,0,18,982,1.0,
108,0,17,983,1.0,
109,0,17,983,1.0,
110,0,15,985,1.0,
111,0,15,985,1.0,
112,0,14,986,1.0,
113,0,13,987,1.0,
114,0,12,988,1.0,
115,0,12,988,1.0,
116,0,11,989,1.0,
117,0,11,989,1.0,
118,0,10,990,1.0,
119,0,10,990,1.0,
120,0,10,990,1.0,
121,0,8,992,1.0,
122,0,8,992,1.0,
123,0,8,992,1.0,
124,0,8,992,1.0,
125,0,7,993,1.0,
126,0,7,993,1.0,
127,0,6,994,1.0,
128,0,6,994,1.0,
129,0,5,995,1.0,
130,0,5,995,1.0,
131,0,5,995,1.0,
132,0,5,995,1.0,
133,0,5,995,1.0,
134,0,4,996,1.0,
135,0,4,996,1.0,
136,0,4,996,1.0,
137,0,4,996,1.0,
138,0,4,996,1.0,
139,0,4,996,1.0,
140,0,3,997,1.0,
141,0,3,997,1.0,
142,0,3,997,1.0,
143,0,3,997,1.0,
144,0,3,997,1.0,
145,0,3,997,1.0,
146,0,3,997,1.0,
147,0,3,997,1.0,
148,0,3,997,1.0,
149,0,3,997,1.0,
150,0,2,998,1.0,
151,0,2,998,1.0,
152,0,2,998,1.0,
153,0,2,998,1.0,
154,0,1,999,1.0,
155,0,1,999,1.0,
156,0,1,999,1.0,
157,0,1,999,1.0,
158,0,1,999,1.0,
159,0,1,999,1.0,
160,0,1,999,1.0,
161,0,1,999,1.0,
162,0,1,999,1.0,
163,0,1,999,1.0,
164,0,1,999,1.0,
165,0,1,999,1.0,
166,0,1,999,1.0,
167,0,1,999,1.0,
168,0,1,999,1.0,
169,0,1,999,1.0,
170,0,1,999,1.0,
171,0,1,999,1.0,
172,0,0,1000,1.0,
173,0,0,1000,1.0,
174,0,0,1000,1.0,
175,0,0,1000,1.0,
176,0,0,1000,1.0,
177,0,0,1000,1.0,
178,0,0,1000,1.0,
179,0,0,1000,1.0,
180,0,0,1000,1.0,
181,0,0,1000,1.0,
182,0,0,1000,1.0,
183,0,0,1000,1.0,
184,0,0,1000,1.0,
185,0,0,1000,1.0,
186,0,0,1000,1.0,
187,0,0,1000,1.0,
188,0,0,1000,1.0,
189,0,0,1000,1.0,
190,0,0,1000,1.0,
191,0,0,1000,1.0,
192,0,0,1000,1.0,
193,0,0,1000,1.0,
194,0,0,1000,1.0,
195,0,0,1000,1.0,
196,0,0,1000,1.0,
197,0,0,1000,1.0,
198,0,0,1000,1.0,
199,0,0,1000,1.0,
200,0,0,1000,1.0,
