day,s_mean,s_min,s_max,s_std,i_mean,i_min,i_max,i_std,r_mean,r_min,r_max,r_std,V,T
145,9.96,499,0,70.07138063316853,2.06,7,0,1.3767183936279548,487.98,500,1,69.78856668827667,0.0164,8
146,9.96,499,0,70.07138063316853,1.99,7,0,1.3669622740170477,488.05,500,1,69.79846529527535,0.0164,8
147,9.96,499,0,70.07138063316853,1.84,7,0,1.3833059508060226,488.2,500,1,69.82040453111746,0.0164,8
148,9.96,499,0,70.07138063316853,1.73,6,0,1.324630689908121,488.31,500,1,69.8351153312811,0.0164,8
149,9.96,499,0,70.07138063316853,1.69,6,0,1.2846805207537162,488.35,500,1,69.84013129565221,0.0164,8
150,9.96,499,0,70.07138063316853,1.58,6,0,1.207551993986933,488.46,500,1,69.85459935111685,0.0164,8
151,9.96,499,0,70.07138063316853,1.52,6,0,1.167575403660219,488.52,500,1,69.86256060106425,0.0164,8
152,9.96,499,0,70.07138063316853,1.42,5,0,1.1117371973445864,488.62,500,1,69.8760489883495,0.0164,8
153,9.96,499,0,70.07138063316853,1.31,5,0,1.0889249633273983,488.73,500,1,69.89152562031649,0.0164,8
154,9.96,499,0,70.07138063316853,1.28,5,0,1.07383951926315,488.76,500,1,69.89561047473842,0.0164,8
155,9.96,499,0,70.07138063316853,1.24,5,0,1.0261234296756376,488.8,500,1,69.90065099912167,0.0164,8
156,9.96,499,0,70.07138063316853,1.19,5,0,1.0019677609281619,488.85,500,1,69.90749659949267,0.0164,8
157,9.96,499,0,70.07138063316853,1.15,5,0,1.0087996667707457,488.89,500,1,69.91335113314672,0.0164,8
158,9.96,499,0,70.07138063316853,1.11,5,0,1.0239061667867024,488.93,500,1,69.91932652866602,0.0164,8
159,9.96,499,0,70.07138063316853,1.07,5,0,1.0075974023649152,488.97,500,1,69.92484493650264,0.0164,8
160,9.96,499,0,70.07138063316853,1.07,5,0,1.0075974023649152,488.97,500,1,69.92484493650264,0.0164,8
161,9.96,499,0,70.07138063316853,1.03,4,0,0.989388138643722,489.01,500,1,69.93033979784758,0.0164,8
162,9.96,499,0,70.07138063316853,0.98,4,0,0.9425947424449433,489.06,500,1,69.93688641059224,0.0164,8
163,9.96,499,0,70.07138063316853,0.94,4,0,0.9300809131739588,489.1,500,1,69.94247275403907,0.0164,8
164,9.96,499,0,70.07138063316853,0.9,4,0,0.881917103688197,489.14,500,1,69.94760232278922,0.0164,8
165,9.96,499,0,70.07138063316853,0.85,4,0,0.8689364217539193,489.19,500,1,69.95463104069954,0.0164,8
166,9.96,499,0,70.07138063316853,0.81,4,0,0.8609954304833048,489.23,500,1,69.96028527065562,0.0164,8
167,9.96,499,0,70.07138063316853,0.78,4,0,0.8596452169295767,489.26,500,1,69.96458267068294,0.0164,8
168,9.96,499,0,70.07138063316853,0.76,4,0,0.8542230210530326,489.28,500,1,69.96739211658499,0.0164,8
169,9.96,499,0,70.07138063316853,0.7,4,0,0.8226589066968625,489.34,500,1,69.97564078327758,0.0164,8
170,9.96,499,0,70.07138063316853,0.67,4,0,0.8171767114754176,489.37,500,1,69.97988960762191,0.0164,8
171,9.96,499,0,70.07138063316853,0.65,4,0,0.7961396760860396,489.39,500,1,69.98252234910825,0.0164,8
172,9.96,499,0,70.07138063316853,0.63,4,0,0.7869516689688951,489.41,500,1,69.98529354894006,0.0164,8
173,9.96,499,0,70.07138063316853,0.61,4,0,0.7771353768420236,489.43,500,1,69.98805886605503,0.0164,8
174,9.96,499,0,70.07138063316853,0.6,4,0,0.7654139963827329,489.44,500,1,69.9893671578156,0.0164,8
175,9.96,499,0,70.07138063316853,0.59,4,0,0.7666666666666665,489.45,500,1,69.99081830115038,0.0164,8
176,9.96,499,0,70.07138063316853,0.59,4,0,0.7666666666666665,489.45,500,1,69.99081830115038,0.0164,8
177,9.96,499,0,70.07138063316853,0.56,3,0,0.7009373233842889,489.48,500,1,69.99444133773638,0.0164,8
178,9.96,499,0,70.07138063316853,0.55,3,0,0.6871842709362767,489.49,500,1,69.99574229475633,0.0164,8
179,9.96,499,0,70.07138063316853,0.54,3,0,0.6878454136877798,489.5,500,1,69.99718609062839,0.0164,8
180,9.96,499,0,70.07138063316853,0.52,3,0,0.6739001514626733,489.52,500,1,69.99992496388474,0.0164,8
181,9.96,499,0,70.07138063316853,0.51,3,0,0.6741249472052226,489.53,500,1,70.00136434456837,0.0164,8
182,9.96,499,0,70.07138063316853,0.49,3,0,0.6741249472052229,489.55,500,1,70.00423868840682,0.0164,8
183,9.96,499,0,70.07138063316853,0.46,2,0,0.626357112455213,489.58,500,1,70.00810631273318,0.0164,8
184,9.96,499,0,70.07138063316853,0.42,2,0,0.5891270720911636,489.62,500,1,70.01353115973045,0.0164,8
185,9.96,499,0,70.07138063316853,0.41,2,0,0.5876678784428626,489.63,500,1,70.01495583376484,0.0164,8
186,9.96,499,0,70.07138063316853,0.41,2,0,0.5876678784428626,489.63,500,1,70.01495583376484,0.0164,8
187,9.96,499,0,70.07138063316853,0.4,2,0,0.5860327153276884,489.64,500,1,70.01637903614647,0.0164,8
188,9.96,499,0,70.07138063316853,0.39,2,0,0.5842201051942078,489.65,500,1,70.01780076696515,0.0164,8
189,9.96,499,0,70.07138063316853,0.38,2,0,0.564613034553648,489.66,500,1,70.01907676562945,0.0164,8
190,9.96,499,0,70.07138063316853,0.37,2,0,0.5623723199648311,489.67,500,1,70.020495556514,0.0164,8
191,9.96,499,0,70.07138063316853,0.34,2,0,0.5545040554177647,489.7,500,1,70.02474310173973,0.0164,8
192,9.96,499,0,70.07138063316853,0.34,2,0,0.5545040554177647,489.7,500,1,70.02474310173973,0.0164,8
193,9.96,499,0,70.07138063316853,0.33,2,0,0.5328596381218923,489.71,500,1,70.02601176157559,0.0164,8
194,9.96,499,0,70.07138063316853,0.3,2,0,0.5222329678670934,489.74,500,1,70.03024166368947,0.0164,8
195,9.96,499,0,70.07138063316853,0.29,2,0,0.5182526976156115,489.75,500,1,70.03164868958761,0.0164,8
196,9.96,499,0,70.07138063316853,0.29,2,0,0.5182526976156115,489.75,500,1,70.03164868958761,0.0164,8
197,9.96,499,0,70.07138063316853,0.29,2,0,0.5182526976156115,489.75,500,1,70.03164868958761,0.0164,8
198,9.96,499,0,70.07138063316853,0.27,2,0,0.48938221207451893,489.77,500,1,70.03431410041189,0.0164,8
199,9.96,499,0,70.07138063316853,0.26,2,0,0.4845074558223793,489.78,500,1,70.03571671769781,0.0164,8
200,9.96,499,0,70.07138063316853,0.25,2,0,0.47937248544110217,489.79,500,1,70.03711786465716,0.0164,8
1,497.83,499,495,1.0449977043133638,2.13,5,1,1.0411241011231054,0.04,1,0,0.19694638556693236,0.0164,10
2,495.05,499,482,2.999579095052299,4.65,18,0,2.9588934595639813,0.3,2,0,0.5773502691896256,0.0164,10
3,488.83,499,452,7.464468020447465,10.39,46,0,7.133496174861781,0.78,4,0,0.916515138991168,0.0164,10
4,477.17,499,413,15.301056278320255,21.18,83,0,14.578509158790183,1.65,6,0,1.3734495390671024,0.0164,10
5,453.78,499,338,30.795047483239088,42.83,150,0,28.730392523344587,3.39,12,0,2.696406137918778,0.0164,10
6,413.13,499,238,54.57284169351134,80.06,239,0,50.16917239287348,6.81,25,0,5.1731533083328545,0.0164,10
7,349.26,499,139,82.97664512598492,138.35,326,0,75.97957926078864,12.39,35,0,7.797817617510661,0.0164,10
8,267.25,499,63,107.23394372524348,211.58,389,0,96.65665360888866,21.17,48,1,11.53655148655872,0.0164,10
9,182.24,499,28,113.2579178671229,285.01,407,0,99.04549459717995,32.75,65,1,15.520839688833354,0.0164,10
10,111.39,499,10,101.74725022963976,341.52,416,0,84.92188686485288,47.09,83,1,19.075127917015525,0.0164,10
11,62.52,499,2,82.02013549283264,375.04,424,0,65.12023378708686,62.44,101,1,21.1742744619479,0.0164,10
12,33.51,499,1,64.92878694182862,387.67,421,0,50.050288851728055,78.82,119,1,22.391547828174232,0.0164,10
13,18.24,499,0,55.32550510525426,386.59,424,0,43.31447025340761,95.17,137,1,23.258344869328216,0.0164,10
14,10.82,499,0,51.5590041514662,377.72,418,0,41.925879763451505,111.46,156,1,23.958474176134107,0.0164,10
15,7.68,499,0,50.10431139335237,365.5,415,0,40.96993231060256,126.82,170,1,24.290073626230047,0.0164,10
16,6.23,499,0,49.879421274375936,352.43,407,0,40.28290235598998,141.34,181,1,24.78563448386336,0.0164,10
17,5.56,499,0,49.86614810944121,339.1,398,0,39.43092669210272,155.34,195,1,25.536751096520806,0.0164,10
18,5.27,499,0,49.87739614760024,325.43,391,0,38.29345883958499,169.3,210,1,26.187937696735137,0.0164,10
19,5.14,499,0,49.88755436787898,312.28,375,0,36.98841751552815,182.58,223,1,26.763906042778338,0.0164,10
20,5.06,499,0,49.89379022514027,299.34,361,0,35.54374740791945,195.6,239,1,27.170245163086438,0.0164,10
21,5.04,499,0,49.895430045184895,287.45,350,0,34.404420376081646,207.51,247,1,27.872543602417895,0.0164,10
22,5.01,499,0,49.89817814127267,275.82,337,0,33.18676260380351,219.17,256,1,28.498823296636825,0.0164,10
23,5.0,499,0,49.89909009109477,264.97,324,0,32.42347790092728,230.03,269,1,29.500027392557048,0.0164,10
24,5.0,499,0,49.89909009109477,254.43,305,0,30.994380396478583,240.57,281,1,29.763123749928116,0.0164,10
25,5.0,499,0,49.89909009109477,244.48,292,0,30.264650847301887,250.52,291,1,30.683618503110818,0.0164,10
26,4.99,499,0,49.9,235.16,285,0,29.144959887923786,259.85,302,1,31.126128229927,0.0164,10
27,4.99,499,0,49.9,225.66,271,0,27.967231908182498,269.35,311,1,31.58070469592009,0.0164,10
28,4.99,499,0,49.9,216.72,256,0,27.022280369421757,278.29,318,1,32.179199944854275,0.0164,10
29,4.99,499,0,49.9,207.91,248,0,26.213226286041795,287.1,325,1,32.88225089987643,0.0164,10
30,4.99,499,0,49.9,199.73,244,0,25.440306443107,295.28,334,1,33.52281900346977,0.0164,10
31,4.99,499,0,49.9,191.16,232,0,24.435741334067497,303.85,339,1,34.05977366070101,0.0164,10
32,4.99,499,0,49.9,183.73,223,0,23.51438631213589,311.28,348,1,34.50781788159742,0.0164,10
33,4.99,499,0,49.9,176.5,214,0,22.780241305556753,318.51,355,1,35.06688990596068,0.0164,10
34,4.99,499,0,49.9,169.34,206,0,22.031758528051803,325.67,363,1,35.61354157387809,0.0164,10
35,4.99,499,0,49.9,162.12,197,0,21.012396533494417,332.89,369,1,36.01708208642396,0.0164,10
36,4.99,499,0,49.9,156.01,187,0,20.415628297651743,339.0,374,1,36.525347501440834,0.0164,10
37,4.99,499,0,49.9,149.98,182,0,19.88856836263363,345.03,379,1,37.0627246105242,0.0164,10
38,4.99,499,0,49.9,144.43,177,0,19.39710225156262,350.58,382,1,37.55378096339255,0.0164,10
39,4.99,499,0,49.9,138.81,172,0,18.575913044976964,356.2,389,1,37.89139184244326,0.0164,10
40,4.99,499,0,49.9,133.1,167,0,17.955894336237936,361.91,391,1,38.34929707124482,0.0164,10
41,4.99,499,0,49.9,127.67,159,0,17.309456164977362,367.34,394,1,38.76352028712697,0.0164,10
42,4.99,499,0,49.9,122.61,152,0,16.973476040248467,372.4,402,1,39.26959396404562,0.0164,10
43,4.99,499,0,49.9,117.73,146,0,16.552856874481538,377.28,408,1,39.71389599817092,0.0164,10
44,4.99,499,0,49.9,112.88,141,0,16.013428708115544,382.13,413,1,40.10633719037782,0.0164,10
45,4.99,499,0,49.9,108.35,135,0,15.774531960912773,386.66,417,1,40.5781998495535,0.0164,10
46,4.99,499,0,49.9,104.19,129,0,15.274389339576548,390.82,421,1,40.902293037891845,0.0164,10
47,4.99,499,0,49.9,99.84,124,0,14.663718711999573,395.17,423,1,41.213672096487194,0.0164,10
48,4.99,499,0,49.9,95.81,118,0,14.28900474370614,399.2,425,1,41.57335004956221,0.0164,10
49,4.99,499,0,49.9,91.97,114,0,14.078750374987552,403.04,432,1,41.96533441936682,0.0164,10
50,4.99,499,0,49.9,88.54,109,0,13.352577022107498,406.47,432,1,42.13960803871537,0.0164,10
51,4.99,499,0,49.9,85.07,104,0,12.918747632957322,409.94,433,1,42.41850653865242,0.0164,10
52,4.99,499,0,49.9,81.53,102,0,12.302134987575338,413.48,436,1,42.655178377592584,0.0164,10
53,4.99,499,0,49.9,78.34,98,0,11.986709812171652,416.67,440,1,42.94136359118919,0.0164,10
54,4.99,499,0,49.9,75.28,95,0,11.415106064537747,419.73,442,1,43.144309174460254,0.0164,10
55,4.99,499,0,49.9,72.09,89,0,10.928689886087106,422.92,448,1,43.390330813221595,0.0164,10
56,4.99,499,0,49.9,69.18,87,0,10.415004715904992,425.83,451,1,43.601513966856935,0.0164,10
57,4.99,499,0,49.9,66.38,82,0,10.020967916314168,428.63,452,1,43.83224563692529,0.0164,10
58,4.99,499,0,49.9,63.64,79,0,9.496963895494353,431.37,453,1,44.03021345587251,0.0164,10
59,4.99,499,0,49.9,61.26,77,0,9.269936201059702,433.75,455,1,44.253716387908185,0.0164,10
60,4.99,499,0,49.9,58.81,76,0,9.058390830850945,436.2,460,1,44.48833691218544,0.0164,10
61,4.99,499,0,49.9,56.72,73,0,8.724839728202936,438.29,460,1,44.65813916789854,0.0164,10
62,4.99,499,0,49.9,54.47,71,0,8.539220270509647,440.54,461,1,44.875680124836734,0.0164,10
63,4.99,499,0,49.9,52.37,69,0,8.538273901212191,442.64,464,1,45.110754837623844,0.0164,10
64,4.99,499,0,49.9,50.48,66,0,8.356307724580203,444.53,465,1,45.28751137862057,0.0164,10
65,4.99,499,0,49.9,48.4,64,0,8.12901027683002,446.61,468,1,45.477243726612286,0.0164,10
66,4.99,499,0,49.9,46.33,62,0,7.9188497787356615,448.68,470,1,45.66918373952334,0.0164,10
67,4.99,499,0,49.9,44.75,60,0,7.596350798544353,450.26,470,1,45.78862723251685,0.0164,10
68,4.99,499,0,49.9,43.1,57,0,7.367002597578426,451.91,471,1,45.932558158564376,0.0164,10
69,4.99,499,0,49.9,41.43,53,0,7.07000350034917,453.58,472,1,46.06893824158607,0.0164,10
70,4.99,499,0,49.9,40.02,52,0,6.999249599028094,454.99,473,1,46.212179731706605,0.0164,10
71,4.99,499,0,49.9,38.46,51,0,6.842263196966749,456.55,474,1,46.358588059481356,0.0164,10
72,4.99,499,0,49.9,37.06,49,0,6.741728939293621,457.95,474,1,46.495872522366554,0.0164,10
73,4.99,499,0,49.9,35.56,49,0,6.630690809113379,459.45,476,1,46.64228259050499,0.0164,10
74,4.99,499,0,49.9,34.12,46,0,6.4248255881684315,460.89,476,1,46.76891288154143,0.0164,10
75,4.99,499,0,49.9,33.01,45,0,6.253071972311618,462.0,479,1,46.8651622673328,0.0164,10
76,4.99,499,0,49.9,31.73,44,0,6.065059727236779,463.28,480,1,46.97798323779885,0.0164,10
77,4.99,499,0,49.9,30.39,42,0,5.837695338803394,464.62,481,1,47.09281186436979,0.0164,10
78,4.99,499,0,49.9,29.23,40,0,5.70991517565115,465.78,481,1,47.201177009806756,0.0164,10
79,4.99,499,0,49.9,28.27,39,0,5.562963747550908,466.74,482,1,47.286066882456204,0.0164,10
80,4.99,499,0,49.9,27.13,38,0,5.357247521825085,467.88,482,1,47.38372904043938,0.0164,10
81,4.99,499,0,49.9,26.1,37,0,5.319109821476644,468.91,483,1,47.48888120796106,0.0164,10
82,4.99,499,0,49.9,24.92,35,0,5.100366396028563,470.09,484,1,47.59001996217273,0.0164,10
83,4.99,499,0,49.9,23.87,35,0,4.879673362143426,471.14,486,1,47.678006703639824,0.0164,10
84,4.99,499,0,49.9,22.87,31,0,4.437341546466759,472.14,487,1,47.74046417026043,0.0164,10
85,4.99,499,0,49.9,21.92,30,0,4.310382110601557,473.09,487,1,47.829050594885146,0.0164,10
86,4.99,499,0,49.9,20.97,30,0,4.316880186599409,474.04,488,1,47.92964540960959,0.0164,10
87,4.99,499,0,49.9,20.16,29,0,4.186848094891546,474.85,489,1,48.00323537076021,0.0164,10
88,4.99,499,0,49.9,19.19,29,0,4.059394889473906,475.82,489,1,48.0940534764744,0.0164,10
89,4.99,499,0,49.9,18.37,27,0,3.901967905474562,476.64,490,1,48.1669067835055,0.0164,10
90,4.99,499,0,49.9,17.5,25,0,3.785938897200182,477.51,491,1,48.248618549334566,0.0164,10
91,4.99,499,0,49.9,16.94,24,0,3.741171425685227,478.07,492,1,48.303596913143814,0.0164,10
92,4.99,499,0,49.9,16.23,22,0,3.6372233832133456,478.78,493,1,48.369700007213986,0.0164,10
93,4.99,499,0,49.9,15.44,22,0,3.5056087815517767,479.57,494,1,48.44225032099164,0.0164,10
94,4.99,499,0,49.9,14.76,21,0,3.3967304540951986,480.25,494,1,48.505206426785264,0.0164,10
95,4.99,499,0,49.9,14.16,21,0,3.3656614160780887,480.85,495,1,48.565352200343774,0.0164,10
96,4.99,499,0,49.9,13.55,21,0,3.473928873506454,481.46,496,1,48.63623373908832,0.0164,10
97,4.99,499,0,49.9,12.92,21,0,3.3835012646784697,482.09,496,1,48.69511310597853,0.0164,10
98,4.99,499,0,49.9,12.44,21,0,3.3554418336472325,482.57,496,1,48.74283267695609,0.0164,10
99,4.99,499,0,49.9,11.92,19,0,3.292722308671079,483.09,496,1,48.792302547418146,0.0164,10
100,4.99,499,0,49.9,11.39,17,0,3.142716447067197,483.62,496,1,48.83714019704945,0.0164,10
101,4.99,499,0,49.9,11.0,17,0,3.107501513525883,484.01,496,1,48.87512329158543,0.0164,10
102,4.99,499,0,49.9,10.65,17,0,3.07605611329202,484.36,496,1,48.90921707767887,0.0164,10
103,4.99,499,0,49.9,10.25,17,0,3.0163694814271094,484.76,496,1,48.9467077750915,0.0164,10
104,4.99,499,0,49.9,9.94,16,0,2.9569982049095644,485.07,496,1,48.97499980664224,0.0164,10
105,4.99,499,0,49.9,9.48,16,0,2.8050459583191913,485.53,496,1,49.01338819365809,0.0164,10
106,4.99,499,0,49.9,9.06,16,0,2.7627390887898318,485.95,496,1,49.05415992615312,0.0164,10
107,4.99,499,0,49.9,8.7,16,0,2.7468990781342053,486.31,496,1,49.09024775087638,0.0164,10
108,4.99,499,0,49.9,8.28,16,0,2.6970990775912247,486.73,496,1,49.1305938547994,0.0164,10
109,4.99,499,0,49.9,7.96,16,0,2.6814740405797384,487.05,496,1,49.1625576094966,0.0164,10
110,4.99,499,0,49.9,7.71,16,0,2.694157539655922,487.3,496,1,49.18887531287388,0.0164,10
111,4.99,499,0,49.9,7.35,16,0,2.6605042432371406,487.66,497,1,49.22392043950121,0.0164,10
112,4.99,499,0,49.9,7.06,15,0,2.6810973179433133,487.95,498,1,49.25472340575856,0.0164,10
113,4.99,499,0,49.9,6.71,14,0,2.6564006938834823,488.3,498,1,49.28918991446546,0.0164,10
114,4.99,499,0,49.9,6.47,12,0,2.5443738687225945,488.54,498,1,49.3078189550198,0.0164,10
115,4.99,499,0,49.9,6.25,12,0,2.5400827155862866,488.76,498,1,49.33008179292805,0.0164,10
116,4.99,499,0,49.9,6.01,12,0,2.5004848014783536,489.0,499,1,49.35257609970091,0.0164,10
117,4.99,499,0,49.9,5.8,12,0,2.4204515815413163,489.21,499,1,49.37003037258433,0.0164,10
118,4.99,499,0,49.9,5.53,12,0,2.3070160884404842,489.48,499,1,49.39215984896239,0.0164,10
119,4.99,499,0,49.9,5.34,12,0,2.310363126821794,489.67,499,1,49.4117016770953,0.0164,10
120,4.99,499,0,49.9,5.04,11,0,2.2559461273028947,489.97,499,1,49.43978175722482,0.0164,10
121,4.99,499,0,49.9,4.8,10,0,2.2563042992710645,490.21,500,1,49.4642601309575,0.0164,10
122,4.99,499,0,49.9,4.61,9,0,2.1968526614594834,490.4,500,1,49.48094215315262,0.0164,10
123,4.99,499,0,49.9,4.43,9,0,2.142664252982744,490.58,500,1,49.49689919886933,0.0164,10
124,4.99,499,0,49.9,4.25,9,0,2.0517299918839127,490.76,500,1,49.51137406309951,0.0164,10
125,4.99,499,0,49.9,4.04,9,0,2.0046410797411736,490.97,500,1,49.530819912576874,0.0164,10
126,4.99,499,0,49.9,3.91,8,0,1.8537158968576135,491.1,500,1,49.538170162313236,0.0164,10
127,4.99,499,0,49.9,3.76,8,0,1.8319278359039133,491.25,500,1,49.552619720980665,0.0164,10
128,4.99,499,0,49.9,3.57,8,0,1.8762470600384773,491.44,500,1,49.573600012323276,0.0164,10
129,4.99,499,0,49.9,3.4,8,0,1.8963015572317594,491.61,500,1,49.59164457971939,0.0164,10
130,4.99,499,0,49.9,3.17,8,0,1.8315693993530422,491.84,500,1,49.61258393642167,0.0164,10
131,4.99,499,0,49.9,3.05,8,0,1.7602513594611564,491.96,500,1,49.62219281936279,0.0164,10
132,4.99,499,0,49.9,2.93,8,0,1.6712361601611854,492.08,500,1,49.631303253352755,0.0164,10
133,4.99,499,0,49.9,2.82,8,0,1.6780219235032587,492.19,500,1,49.642702170489066,0.0164,10
134,4.99,499,0,49.9,2.69,7,0,1.6186726074475375,492.32,500,1,49.6539296256875,0.0164,10
135,4.99,499,0,49.9,2.51,7,0,1.579508937881798,492.5,500,1,49.670937379941,0.0164,10
136,4.99,499,0,49.9,2.39,7,0,1.5168747775967173,492.62,500,1,49.68116119594809,0.0164,10
137,4.99,499,0,49.9,2.3,7,0,1.5142421513513924,492.71,500,1,49.69021101491792,0.0164,10
138,4.99,499,0,49.9,2.22,7,0,1.5147757109702593,492.79,500,1,49.69834153686772,0.0164,10
139,4.99,499,0,49.9,2.04,6,0,1.4489285487538508,492.97,500,1,49.7146311004572,0.0164,10
140,4.99,499,0,49.9,1.92,5,0,1.3156401829182214,493.09,500,1,49.72309078864424,0.0164,10
141,4.99,499,0,49.9,1.86,5,0,1.255452753456543,493.15,500,1,49.72761665901413,0.0164,10
142,4.99,499,0,49.9,1.81,5,0,1.244746536204837,493.2,500,1,49.73241529740067,0.0164,10
143,4.99,499,0,49.9,1.73,5,0,1.213185139135071,493.28,500,1,49.73974286425313,0.0164,10
144,4.99,499,0,49.9,1.65,5,0,1.2091820425896227,493.36,500,1,49.74775158616505,0.0164,10
145,4.99,499,0,49.9,1.58,5,0,1.199157953724111,493.43,500,1,49.75460082274103,0.0164,10
146,4.99,499,0,49.9,1.5,5,0,1.1415035273840828,493.51,500,1,49.76134863708799,0.0164,10
147,4.99,499,0,49.9,1.44,5,0,1.1661903789690602,493.57,500,1,49.7679981148894,0.0164,10
148,4.99,499,0,49.9,1.35,4,0,1.1492202011394816,493.66,500,1,49.77671761136542,0.0164,10
149,4.99,499,0,49.9,1.31,4,0,1.1432277537611206,493.7,500,1,49.78062987860953,0.0164,10
150,4.99,499,0,49.9,1.29,4,0,1.1036669824185228,493.72,500,1,49.78176210605484,0.0164,10
151,4.99,499,0,49.9,1.24,4,0,1.0835780609358119,493.77,500,1,49.786383072020215,0.0164,10
152,4.99,499,0,49.9,1.16,4,0,1.0320128415143413,493.85,500,1,49.793386238850175,0.0164,10
153,4.99,499,0,49.9,1.12,4,0,1.027697239541693,493.89,500,1,49.79734587872786,0.0164,10
154,4.99,499,0,49.9,1.11,4,0,1.0337242662266657,493.9,500,1,49.79848279705805,0.0164,10
155,4.99,499,0,49.9,1.06,4,0,1.0231660113924264,493.95,500,1,49.803325311882645,0.0164,10
156,4.99,499,0,49.9,1.04,4,0,1.0142420168218573,493.97,500,1,49.80516686514208,0.0164,10
157,4.99,499,0,49.9,0.97,4,0,0.9995453511926855,494.04,500,1,49.81195345567875,0.0164,10
158,4.99,499,0,49.9,0.96,4,0,0.9941241513426924,494.05,500,1,49.812856845102814,0.0164,10
159,4.99,499,0,49.9,0.92,4,0,0.9916825819960454,494.09,500,1,49.816855489975374,0.0164,10
160,4.99,499,0,49.9,0.88,4,0,0.9875998862664654,494.13,500,1,49.82082137444385,0.0164,10
161,4.99,499,0,49.9,0.85,4,0,0.9574271077563382,494.16,500,1,49.8232674540518,0.0164,10
162,4.99,499,0,49.9,0.83,4,0,0.9540450828980883,494.18,500,1,49.82522585310708,0.0164,10
163,4.99,499,0,49.9,0.8,4,0,0.9534625892455925,494.21,500,1,49.8282494619713,0.0164,10
164,4.99,499,0,49.9,0.77,3,0,0.9084897001912213,494.24,500,1,49.83044382015006,0.0164,10
165,4.99,499,0,49.9,0.75,3,0,0.8804842561071293,494.26,500,1,49.83196410402309,0.0164,10
166,4.99,499,0,49.9,0.71,3,0,0.8680059581790573,494.3,500,1,49.835790959972336,0.0164,10
167,4.99,499,0,49.9,0.67,3,0,0.853454063429215,494.34,500,1,49.83958509482441,0.0164,10
168,4.99,499,0,49.9,0.65,3,0,0.8333333333333334,494.36,500,1,49.84126723099965,0.0164,10
169,4.99,499,0,49.9,0.62,3,0,0.8012616314414426,494.39,500,1,49.84377512981856,0.0164,10
170,4.99,499,0,49.9,0.62,3,0,0.8012616314414426,494.39,500,1,49.84377512981856,0.0164,10
171,4.99,499,0,49.9,0.57,3,0,0.7818005635787948,494.44,500,1,49.848522059486896,0.0164,10
172,4.99,499,0,49.9,0.56,3,0,0.7826399252052327,494.45,500,1,49.849546364307805,0.0164,10
173,4.99,499,0,49.9,0.56,3,0,0.7826399252052327,494.45,500,1,49.849546364307805,0.0164,10
174,4.99,499,0,49.9,0.51,3,0,0.7452882297839846,494.5,500,1,49.85402934993562,0.0164,10
175,4.99,499,0,49.9,0.51,3,0,0.7452882297839846,494.5,500,1,49.85402934993562,0.0164,10
176,4.99,499,0,49.9,0.51,3,0,0.7452882297839846,494.5,500,1,49.85402934993562,0.0164,10
177,4.99,499,0,49.9,0.46,3,0,0.7305733185227706,494.55,500,1,49.858866469832286,0.0164,10
178,4.99,499,0,49.9,0.45,3,0,0.7299508769967215,494.56,500,1,49.859868277468074,0.0164,10
179,4.99,499,0,49.9,0.43,3,0,0.7282884321503675,494.58,500,1,49.861865754960036,0.0164,10
180,4.99,499,0,49.9,0.41,3,0,0.6830561152391921,494.6,500,1,49.863247330508194,0.0164,10
181,4.99,499,0,49.9,0.37,3,0,0.6301354672375671,494.64,500,1,49.86659374488265,0.0164,10
182,4.99,499,0,49.9,0.36,3,0,0.6279677016721753,494.65,500,1,49.867577167186006,0.0164,10
183,4.99,499,0,49.9,0.32,2,0,0.5839607015973772,494.69,500,1,49.87108532521777,0.0164,10
184,4.99,499,0,49.9,0.31,2,0,0.5807518637703432,494.7,500,1,49.87205853202996,0.0164,10
185,4.99,499,0,49.9,0.3,2,0,0.5773502691896258,494.71,500,1,49.873029694506144,0.0164,10
186,4.99,499,0,49.9,0.29,2,0,0.5558685986722933,494.72,500,1,49.87379628177061,0.0164,10
187,4.99,499,0,49.9,0.28,2,0,0.5333333333333334,494.73,500,1,49.874560831969426,0.0164,10
188,4.99,499,0,49.9,0.26,2,0,0.5245488682206029,494.75,500,1,49.87648886413459,0.0164,10
189,4.99,499,0,49.9,0.24,2,0,0.5148305595538257,494.77,500,1,49.878408721265934,0.0164,10
190,4.99,499,0,49.9,0.22,2,0,0.48367281703584913,494.79,500,1,49.88011789898018,0.0164,10
191,4.99,499,0,49.9,0.22,2,0,0.48367281703584913,494.79,500,1,49.88011789898018,0.0164,10
192,4.99,499,0,49.9,0.21,2,0,0.47768380565162377,494.8,500,1,49.88107067937908,0.0164,10
193,4.99,499,0,49.9,0.2,2,0,0.4714045207910316,494.81,500,1,49.8820214165992,0.0164,10
194,4.99,499,0,49.9,0.18,2,0,0.4579268169663899,494.83,500,1,49.883916761970006,0.0164,10
195,4.99,499,0,49.9,0.17,2,0,0.4507009131689364,494.84,500,1,49.88486137035357,0.0164,10
196,4.99,499,0,49.9,0.17,2,0,0.4507009131689364,494.84,500,1,49.88486137035357,0.0164,10
197,4.99,499,0,49.9,0.16,2,0,0.4197161137740797,494.85,500,1,49.88560145295668,0.0164,10
198,4.99,499,0,49.9,0.15,2,0,0.41132945334843113,494.86,500,1,49.88654197984733,0.0164,10
