day,s,i,r,edgecount,suscedgecount
1,999,1,0,1.0,1.0
2,999,1,0,1.0,1.0
3,998,2,0,0.9995,0.9996659986639946
4,997,3,0,0.9995,0.9996656636576395
5,995,5,0,0.9995,0.999748743718593
6,995,5,0,0.9995,0.999748743718593
7,994,6,0,0.999,0.9994969818913481
8,993,7,0,0.999,0.999496475327291
9,992,8,0,0.998,0.998991935483871
10,992,8,0,0.998,0.998991935483871
11,991,9,0,0.9975,0.9987386478304743
12,988,12,0,0.9975,0.9987348178137652
13,987,12,1,0.9975,0.9987335359675785
14,986,12,2,0.997,0.9984787018255578
15,986,11,3,0.9975,0.9987322515212982
16,984,13,3,0.9975,0.998729674796748
17,984,11,5,0.9985,0.9992378048780488
18,983,12,5,0.9985,0.9992370295015259
19,983,12,5,0.9985,0.9992370295015259
20,980,13,7,0.9985,0.999234693877551
21,980,12,8,0.999,0.9994897959183674
22,980,12,8,0.999,0.9994897959183674
23,980,12,8,0.999,0.9994897959183674
24,978,13,9,0.9985,0.9992331288343558
25,977,13,10,0.9985,0.9992323439099283
26,977,12,11,0.9985,0.9992323439099283
27,976,13,11,0.998,0.9989754098360656
28,975,13,12,0.9975,0.9987179487179487
29,974,14,12,0.997,0.9984599589322382
30,973,13,14,0.997,0.9984583761562179
31,971,15,14,0.997,0.9984552008238929
32,971,15,14,0.997,0.9984552008238929
33,969,16,15,0.998,0.9989680082559339
34,969,15,16,0.9985,0.9992260061919505
35,967,16,17,0.9985,0.999224405377456
36,965,17,18,0.9985,0.9992227979274612
37,964,18,18,0.998,0.9989626556016598
38,963,18,19,0.9975,0.9987019730010385
39,963,17,20,0.998,0.9989615784008308
40,961,17,22,0.9975,0.9986992715920916
41,959,18,23,0.997,0.9984358706986444
42,958,19,23,0.9965,0.9981732776617954
43,958,19,23,0.9965,0.9981732776617954
44,958,18,24,0.9965,0.9981732776617954
45,958,16,26,0.997,0.9984342379958246
46,957,17,26,0.9965,0.9981713688610241
47,956,17,27,0.9975,0.9984309623430963
48,955,15,30,0.9985,0.9989528795811519
49,954,16,30,0.9985,0.9989517819706499
50,954,15,31,0.9985,0.9989517819706499
