day,s_mean,s_min,s_max,s_std,i_mean,i_min,i_max,i_std,r_mean,r_min,r_max,r_std,edgecount_mean,edgecount_min,edgecount_max,edgecount_std,suscedgecount_mean,suscedgecount_min,suscedgecount_max,suscedgecount_std
1,497.785,494,499,1.1067517777204747,2.165,0,6,1.1153452267680943,0.05,0,2,0.24039331256010033,0.99751693919974,0.9868463786943813,1.0,0.0023166800320590245,0.9988637487504208,0.9933726794049702,1.0,0.0011477157842002754
2,495.925,489,499,2.2815350117958353,3.875,0,11,2.239296147493874,0.2,0,2,0.4133452205563577,0.9942094739137514,0.9790516401429036,1.0,0.004469556998054868,0.9972924282064348,0.9897085145697629,1.0,0.0021478785169312
3,493.02,481,499,4.044923613021117,6.55,0,19,3.9235790245398445,0.43,0,3,0.6221215121496738,0.9884772272640566,0.9615134784020786,1.0,0.00873429908500846,0.9945338934139356,0.9811157538248817,1.0,0.004219886912414506
4,488.81,467,499,6.264191927336872,10.32,0,29,5.8950281410625704,0.87,0,5,0.9787182675500548,0.9796070743427039,0.9288730107177655,1.0,0.014663807227668944,0.9901935116995498,0.964351281967469,1.0,0.007212106725285448
5,482.95,453,499,9.229486285022988,15.545,0,43,8.581151191937735,1.505,0,5,1.2440713676631239,0.9660802937619098,0.897044494965898,1.0,0.022995612471166493,0.9833978683083435,0.9465094519090678,1.0,0.011615813571825341
6,475.22,438,499,12.658308094650552,22.38,0,54,11.591696907093874,2.4,0,9,1.8321528101110969,0.9477575231846259,0.8518999675219227,1.0,0.03192469853557787,0.9740338219315752,0.9216369404615873,1.0,0.016390455374421173
7,465.285,421,499,16.416188082370965,30.95,0,70,14.731346266179152,3.765,0,12,2.538106562897451,0.9236352754331135,0.8124391036050665,1.0,0.041799219070336645,0.9612086907701084,0.8997587512339443,1.0,0.022221547063430144
8,453.19,404,499,19.753605357582597,41.29,0,85,17.47261748591335,5.52,0,16,3.151070648391714,0.8950696434664472,0.7728158493017213,1.0,0.04896021023300078,0.9456486538512019,0.8725826580319331,1.0,0.026754260897640037
9,439.385,384,499,23.56871222574325,52.91,0,100,20.382076568056817,7.705,0,21,4.177948211297192,0.8625725703577817,0.7359532315686911,1.0,0.05630345115634703,0.9272862025665306,0.8491375309905865,1.0,0.031827950806699576
10,423.92,357,499,26.994576041834627,65.56,0,121,22.86285086660768,10.52,1,25,5.266715433482849,0.8283036529645298,0.6914582656706723,1.0,0.06173209795462562,0.9068851226837379,0.8159629665265741,1.0,0.03673806712531491
