ped,mean_effort,min_effort,max_effort,std_effort
0.001,1.0,1.0,1.0,0.0
0.003,0.9998429319371728,0.9973821989528796,1.0,0.0006216933029862726
0.005,0.995764331210191,0.9761146496815286,1.0,0.005903414112743496
0.007,0.9708342602892102,0.9210233592880979,1.0,0.02277818436992283
0.009,0.93514261019879,0.9006050129645635,1.0,0.035468906043041565
0.0111,0.9121583271097835,0.8730395817774459,1.0,0.042160662778093425
0.0131,0.8771651651651652,0.827027027027027,1.0,0.04744429076814467
0.0151,0.8638478027867096,0.8188638799571275,1.0,0.05593072878492778
0.0171,0.8374209012464044,0.8000958772770853,1.0,0.04343293669871272
0.0191,0.8181533248623464,0.7856840321897501,1.0,0.04745912332849596
0.0211,0.8016969247869582,0.7647276769173768,1.0,0.04302257172933586
0.0231,0.7974946770759404,0.7650816181689141,1.0,0.04344686482879949
0.0251,0.7971844660194175,0.7546925566343042,1.0,0.06852954647495828
0.0271,0.7787003822405174,0.7347838870920318,1.0,0.05719327990952439
0.0291,0.7663492063492064,0.7312348668280871,1.0,0.04925471892803492
0.0312,0.7567841191066997,0.7203473945409429,1.0,0.06215463074668463
0.0332,0.7522768068020785,0.7208313651393481,1.0,0.0515400188763746
0.0352,0.743457580608278,0.7157557740681454,1.0,0.038832384424716454
0.0372,0.7319737991266376,0.7008733624454149,0.7622270742358078,0.011665533274466185
0.0392,0.7391211498973307,0.7092402464065708,1.0,0.054652786083779326
0.0412,0.7305084745762711,0.6999229583975347,1.0,0.04007563166598498
0.0432,0.7296073298429319,0.6914734480179506,1.0,0.05608308770377985
0.0452,0.7231532795510346,0.6948439144159944,1.0,0.04070768813735155
0.0472,0.7230429654591408,0.6886267902274642,1.0,0.05758542575528419
0.0492,0.7292521508934481,0.6942422236929185,1.0,0.06907544472982698
0.0513,0.7228144183850149,0.6864473477097435,1.0,0.05743433995948245
0.0533,0.7167191283292977,0.6894673123486683,1.0,0.041934615627393645
0.0553,0.7095744064852346,0.6881876085697741,0.7323393167342211,0.009764524461575375
0.0573,0.7113524075366365,0.6872295882763433,1.0,0.04215014450454274
0.0593,0.709907809110629,0.6851952277657267,1.0,0.042168944588188206
0.0613,0.7099458888742248,0.6878711891249835,1.0,0.04242721158839083
0.0633,0.704704274353877,0.6835238568588469,0.7210487077534792,0.008543584694644609
0.0653,0.7032151127361367,0.6831200487507617,0.7206581352833638,0.008456874604924508
0.0673,0.713876298394712,0.6901558073654391,1.0,0.041729575837672464
0.0693,0.7058845308342011,0.685757260210575,0.7220872382274673,0.007551266794136123
0.0714,0.7106772546795237,0.6901871809415768,1.0,0.04191041104783283
0.0734,0.7063938562808558,0.691716950082282,0.7248491497531542,0.00766032487668765
0.0754,0.7243555271020061,0.6913145539906104,1.0,0.06999675540953587
0.0774,0.7195695329641626,0.6942848187232264,1.0,0.05756636274715091
0.0794,0.7108984413779411,0.6959197855653728,0.7280849796485654,0.006170377069828583
0.0814,0.7072231171969392,0.6961337092227144,0.7243254128070882,0.006765200038436521
0.0834,0.7131459170013388,0.7016637980493402,0.7348441384585963,0.006726874397701962
0.0854,0.7166069250258047,0.6990710331237684,1.0,0.04082910613972738
0.0874,0.7136850783182193,0.7025739672071082,0.7257488320967299,0.0060880275921974345
0.0894,0.7168994188645508,0.7024586499776486,0.7290120697362539,0.005940324412080042
0.0915,0.718696335078534,0.7108202443280978,0.7328970331588133,0.004970293901949405
0.0935,0.7180100711929153,0.7081090467094981,0.7306824101406494,0.00589191575747998
0.0955,0.722038585741492,0.7063840357704728,0.7329634843090171,0.005146301375279054
0.0975,0.7213251309335772,0.7119461301853853,0.7292376756172583,0.0048126336612517185
0.0995,0.7250850163646524,0.7137383252175301,0.7404007344136665,0.006409711868846401
0.1015,0.7288558316189271,0.7181516062668144,0.7368254470644089,0.004716760183363366
0.1035,0.730084124411515,0.7177587404491781,0.7406035347688508,0.0046363899614190246
0.1055,0.7281643625192014,0.7180491551459294,0.7373271889400922,0.004829172812166061
0.1075,0.7342115798057676,0.7233301208392023,0.750537474979613,0.006253581352008488
0.1095,0.7339815762538383,0.7243749086123702,0.7466734902763562,0.004755822087423229
0.1116,0.7383020617821215,0.7252621816365842,0.7537276164657202,0.0061560496629765316
0.1136,0.7410471349996517,0.7299310728956346,0.7529067743507624,0.004789996785168378
0.1156,0.7425448251990308,0.7318795430944963,0.7565939771547249,0.006350137052423682
0.1176,0.7420247187890571,0.7308012776003333,0.7520483266213026,0.005216430247548575
0.1196,0.7480735785953178,0.7368561872909699,0.7620735785953178,0.006076056984056933
0.1216,0.7537126730983791,0.7374155017391875,1.0,0.03572643201645494
0.1236,0.7515724656468756,0.7385273528649209,0.7667876588021778,0.007424056564111926
0.1256,0.7525933503836317,0.7423273657289002,0.7646419437340154,0.00595154403225701
0.1276,0.7555716718168632,0.7442769754682474,0.7739168821340733,0.007393879297386343
0.1296,0.7583091668714672,0.7477267141803883,0.7731629392971247,0.00652151379804062
0.1317,0.7594446833343572,0.7487560660974262,0.7757233245285337,0.007012913354191229
0.1337,0.7607363663754143,0.7502259716782164,0.7769810183790298,0.007236606214569067
0.1357,0.765736488460415,0.7554192229038855,0.7821793748174116,0.0072485181341723146
0.1377,0.7697554712576599,0.7531368543915962,1.0,0.033612838633518875
0.1397,0.769512599280041,0.7587566424775727,0.7852122735843666,0.006997204974426078
0.1417,0.7719676671753999,0.7591995930133967,0.7900062178508847,0.007346574440684266
0.1437,0.7695346467391304,0.7589447463768116,0.7873641304347826,0.007662777225096856
0.1457,0.7723273799588272,0.7614199076392366,0.7921326434095588,0.008548846862425517
0.1477,0.7776569711280455,0.7648384673178061,0.801706557904905,0.007943964611536396
0.1497,0.7786916389395728,0.7662337662337663,0.7963400236127509,0.00814163219251537
0.1518,0.7790415538926923,0.7660669744732792,0.7947248315024147,0.007229061973736394
0.1538,0.7834692071424852,0.7696912905408922,0.8025404758186266,0.008725720417814498
0.1558,0.7891647331786542,0.775496822354484,0.8075254716029456,0.007896235108656193
0.1578,0.7866859962358208,0.7722671549926242,0.8070603794699629,0.009766461978654906
0.1598,0.7886374913168601,0.778952069068175,0.8110548774436837,0.007849075378942664
0.1618,0.789830693069307,0.7755940594059406,0.8126732673267326,0.009814049425235671
0.1638,0.7908648327726102,0.7782505442311498,0.8083316841480309,0.009297382820633918
0.1658,0.7926588189512599,0.7814476116353731,0.8149139021305575,0.007908140404578632
0.1678,0.7933628020948444,0.7804256954787873,0.8129053956661701,0.008829935783372909
0.1698,0.7972660238230289,0.784458309699376,0.8187748156551333,0.010234209588427964
0.1719,0.7993390191897656,0.7863632149809956,0.8253916751645499,0.011053127737440091
0.1739,0.8009733498463375,0.7896426769414248,0.824870418788129,0.008585377499843443
0.1759,0.8019527975214144,0.7880900309823219,0.8309185347184254,0.010252754150882044
0.1779,0.8044764923873733,0.7926954502835201,0.8302451221145689,0.010342613746960638
0.1799,0.8014744341239064,0.7901073135539725,0.8301019027865453,0.00948717998244597
0.1819,0.8047769377017288,0.793960295353053,0.8388822567095547,0.009846335389903363
0.1839,0.8067003248748793,0.793133725524629,0.8279480200193169,0.009107001991401662
0.1859,0.8118846434864829,0.7974384321141531,0.8375381441526626,0.010852237124947062
0.1879,0.8181067213955875,0.7991277578245254,1.0,0.02776991745058289
0.1899,0.8180583904969049,0.8028693324410239,0.8392169984942279,0.010656292568837844
0.192,0.816069964013725,0.7996485061511424,0.8414511674617122,0.011348394021493314
0.194,0.8173332223563194,0.802072495734321,0.8412751258895501,0.011386470542914782
0.196,0.8250224394935087,0.8076614842122135,0.8454880589838115,0.010855878736915342
0.198,0.8223036269011982,0.8061483842336709,0.8433453019728083,0.010499925359395788
0.2,0.8217256496094375,0.807548222541049,0.8466044954567192,0.011864147955474458
