day,s_mean,s_min,s_max,s_std,i_mean,i_min,i_max,i_std,r_mean,r_min,r_max,r_std,edgecount_mean,edgecount_min,edgecount_max,edgecount_std,suscedgecount_mean,suscedgecount_min,suscedgecount_max,suscedgecount_std,V,T
37,101.45,59,499,57.886455311607364,179.59,0,211,28.060628903721337,218.96,1,260,34.30338190397924,0.8814916639948701,0.8215774286630331,1.0,0.023144654955924583,0.6823317433973053,0.6177408439129048,1.0,0.05186938181085239,0.01,2
38,96.745,56,499,58.45214488114213,176.74,0,206,27.541880398393218,226.515,1,267,35.215771007294315,0.8894044565565886,0.8310355883295928,1.0,0.021813261267545535,0.6875850725430898,0.6203343266147878,1.0,0.051061227854815545,0.01,2
39,92.39,52,499,59.00981861916997,173.715,0,203,27.329807295957487,233.895,1,274,36.20341713236887,0.8969717858287913,0.8396922090413594,1.0,0.020438551590580487,0.6936519428704508,0.6219473705165449,1.0,0.05069624302387384,0.01,2
40,88.255,52,499,59.522049248439586,170.485,0,200,26.95929884047154,241.26,1,282,37.078653328611004,0.9042545687720422,0.8562039115100993,1.0,0.019175534905974977,0.7003614327124856,0.634769872371086,1.0,0.049975621711397335,0.01,2
41,84.29,51,499,60.073705984846406,167.285,0,198,26.693002018954697,248.425,1,287,38.04459661579145,0.9111830714972747,0.862616223148445,1.0,0.01814728285800098,0.7072894798722839,0.6511598088436601,1.0,0.049446023481454396,0.01,2
42,80.73,45,499,60.58862937920159,164.06,0,195,26.182513632203147,255.21,1,294,38.811306180508616,0.9174727476755371,0.8730362295607567,1.0,0.017049934936009505,0.7142702515349584,0.6521606203171416,1.0,0.04848784394247396,0.01,2
43,77.285,41,499,61.06363576684023,160.675,0,194,25.620723690248496,262.04,1,307,39.65160335019514,0.9234858929143956,0.8789676178262263,1.0,0.01611623781731732,0.7215962641559505,0.6569474471669785,1.0,0.04744878540015273,0.01,2
44,73.925,39,499,61.49812576300036,157.38,0,195,25.219949031386406,268.695,1,311,40.531047408376956,0.9288626162231485,0.885379929464572,1.0,0.015306142934121691,0.7276698343145094,0.6683790752269898,1.0,0.04695139092606122,0.01,2
45,70.83,37,499,61.93894789493648,154.125,0,188,24.842809845205217,275.045,1,317,41.31996700587786,0.9337704392433472,0.8940365501763385,1.0,0.01445912917285077,0.7335187165876842,0.6699590672059276,1.0,0.045834707403848436,0.01,2
46,67.635,36,499,62.34304331881186,151.145,0,182,24.43849782370833,281.22,1,322,42.06242788042529,0.9387215453671048,0.899647322859891,1.0,0.013424159324199084,0.7397834999236109,0.6674504113293694,1.0,0.04494055409118899,0.01,2
47,64.875,34,499,62.68233203019587,147.845,0,177,23.912759677144845,287.28,1,330,42.85984638517509,0.9430883295928182,0.9050977877524847,1.0,0.012670951795752226,0.7460673036903729,0.677910610528835,1.0,0.04392983938373391,0.01,2
48,62.11,31,499,63.01166758034803,144.63,0,172,23.397227426690574,293.26,1,334,43.60526914820542,0.9472915998717538,0.9124719461365822,1.0,0.011825425402558662,0.7525874577681572,0.6782962646341597,1.0,0.04313093082038794,0.01,2
49,59.495,28,499,63.34875927362382,141.48,0,174,22.890159391863694,299.025,1,337,44.36955784450171,0.9511229560756652,0.9195254889387624,1.0,0.011095612191143838,0.7585264997586576,0.6801427574031168,1.0,0.042513536155752575,0.01,2
50,57.06,27,499,63.661213864909676,137.94,0,170,22.423883534388487,305.0,1,342,45.15189328629181,0.95484450144277,0.9236934915036871,1.0,0.010400235902358288,0.7656342038250592,0.6777829086851082,1.0,0.042034871380673494,0.01,2
51,54.61,27,499,64.00171087537325,134.71,0,164,22.05465800456884,310.68,1,351,45.883155074580365,0.9583151651170247,0.928182109650529,1.0,0.00967382393245316,0.771402900411628,0.6979085073948856,1.0,0.040982701549371975,0.01,2
52,52.52,24,499,64.2699207527739,131.32,0,160,21.59605398536254,316.16,1,355,46.63462599516096,0.9613505931388265,0.9339531901250401,1.0,0.00909166845510642,0.7776821010288821,0.7031903166165616,1.0,0.0403917306142268,0.01,2
53,50.18,22,499,64.58384445683086,128.21,0,155,21.085752173532203,321.61,1,358,47.37233995661208,0.9644485411991023,0.9387624238537993,1.0,0.008664832255725046,0.7839611619023488,0.7229124801515816,1.0,0.03951771195621338,0.01,2
54,48.255,20,499,64.83942264273497,124.73,0,151,20.44743475205871,327.015,1,367,48.06888665573196,0.9672683552420648,0.9419685796729721,1.0,0.008162026972218928,0.7913299875738495,0.7266123843180394,1.0,0.03854088253143604,0.01,2
55,46.35,19,499,65.0846954970191,121.6,0,150,20.108249763286548,332.05,1,369,48.738328070580934,0.9698861814684193,0.9443731965373517,1.0,0.0076716252531774266,0.7980110987891195,0.7281418837564736,1.0,0.03804991943200569,0.01,2
56,44.51,17,499,65.33462301738733,118.48,0,146,19.711986507206763,337.01,1,375,49.44699105732435,0.9723845783905098,0.9475793523565246,1.0,0.007282214253488725,0.8048057229587812,0.7311496758008015,1.0,0.03777087414832209,0.01,2
57,42.75,17,499,65.56210374321572,115.69,0,146,19.508377275406534,341.56,1,380,50.10798790872875,0.9745519397242706,0.9530298172491183,1.0,0.0067991186091872595,0.8107533051549354,0.7342842881578443,1.0,0.037289371077895116,0.01,2
58,41.16,16,499,65.7672491083243,112.525,0,144,19.097195852984182,346.315,1,382,50.75100093079334,0.9765990702148124,0.9552741263225393,1.0,0.006407444923329251,0.8173910256180367,0.7339909138664379,1.0,0.03692003417560603,0.01,2
59,39.705,15,499,65.96479931557224,109.425,0,138,18.463991167925915,350.87,1,386,51.28727936950475,0.9784329913433792,0.9570375120230843,1.0,0.006024674720230486,0.8235761291895802,0.7444504051198849,1.0,0.03576278475167277,0.01,2
60,38.385,13,499,66.13695836146785,106.635,0,137,18.098606931593423,354.98,1,393,51.8566791829114,0.9799775569092658,0.9586405899326708,1.0,0.00572883498700209,0.8287918119266283,0.7432084244340476,1.0,0.035893877181456674,0.01,2
61,36.945,13,499,66.3294046756272,103.655,0,131,17.65173913449782,359.4,1,395,52.42069866227661,0.9816720102596986,0.9618467457518436,1.0,0.005337658052406707,0.8347759944501157,0.7568667988996406,1.0,0.03506166924229633,0.01,2
62,35.56,12,499,66.51788893026213,100.73,0,130,17.293421062944763,363.71,1,399,52.988724504587914,0.9832205835203591,0.9668162872715614,1.0,0.004971557886087258,0.8404780332314119,0.7619378243555421,1.0,0.03481029063444143,0.01,2
63,34.19,12,499,66.70865101771297,97.94,0,130,16.886151442906222,367.87,1,404,53.574379799063195,0.9847394998396922,0.9685796729721065,1.0,0.004723446316915548,0.846655307676592,0.7574428044613578,1.0,0.034912950816923874,0.01,2
64,32.955,12,499,66.87371263965429,95.27,0,128,16.622534199576204,371.775,1,407,54.108065839990275,0.9859698621352997,0.9725873677460725,1.0,0.00440758785404981,0.851235877330575,0.7623367093404336,1.0,0.03509081158381793,0.01,2
65,31.79,10,499,67.0351733969698,92.595,0,121,16.115817474280398,375.615,1,412,54.571945735025174,0.987166559794806,0.9743507534466175,1.0,0.004174726644635285,0.8570249857958819,0.7737600709556112,1.0,0.03453601823783943,0.01,2
66,30.785,9,499,67.17066522174437,89.77,0,115,15.694863609429445,379.445,1,416,55.072241044543844,0.9881556588650209,0.9764347547290798,1.0,0.003940058263392066,0.8618031142325161,0.7820233751632214,1.0,0.03414448136082036,0.01,2
67,29.72,9,499,67.31723143624674,87.105,0,111,15.351295920285066,383.175,1,419,55.570900658528124,0.9892064764347548,0.9775569092657903,1.0,0.0036468478997577643,0.8670233435793584,0.7847847303360762,1.0,0.03307215074821607,0.01,2
68,28.83,7,499,67.43350419070025,84.51,0,106,15.062679761849825,386.66,1,421,56.06093597785867,0.9900889708239821,0.9786790638025008,1.0,0.0033894373769287325,0.8721014263925524,0.7901425699650797,1.0,0.03308206719501395,0.01,2
69,27.855,6,499,67.57035399266061,82.27,0,105,14.664663712784046,389.875,1,422,56.465219205272696,0.9909682590573903,0.9804424495030458,1.0,0.003175211279786434,0.8772093957405984,0.795334235603223,1.0,0.032335947262157244,0.01,2
70,27.02,6,499,67.68014932803656,79.815,0,104,14.45981348531684,393.165,1,426,56.924244598550246,0.9917072779737096,0.9818852196216736,1.0,0.00295762028989721,0.8819919456073915,0.7879940066780599,1.0,0.03167376587064589,0.01,2
71,26.21,6,499,67.79184739232528,77.555,0,102,14.33087032322551,396.235,1,429,57.35913288769401,0.9923982045527413,0.9828470663674255,1.0,0.002794246712985417,0.8863626009978026,0.8068447330905499,1.0,0.03170512293575368,0.01,2
72,25.41,6,499,67.90217542270406,75.305,0,102,14.042003572197526,399.285,1,430,57.75171058398949,0.9930161910868869,0.9847707598589291,1.0,0.002650282884870295,0.8901857109367332,0.8103367629156343,1.0,0.03147558855399078,0.01,2
73,24.735,6,499,67.99116684426161,72.85,0,101,13.797439861571002,402.415,1,434,58.20102724921889,0.9936133376082077,0.9852516832318051,1.0,0.002490458567726365,0.8949615523795833,0.8152471739792964,1.0,0.031032960324367042,0.01,2
74,23.975,6,499,68.0984682787326,70.725,0,98,13.522338674063755,405.3,1,437,58.59759715175871,0.9941920487335685,0.9863738377685155,1.0,0.002354208343315671,0.8995167224549406,0.8128148787958095,1.0,0.030734321593273668,0.01,2
75,23.265,5,499,68.19042782705047,68.675,0,97,13.089156008892466,408.06,1,440,58.93405223266778,0.9946994228919526,0.9884578390509778,1.0,0.002141010254801828,0.9033374706047503,0.8122430160671669,1.0,0.029935383474996274,0.01,2
76,22.545,5,499,68.28846570057563,66.61,0,97,12.78771002322898,410.845,1,441,59.31790661533942,0.9952340493747996,0.9894196857967297,1.0,0.001962223881823491,0.9081478101468818,0.8229123902131148,1.0,0.02881067315915827,0.01,2
77,21.855,4,499,68.38388519065616,64.535,0,95,12.530516518528101,413.61,1,446,59.69754504518684,0.9956853158063482,0.9900609169605643,1.0,0.0018163634859657896,0.9118556094935315,0.8261175184182431,1.0,0.028925113952640982,0.01,2
78,21.365,2,499,68.45379012085122,62.395,0,91,12.064274057841756,416.24,1,447,60.015595962999235,0.9960652452709202,0.9908624559153575,1.0,0.001757171704435788,0.9164238172739253,0.839881800298467,1.0,0.02837236846011507,0.01,2
79,20.845,2,499,68.52876720526474,60.235,0,87,11.704475586019164,418.92,1,451,60.38672355666886,0.9964467778134017,0.9910227637063161,1.0,0.0017230321214481306,0.9213860812705396,0.84891661126919,1.0,0.028519664160147732,0.01,2
80,20.305,2,499,68.59869444382294,58.39,0,86,11.402543135184741,421.305,1,451,60.697718574926704,0.9967770118627766,0.9916639948701507,1.0,0.0016112254507534825,0.9253617259272575,0.8451676219749421,1.0,0.02816679610394697,0.01,2
81,19.83,2,499,68.66348718468795,56.555,0,85,11.20287898209372,423.615,1,452,61.028758152268196,0.9970671689644116,0.9918243026611093,1.0,0.00154145987119345,0.9288625644377416,0.8545506425692185,1.0,0.028529449840333048,0.01,2
82,19.375,2,499,68.72137595073906,54.615,0,80,10.963474076181123,426.01,1,454,61.36127385939965,0.9973268675857646,0.9921449182430266,1.0,0.0014412868895566273,0.9319098648808596,0.8601061981247738,1.0,0.02870528833201318,0.01,2
83,18.895,1,499,68.78576438413361,53.165,0,80,10.803767024031378,427.94,1,456,61.61997652983718,0.9975841615902533,0.9929464571978198,1.0,0.001280397407345065,0.935117638301922,0.8463561438561438,1.0,0.027704114721554925,0.01,2
84,18.39,1,499,68.85443023374802,51.495,0,77,10.491440636688834,430.115,1,458,61.892691826317765,0.99782943251042,0.9935876883616543,1.0,0.0011788760058741119,0.9381961885276001,0.8354526434948394,1.0,0.02743678575068846,0.01,2
85,18.015,1,499,68.90525703628265,49.87,0,78,10.259110426039305,432.115,1,461,62.16384393248469,0.9980755049695414,0.994228919525489,1.0,0.0010697180823729265,0.9425966869114204,0.8479526434948393,1.0,0.026531022677897725,0.01,2
86,17.64,1,499,68.95727611824762,48.155,0,76,10.071651593911783,434.205,1,463,62.45442941672631,0.9982879127925617,0.9950304584802822,1.0,0.00096877117707772,0.9461751962174607,0.8479526434948393,1.0,0.026879304014049938,0.01,2
87,17.33,1,499,68.99836936387969,46.65,0,74,9.846944275143882,436.02,1,463,62.695640331548695,0.9984570375120231,0.9950304584802822,1.0,0.0009141334408884435,0.9493625498994344,0.8479526434948393,1.0,0.025966968719664637,0.01,2
88,17.08,1,499,69.03501114520874,45.035,0,70,9.569306827865285,437.885,1,465,62.945631601314794,0.9986077268355242,0.9956716896441167,1.0,0.0008422461184877859,0.9531408177621773,0.8632935525857486,1.0,0.024176384416369257,0.01,2
89,16.785,1,499,69.07499947711777,43.595,0,66,9.369627773989508,439.62,1,467,63.18104798213307,0.998743988457839,0.9956716896441167,1.0,0.0007830024008974028,0.9557782674837249,0.8749541788856305,1.0,0.023937662517536092,0.01,2
90,16.475,1,499,69.11689446511984,42.095,0,63,9.102762019404304,441.43,1,468,63.417378687533194,0.9988674254568772,0.9958319974350753,1.0,0.0007389304122561469,0.9582681069110205,0.8749541788856305,1.0,0.02398684140219619,0.01,2
91,16.23,1,499,69.15111338519472,40.625,0,61,8.86097961847306,443.145,1,469,63.64919540243134,0.9989668162872715,0.9964732285989099,1.0,0.0006989867352269775,0.9601424470434994,0.8830186950146628,1.0,0.023735435854594117,0.01,2
92,15.96,1,499,69.18744766627013,39.345,0,60,8.645792249301993,444.695,1,470,63.861124253764736,0.9990477717217057,0.9964732285989099,1.0,0.0006733809449898129,0.9617803106487421,0.8830186950146628,1.0,0.023902405996730006,0.01,2
93,15.685,1,499,69.22213732963186,38.015,0,60,8.449362914938717,446.3,1,472,64.07674418795514,0.9991519717858287,0.9969541519717858,1.0,0.0006188047268217709,0.9641043500849018,0.8830186950146628,1.0,0.024145693601049657,0.01,2
94,15.45,1,499,69.25502721080868,36.6,0,57,8.33651530540105,447.95,1,473,64.31133054276599,0.9992433472266753,0.9969541519717858,1.0,0.0005680049542281846,0.9662976692621429,0.8830186950146628,1.0,0.023504852828893308,0.01,2
95,15.18,1,499,69.2919509926067,35.465,0,55,8.18312855604897,449.355,1,474,64.50358546382084,0.999333119589612,0.9974350753446618,1.0,0.0005343313761503292,0.9685754946468397,0.8218199763694445,1.0,0.025260667480871243,0.01,2
96,14.98,0,499,69.31951801541501,34.345,0,54,8.007909092903153,450.675,1,474,64.68236558046887,0.9993884257774929,0.9974350753446618,1.0,0.0005008065899671699,0.9701118248865341,0.8218199763694445,1.0,0.024507010524491935,0.01,2
97,14.805,0,499,69.3434172983497,33.065,0,51,7.747314334463583,452.13,1,476,64.86834831460814,0.9994605642834241,0.9974350753446618,1.0,0.00044339016981066954,0.9720169266658034,0.8218199763694445,1.0,0.024215974107510196,0.01,2
98,14.645,0,499,69.36574810416343,31.885,0,51,7.583490067774876,453.47,1,476,65.04423774879376,0.9995359089451747,0.9980763065084963,1.0,0.00039345996847768724,0.9750419861439451,0.8218199763694445,1.0,0.022586826637027543,0.01,2
99,14.525,0,499,69.38349748764536,30.84,0,49,7.3842423562529005,454.635,1,477,65.19558340468612,0.9995840012824623,0.998236614299455,1.0,0.00037487066310145213,0.9767934341161897,0.8218199763694445,1.0,0.02279515791898021,0.01,2
100,14.41,0,499,69.3987958420145,29.69,0,46,7.2627569277069135,455.9,1,480,65.37545218768064,0.9996232766912472,0.9983969220904136,1.0,0.00034757616515529536,0.977991747173102,0.8218199763694445,1.0,0.023549025605565023,0.01,2
101,14.245,0,499,69.42118900171663,28.635,0,47,7.05411779668069,457.12,1,480,65.53318695870685,0.9996681628727155,0.9983969220904136,1.0,0.00033499858851040705,0.9802417488130397,0.8218199763694445,1.0,0.02302967999981294,0.01,2
102,14.15,0,499,69.43517637763271,27.55,0,45,6.93309737390006,458.3,1,481,65.69542942424671,0.9996970182750882,0.9983969220904136,1.0,0.00032770276762328186,0.9816542354677377,0.8218199763694445,1.0,0.02313375347510819,0.01,2
103,14.05,0,499,69.44907030935815,26.735,0,44,6.811516629501085,459.215,1,482,65.82387627937305,0.999724270599551,0.9985572298813722,1.0,0.0003007297242089456,0.9824474663296091,0.8218199763694445,1.0,0.022951666889404344,0.01,2
104,13.93,0,499,69.46453561741208,25.825,0,41,6.584157550762765,460.245,1,483,65.95860568050682,0.9997563321577428,0.9985572298813722,1.0,0.0002811094305090112,0.9840272229085628,0.8218199763694445,1.0,0.021584233074396005,0.01,2
105,13.805,0,499,69.48133023522419,24.92,0,38,6.325635805332815,461.275,1,484,66.08506300794319,0.9997763706316127,0.9987175376723308,1.0,0.0002669420379965433,0.9847966596052193,0.8218199763694445,1.0,0.021229416375231975,0.01,2
106,13.705,0,499,69.49420983797879,24.075,0,38,6.078165469727435,462.22,1,484,66.20564581429927,0.999802019878166,0.9987175376723308,1.0,0.0002468757242848301,0.9861970379225534,0.8218199763694445,1.0,0.020616342786821406,0.01,2
107,13.635,0,499,69.50443227253668,23.17,0,37,5.848257052555386,463.195,1,485,66.3339122513731,0.9998252645078551,0.9988778454632895,1.0,0.00023076869202210285,0.987668449241029,0.8218199763694445,1.0,0.02017207449115952,0.01,2
108,13.56,0,499,69.51480374494697,22.42,0,36,5.765396690165812,464.02,1,485,66.4494336784062,0.9998525168323181,0.9990381532542482,1.0,0.00020414607377833855,0.9894007009456345,0.8218199763694445,1.0,0.019219490042628386,0.01,2
109,13.48,0,499,69.52574159056913,21.7,0,33,5.7125446019392925,464.82,1,485,66.56366280509322,0.9998653414555947,0.9990381532542482,1.0,0.00019514199935912534,0.9900404914131568,0.8218199763694445,1.0,0.018960586272401856,0.01,2
110,13.375,0,499,69.5409526500564,20.875,0,33,5.624727799109066,465.75,1,487,66.6900691755014,0.9998837768515549,0.9991984610452068,1.0,0.00017526794394729094,0.9909175647064047,0.8575512796898551,1.0,0.016594919357062123,0.01,2
111,13.28,0,499,69.55401068241896,20.16,0,32,5.544194301452765,466.56,1,488,66.80404405054786,0.9999030137864701,0.9991984610452068,1.0,0.0001573789820649463,0.9922608959374659,0.8575512796898551,1.0,0.015503485057652441,0.01,2
112,13.23,0,499,69.56069689676649,19.535,0,32,5.457812159449902,467.235,1,488,66.89833113421227,0.9999078230201988,0.9991984610452068,1.0,0.00015367572155367747,0.9925775070298632,0.8575512796898551,1.0,0.015441891810462868,0.01,2
113,13.15,0,499,69.57182399123468,18.845,0,31,5.335099948200261,468.005,1,489,67.0005248235651,0.9999190445655658,0.9991984610452068,1.0,0.0001464116364248544,0.9934544171473141,0.8575512796898551,1.0,0.014919105437291049,0.01,2
114,13.065,0,499,69.58325893936785,18.185,0,31,5.215051178461228,468.75,1,490,67.10426523001574,0.9999302661109329,0.9991984610452068,1.0,0.00013691281233678583,0.9942877593192232,0.8575512796898551,1.0,0.014334320404284442,0.01,2
115,12.985,0,499,69.59383077117565,17.565,0,31,5.094659239224846,469.45,1,490,67.19997532303925,0.9999366784225714,0.9993587688361655,1.0,0.00012643858981538036,0.9946958339680153,0.8575512796898551,1.0,0.014007036490406341,0.01,2
116,12.935,0,499,69.60102216513894,16.965,0,30,5.068750948794439,470.1,1,491,67.2953439443095,0.9999422891952549,0.9993587688361655,1.0,0.00012243533985640192,0.9949672034542982,0.8575512796898551,1.0,0.013992684368181166,0.01,2
