day,s_mean,s_min,s_max,s_std,i_mean,i_min,i_max,i_std,r_mean,r_min,r_max,r_std,edgecount_mean,edgecount_min,edgecount_max,edgecount_std,suscedgecount_mean,suscedgecount_min,suscedgecount_max,suscedgecount_std,V,T,network
201,8.316666666666666,0,499,63.98826493234831,0.19666666666666666,0,2,0.42259220231061373,491.4866666666667,1,500,63.96400918060937,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.05,14,Erdos-Renyi
202,8.316666666666666,0,499,63.98826493234831,0.19333333333333333,0,2,0.4201714360525598,491.49,1,500,63.96442808468365,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.05,14,Erdos-Renyi
203,8.316666666666666,0,499,63.98826493234831,0.18666666666666668,0,2,0.4152070308699444,491.49666666666667,1,500,63.965265361743135,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.05,14,Erdos-Renyi
204,8.316666666666666,0,499,63.98826493234831,0.18,0,2,0.4100738166684832,491.50333333333333,1,500,63.96610193070691,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.05,14,Erdos-Renyi
205,8.316666666666666,0,499,63.98826493234831,0.17333333333333334,0,2,0.40476537101651394,491.51,1,500,63.96693779160278,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.05,14,Erdos-Renyi
206,8.316666666666666,0,499,63.98826493234831,0.17,0,2,0.40204327626092956,491.5133333333333,1,500,63.967355456533944,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.05,14,Erdos-Renyi
207,8.316666666666666,0,499,63.98826493234831,0.16333333333333333,0,2,0.39645868281510394,491.52,1,500,63.968190255380016,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.05,14,Erdos-Renyi
208,8.316666666666666,0,499,63.98826493234831,0.16,0,2,0.39359419197933565,491.5233333333333,1,500,63.968607389301866,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.05,14,Erdos-Renyi
209,8.316666666666666,0,499,63.98826493234831,0.15,0,2,0.38469898756922843,491.53333333333336,1,500,63.96985772910419,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.05,14,Erdos-Renyi
210,8.316666666666666,0,499,63.98826493234831,0.15,0,2,0.38469898756922843,491.53333333333336,1,500,63.96985772910419,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.05,14,Erdos-Renyi
211,8.316666666666666,0,499,63.98826493234831,0.14666666666666667,0,2,0.38162943497721163,491.5366666666667,1,500,63.97027415506206,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.05,14,Erdos-Renyi
212,8.316666666666666,0,499,63.98826493234831,0.14333333333333334,0,2,0.37850553985539814,491.54,1,500,63.970690404037626,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.05,14,Erdos-Renyi
213,8.316666666666666,0,499,63.98826493234831,0.14,0,2,0.366306704834472,491.54333333333335,1,500,63.97105419488495,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.05,14,Erdos-Renyi
214,8.316666666666666,0,499,63.98826493234831,0.13,0,2,0.35616876237392003,491.55333333333334,1,500,63.97230135005536,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.05,14,Erdos-Renyi
215,8.316666666666666,0,499,63.98826493234831,0.12666666666666668,0,2,0.3526614844734145,491.5566666666667,1,500,63.97271671451045,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.05,14,Erdos-Renyi
216,8.316666666666666,0,499,63.98826493234831,0.11333333333333333,0,2,0.3379391935699745,491.57,1,500,63.974376402747396,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.05,14,Erdos-Renyi
217,8.316666666666666,0,499,63.98826493234831,0.11,0,2,0.33407387082884593,491.5733333333333,1,500,63.974790882427975,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.05,14,Erdos-Renyi
218,8.316666666666666,0,499,63.98826493234831,0.10666666666666667,0,2,0.330129531012263,491.57666666666665,1,500,63.975205185164015,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.05,14,Erdos-Renyi
219,8.316666666666666,0,499,63.98826493234831,0.10666666666666667,0,2,0.330129531012263,491.57666666666665,1,500,63.975205185164015,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.05,14,Erdos-Renyi
220,8.316666666666666,0,499,63.98826493234831,0.1,0,2,0.3114321219064982,491.5833333333333,1,500,63.97598098269289,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.05,14,Erdos-Renyi
221,8.316666666666666,0,499,63.98826493234831,0.09333333333333334,0,2,0.30264534177573377,491.59,1,500,63.97680835028396,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.05,14,Erdos-Renyi
222,8.316666666666666,0,499,63.98826493234831,0.09333333333333334,0,2,0.30264534177573377,491.59,1,500,63.97680835028396,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.05,14,Erdos-Renyi
223,8.316666666666666,0,499,63.98826493234831,0.09,0,2,0.2980987692933008,491.5933333333333,1,500,63.977221768686455,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.05,14,Erdos-Renyi
224,8.316666666666666,0,499,63.98826493234831,0.08,0,2,0.2837870981155701,491.60333333333335,1,500,63.97846096236294,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.05,14,Erdos-Renyi
225,8.316666666666666,0,499,63.98826493234831,0.08,0,2,0.2837870981155701,491.60333333333335,1,500,63.97846096236294,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.05,14,Erdos-Renyi
226,8.316666666666666,0,499,63.98826493234831,0.08,0,2,0.2837870981155701,491.60333333333335,1,500,63.97846096236294,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.05,14,Erdos-Renyi
227,8.316666666666666,0,499,63.98826493234831,0.08,0,2,0.2837870981155701,491.60333333333335,1,500,63.97846096236294,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.05,14,Erdos-Renyi
228,8.316666666666666,0,499,63.98826493234831,0.07666666666666666,0,2,0.2787733922675249,491.6066666666667,1,500,63.9788736730895,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.05,14,Erdos-Renyi
229,8.316666666666666,0,499,63.98826493234831,0.07333333333333333,0,2,0.27362710916828925,491.61,1,500,63.97928620690567,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.05,14,Erdos-Renyi
230,8.316666666666666,0,499,63.98826493234831,0.07333333333333333,0,2,0.27362710916828925,491.61,1,500,63.97928620690567,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.05,14,Erdos-Renyi
231,8.316666666666666,0,499,63.98826493234831,0.06666666666666667,0,2,0.26290547067451986,491.6166666666667,1,500,63.98011074382041,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.05,14,Erdos-Renyi
232,8.316666666666666,0,499,63.98826493234831,0.06666666666666667,0,2,0.26290547067451986,491.6166666666667,1,500,63.98011074382041,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.05,14,Erdos-Renyi
233,8.316666666666666,0,499,63.98826493234831,0.06666666666666667,0,2,0.26290547067451986,491.6166666666667,1,500,63.98011074382041,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.05,14,Erdos-Renyi
234,8.316666666666666,0,499,63.98826493234831,0.06666666666666667,0,2,0.26290547067451986,491.6166666666667,1,500,63.98011074382041,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.05,14,Erdos-Renyi
235,8.316666666666666,0,499,63.98826493234831,0.05333333333333334,0,1,0.22507276167731266,491.63,1,500,63.98170542242949,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.05,14,Erdos-Renyi
236,8.316666666666666,0,499,63.98826493234831,0.05333333333333334,0,1,0.22507276167731266,491.63,1,500,63.98170542242949,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.05,14,Erdos-Renyi
237,8.316666666666666,0,499,63.98826493234831,0.05333333333333334,0,1,0.22507276167731266,491.63,1,500,63.98170542242949,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.05,14,Erdos-Renyi
238,8.316666666666666,0,499,63.98826493234831,0.05333333333333334,0,1,0.22507276167731266,491.63,1,500,63.98170542242949,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.05,14,Erdos-Renyi
239,8.316666666666666,0,499,63.98826493234831,0.05333333333333334,0,1,0.22507276167731266,491.63,1,500,63.98170542242949,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.05,14,Erdos-Renyi
240,8.316666666666666,0,499,63.98826493234831,0.05333333333333334,0,1,0.22507276167731266,491.63,1,500,63.98170542242949,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.05,14,Erdos-Renyi
241,8.316666666666666,0,499,63.98826493234831,0.05,0,1,0.2183090993894991,491.6333333333333,1,500,63.98211671830449,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.05,14,Erdos-Renyi
242,8.316666666666666,0,499,63.98826493234831,0.05,0,1,0.2183090993894991,491.6333333333333,1,500,63.98211671830449,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.05,14,Erdos-Renyi
243,8.316666666666666,0,499,63.98826493234831,0.04666666666666667,0,1,0.21127631471468897,491.63666666666666,1,500,63.98252783729626,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.05,14,Erdos-Renyi
244,8.316666666666666,0,499,63.98826493234831,0.04666666666666667,0,1,0.21127631471468897,491.63666666666666,1,500,63.98252783729626,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.05,14,Erdos-Renyi
245,8.316666666666666,0,499,63.98826493234831,0.04666666666666667,0,1,0.21127631471468897,491.63666666666666,1,500,63.98252783729626,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.05,14,Erdos-Renyi
246,8.316666666666666,0,499,63.98826493234831,0.04666666666666667,0,1,0.21127631471468897,491.63666666666666,1,500,63.98252783729626,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.05,14,Erdos-Renyi
247,8.316666666666666,0,499,63.98826493234831,0.043333333333333335,0,1,0.20394656873443773,491.64,1,500,63.982938779408194,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.05,14,Erdos-Renyi
248,8.316666666666666,0,499,63.98826493234831,0.04,0,1,0.19628659682628732,491.6433333333333,1,500,63.98334954464376,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.05,14,Erdos-Renyi
249,8.316666666666666,0,499,63.98826493234831,0.03666666666666667,0,1,0.18825609351281192,491.64666666666665,1,500,63.98376013300627,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.05,14,Erdos-Renyi
250,8.316666666666666,0,499,63.98826493234831,0.03333333333333333,0,1,0.17980541941701303,491.65,1,500,63.9841705444992,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.05,14,Erdos-Renyi
1,497.82666666666665,494,499,1.0834520987981897,2.066666666666667,0,6,1.0798653865486085,0.10666666666666667,0,2,0.3198383092058774,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.05,18,Erdos-Renyi
2,495.39666666666665,484,499,2.853031402356382,4.32,0,16,2.7946915757100057,0.2833333333333333,0,3,0.5514246270221442,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.05,18,Erdos-Renyi
3,490.5133333333333,464,499,6.536991899889395,8.853333333333333,0,34,6.287841074126085,0.6333333333333333,0,4,0.8293662541365896,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.05,18,Erdos-Renyi
4,480.18666666666667,427,499,13.945132170752444,18.41,0,67,13.208714312122288,1.4033333333333333,0,8,1.3930028999082271,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.05,18,Erdos-Renyi
5,459.9266666666667,349,499,27.565815839523957,37.026666666666664,0,137,25.60830411581072,3.046666666666667,0,14,2.6535435175542292,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.05,18,Erdos-Renyi
6,422.74666666666667,254,499,49.56380795586475,71.26333333333334,0,222,45.688643695832894,5.99,0,24,4.639142032314447,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.05,18,Erdos-Renyi
7,363.12333333333333,149,499,76.72180637951644,125.56333333333333,0,319,70.33883109222305,11.313333333333333,0,34,7.2662104936950795,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.05,18,Erdos-Renyi
8,283.01,72,499,100.83426200775618,197.87666666666667,0,385,90.81246869487184,19.113333333333333,0,54,11.12954227539276,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.05,18,Erdos-Renyi
9,195.92333333333335,29,499,109.35574846021223,273.3833333333333,0,417,96.0536172153661,30.69333333333333,0,71,14.89245579774701,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.05,18,Erdos-Renyi
10,121.22666666666667,11,499,101.17131050411122,334.16,0,429,85.58194102006885,44.61333333333334,0,93,18.092400025549516,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.05,18,Erdos-Renyi
11,68.79333333333334,3,499,83.99301584810343,370.77666666666664,0,428,68.00496825905645,60.43,1,108,20.379307001126254,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.05,18,Erdos-Renyi
12,37.663333333333334,1,499,68.36863968122927,385.71666666666664,0,426,53.6568097542044,76.62,1,131,22.32765131799416,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.05,18,Erdos-Renyi
13,20.706666666666667,0,499,57.74011046702894,386.89,0,426,45.56150497718388,92.40333333333334,1,152,23.733906475987585,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.05,18,Erdos-Renyi
14,12.38,0,499,50.375867503754755,379.4766666666667,0,431,40.609439100234745,108.14333333333333,1,168,24.490721515642303,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.05,18,Erdos-Renyi
15,8.14,0,499,45.25579916275405,368.8433333333333,0,422,37.13176558699545,123.01666666666667,1,176,24.96759884723017,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.05,18,Erdos-Renyi
16,5.84,0,499,42.15214995488838,355.91,0,411,35.016124809229225,138.25,1,193,25.021880057368815,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.05,18,Erdos-Renyi
