,day,s,s,s,i,i,i,r,r,r,edgecount,edgecount,edgecount,suscedgecount,suscedgecount,suscedgecount,m
,,mean,max,min,mean,max,min,mean,max,min,mean,max,min,mean,max,min,
569,170,0.0,0,0,0.95,3,0,499.05,500,497,1.0,1.0,1.0,,,,30
570,171,0.0,0,0,0.95,3,0,499.05,500,497,1.0,1.0,1.0,,,,30
571,172,0.0,0,0,0.95,3,0,499.05,500,497,1.0,1.0,1.0,,,,30
572,173,0.0,0,0,0.9,3,0,499.1,500,497,1.0,1.0,1.0,,,,30
573,174,0.0,0,0,0.75,2,0,499.25,500,498,1.0,1.0,1.0,,,,30
574,175,0.0,0,0,0.7,2,0,499.3,500,498,1.0,1.0,1.0,,,,30
575,176,0.0,0,0,0.7,2,0,499.3,500,498,1.0,1.0,1.0,,,,30
576,177,0.0,0,0,0.65,2,0,499.35,500,498,1.0,1.0,1.0,,,,30
577,178,0.0,0,0,0.6,2,0,499.4,500,498,1.0,1.0,1.0,,,,30
578,179,0.0,0,0,0.6,2,0,499.4,500,498,1.0,1.0,1.0,,,,30
579,180,0.0,0,0,0.55,2,0,499.45,500,498,1.0,1.0,1.0,,,,30
580,181,0.0,0,0,0.45,2,0,499.55,500,498,1.0,1.0,1.0,,,,30
581,182,0.0,0,0,0.45,2,0,499.55,500,498,1.0,1.0,1.0,,,,30
582,183,0.0,0,0,0.4,2,0,499.6,500,498,1.0,1.0,1.0,,,,30
583,184,0.0,0,0,0.4,2,0,499.6,500,498,1.0,1.0,1.0,,,,30
584,185,0.0,0,0,0.4,2,0,499.6,500,498,1.0,1.0,1.0,,,,30
585,186,0.0,0,0,0.4,2,0,499.6,500,498,1.0,1.0,1.0,,,,30
586,187,0.0,0,0,0.4,2,0,499.6,500,498,1.0,1.0,1.0,,,,30
587,188,0.0,0,0,0.4,2,0,499.6,500,498,1.0,1.0,1.0,,,,30
588,189,0.0,0,0,0.4,2,0,499.6,500,498,1.0,1.0,1.0,,,,30
589,190,0.0,0,0,0.35,2,0,499.65,500,498,1.0,1.0,1.0,,,,30
590,191,0.0,0,0,0.35,2,0,499.65,500,498,1.0,1.0,1.0,,,,30
591,192,0.0,0,0,0.35,2,0,499.65,500,498,1.0,1.0,1.0,,,,30
592,193,0.0,0,0,0.3,2,0,499.7,500,498,1.0,1.0,1.0,,,,30
593,194,0.0,0,0,0.25,1,0,499.75,500,499,1.0,1.0,1.0,,,,30
594,195,0.0,0,0,0.2,1,0,499.8,500,499,1.0,1.0,1.0,,,,30
595,196,0.0,0,0,0.2,1,0,499.8,500,499,1.0,1.0,1.0,,,,30
596,197,0.0,0,0,0.2,1,0,499.8,500,499,1.0,1.0,1.0,,,,30
597,198,0.0,0,0,0.2,1,0,499.8,500,499,1.0,1.0,1.0,,,,30
598,199,0.0,0,0,0.2,1,0,499.8,500,499,1.0,1.0,1.0,,,,30
599,200,0.0,0,0,0.2,1,0,499.8,500,499,1.0,1.0,1.0,,,,30
600,1,496.0,499,490,3.8,9,1,0.2,1,0,0.9942690217391303,1.0,0.9664130434782608,0.997497535320537,1.0,0.9840201671483934,40
601,2,484.7,497,474,14.7,25,3,0.6,2,0,0.9612309782608696,0.9985326086956522,0.9227173913043478,0.9807104048133105,0.9994001259049798,0.9606717119788394,40
602,3,458.7,490,439,38.75,58,9,2.55,7,0,0.8959157608695651,0.9829347826086956,0.839945652173913,0.9417293871889401,0.9922972486083844,0.9027258306640403,40
603,4,410.2,480,360,84.25,128,19,5.55,12,1,0.8331766304347827,0.9524456521739131,0.8010869565217391,0.8774392963960734,0.9766215164349177,0.8249996662892345,40
604,5,320.85,445,214,166.1,262,51,13.05,24,4,0.8518994565217393,0.9291304347826087,0.7989130434782609,0.8367434032204564,0.9215294330138206,0.8152462299236548,40
605,6,180.8,388,63,293.55,399,98,25.65,43,14,0.9396195652173913,0.9933152173913044,0.8057065217391305,0.8926511398615284,0.9525691133388848,0.8132893936076633,40
606,7,65.1,268,10,393.25,446,207,41.65,60,22,0.9829836956521738,0.9992934782608696,0.8793478260869565,0.9423058930778356,0.9827085686767151,0.827764180756336,40
607,8,17.95,116,1,423.7,449,352,58.35,74,32,0.9969755434782609,1.0,0.9767391304347826,0.9441606383167,1.0,0.9024390243902439,40
608,9,3.5,26,0,420.65,439,410,75.85,90,45,0.9995434782608695,1.0,0.9975,0.9233064832816047,1.0,0.8501585623678647,40
609,10,0.8,7,0,406.5,428,392,92.7,107,66,0.9998695652173912,1.0,0.9991847826086957,0.9019231390906358,0.975609756097561,0.8048780487804879,40
610,11,0.25,4,0,392.0,416,374,107.75,126,80,0.9999619565217392,1.0,0.9995108695652174,0.9189918423746631,0.9466793369232394,0.8913043478260869,40
611,12,0.1,1,0,376.15,409,354,123.75,146,90,0.9999755434782609,1.0,0.9996195652173913,0.8995227995758218,0.9512195121951219,0.8478260869565217,40
612,13,0.0,0,0,360.95,391,338,139.05,162,109,1.0,1.0,1.0,,,,40
613,14,0.0,0,0,346.75,381,324,153.25,176,119,1.0,1.0,1.0,,,,40
614,15,0.0,0,0,331.6,368,307,168.4,193,132,1.0,1.0,1.0,,,,40
615,16,0.0,0,0,318.35,347,291,181.65,209,153,1.0,1.0,1.0,,,,40
616,17,0.0,0,0,304.95,331,280,195.05,220,169,1.0,1.0,1.0,,,,40
617,18,0.0,0,0,292.5,319,264,207.5,236,181,1.0,1.0,1.0,,,,40
618,19,0.0,0,0,282.6,313,254,217.4,246,187,1.0,1.0,1.0,,,,40
619,20,0.0,0,0,271.65,301,240,228.35,260,199,1.0,1.0,1.0,,,,40
620,21,0.0,0,0,260.15,291,232,239.85,268,209,1.0,1.0,1.0,,,,40
621,22,0.0,0,0,249.75,276,219,250.25,281,224,1.0,1.0,1.0,,,,40
622,23,0.0,0,0,239.35,266,210,260.65,290,234,1.0,1.0,1.0,,,,40
623,24,0.0,0,0,230.05,259,201,269.95,299,241,1.0,1.0,1.0,,,,40
624,25,0.0,0,0,220.8,249,191,279.2,309,251,1.0,1.0,1.0,,,,40
625,26,0.0,0,0,211.35,240,184,288.65,316,260,1.0,1.0,1.0,,,,40
626,27,0.0,0,0,203.1,229,180,296.9,320,271,1.0,1.0,1.0,,,,40
627,28,0.0,0,0,195.5,222,173,304.5,327,278,1.0,1.0,1.0,,,,40
628,29,0.0,0,0,189.05,220,168,310.95,332,280,1.0,1.0,1.0,,,,40
629,30,0.0,0,0,180.35,212,156,319.65,344,288,1.0,1.0,1.0,,,,40
630,31,0.0,0,0,173.25,203,150,326.75,350,297,1.0,1.0,1.0,,,,40
631,32,0.0,0,0,166.05,197,142,333.95,358,303,1.0,1.0,1.0,,,,40
632,33,0.0,0,0,159.55,189,139,340.45,361,311,1.0,1.0,1.0,,,,40
633,34,0.0,0,0,152.55,183,131,347.45,369,317,1.0,1.0,1.0,,,,40
634,35,0.0,0,0,146.6,180,127,353.4,373,320,1.0,1.0,1.0,,,,40
635,36,0.0,0,0,139.45,172,121,360.55,379,328,1.0,1.0,1.0,,,,40
636,37,0.0,0,0,134.1,162,115,365.9,385,338,1.0,1.0,1.0,,,,40
637,38,0.0,0,0,128.7,157,112,371.3,388,343,1.0,1.0,1.0,,,,40
638,39,0.0,0,0,124.3,153,107,375.7,393,347,1.0,1.0,1.0,,,,40
639,40,0.0,0,0,119.45,146,99,380.55,401,354,1.0,1.0,1.0,,,,40
640,41,0.0,0,0,114.8,143,98,385.2,402,357,1.0,1.0,1.0,,,,40
641,42,0.0,0,0,110.45,133,94,389.55,406,367,1.0,1.0,1.0,,,,40
642,43,0.0,0,0,105.75,132,89,394.25,411,368,1.0,1.0,1.0,,,,40
643,44,0.0,0,0,101.65,128,86,398.35,414,372,1.0,1.0,1.0,,,,40
644,45,0.0,0,0,98.25,124,83,401.75,417,376,1.0,1.0,1.0,,,,40
645,46,0.0,0,0,94.45,116,81,405.55,419,384,1.0,1.0,1.0,,,,40
646,47,0.0,0,0,90.9,110,78,409.1,422,390,1.0,1.0,1.0,,,,40
647,48,0.0,0,0,86.95,105,74,413.05,426,395,1.0,1.0,1.0,,,,40
648,49,0.0,0,0,83.85,102,69,416.15,431,398,1.0,1.0,1.0,,,,40
649,50,0.0,0,0,80.1,96,65,419.9,435,404,1.0,1.0,1.0,,,,40
650,51,0.0,0,0,76.75,92,64,423.25,436,408,1.0,1.0,1.0,,,,40
651,52,0.0,0,0,73.45,84,62,426.55,438,416,1.0,1.0,1.0,,,,40
652,53,0.0,0,0,70.95,81,59,429.05,441,419,1.0,1.0,1.0,,,,40
653,54,0.0,0,0,68.05,80,57,431.95,443,420,1.0,1.0,1.0,,,,40
654,55,0.0,0,0,65.2,78,51,434.8,449,422,1.0,1.0,1.0,,,,40
655,56,0.0,0,0,63.15,76,47,436.85,453,424,1.0,1.0,1.0,,,,40
656,57,0.0,0,0,60.25,71,45,439.75,455,429,1.0,1.0,1.0,,,,40
657,58,0.0,0,0,57.8,69,43,442.2,457,431,1.0,1.0,1.0,,,,40
658,59,0.0,0,0,55.5,65,40,444.5,460,435,1.0,1.0,1.0,,,,40
659,60,0.0,0,0,53.3,64,39,446.7,461,436,1.0,1.0,1.0,,,,40
660,61,0.0,0,0,51.4,61,37,448.6,463,439,1.0,1.0,1.0,,,,40
661,62,0.0,0,0,49.6,59,37,450.4,463,441,1.0,1.0,1.0,,,,40
662,63,0.0,0,0,47.65,57,37,452.35,463,443,1.0,1.0,1.0,,,,40
663,64,0.0,0,0,45.9,56,36,454.1,464,444,1.0,1.0,1.0,,,,40
664,65,0.0,0,0,44.0,55,33,456.0,467,445,1.0,1.0,1.0,,,,40
665,66,0.0,0,0,41.9,54,28,458.1,472,446,1.0,1.0,1.0,,,,40
666,67,0.0,0,0,40.05,52,27,459.95,473,448,1.0,1.0,1.0,,,,40
667,68,0.0,0,0,38.4,48,26,461.6,474,452,1.0,1.0,1.0,,,,40
668,69,0.0,0,0,36.75,48,26,463.25,474,452,1.0,1.0,1.0,,,,40
669,70,0.0,0,0,35.15,46,26,464.85,474,454,1.0,1.0,1.0,,,,40
670,71,0.0,0,0,33.55,46,22,466.45,478,454,1.0,1.0,1.0,,,,40
671,72,0.0,0,0,32.05,46,21,467.95,479,454,1.0,1.0,1.0,,,,40
672,73,0.0,0,0,30.7,46,20,469.3,480,454,1.0,1.0,1.0,,,,40
673,74,0.0,0,0,29.3,42,19,470.7,481,458,1.0,1.0,1.0,,,,40
674,75,0.0,0,0,28.9,42,19,471.1,481,458,1.0,1.0,1.0,,,,40
675,76,0.0,0,0,27.2,42,18,472.8,482,458,1.0,1.0,1.0,,,,40
676,77,0.0,0,0,26.5,40,17,473.5,483,460,1.0,1.0,1.0,,,,40
677,78,0.0,0,0,25.25,38,17,474.75,483,462,1.0,1.0,1.0,,,,40
678,79,0.0,0,0,24.6,38,15,475.4,485,462,1.0,1.0,1.0,,,,40
679,80,0.0,0,0,23.55,34,13,476.45,487,466,1.0,1.0,1.0,,,,40
680,81,0.0,0,0,22.45,34,12,477.55,488,466,1.0,1.0,1.0,,,,40
681,82,0.0,0,0,21.4,31,12,478.6,488,469,1.0,1.0,1.0,,,,40
682,83,0.0,0,0,20.15,29,11,479.85,489,471,1.0,1.0,1.0,,,,40
683,84,0.0,0,0,19.45,27,10,480.55,490,473,1.0,1.0,1.0,,,,40
684,85,0.0,0,0,18.95,27,10,481.05,490,473,1.0,1.0,1.0,,,,40
685,86,0.0,0,0,18.35,27,10,481.65,490,473,1.0,1.0,1.0,,,,40
686,87,0.0,0,0,17.7,25,9,482.3,491,475,1.0,1.0,1.0,,,,40
687,88,0.0,0,0,16.95,25,9,483.05,491,475,1.0,1.0,1.0,,,,40
688,89,0.0,0,0,16.35,25,9,483.65,491,475,1.0,1.0,1.0,,,,40
689,90,0.0,0,0,15.75,24,9,484.25,491,476,1.0,1.0,1.0,,,,40
690,91,0.0,0,0,15.1,24,9,484.9,491,476,1.0,1.0,1.0,,,,40
691,92,0.0,0,0,14.4,23,8,485.6,492,477,1.0,1.0,1.0,,,,40
692,93,0.0,0,0,13.75,21,8,486.25,492,479,1.0,1.0,1.0,,,,40
693,94,0.0,0,0,13.25,20,8,486.75,492,480,1.0,1.0,1.0,,,,40
694,95,0.0,0,0,12.9,20,8,487.1,492,480,1.0,1.0,1.0,,,,40
695,96,0.0,0,0,12.25,19,8,487.75,492,481,1.0,1.0,1.0,,,,40
696,97,0.0,0,0,11.85,18,8,488.15,492,482,1.0,1.0,1.0,,,,40
697,98,0.0,0,0,11.35,18,7,488.65,493,482,1.0,1.0,1.0,,,,40
698,99,0.0,0,0,10.85,17,7,489.15,493,483,1.0,1.0,1.0,,,,40
699,100,0.0,0,0,10.55,17,7,489.45,493,483,1.0,1.0,1.0,,,,40
700,101,0.0,0,0,10.35,17,7,489.65,493,483,1.0,1.0,1.0,,,,40
701,102,0.0,0,0,9.95,17,6,490.05,494,483,1.0,1.0,1.0,,,,40
702,103,0.0,0,0,9.3,16,5,490.7,495,484,1.0,1.0,1.0,,,,40
703,104,0.0,0,0,9.0,16,5,491.0,495,484,1.0,1.0,1.0,,,,40
704,105,0.0,0,0,8.7,15,5,491.3,495,485,1.0,1.0,1.0,,,,40
705,106,0.0,0,0,8.5,15,5,491.5,495,485,1.0,1.0,1.0,,,,40
706,107,0.0,0,0,8.15,15,4,491.85,496,485,1.0,1.0,1.0,,,,40
707,108,0.0,0,0,7.85,14,4,492.15,496,486,1.0,1.0,1.0,,,,40
708,109,0.0,0,0,7.6,14,4,492.4,496,486,1.0,1.0,1.0,,,,40
709,110,0.0,0,0,7.2,14,3,492.8,497,486,1.0,1.0,1.0,,,,40
710,111,0.0,0,0,7.1,14,3,492.9,497,486,1.0,1.0,1.0,,,,40
711,112,0.0,0,0,6.7,13,3,493.3,497,487,1.0,1.0,1.0,,,,40
712,113,0.0,0,0,6.45,12,3,493.55,497,488,1.0,1.0,1.0,,,,40
713,114,0.0,0,0,6.25,12,3,493.75,497,488,1.0,1.0,1.0,,,,40
714,115,0.0,0,0,6.0,12,2,494.0,498,488,1.0,1.0,1.0,,,,40
715,116,0.0,0,0,5.65,12,2,494.35,498,488,1.0,1.0,1.0,,,,40
716,117,0.0,0,0,5.45,11,2,494.55,498,489,1.0,1.0,1.0,,,,40
717,118,0.0,0,0,5.3,11,1,494.7,499,489,1.0,1.0,1.0,,,,40
718,119,0.0,0,0,5.05,10,1,494.95,499,490,1.0,1.0,1.0,,,,40
719,120,0.0,0,0,4.75,9,1,495.25,499,491,1.0,1.0,1.0,,,,40
720,121,0.0,0,0,4.45,9,1,495.55,499,491,1.0,1.0,1.0,,,,40
721,122,0.0,0,0,4.3,9,1,495.7,499,491,1.0,1.0,1.0,,,,40
722,123,0.0,0,0,3.9,8,1,496.1,499,492,1.0,1.0,1.0,,,,40
723,124,0.0,0,0,3.75,8,1,496.25,499,492,1.0,1.0,1.0,,,,40
724,125,0.0,0,0,3.5,8,1,496.5,499,492,1.0,1.0,1.0,,,,40
725,126,0.0,0,0,3.35,7,1,496.65,499,493,1.0,1.0,1.0,,,,40
726,127,0.0,0,0,3.25,6,1,496.75,499,494,1.0,1.0,1.0,,,,40
727,128,0.0,0,0,3.25,6,1,496.75,499,494,1.0,1.0,1.0,,,,40
728,129,0.0,0,0,3.05,6,1,496.95,499,494,1.0,1.0,1.0,,,,40
729,130,0.0,0,0,2.85,6,0,497.15,500,494,1.0,1.0,1.0,,,,40
730,131,0.0,0,0,2.7,6,0,497.3,500,494,1.0,1.0,1.0,,,,40
731,132,0.0,0,0,2.7,6,0,497.3,500,494,1.0,1.0,1.0,,,,40
732,133,0.0,0,0,2.65,5,0,497.35,500,495,1.0,1.0,1.0,,,,40
733,134,0.0,0,0,2.55,5,0,497.45,500,495,1.0,1.0,1.0,,,,40
734,135,0.0,0,0,2.55,5,0,497.45,500,495,1.0,1.0,1.0,,,,40
735,136,0.0,0,0,2.45,5,0,497.55,500,495,1.0,1.0,1.0,,,,40
736,137,0.0,0,0,2.45,5,0,497.55,500,495,1.0,1.0,1.0,,,,40
737,138,0.0,0,0,2.45,5,0,497.55,500,495,1.0,1.0,1.0,,,,40
738,139,0.0,0,0,2.3,5,0,497.7,500,495,1.0,1.0,1.0,,,,40
739,140,0.0,0,0,2.2,5,0,497.8,500,495,1.0,1.0,1.0,,,,40
740,141,0.0,0,0,2.2,5,0,497.8,500,495,1.0,1.0,1.0,,,,40
741,142,0.0,0,0,2.1,4,0,497.9,500,496,1.0,1.0,1.0,,,,40
742,143,0.0,0,0,2.0,4,0,498.0,500,496,1.0,1.0,1.0,,,,40
743,144,0.0,0,0,2.0,4,0,498.0,500,496,1.0,1.0,1.0,,,,40
744,145,0.0,0,0,2.0,4,0,498.0,500,496,1.0,1.0,1.0,,,,40
745,146,0.0,0,0,1.9,4,0,498.1,500,496,1.0,1.0,1.0,,,,40
746,147,0.0,0,0,1.8,4,0,498.2,500,496,1.0,1.0,1.0,,,,40
747,148,0.0,0,0,1.8,4,0,498.2,500,496,1.0,1.0,1.0,,,,40
748,149,0.0,0,0,1.7,4,0,498.3,500,496,1.0,1.0,1.0,,,,40
749,150,0.0,0,0,1.65,4,0,498.35,500,496,1.0,1.0,1.0,,,,40
750,151,0.0,0,0,1.6,4,0,498.4,500,496,1.0,1.0,1.0,,,,40
751,152,0.0,0,0,1.6,4,0,498.4,500,496,1.0,1.0,1.0,,,,40
752,153,0.0,0,0,1.6,4,0,498.4,500,496,1.0,1.0,1.0,,,,40
753,154,0.0,0,0,1.6,4,0,498.4,500,496,1.0,1.0,1.0,,,,40
754,155,0.0,0,0,1.35,4,0,498.65,500,496,1.0,1.0,1.0,,,,40
755,156,0.0,0,0,1.25,3,0,498.75,500,497,1.0,1.0,1.0,,,,40
756,157,0.0,0,0,1.2,3,0,498.8,500,497,1.0,1.0,1.0,,,,40
757,158,0.0,0,0,1.2,3,0,498.8,500,497,1.0,1.0,1.0,,,,40
758,159,0.0,0,0,1.2,3,0,498.8,500,497,1.0,1.0,1.0,,,,40
759,160,0.0,0,0,1.1,3,0,498.9,500,497,1.0,1.0,1.0,,,,40
760,161,0.0,0,0,1.05,3,0,498.95,500,497,1.0,1.0,1.0,,,,40
761,162,0.0,0,0,1.0,3,0,499.0,500,497,1.0,1.0,1.0,,,,40
762,163,0.0,0,0,0.95,3,0,499.05,500,497,1.0,1.0,1.0,,,,40
763,164,0.0,0,0,0.95,3,0,499.05,500,497,1.0,1.0,1.0,,,,40
764,165,0.0,0,0,0.8,3,0,499.2,500,497,1.0,1.0,1.0,,,,40
765,166,0.0,0,0,0.75,3,0,499.25,500,497,1.0,1.0,1.0,,,,40
766,167,0.0,0,0,0.7,3,0,499.3,500,497,1.0,1.0,1.0,,,,40
767,168,0.0,0,0,0.7,3,0,499.3,500,497,1.0,1.0,1.0,,,,40
768,169,0.0,0,0,0.7,3,0,499.3,500,497,1.0,1.0,1.0,,,,40
769,170,0.0,0,0,0.6,2,0,499.4,500,498,1.0,1.0,1.0,,,,40
770,171,0.0,0,0,0.55,2,0,499.45,500,498,1.0,1.0,1.0,,,,40
771,172,0.0,0,0,0.5,2,0,499.5,500,498,1.0,1.0,1.0,,,,40
772,173,0.0,0,0,0.5,2,0,499.5,500,498,1.0,1.0,1.0,,,,40
773,174,0.0,0,0,0.45,2,0,499.55,500,498,1.0,1.0,1.0,,,,40
774,175,0.0,0,0,0.45,2,0,499.55,500,498,1.0,1.0,1.0,,,,40
775,176,0.0,0,0,0.45,2,0,499.55,500,498,1.0,1.0,1.0,,,,40
776,177,0.0,0,0,0.4,2,0,499.6,500,498,1.0,1.0,1.0,,,,40
777,178,0.0,0,0,0.4,2,0,499.6,500,498,1.0,1.0,1.0,,,,40
778,179,0.0,0,0,0.35,2,0,499.65,500,498,1.0,1.0,1.0,,,,40
779,180,0.0,0,0,0.35,2,0,499.65,500,498,1.0,1.0,1.0,,,,40
780,181,0.0,0,0,0.35,2,0,499.65,500,498,1.0,1.0,1.0,,,,40
781,182,0.0,0,0,0.35,2,0,499.65,500,498,1.0,1.0,1.0,,,,40
782,183,0.0,0,0,0.35,2,0,499.65,500,498,1.0,1.0,1.0,,,,40
783,184,0.0,0,0,0.3,2,0,499.7,500,498,1.0,1.0,1.0,,,,40
784,185,0.0,0,0,0.3,2,0,499.7,500,498,1.0,1.0,1.0,,,,40
785,186,0.0,0,0,0.3,2,0,499.7,500,498,1.0,1.0,1.0,,,,40
786,187,0.0,0,0,0.3,2,0,499.7,500,498,1.0,1.0,1.0,,,,40
787,188,0.0,0,0,0.3,2,0,499.7,500,498,1.0,1.0,1.0,,,,40
788,189,0.0,0,0,0.3,2,0,499.7,500,498,1.0,1.0,1.0,,,,40
789,190,0.0,0,0,0.3,2,0,499.7,500,498,1.0,1.0,1.0,,,,40
790,191,0.0,0,0,0.3,2,0,499.7,500,498,1.0,1.0,1.0,,,,40
791,192,0.0,0,0,0.3,2,0,499.7,500,498,1.0,1.0,1.0,,,,40
792,193,0.0,0,0,0.3,2,0,499.7,500,498,1.0,1.0,1.0,,,,40
793,194,0.0,0,0,0.25,2,0,499.75,500,498,1.0,1.0,1.0,,,,40
794,195,0.0,0,0,0.25,2,0,499.75,500,498,1.0,1.0,1.0,,,,40
795,196,0.0,0,0,0.2,1,0,499.8,500,499,1.0,1.0,1.0,,,,40
796,197,0.0,0,0,0.2,1,0,499.8,500,499,1.0,1.0,1.0,,,,40
797,198,0.0,0,0,0.2,1,0,499.8,500,499,1.0,1.0,1.0,,,,40
798,199,0.0,0,0,0.2,1,0,499.8,500,499,1.0,1.0,1.0,,,,40
799,200,0.0,0,0,0.2,1,0,499.8,500,499,1.0,1.0,1.0,,,,40
800,1,495.1,499,485,4.65,13,1,0.25,2,0,0.9922511111111112,1.0,0.9624888888888888,0.996408848107768,1.0,0.9816155560588947,50
801,2,480.55,495,443,18.85,54,5,0.6,3,0,0.951811111111111,0.9956,0.8636888888888888,0.9749640831652956,0.9981753686832151,0.9172403522079096,50
802,3,445.9,481,369,51.7,124,18,2.4,7,0,0.87806,0.9583555555555555,0.8273333333333334,0.9243737156210508,0.9794391168459036,0.8572595060786765,50
803,4,374.7,451,196,117.9,284,46,7.4,20,0,0.8595088888888889,0.9850666666666666,0.8285777777777777,0.8817026064160736,0.967907450512814,0.8541284891497738,50
804,5,232.2,383,22,249.5,442,109,18.3,36,8,0.9480266666666667,1.0,0.8349333333333333,0.9331848635368145,1.0,0.8653818555595693,50
805,6,67.25,230,3,396.05,457,251,36.7,54,19,0.99796,1.0,0.9705333333333334,0.9953419415475686,1.0,0.9477619923710385,50
806,7,7.55,47,0,439.35,457,417,53.1,70,36,0.9999977777777778,1.0,0.9999555555555556,0.9997276688453159,1.0,0.9950980392156863,50
807,8,0.45,3,0,429.2,444,411,70.35,89,55,0.9999977777777778,1.0,0.9999555555555556,0.9967320261437909,1.0,0.9803921568627451,50
808,9,0.05,1,0,413.05,428,394,86.9,106,72,0.9999977777777778,1.0,0.9999555555555556,0.9807692307692307,0.9807692307692307,0.9807692307692307,50
809,10,0.0,0,0,396.65,415,376,103.35,124,85,1.0,1.0,1.0,,,,50
810,11,0.0,0,0,380.1,402,358,119.9,142,98,1.0,1.0,1.0,,,,50
811,12,0.0,0,0,366.3,385,344,133.7,156,115,1.0,1.0,1.0,,,,50
812,13,0.0,0,0,351.0,369,327,149.0,173,131,1.0,1.0,1.0,,,,50
813,14,0.0,0,0,335.8,352,315,164.2,185,148,1.0,1.0,1.0,,,,50
814,15,0.0,0,0,323.05,340,301,176.95,199,160,1.0,1.0,1.0,,,,50
815,16,0.0,0,0,310.5,329,283,189.5,217,171,1.0,1.0,1.0,,,,50
816,17,0.0,0,0,299.55,319,272,200.45,228,181,1.0,1.0,1.0,,,,50
817,18,0.0,0,0,287.6,307,257,212.4,243,193,1.0,1.0,1.0,,,,50
818,19,0.0,0,0,276.4,299,245,223.6,255,201,1.0,1.0,1.0,,,,50
819,20,0.0,0,0,265.95,290,238,234.05,262,210,1.0,1.0,1.0,,,,50
820,21,0.0,0,0,254.65,277,229,245.35,271,223,1.0,1.0,1.0,,,,50
821,22,0.0,0,0,244.6,266,218,255.4,282,234,1.0,1.0,1.0,,,,50
822,23,0.0,0,0,236.9,257,208,263.1,292,243,1.0,1.0,1.0,,,,50
823,24,0.0,0,0,227.95,249,198,272.05,302,251,1.0,1.0,1.0,,,,50
824,25,0.0,0,0,218.6,239,191,281.4,309,261,1.0,1.0,1.0,,,,50
825,26,0.0,0,0,209.35,229,176,290.65,324,271,1.0,1.0,1.0,,,,50
826,27,0.0,0,0,200.95,220,174,299.05,326,280,1.0,1.0,1.0,,,,50
827,28,0.0,0,0,192.1,216,169,307.9,331,284,1.0,1.0,1.0,,,,50
828,29,0.0,0,0,185.05,207,163,314.95,337,293,1.0,1.0,1.0,,,,50
829,30,0.0,0,0,177.6,200,158,322.4,342,300,1.0,1.0,1.0,,,,50
830,31,0.0,0,0,170.45,194,152,329.55,348,306,1.0,1.0,1.0,,,,50
831,32,0.0,0,0,163.25,185,145,336.75,355,315,1.0,1.0,1.0,,,,50
832,33,0.0,0,0,156.0,178,139,344.0,361,322,1.0,1.0,1.0,,,,50
833,34,0.0,0,0,150.05,172,134,349.95,366,328,1.0,1.0,1.0,,,,50
834,35,0.0,0,0,144.65,167,126,355.35,374,333,1.0,1.0,1.0,,,,50
835,36,0.0,0,0,138.6,157,121,361.4,379,343,1.0,1.0,1.0,,,,50
836,37,0.0,0,0,132.4,149,114,367.6,386,351,1.0,1.0,1.0,,,,50
837,38,0.0,0,0,127.75,145,111,372.25,389,355,1.0,1.0,1.0,,,,50
838,39,0.0,0,0,122.45,141,110,377.55,390,359,1.0,1.0,1.0,,,,50
839,40,0.0,0,0,118.55,136,108,381.45,392,364,1.0,1.0,1.0,,,,50
840,41,0.0,0,0,114.65,134,101,385.35,399,366,1.0,1.0,1.0,,,,50
841,42,0.0,0,0,110.25,131,97,389.75,403,369,1.0,1.0,1.0,,,,50
842,43,0.0,0,0,106.1,130,93,393.9,407,370,1.0,1.0,1.0,,,,50
843,44,0.0,0,0,101.8,120,88,398.2,412,380,1.0,1.0,1.0,,,,50
844,45,0.0,0,0,97.3,113,83,402.7,417,387,1.0,1.0,1.0,,,,50
845,46,0.0,0,0,93.9,108,81,406.1,419,392,1.0,1.0,1.0,,,,50
846,47,0.0,0,0,90.1,105,78,409.9,422,395,1.0,1.0,1.0,,,,50
847,48,0.0,0,0,86.65,104,73,413.35,427,396,1.0,1.0,1.0,,,,50
848,49,0.0,0,0,83.85,104,70,416.15,430,396,1.0,1.0,1.0,,,,50
849,50,0.0,0,0,80.95,102,69,419.05,431,398,1.0,1.0,1.0,,,,50
850,51,0.0,0,0,77.9,98,66,422.1,434,402,1.0,1.0,1.0,,,,50
851,52,0.0,0,0,74.85,94,62,425.15,438,406,1.0,1.0,1.0,,,,50
852,53,0.0,0,0,71.65,90,57,428.35,443,410,1.0,1.0,1.0,,,,50
853,54,0.0,0,0,69.5,87,57,430.5,443,413,1.0,1.0,1.0,,,,50
854,55,0.0,0,0,66.35,84,52,433.65,448,416,1.0,1.0,1.0,,,,50
855,56,0.0,0,0,64.35,81,52,435.65,448,419,1.0,1.0,1.0,,,,50
856,57,0.0,0,0,61.7,76,46,438.3,454,424,1.0,1.0,1.0,,,,50
857,58,0.0,0,0,59.55,74,45,440.45,455,426,1.0,1.0,1.0,,,,50
858,59,0.0,0,0,57.35,70,42,442.65,458,430,1.0,1.0,1.0,,,,50
859,60,0.0,0,0,54.8,67,40,445.2,460,433,1.0,1.0,1.0,,,,50
860,61,0.0,0,0,52.2,66,37,447.8,463,434,1.0,1.0,1.0,,,,50
861,62,0.0,0,0,50.15,63,36,449.85,464,437,1.0,1.0,1.0,,,,50
