,day,s,s,s,i,i,i,r,r,r,V,T
,,mean,max,min,mean,max,min,mean,max,min,,
8480,81,0.0,0,0,27.2,36,18,472.8,482,464,0.05,49
8481,82,0.0,0,0,26.1,36,18,473.9,482,464,0.05,49
8482,83,0.0,0,0,24.8,35,17,475.2,483,465,0.05,49
8483,84,0.0,0,0,22.8,31,15,477.2,485,469,0.05,49
8484,85,0.0,0,0,21.6,27,15,478.4,485,473,0.05,49
8485,86,0.0,0,0,20.9,26,15,479.1,485,474,0.05,49
8486,87,0.0,0,0,20.3,25,15,479.7,485,475,0.05,49
8487,88,0.0,0,0,19.6,25,13,480.4,487,475,0.05,49
8488,89,0.0,0,0,18.4,25,12,481.6,488,475,0.05,49
8489,90,0.0,0,0,17.3,22,11,482.7,489,478,0.05,49
8490,91,0.0,0,0,16.9,21,10,483.1,490,479,0.05,49
8491,92,0.0,0,0,16.3,21,10,483.7,490,479,0.05,49
8492,93,0.0,0,0,15.8,19,10,484.2,490,481,0.05,49
8493,94,0.0,0,0,15.1,18,10,484.9,490,482,0.05,49
8494,95,0.0,0,0,14.4,17,9,485.6,491,483,0.05,49
8495,96,0.0,0,0,13.9,17,9,486.1,491,483,0.05,49
8496,97,0.0,0,0,13.1,16,7,486.9,493,484,0.05,49
8497,98,0.0,0,0,12.6,16,7,487.4,493,484,0.05,49
8498,99,0.0,0,0,12.0,15,7,488.0,493,485,0.05,49
8499,100,0.0,0,0,11.3,14,6,488.7,494,486,0.05,49
8500,101,0.0,0,0,10.8,14,6,489.2,494,486,0.05,49
8501,102,0.0,0,0,10.4,14,4,489.6,496,486,0.05,49
8502,103,0.0,0,0,9.7,12,4,490.3,496,488,0.05,49
8503,104,0.0,0,0,9.3,11,4,490.7,496,489,0.05,49
8504,105,0.0,0,0,8.6,11,3,491.4,497,489,0.05,49
8505,106,0.0,0,0,7.8,10,3,492.2,497,490,0.05,49
8506,107,0.0,0,0,7.6,10,2,492.4,498,490,0.05,49
8507,108,0.0,0,0,7.2,10,2,492.8,498,490,0.05,49
8508,109,0.0,0,0,6.5,9,1,493.5,499,491,0.05,49
8509,110,0.0,0,0,6.3,9,1,493.7,499,491,0.05,49
8510,111,0.0,0,0,6.1,9,1,493.9,499,491,0.05,49
8511,112,0.0,0,0,6.1,9,1,493.9,499,491,0.05,49
8512,113,0.0,0,0,5.8,9,1,494.2,499,491,0.05,49
8513,114,0.0,0,0,5.4,8,1,494.6,499,492,0.05,49
8514,115,0.0,0,0,5.3,8,1,494.7,499,492,0.05,49
8515,116,0.0,0,0,5.2,8,1,494.8,499,492,0.05,49
8516,117,0.0,0,0,5.2,8,1,494.8,499,492,0.05,49
8517,118,0.0,0,0,5.1,7,1,494.9,499,493,0.05,49
8518,119,0.0,0,0,5.1,7,1,494.9,499,493,0.05,49
8519,120,0.0,0,0,4.9,7,1,495.1,499,493,0.05,49
8520,121,0.0,0,0,4.6,7,1,495.4,499,493,0.05,49
8521,122,0.0,0,0,4.4,7,1,495.6,499,493,0.05,49
8522,123,0.0,0,0,4.2,6,1,495.8,499,494,0.05,49
8523,124,0.0,0,0,4.1,6,1,495.9,499,494,0.05,49
8524,125,0.0,0,0,3.9,6,1,496.1,499,494,0.05,49
8525,126,0.0,0,0,3.7,6,1,496.3,499,494,0.05,49
8526,127,0.0,0,0,3.6,6,1,496.4,499,494,0.05,49
8527,128,0.0,0,0,3.6,6,1,496.4,499,494,0.05,49
8528,129,0.0,0,0,3.5,6,1,496.5,499,494,0.05,49
8529,130,0.0,0,0,3.3,5,1,496.7,499,495,0.05,49
8530,131,0.0,0,0,3.3,5,1,496.7,499,495,0.05,49
8531,132,0.0,0,0,3.1,5,0,496.9,500,495,0.05,49
8532,133,0.0,0,0,3.0,5,0,497.0,500,495,0.05,49
8533,134,0.0,0,0,3.0,5,0,497.0,500,495,0.05,49
8534,135,0.0,0,0,2.9,5,0,497.1,500,495,0.05,49
8535,136,0.0,0,0,2.9,5,0,497.1,500,495,0.05,49
8536,137,0.0,0,0,2.7,4,0,497.3,500,496,0.05,49
8537,138,0.0,0,0,2.4,4,0,497.6,500,496,0.05,49
8538,139,0.0,0,0,2.3,3,0,497.7,500,497,0.05,49
8539,140,0.0,0,0,2.1,3,0,497.9,500,497,0.05,49
8540,141,0.0,0,0,2.1,3,0,497.9,500,497,0.05,49
8541,142,0.0,0,0,2.0,3,0,498.0,500,497,0.05,49
8542,143,0.0,0,0,2.0,3,0,498.0,500,497,0.05,49
8543,144,0.0,0,0,1.8,3,0,498.2,500,497,0.05,49
8544,145,0.0,0,0,1.6,3,0,498.4,500,497,0.05,49
8545,146,0.0,0,0,1.5,3,0,498.5,500,497,0.05,49
8546,147,0.0,0,0,1.3,3,0,498.7,500,497,0.05,49
8547,148,0.0,0,0,1.2,3,0,498.8,500,497,0.05,49
8548,149,0.0,0,0,1.2,3,0,498.8,500,497,0.05,49
8549,150,0.0,0,0,1.1,3,0,498.9,500,497,0.05,49
8550,151,0.0,0,0,1.1,3,0,498.9,500,497,0.05,49
8551,152,0.0,0,0,1.1,3,0,498.9,500,497,0.05,49
8552,153,0.0,0,0,1.0,3,0,499.0,500,497,0.05,49
8553,154,0.0,0,0,1.0,3,0,499.0,500,497,0.05,49
8554,155,0.0,0,0,0.9,3,0,499.1,500,497,0.05,49
8555,156,0.0,0,0,0.9,3,0,499.1,500,497,0.05,49
8556,157,0.0,0,0,0.9,3,0,499.1,500,497,0.05,49
8557,158,0.0,0,0,0.9,3,0,499.1,500,497,0.05,49
8558,159,0.0,0,0,0.9,3,0,499.1,500,497,0.05,49
8559,160,0.0,0,0,0.9,3,0,499.1,500,497,0.05,49
8560,161,0.0,0,0,0.9,3,0,499.1,500,497,0.05,49
8561,162,0.0,0,0,0.8,2,0,499.2,500,498,0.05,49
8562,163,0.0,0,0,0.8,2,0,499.2,500,498,0.05,49
8563,164,0.0,0,0,0.8,2,0,499.2,500,498,0.05,49
8564,165,0.0,0,0,0.8,2,0,499.2,500,498,0.05,49
8565,166,0.0,0,0,0.8,2,0,499.2,500,498,0.05,49
8566,167,0.0,0,0,0.7,2,0,499.3,500,498,0.05,49
8567,168,0.0,0,0,0.7,2,0,499.3,500,498,0.05,49
8568,169,0.0,0,0,0.6,1,0,499.4,500,499,0.05,49
8569,170,0.0,0,0,0.6,1,0,499.4,500,499,0.05,49
8570,171,0.0,0,0,0.6,1,0,499.4,500,499,0.05,49
8571,172,0.0,0,0,0.6,1,0,499.4,500,499,0.05,49
8572,173,0.0,0,0,0.5,1,0,499.5,500,499,0.05,49
8573,174,0.0,0,0,0.5,1,0,499.5,500,499,0.05,49
8574,175,0.0,0,0,0.5,1,0,499.5,500,499,0.05,49
8575,176,0.0,0,0,0.5,1,0,499.5,500,499,0.05,49
8576,177,0.0,0,0,0.5,1,0,499.5,500,499,0.05,49
8577,178,0.0,0,0,0.4,1,0,499.6,500,499,0.05,49
8578,179,0.0,0,0,0.4,1,0,499.6,500,499,0.05,49
8579,180,0.0,0,0,0.4,1,0,499.6,500,499,0.05,49
8580,181,0.0,0,0,0.3,1,0,499.7,500,499,0.05,49
8581,182,0.0,0,0,0.3,1,0,499.7,500,499,0.05,49
8582,183,0.0,0,0,0.3,1,0,499.7,500,499,0.05,49
8583,184,0.0,0,0,0.3,1,0,499.7,500,499,0.05,49
8584,185,0.0,0,0,0.3,1,0,499.7,500,499,0.05,49
8585,186,0.0,0,0,0.3,1,0,499.7,500,499,0.05,49
8586,187,0.0,0,0,0.3,1,0,499.7,500,499,0.05,49
8587,188,0.0,0,0,0.3,1,0,499.7,500,499,0.05,49
8588,189,0.0,0,0,0.3,1,0,499.7,500,499,0.05,49
8589,190,0.0,0,0,0.3,1,0,499.7,500,499,0.05,49
8590,191,0.0,0,0,0.3,1,0,499.7,500,499,0.05,49
8591,192,0.0,0,0,0.3,1,0,499.7,500,499,0.05,49
8592,193,0.0,0,0,0.3,1,0,499.7,500,499,0.05,49
8593,194,0.0,0,0,0.3,1,0,499.7,500,499,0.05,49
8594,195,0.0,0,0,0.3,1,0,499.7,500,499,0.05,49
8595,196,0.0,0,0,0.2,1,0,499.8,500,499,0.05,49
8596,197,0.0,0,0,0.2,1,0,499.8,500,499,0.05,49
8597,198,0.0,0,0,0.2,1,0,499.8,500,499,0.05,49
8598,199,0.0,0,0,0.2,1,0,499.8,500,499,0.05,49
8599,200,0.0,0,0,0.1,1,0,499.9,500,499,0.05,49
8600,1,498.2,499,496,1.7,3,1,0.1,1,0,0.05,56
8601,2,496.1,499,493,3.6,7,1,0.3,2,0,0.05,56
8602,3,492.0,498,483,7.4,16,2,0.6,3,0,0.05,56
8603,4,483.6,495,467,15.3,30,4,1.1,3,0,0.05,56
8604,5,467.8,492,434,30.0,61,7,2.2,5,1,0.05,56
8605,6,436.1,487,356,58.8,131,11,5.1,13,1,0.05,56
8606,7,383.2,473,252,105.9,227,25,10.9,21,2,0.05,56
8607,8,302.6,450,148,179.0,313,48,18.4,39,2,0.05,56
8608,9,204.2,394,64,265.8,386,103,30.0,50,3,0.05,56
8609,10,117.2,314,17,339.5,421,173,43.3,62,13,0.05,56
8610,11,59.6,200,14,382.4,414,279,58.0,76,21,0.05,56
8611,12,26.9,94,4,398.3,410,364,74.8,92,42,0.05,56
8612,13,10.1,32,1,397.8,411,387,92.1,112,57,0.05,56
8613,14,4.0,12,0,387.5,409,372,108.5,128,79,0.05,56
8614,15,1.1,3,0,372.8,399,355,126.1,145,98,0.05,56
8615,16,0.4,2,0,359.6,387,335,140.0,165,111,0.05,56
8616,17,0.2,1,0,344.2,372,321,155.6,179,127,0.05,56
8617,18,0.1,1,0,330.5,364,310,169.4,190,136,0.05,56
8618,19,0.0,0,0,317.8,347,298,182.2,202,153,0.05,56
8619,20,0.0,0,0,306.3,333,288,193.7,212,167,0.05,56
8620,21,0.0,0,0,293.3,318,277,206.7,223,182,0.05,56
8621,22,0.0,0,0,282.6,305,268,217.4,232,195,0.05,56
8622,23,0.0,0,0,270.9,290,255,229.1,245,210,0.05,56
8623,24,0.0,0,0,260.6,279,246,239.4,254,221,0.05,56
8624,25,0.0,0,0,247.3,271,229,252.7,271,229,0.05,56
8625,26,0.0,0,0,236.6,265,212,263.4,288,235,0.05,56
8626,27,0.0,0,0,227.0,252,202,273.0,298,248,0.05,56
8627,28,0.0,0,0,217.7,241,195,282.3,305,259,0.05,56
8628,29,0.0,0,0,208.3,234,189,291.7,311,266,0.05,56
8629,30,0.0,0,0,201.0,221,183,299.0,317,279,0.05,56
8630,31,0.0,0,0,192.6,211,174,307.4,326,289,0.05,56
8631,32,0.0,0,0,185.5,203,162,314.5,338,297,0.05,56
8632,33,0.0,0,0,178.8,194,152,321.2,348,306,0.05,56
8633,34,0.0,0,0,171.9,189,146,328.1,354,311,0.05,56
8634,35,0.0,0,0,164.5,184,143,335.5,357,316,0.05,56
8635,36,0.0,0,0,159.2,177,138,340.8,362,323,0.05,56
8636,37,0.0,0,0,152.3,169,133,347.7,367,331,0.05,56
8637,38,0.0,0,0,145.9,163,126,354.1,374,337,0.05,56
8638,39,0.0,0,0,140.7,155,119,359.3,381,345,0.05,56
8639,40,0.0,0,0,133.4,151,112,366.6,388,349,0.05,56
8640,41,0.0,0,0,128.3,149,100,371.7,400,351,0.05,56
8641,42,0.0,0,0,123.7,145,96,376.3,404,355,0.05,56
8642,43,0.0,0,0,119.1,140,90,380.9,410,360,0.05,56
8643,44,0.0,0,0,114.4,134,89,385.6,411,366,0.05,56
8644,45,0.0,0,0,109.0,129,84,391.0,416,371,0.05,56
8645,46,0.0,0,0,105.4,123,80,394.6,420,377,0.05,56
8646,47,0.0,0,0,100.7,118,75,399.3,425,382,0.05,56
8647,48,0.0,0,0,96.3,114,72,403.7,428,386,0.05,56
8648,49,0.0,0,0,92.1,109,70,407.9,430,391,0.05,56
8649,50,0.0,0,0,87.8,103,64,412.2,436,397,0.05,56
8650,51,0.0,0,0,84.4,100,60,415.6,440,400,0.05,56
8651,52,0.0,0,0,80.8,95,58,419.2,442,405,0.05,56
8652,53,0.0,0,0,77.1,92,58,422.9,442,408,0.05,56
8653,54,0.0,0,0,73.4,86,58,426.6,442,414,0.05,56
8654,55,0.0,0,0,71.0,86,56,429.0,444,414,0.05,56
8655,56,0.0,0,0,67.2,80,53,432.8,447,420,0.05,56
8656,57,0.0,0,0,63.5,78,52,436.5,448,422,0.05,56
8657,58,0.0,0,0,61.1,72,51,438.9,449,428,0.05,56
8658,59,0.0,0,0,58.3,69,48,441.7,452,431,0.05,56
8659,60,0.0,0,0,56.1,66,47,443.9,453,434,0.05,56
8660,61,0.0,0,0,53.8,62,44,446.2,456,438,0.05,56
8661,62,0.0,0,0,52.6,60,42,447.4,458,440,0.05,56
8662,63,0.0,0,0,50.7,58,41,449.3,459,442,0.05,56
8663,64,0.0,0,0,49.0,57,39,451.0,461,443,0.05,56
8664,65,0.0,0,0,46.2,53,36,453.8,464,447,0.05,56
8665,66,0.0,0,0,44.5,51,34,455.5,466,449,0.05,56
8666,67,0.0,0,0,42.7,50,32,457.3,468,450,0.05,56
8667,68,0.0,0,0,41.0,49,31,459.0,469,451,0.05,56
8668,69,0.0,0,0,39.7,49,29,460.3,471,451,0.05,56
8669,70,0.0,0,0,36.9,44,28,463.1,472,456,0.05,56
8670,71,0.0,0,0,36.0,44,27,464.0,473,456,0.05,56
8671,72,0.0,0,0,34.4,42,25,465.6,475,458,0.05,56
8672,73,0.0,0,0,33.2,40,23,466.8,477,460,0.05,56
8673,74,0.0,0,0,32.1,40,22,467.9,478,460,0.05,56
8674,75,0.0,0,0,31.1,40,21,468.9,479,460,0.05,56
8675,76,0.0,0,0,30.2,39,20,469.8,480,461,0.05,56
8676,77,0.0,0,0,28.8,39,19,471.2,481,461,0.05,56
8677,78,0.0,0,0,27.3,38,19,472.7,481,462,0.05,56
8678,79,0.0,0,0,26.4,37,18,473.6,482,463,0.05,56
8679,80,0.0,0,0,25.2,36,17,474.8,483,464,0.05,56
8680,81,0.0,0,0,24.0,36,17,476.0,483,464,0.05,56
8681,82,0.0,0,0,22.5,33,16,477.5,484,467,0.05,56
8682,83,0.0,0,0,21.5,31,15,478.5,485,469,0.05,56
8683,84,0.0,0,0,20.7,30,13,479.3,487,470,0.05,56
8684,85,0.0,0,0,19.7,29,13,480.3,487,471,0.05,56
8685,86,0.0,0,0,19.0,27,11,481.0,489,473,0.05,56
8686,87,0.0,0,0,18.2,26,10,481.8,490,474,0.05,56
8687,88,0.0,0,0,17.5,26,9,482.5,491,474,0.05,56
8688,89,0.0,0,0,16.8,26,9,483.2,491,474,0.05,56
8689,90,0.0,0,0,16.2,26,9,483.8,491,474,0.05,56
8690,91,0.0,0,0,15.4,25,9,484.6,491,475,0.05,56
8691,92,0.0,0,0,14.9,24,9,485.1,491,476,0.05,56
8692,93,0.0,0,0,14.1,24,9,485.9,491,476,0.05,56
8693,94,0.0,0,0,13.6,23,9,486.4,491,477,0.05,56
8694,95,0.0,0,0,12.9,22,7,487.1,493,478,0.05,56
8695,96,0.0,0,0,12.8,21,7,487.2,493,479,0.05,56
8696,97,0.0,0,0,12.6,21,7,487.4,493,479,0.05,56
8697,98,0.0,0,0,11.8,18,7,488.2,493,482,0.05,56
8698,99,0.0,0,0,11.5,17,7,488.5,493,483,0.05,56
8699,100,0.0,0,0,11.2,16,7,488.8,493,484,0.05,56
8700,101,0.0,0,0,10.8,16,6,489.2,494,484,0.05,56
8701,102,0.0,0,0,10.8,16,6,489.2,494,484,0.05,56
8702,103,0.0,0,0,10.4,15,6,489.6,494,485,0.05,56
8703,104,0.0,0,0,10.2,14,6,489.8,494,486,0.05,56
8704,105,0.0,0,0,9.6,14,6,490.4,494,486,0.05,56
8705,106,0.0,0,0,9.1,13,5,490.9,495,487,0.05,56
8706,107,0.0,0,0,8.6,13,5,491.4,495,487,0.05,56
8707,108,0.0,0,0,8.2,13,5,491.8,495,487,0.05,56
8708,109,0.0,0,0,8.0,13,4,492.0,496,487,0.05,56
8709,110,0.0,0,0,7.4,12,4,492.6,496,488,0.05,56
8710,111,0.0,0,0,7.3,12,4,492.7,496,488,0.05,56
8711,112,0.0,0,0,7.0,12,4,493.0,496,488,0.05,56
8712,113,0.0,0,0,6.8,11,3,493.2,497,489,0.05,56
8713,114,0.0,0,0,6.7,11,3,493.3,497,489,0.05,56
8714,115,0.0,0,0,6.1,10,3,493.9,497,490,0.05,56
8715,116,0.0,0,0,6.1,10,3,493.9,497,490,0.05,56
8716,117,0.0,0,0,6.0,10,3,494.0,497,490,0.05,56
8717,118,0.0,0,0,6.0,10,3,494.0,497,490,0.05,56
8718,119,0.0,0,0,5.3,9,2,494.7,498,491,0.05,56
8719,120,0.0,0,0,5.0,9,2,495.0,498,491,0.05,56
8720,121,0.0,0,0,5.0,9,2,495.0,498,491,0.05,56
8721,122,0.0,0,0,4.9,9,2,495.1,498,491,0.05,56
8722,123,0.0,0,0,4.7,9,2,495.3,498,491,0.05,56
8723,124,0.0,0,0,4.7,9,2,495.3,498,491,0.05,56
8724,125,0.0,0,0,4.5,9,2,495.5,498,491,0.05,56
8725,126,0.0,0,0,4.4,9,2,495.6,498,491,0.05,56
8726,127,0.0,0,0,4.2,9,2,495.8,498,491,0.05,56
8727,128,0.0,0,0,4.2,9,2,495.8,498,491,0.05,56
8728,129,0.0,0,0,4.1,9,1,495.9,499,491,0.05,56
8729,130,0.0,0,0,4.1,9,1,495.9,499,491,0.05,56
8730,131,0.0,0,0,3.8,9,0,496.2,500,491,0.05,56
8731,132,0.0,0,0,3.6,9,0,496.4,500,491,0.05,56
8732,133,0.0,0,0,3.5,9,0,496.5,500,491,0.05,56
8733,134,0.0,0,0,3.5,9,0,496.5,500,491,0.05,56
8734,135,0.0,0,0,3.4,8,0,496.6,500,492,0.05,56
8735,136,0.0,0,0,3.1,8,0,496.9,500,492,0.05,56
8736,137,0.0,0,0,3.0,8,0,497.0,500,492,0.05,56
8737,138,0.0,0,0,3.0,8,0,497.0,500,492,0.05,56
8738,139,0.0,0,0,2.9,7,0,497.1,500,493,0.05,56
8739,140,0.0,0,0,2.8,7,0,497.2,500,493,0.05,56
8740,141,0.0,0,0,2.7,7,0,497.3,500,493,0.05,56
8741,142,0.0,0,0,2.6,7,0,497.4,500,493,0.05,56
8742,143,0.0,0,0,2.5,6,0,497.5,500,494,0.05,56
8743,144,0.0,0,0,2.5,6,0,497.5,500,494,0.05,56
8744,145,0.0,0,0,2.5,6,0,497.5,500,494,0.05,56
8745,146,0.0,0,0,2.2,5,0,497.8,500,495,0.05,56
8746,147,0.0,0,0,2.1,5,0,497.9,500,495,0.05,56
8747,148,0.0,0,0,1.9,4,0,498.1,500,496,0.05,56
8748,149,0.0,0,0,1.9,4,0,498.1,500,496,0.05,56
8749,150,0.0,0,0,1.8,4,0,498.2,500,496,0.05,56
8750,151,0.0,0,0,1.7,4,0,498.3,500,496,0.05,56
8751,152,0.0,0,0,1.7,4,0,498.3,500,496,0.05,56
8752,153,0.0,0,0,1.7,4,0,498.3,500,496,0.05,56
8753,154,0.0,0,0,1.7,4,0,498.3,500,496,0.05,56
8754,155,0.0,0,0,1.7,4,0,498.3,500,496,0.05,56
8755,156,0.0,0,0,1.7,4,0,498.3,500,496,0.05,56
8756,157,0.0,0,0,1.5,4,0,498.5,500,496,0.05,56
8757,158,0.0,0,0,1.5,4,0,498.5,500,496,0.05,56
8758,159,0.0,0,0,1.4,4,0,498.6,500,496,0.05,56
8759,160,0.0,0,0,1.4,4,0,498.6,500,496,0.05,56
8760,161,0.0,0,0,1.2,4,0,498.8,500,496,0.05,56
8761,162,0.0,0,0,1.1,4,0,498.9,500,496,0.05,56
8762,163,0.0,0,0,0.9,4,0,499.1,500,496,0.05,56
8763,164,0.0,0,0,0.8,3,0,499.2,500,497,0.05,56
8764,165,0.0,0,0,0.8,3,0,499.2,500,497,0.05,56
8765,166,0.0,0,0,0.8,3,0,499.2,500,497,0.05,56
8766,167,0.0,0,0,0.8,3,0,499.2,500,497,0.05,56
8767,168,0.0,0,0,0.7,3,0,499.3,500,497,0.05,56
8768,169,0.0,0,0,0.6,2,0,499.4,500,498,0.05,56
8769,170,0.0,0,0,0.6,2,0,499.4,500,498,0.05,56
8770,171,0.0,0,0,0.6,2,0,499.4,500,498,0.05,56
8771,172,0.0,0,0,0.6,2,0,499.4,500,498,0.05,56
8772,173,0.0,0,0,0.6,2,0,499.4,500,498,0.05,56
8773,174,0.0,0,0,0.5,2,0,499.5,500,498,0.05,56
8774,175,0.0,0,0,0.5,2,0,499.5,500,498,0.05,56
8775,176,0.0,0,0,0.4,2,0,499.6,500,498,0.05,56
8776,177,0.0,0,0,0.3,2,0,499.7,500,498,0.05,56
8777,178,0.0,0,0,0.3,2,0,499.7,500,498,0.05,56
8778,179,0.0,0,0,0.3,2,0,499.7,500,498,0.05,56
8779,180,0.0,0,0,0.3,2,0,499.7,500,498,0.05,56
8780,181,0.0,0,0,0.3,2,0,499.7,500,498,0.05,56
8781,182,0.0,0,0,0.3,2,0,499.7,500,498,0.05,56
8782,183,0.0,0,0,0.3,2,0,499.7,500,498,0.05,56
8783,184,0.0,0,0,0.3,2,0,499.7,500,498,0.05,56
8784,185,0.0,0,0,0.3,2,0,499.7,500,498,0.05,56
8785,186,0.0,0,0,0.3,2,0,499.7,500,498,0.05,56
8786,187,0.0,0,0,0.3,2,0,499.7,500,498,0.05,56
8787,188,0.0,0,0,0.3,2,0,499.7,500,498,0.05,56
8788,189,0.0,0,0,0.3,2,0,499.7,500,498,0.05,56
8789,190,0.0,0,0,0.3,2,0,499.7,500,498,0.05,56
8790,191,0.0,0,0,0.3,2,0,499.7,500,498,0.05,56
8791,192,0.0,0,0,0.3,2,0,499.7,500,498,0.05,56
8792,193,0.0,0,0,0.3,2,0,499.7,500,498,0.05,56
8793,194,0.0,0,0,0.3,2,0,499.7,500,498,0.05,56
8794,195,0.0,0,0,0.3,2,0,499.7,500,498,0.05,56
8795,196,0.0,0,0,0.3,2,0,499.7,500,498,0.05,56
8796,197,0.0,0,0,0.3,2,0,499.7,500,498,0.05,56
8797,198,0.0,0,0,0.3,2,0,499.7,500,498,0.05,56
8798,199,0.0,0,0,0.2,1,0,499.8,500,499,0.05,56
8799,200,0.0,0,0,0.2,1,0,499.8,500,499,0.05,56
8800,1,497.7,499,496,2.3,4,1,0.0,0,0,0.05,63
8801,2,495.0,499,492,4.8,8,1,0.2,1,0,0.05,63
8802,3,490.6,499,484,8.9,16,1,0.5,2,0,0.05,63
8803,4,478.7,498,453,20.2,45,1,1.1,2,0,0.05,63
8804,5,456.7,496,409,40.3,87,3,3.0,8,0,0.05,63
8805,6,416.6,493,306,76.7,181,6,6.7,13,1,0.05,63
8806,7,355.8,489,214,132.5,268,9,11.7,18,2,0.05,63
8807,8,276.3,477,119,202.5,349,20,21.2,34,3,0.05,63
8808,9,197.7,451,51,268.5,402,46,33.8,58,3,0.05,63
8809,10,141.1,406,22,311.3,413,90,47.6,78,4,0.05,63
8810,11,87.4,315,7,350.5,409,177,62.1,90,8,0.05,63
8811,12,50.7,208,1,373.1,412,278,76.2,109,14,0.05,63
8812,13,26.2,109,1,379.3,397,361,94.5,133,30,0.05,63
8813,14,10.7,50,0,378.8,413,351,110.5,148,45,0.05,63
8814,15,3.4,17,0,370.7,423,335,125.9,164,60,0.05,63
8815,16,1.7,8,0,357.4,406,325,140.9,175,86,0.05,63
8816,17,0.5,2,0,343.2,395,311,156.3,189,103,0.05,63
8817,18,0.2,1,0,331.8,377,301,168.0,199,123,0.05,63
8818,19,0.1,1,0,318.9,363,292,181.0,208,137,0.05,63
8819,20,0.1,1,0,307.3,345,278,192.6,222,155,0.05,63
8820,21,0.1,1,0,295.7,333,270,204.2,230,167,0.05,63
8821,22,0.1,1,0,283.0,321,255,216.9,245,179,0.05,63
8822,23,0.0,0,0,269.8,307,246,230.2,254,193,0.05,63
8823,24,0.0,0,0,258.7,292,233,241.3,267,208,0.05,63
8824,25,0.0,0,0,248.5,278,226,251.5,274,222,0.05,63
8825,26,0.0,0,0,239.3,267,216,260.7,284,233,0.05,63
8826,27,0.0,0,0,230.1,259,204,269.9,296,241,0.05,63
8827,28,0.0,0,0,221.7,251,195,278.3,305,249,0.05,63
8828,29,0.0,0,0,212.6,242,182,287.4,318,258,0.05,63
8829,30,0.0,0,0,203.7,231,173,296.3,327,269,0.05,63
8830,31,0.0,0,0,197.1,222,166,302.9,334,278,0.05,63
8831,32,0.0,0,0,189.1,217,155,310.9,345,283,0.05,63
8832,33,0.0,0,0,182.3,211,150,317.7,350,289,0.05,63
8833,34,0.0,0,0,173.8,200,145,326.2,355,300,0.05,63
8834,35,0.0,0,0,168.2,195,141,331.8,359,305,0.05,63
8835,36,0.0,0,0,161.5,191,134,338.5,366,309,0.05,63
8836,37,0.0,0,0,154.5,182,128,345.5,372,318,0.05,63
8837,38,0.0,0,0,148.3,174,119,351.7,381,326,0.05,63
8838,39,0.0,0,0,142.7,170,113,357.3,387,330,0.05,63
8839,40,0.0,0,0,137.4,165,111,362.6,389,335,0.05,63
8840,41,0.0,0,0,131.7,159,106,368.3,394,341,0.05,63
8841,42,0.0,0,0,127.9,152,101,372.1,399,348,0.05,63
8842,43,0.0,0,0,123.0,149,99,377.0,401,351,0.05,63
8843,44,0.0,0,0,118.6,137,96,381.4,404,363,0.05,63
8844,45,0.0,0,0,113.3,134,93,386.7,407,366,0.05,63
8845,46,0.0,0,0,108.9,130,87,391.1,413,370,0.05,63
8846,47,0.0,0,0,105.0,128,86,395.0,414,372,0.05,63
8847,48,0.0,0,0,101.3,119,84,398.7,416,381,0.05,63
8848,49,0.0,0,0,97.0,115,80,403.0,420,385,0.05,63
8849,50,0.0,0,0,92.5,109,77,407.5,423,391,0.05,63
8850,51,0.0,0,0,88.5,105,75,411.5,425,395,0.05,63
8851,52,0.0,0,0,84.7,101,70,415.3,430,399,0.05,63
8852,53,0.0,0,0,81.0,97,64,419.0,436,403,0.05,63
8853,54,0.0,0,0,78.1,93,64,421.9,436,407,0.05,63
8854,55,0.0,0,0,74.0,90,61,426.0,439,410,0.05,63
8855,56,0.0,0,0,71.1,87,57,428.9,443,413,0.05,63
8856,57,0.0,0,0,68.1,83,56,431.9,444,417,0.05,63
8857,58,0.0,0,0,64.4,79,51,435.6,449,421,0.05,63
8858,59,0.0,0,0,61.5,76,48,438.5,452,424,0.05,63
8859,60,0.0,0,0,58.8,74,46,441.2,454,426,0.05,63
8860,61,0.0,0,0,56.7,70,45,443.3,455,430,0.05,63
8861,62,0.0,0,0,54.3,66,43,445.7,457,434,0.05,63
8862,63,0.0,0,0,51.8,64,39,448.2,461,436,0.05,63
8863,64,0.0,0,0,50.2,62,39,449.8,461,438,0.05,63
8864,65,0.0,0,0,49.1,60,38,450.9,462,440,0.05,63
8865,66,0.0,0,0,47.5,60,35,452.5,465,440,0.05,63
8866,67,0.0,0,0,46.0,59,32,454.0,468,441,0.05,63
8867,68,0.0,0,0,43.9,58,31,456.1,469,442,0.05,63
8868,69,0.0,0,0,42.5,55,30,457.5,470,445,0.05,63
8869,70,0.0,0,0,40.9,52,30,459.1,470,448,0.05,63
8870,71,0.0,0,0,39.6,49,29,460.4,471,451,0.05,63
8871,72,0.0,0,0,37.7,49,28,462.3,472,451,0.05,63
8872,73,0.0,0,0,36.6,48,27,463.4,473,452,0.05,63
8873,74,0.0,0,0,34.9,43,24,465.1,476,457,0.05,63
8874,75,0.0,0,0,33.3,41,23,466.7,477,459,0.05,63
8875,76,0.0,0,0,32.6,40,23,467.4,477,460,0.05,63
8876,77,0.0,0,0,32.0,39,22,468.0,478,461,0.05,63
8877,78,0.0,0,0,30.4,36,22,469.6,478,464,0.05,63
