day,s_mean,s_max,s_min,s_std,i_mean,i_max,i_min,i_std,r_mean,r_max,r_min,r_std,edgecount1_mean,edgecount1_max,edgecount1_min,edgecount1_std,suscedgecount1_mean,suscedgecount1_max,suscedgecount1_min,suscedgecount1_std,edgecount2_mean,edgecount2_max,edgecount2_min,edgecount2_std,suscedgecount2_mean,suscedgecount2_max,suscedgecount2_min,suscedgecount2_std
133,0.08319999999999993,0.998,0.0,0.27251661623183454,0.13935999999999998,0.224,0.0,0.046835256212492266,0.77744,0.884,0.002,0.23208937054153803,0.9997550427999365,1.0,0.9986998212254184,0.000343091195050991,0.9628728043321619,1.0,0.8846153846153846,0.03521332784489259,0.9996459315747344,1.0,0.9979943842759728,0.0005310940100184018,0.9579012451354034,1.0,0.8190476190476191,0.05284712529653032
134,0.08315999999999994,0.998,0.0,0.272528624970977,0.13692000000000001,0.222,0.0,0.04628432096668308,0.77992,0.89,0.002,0.23285169494065247,0.9997647386091921,1.0,0.9986998212254184,0.00033682866052794897,0.9639851231727417,1.0,0.8846153846153846,0.035496519019500634,0.9996459315747344,1.0,0.9979943842759728,0.0005310940100184018,0.9579012451354034,1.0,0.8190476190476191,0.05284712529653032
135,0.08299999999999993,0.998,0.0,0.27257509730984114,0.13492000000000004,0.216,0.0,0.04552677615358653,0.78208,0.89,0.002,0.23344132156121136,0.9997904213716065,1.0,0.9986998212254184,0.0003207160435268605,0.9671998859143074,1.0,0.8846153846153846,0.034795435685111585,0.9996779318256163,1.0,0.9987557030277893,0.00046112371929182307,0.9579547167846229,1.0,0.8190476190476191,0.05241314259278234
136,0.08291999999999992,0.998,0.0,0.27259844430358493,0.13232,0.214,0.0,0.04459222957843115,0.7847600000000001,0.892,0.002,0.23418007722995687,0.9998098555557026,1.0,0.9988722410182053,0.00028573086377472903,0.9693996538860687,1.0,0.8846153846153846,0.03483176249888756,0.9997023058138751,1.0,0.9987557030277893,0.0004370030292929048,0.9592825556124617,1.0,0.8190476190476191,0.05122847458519292
137,0.08283999999999991,0.998,0.0,0.27262266364829957,0.13004,0.212,0.0,0.043921060914289566,0.78712,0.892,0.002,0.2348592839666044,0.9998195414113732,1.0,0.9988722410182053,0.0002800472222774083,0.9701575514222464,1.0,0.8846153846153846,0.0341799097336829,0.9997185819729928,1.0,0.998766954377312,0.00042401168039746864,0.961578047285056,1.0,0.8190476190476191,0.04996746531025445
138,0.08279999999999993,0.998,0.0,0.2726349132418065,0.12707999999999997,0.204,0.0,0.042939368739597264,0.79012,0.896,0.002,0.2357024793580038,0.9998324201835057,1.0,0.9990205680705191,0.00027299785999045057,0.9739670967564338,1.0,0.8846153846153846,0.033215538402901264,0.9997426546999503,1.0,0.998766954377312,0.00041216391849995844,0.9650226706136525,1.0,0.8190476190476191,0.05016024842334083
139,0.08267999999999992,0.998,0.0,0.272669227737752,0.12488000000000002,0.198,0.0,0.0423342578505293,0.7924399999999998,0.898,0.002,0.23637683162825465,0.9998486660576588,1.0,0.9990333494441759,0.00023572442132249505,0.973925785046169,1.0,0.8846153846153846,0.03266693076571102,0.9997665845092374,1.0,0.998766954377312,0.0004069826241892585,0.968494391411058,1.0,0.8190476190476191,0.04986503065741152
140,0.08255999999999993,0.998,0.0,0.27270468141435733,0.12200000000000001,0.19,0.0,0.041323018243282925,0.7954400000000003,0.902,0.002,0.23722203153353602,0.9998551416930804,1.0,0.9990333494441759,0.0002353374109805008,0.9740466083418604,1.0,0.8846153846153846,0.03313568317368244,0.9997748798223854,1.0,0.998766954377312,0.00039872759765513304,0.968425674854246,1.0,0.8190476190476191,0.049642517085497426
141,0.08251999999999994,0.998,0.0,0.2727165860862346,0.11967999999999998,0.188,0.0,0.04070874147714544,0.7978000000000001,0.906,0.002,0.2379261590133736,0.9998551416930804,1.0,0.9990333494441759,0.0002353374109805008,0.9740466083418604,1.0,0.8846153846153846,0.03313568317368244,0.9997911975984296,1.0,0.998766954377312,0.000399267272893381,0.9716002780288493,1.0,0.8190476190476191,0.049787739630257094
142,0.08243999999999993,0.998,0.0,0.27273917868879183,0.11735999999999999,0.186,0.0,0.04009262744583103,0.8001999999999998,0.908,0.002,0.23862403183968828,0.9998648300756315,1.0,0.9990333494441759,0.0002240035117657464,0.9750205990777558,1.0,0.8846153846153846,0.03230900454088203,0.9998151947467107,1.0,0.998766954377312,0.00035541315684987554,0.9733995369709655,1.0,0.8190476190476191,0.04688128097053473
143,0.08235999999999993,0.998,0.0,0.2727632418828625,0.11511999999999997,0.184,0.0,0.03956531154371237,0.8025199999999999,0.908,0.002,0.23932347164796153,0.9998776295528856,1.0,0.9990333494441759,0.00021986307468300245,0.9790164743694301,1.0,0.9130434782608695,0.028593492477186507,0.9998151947467107,1.0,0.998766954377312,0.00035541315684987554,0.9726171704112879,1.0,0.8190476190476191,0.047353812440929684
144,0.08231999999999992,0.998,0.0,0.2727751140722754,0.11320000000000002,0.18,0.0,0.039045760699100596,0.8044800000000001,0.91,0.002,0.2399015308200344,0.9998841304467585,1.0,0.9990333494441759,0.0002135596915570888,0.9802153234742893,1.0,0.9130434782608695,0.0266493920788873,0.9998314946652109,1.0,0.998766954377312,0.00034444084894834663,0.9762936409995232,1.0,0.8190476190476191,0.04429919139163632
145,0.08231999999999992,0.998,0.0,0.2727751140722754,0.11108000000000003,0.18,0.0,0.038558114104106624,0.8065999999999999,0.912,0.002,0.24054097194381144,0.999890567011459,1.0,0.9990333494441759,0.0002070401754479455,0.9809951808717936,1.0,0.9130434782608695,0.026165922344812697,0.9998314946652109,1.0,0.998766954377312,0.00034444084894834663,0.9762936409995232,1.0,0.8190476190476191,0.04429919139163632
146,0.08231999999999992,0.998,0.0,0.2727751140722754,0.10836,0.176,0.0,0.0376399483831436,0.80932,0.916,0.002,0.24131057471521583,0.9998970358432183,1.0,0.9990333494441759,0.00020264538111317888,0.9817557453578485,1.0,0.9130434782608695,0.02614167095925097,0.9998314946652109,1.0,0.998766954377312,0.00034444084894834663,0.9762936409995232,1.0,0.8190476190476191,0.04429919139163632
147,0.08223999999999992,0.998,0.0,0.2727991381876387,0.10584000000000002,0.174,0.0,0.03673588025295139,0.8119200000000002,0.916,0.002,0.24203961895288373,0.9999034684173559,1.0,0.9990333494441759,0.000203270814319111,0.9828245107781928,1.0,0.9130434782608695,0.0264286986492316,0.9998472393180471,1.0,0.998766954377312,0.00031411834968929293,0.9725930635021545,1.0,0.7142857142857143,0.06040358973237732
148,0.08223999999999992,0.998,0.0,0.2727991381876387,0.10340000000000003,0.164,0.0,0.035750267588551855,0.81436,0.916,0.002,0.24270842168986156,0.9999066905858753,1.0,0.9991944578701466,0.00019004306621537323,0.9831401673438493,1.0,0.9130434782608695,0.025877159951267,0.9998472393180471,1.0,0.998766954377312,0.00031411834968929293,0.9725930635021545,1.0,0.7142857142857143,0.06040358973237732
149,0.08211999999999994,0.998,0.0,0.2728346767116059,0.1018,0.164,0.0,0.035283689936147604,0.8160799999999999,0.916,0.002,0.24322021935283428,0.9999162277631419,1.0,0.9991944578701466,0.0001877456820486929,0.9859356659943972,1.0,0.9130434782608695,0.02368214321686872,0.9998554596221985,1.0,0.9991779695848746,0.00028969985507555683,0.9711413586413586,1.0,0.7142857142857143,0.06277162407665945
150,0.08211999999999994,0.998,0.0,0.2728346767116059,0.09915999999999997,0.158,0.0,0.03433589185368214,0.8187200000000001,0.92,0.002,0.24396713060641287,0.9999226235273453,1.0,0.999347045380346,0.0001701864151286979,0.9868192225420163,1.0,0.9130434782608695,0.02214273540214469,0.9998635404302793,1.0,0.9991779695848746,0.0002761308357279146,0.9718358030858031,1.0,0.7142857142857143,0.06271653410854179
151,0.08207999999999994,0.998,0.0,0.2728462107009689,0.09704,0.154,0.0,0.033510863301080045,0.8208800000000005,0.922,0.002,0.24455879807172287,0.9999258566343612,1.0,0.999347045380346,0.00017008814755496221,0.987315254288048,1.0,0.9130434782608695,0.022257969859824377,0.9998876572130746,1.0,0.9991863303498779,0.0002295371802536059,0.9766038359788359,1.0,0.7142857142857143,0.05470175269177751
152,0.08203999999999993,0.998,0.0,0.2728580373956915,0.09528000000000005,0.148,0.0,0.033011463686026976,0.8226800000000003,0.926,0.002,0.24508611064818234,0.9999322456641285,1.0,0.999347045380346,0.00016023724915859824,0.9880530718432998,1.0,0.9130434782608695,0.02123666310114382,0.9998956348756195,1.0,0.9991863303498779,0.00022628372649651654,0.977385085978836,1.0,0.7142857142857143,0.05485641407646382
153,0.08195999999999995,0.998,0.0,0.2728822695984927,0.09363999999999999,0.148,0.0,0.03252801618197295,0.8244000000000002,0.928,0.002,0.24558966939650723,0.9999354192598124,1.0,0.999347045380346,0.00015997081699906378,0.9884470861566627,1.0,0.9130434782608695,0.021390134572443847,0.999903947427573,1.0,0.9991863303498779,0.00022221357371830986,0.9789077280743947,1.0,0.7142857142857143,0.055098948304520695
154,0.08195999999999995,0.998,0.0,0.2728822695984927,0.09160000000000001,0.146,0.0,0.03210442146420054,0.8264399999999997,0.932,0.002,0.24620492211462672,0.9999354192598124,1.0,0.999347045380346,0.00015997081699906378,0.9884470861566627,1.0,0.9130434782608695,0.021390134572443847,0.9999120151968347,1.0,0.9991863303498779,0.00020231499699864257,0.9796021725188392,1.0,0.7142857142857143,0.05496181205957963
155,0.08191999999999995,0.998,0.0,0.27289347850808915,0.09028,0.146,0.0,0.0318875831505568,0.8278,0.936,0.002,0.24662695948102908,0.9999354192598124,1.0,0.999347045380346,0.00015997081699906378,0.9884470861566627,1.0,0.9130434782608695,0.021390134572443847,0.9999120151968347,1.0,0.9991863303498779,0.00020231499699864257,0.9796021725188392,1.0,0.7142857142857143,0.05496181205957963
156,0.08191999999999995,0.998,0.0,0.27289347850808915,0.08932000000000001,0.146,0.0,0.03148724393484201,0.8287600000000002,0.938,0.002,0.24689017305478236,0.9999386305636019,1.0,0.999347045380346,0.00015628480843543442,0.9898963615189815,1.0,0.95,0.017159605313118637,0.9999120151968347,1.0,0.9991863303498779,0.00020231499699864257,0.9796021725188392,1.0,0.7142857142857143,0.05496181205957963
157,0.08183999999999995,0.998,0.0,0.2729167743365836,0.08728,0.14,0.0,0.030673421320586397,0.8308800000000001,0.938,0.002,0.2474711807587349,0.9999483186131412,1.0,0.999347045380346,0.00014040296341169542,0.9916237196979177,1.0,0.95,0.015777860042521,0.9999278499563877,1.0,0.9991863303498779,0.00017596689703293827,0.9801919026056957,1.0,0.7142857142857143,0.055882383398285676
158,0.08179999999999996,0.998,0.0,0.27292826298259015,0.0854,0.136,0.0,0.029868418923330906,0.8327999999999999,0.94,0.002,0.24800362077672847,0.9999483186131412,1.0,0.999347045380346,0.00014040296341169542,0.9916237196979177,1.0,0.95,0.015777860042521,0.9999278499563877,1.0,0.9991863303498779,0.00017596689703293827,0.9801919026056957,1.0,0.7142857142857143,0.055882383398285676
159,0.08179999999999996,0.998,0.0,0.27292826298259015,0.08344000000000001,0.134,0.0,0.02923805180700978,0.8347599999999997,0.942,0.002,0.2485746764976641,0.9999483186131412,1.0,0.999347045380346,0.00014040296341169542,0.9916237196979177,1.0,0.95,0.015777860042521,0.9999278499563877,1.0,0.9991863303498779,0.00017596689703293827,0.9801919026056957,1.0,0.7142857142857143,0.055882383398285676
160,0.08179999999999996,0.998,0.0,0.27292826298259015,0.08195999999999999,0.134,0.0,0.028783470313103424,0.83624,0.944,0.002,0.24900410290857883,0.9999515833862396,1.0,0.9995102840352595,0.00012743533521278032,0.9918849527177716,1.0,0.95,0.015442446289000683,0.9999356746825224,1.0,0.9991863303498779,0.00017008889406016186,0.9812368346851106,1.0,0.7142857142857143,0.055962389850174085
161,0.08171999999999996,0.998,0.0,0.27295092180515845,0.08004000000000001,0.132,0.0,0.02839226684022483,0.8382400000000001,0.946,0.002,0.24961117191114895,0.9999579639892064,1.0,0.9995102840352595,0.00012145590843992518,0.992407418757479,1.0,0.95,0.015452186723525215,0.9999356746825224,1.0,0.9991863303498779,0.00017008889406016186,0.9808536929226584,1.0,0.7142857142857143,0.056024918488977456
162,0.08167999999999993,0.998,0.0,0.2729620920081567,0.07856,0.128,0.0,0.027712930747437102,0.8397600000000002,0.946,0.002,0.25003269663737004,0.9999644313305314,1.0,0.9995102840352595,0.000109899086726204,0.9935702988558914,1.0,0.95,0.014129701948527605,0.9999436971454184,1.0,0.9991863303498779,0.00016319941080562188,0.9825778308536929,1.0,0.7142857142857143,0.055691822690433775
163,0.08167999999999993,0.998,0.0,0.2729620920081567,0.07696,0.126,0.0,0.027354781695942177,0.8413600000000001,0.948,0.002,0.25051471584947427,0.9999644313305314,1.0,0.9995102840352595,0.000109899086726204,0.9935702988558914,1.0,0.95,0.014129701948527605,0.9999436971454184,1.0,0.9991863303498779,0.00016319941080562188,0.9825778308536929,1.0,0.7142857142857143,0.055691822690433775
164,0.08163999999999995,0.998,0.0,0.2729741529216005,0.07572,0.124,0.0,0.02694214512011747,0.8426399999999997,0.948,0.002,0.2508816909564005,0.9999644313305314,1.0,0.9995102840352595,0.000109899086726204,0.9933406666721732,1.0,0.95,0.014333772392760324,0.9999599705384209,1.0,0.9995889847924373,0.000121335486938007,0.9921596921596921,1.0,0.9,0.021337514820531443
165,0.08159999999999995,0.998,0.0,0.27298471213828895,0.07368000000000001,0.12,0.0,0.02626197685954789,0.8447199999999999,0.948,0.002,0.2514794623821198,0.9999742256498262,1.0,0.9995166747220879,8.829814797123595e-05,0.9941910068082276,1.0,0.95,0.01398055704170037,0.9999680578817285,1.0,0.9995889847924373,0.00010944972365726373,0.9928210678210678,1.0,0.9,0.02128120026868824
166,0.08155999999999995,0.998,0.0,0.27299556399176833,0.07232,0.118,0.0,0.025794668014130044,0.8461199999999997,0.948,0.002,0.2518763577468849,0.9999774478183455,1.0,0.9995166747220879,7.978921472581626e-05,0.9947086051519128,1.0,0.95,0.013137172778260832,0.9999680578817285,1.0,0.9995889847924373,0.00010944972365726373,0.9928210678210678,1.0,0.9,0.02128120026868824
167,0.08155999999999995,0.998,0.0,0.27299556399176833,0.07035999999999999,0.116,0.0,0.02524553708791205,0.84808,0.95,0.002,0.25244759731032324,0.9999774478183455,1.0,0.9995166747220879,7.978921472581626e-05,0.9947086051519128,1.0,0.95,0.013137172778260832,0.9999759318974768,1.0,0.9995889847924373,9.626004495188018e-05,0.9944444444444445,1.0,0.9,0.019945054841238916
168,0.08151999999999995,0.998,0.0,0.2730076054857469,0.06908,0.112,0.0,0.024892290421915368,0.8493999999999999,0.954,0.002,0.2528435024569425,0.9999774478183455,1.0,0.9995166747220879,7.978921472581626e-05,0.9945126275649466,1.0,0.95,0.013345652530558286,0.9999759318974768,1.0,0.9995889847924373,9.626004495188018e-05,0.994238683127572,1.0,0.9,0.020294688036322384
169,0.08147999999999996,0.998,0.0,0.27301964046865324,0.06796,0.11,0.0,0.024160990654105128,0.85056,0.954,0.002,0.2531425475651122,0.999980659122135,1.0,0.9995166747220879,7.73139646693838e-05,0.9959738155816587,1.0,0.95,0.011192762024019007,0.9999759318974768,1.0,0.9995889847924373,9.626004495188018e-05,0.994017094017094,1.0,0.9,0.020663265964118403
170,0.08143999999999994,0.998,0.0,0.2730313699551607,0.0664,0.108,0.0,0.023753839646658892,0.85216,0.958,0.002,0.25361350636794744,0.9999903256276932,1.0,0.9998381615148082,3.8681189621529075e-05,0.9978968925047357,1.0,0.9772727272727273,0.006126704297869551,0.9999759318974768,1.0,0.9995889847924373,9.626004495188018e-05,0.994017094017094,1.0,0.9,0.020663265964118403
171,0.08139999999999996,0.998,0.0,0.27304339193166904,0.06556000000000001,0.108,0.0,0.023565072736175134,0.85304,0.958,0.002,0.25387422243372115,0.9999903256276932,1.0,0.9998381615148082,3.8681189621529075e-05,0.997812768204925,1.0,0.9772727272727273,0.006237696741240002,0.9999759318974768,1.0,0.9995889847924373,9.626004495188018e-05,0.9937777777777778,1.0,0.9,0.02105255035721824
172,0.08139999999999996,0.998,0.0,0.27304339193166904,0.06411999999999998,0.104,0.0,0.023248120398019625,0.8544800000000002,0.96,0.002,0.2543086859607867,0.9999903256276932,1.0,0.9998381615148082,3.8681189621529075e-05,0.997812768204925,1.0,0.9772727272727273,0.006237696741240002,0.9999836988877681,1.0,0.9995889847924373,8.06726613208641e-05,0.9946666666666667,1.0,0.9,0.020816659994661327
173,0.08139999999999996,0.998,0.0,0.27304339193166904,0.06324,0.102,0.0,0.023009811571836663,0.85536,0.96,0.002,0.2545672406261261,0.9999903256276932,1.0,0.9998381615148082,3.8681189621529075e-05,0.997812768204925,1.0,0.9772727272727273,0.006237696741240002,0.9999836988877681,1.0,0.9995889847924373,8.06726613208641e-05,0.9946666666666667,1.0,0.9,0.020816659994661327
174,0.08139999999999996,0.998,0.0,0.27304339193166904,0.06160000000000001,0.098,0.0,0.022234373095249962,0.857,0.96,0.002,0.2550221278914552,0.9999903256276932,1.0,0.9998381615148082,3.8681189621529075e-05,0.997812768204925,1.0,0.9772727272727273,0.006237696741240002,0.9999836988877681,1.0,0.9995889847924373,8.06726613208641e-05,0.9946666666666667,1.0,0.9,0.020816659994661327
175,0.08139999999999996,0.998,0.0,0.27304339193166904,0.06020000000000001,0.098,0.0,0.021876275473019364,0.8584,0.96,0.002,0.2554365610767062,0.9999903256276932,1.0,0.9998381615148082,3.8681189621529075e-05,0.997812768204925,1.0,0.9772727272727273,0.006237696741240002,0.9999836988877681,1.0,0.9995889847924373,8.06726613208641e-05,0.9946666666666667,1.0,0.9,0.020816659994661327
176,0.08139999999999996,0.998,0.0,0.27304339193166904,0.05896,0.096,0.0,0.021526405237497957,0.85964,0.962,0.002,0.2557976528111105,0.9999935477962125,1.0,0.9998381615148082,3.1930309785989166e-05,0.9985970819304153,1.0,0.9772727272727273,0.005081585374936815,0.9999836988877681,1.0,0.9995889847924373,8.06726613208641e-05,0.9946666666666667,1.0,0.9,0.020816659994661327
177,0.08139999999999996,0.998,0.0,0.27304339193166904,0.05779999999999999,0.09,0.0,0.021101310530923168,0.8608000000000001,0.964,0.002,0.2561319812845219,0.9999935477962125,1.0,0.9998381615148082,3.1930309785989166e-05,0.9985970819304153,1.0,0.9772727272727273,0.005081585374936815,0.9999836988877681,1.0,0.9995889847924373,8.06726613208641e-05,0.9946666666666667,1.0,0.9,0.020816659994661327
178,0.08139999999999996,0.998,0.0,0.27304339193166904,0.0564,0.09,0.0,0.020819927659699065,0.8622000000000001,0.964,0.002,0.2565527355583038,0.9999935477962125,1.0,0.9998381615148082,3.1930309785989166e-05,0.9985970819304153,1.0,0.9772727272727273,0.005081585374936815,0.9999917796958487,1.0,0.9995889847924373,5.812632808768422e-05,0.996,1.0,0.9,0.020000000000000018
179,0.08139999999999996,0.998,0.0,0.27304339193166904,0.05508000000000002,0.088,0.0,0.020420917647133795,0.8635200000000002,0.964,0.002,0.25694041554970903,0.9999935477962125,1.0,0.9998381615148082,3.1930309785989166e-05,0.9985970819304153,1.0,0.9772727272727273,0.005081585374936815,0.9999917796958487,1.0,0.9995889847924373,5.812632808768422e-05,0.996,1.0,0.9,0.020000000000000018
180,0.08135999999999996,0.998,0.0,0.2730548094789612,0.05364,0.088,0.0,0.020088335533084763,0.8650000000000003,0.966,0.002,0.2573761640010946,0.9999935477962125,1.0,0.9998381615148082,3.1930309785989166e-05,0.9985970819304153,1.0,0.9772727272727273,0.005081585374936815,0.9999917796958487,1.0,0.9995889847924373,5.812632808768422e-05,0.996,1.0,0.9,0.020000000000000018
181,0.08135999999999996,0.998,0.0,0.2730548094789612,0.052320000000000005,0.086,0.0,0.019626554273561657,0.8663200000000002,0.966,0.002,0.2577581084058843,0.9999935477962125,1.0,0.9998381615148082,3.1930309785989166e-05,0.9985970819304153,1.0,0.9772727272727273,0.005081585374936815,0.9999917796958487,1.0,0.9995889847924373,5.812632808768422e-05,0.996,1.0,0.9,0.020000000000000018
182,0.08135999999999996,0.998,0.0,0.2730548094789612,0.051400000000000015,0.086,0.0,0.019345410255644197,0.8672400000000002,0.966,0.002,0.25802923106042197,0.9999935477962125,1.0,0.9998381615148082,3.1930309785989166e-05,0.9985970819304153,1.0,0.9772727272727273,0.005081585374936815,0.9999917796958487,1.0,0.9995889847924373,5.812632808768422e-05,0.996,1.0,0.9,0.020000000000000018
183,0.08135999999999996,0.998,0.0,0.2730548094789612,0.05060000000000001,0.082,0.0,0.01899194243754494,0.8680400000000001,0.966,0.002,0.25825426167532917,0.9999967632302962,1.0,0.9998381615148082,2.2887418067216906e-05,0.9995061728395062,1.0,0.9876543209876543,0.002469135802469132,0.9999917796958487,1.0,0.9995889847924373,5.812632808768422e-05,0.996,1.0,0.9,0.020000000000000018
184,0.08135999999999996,0.998,0.0,0.2730548094789612,0.049640000000000004,0.082,0.0,0.018585445259939402,0.8690000000000002,0.966,0.002,0.25852367356959477,0.9999967632302962,1.0,0.9998381615148082,2.2887418067216906e-05,0.9995061728395062,1.0,0.9876543209876543,0.002469135802469132,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
185,0.08135999999999996,0.998,0.0,0.2730548094789612,0.04860000000000001,0.08,0.0,0.018053209336484712,0.8700400000000001,0.966,0.002,0.25881188188350557,0.9999967632302962,1.0,0.9998381615148082,2.2887418067216906e-05,0.9995061728395062,1.0,0.9876543209876543,0.002469135802469132,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
186,0.08135999999999996,0.998,0.0,0.2730548094789612,0.047840000000000014,0.078,0.0,0.017773357727170157,0.8708000000000001,0.966,0.002,0.25902832561206074,0.9999967632302962,1.0,0.9998381615148082,2.2887418067216906e-05,0.9995061728395062,1.0,0.9876543209876543,0.002469135802469132,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
187,0.08131999999999995,0.998,0.0,0.2730665195179238,0.04664000000000001,0.078,0.0,0.017512397940677715,0.8720400000000003,0.968,0.002,0.25940071908386164,0.9999967632302962,1.0,0.9998381615148082,2.2887418067216906e-05,0.9995061728395062,1.0,0.9876543209876543,0.002469135802469132,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
188,0.08131999999999995,0.998,0.0,0.2730665195179238,0.04552000000000001,0.074,0.0,0.01705482156973535,0.87316,0.968,0.002,0.2597201288043005,0.9999967632302962,1.0,0.9998381615148082,2.2887418067216906e-05,0.9995061728395062,1.0,0.9876543209876543,0.002469135802469132,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
189,0.08127999999999995,0.998,0.0,0.27307792414082327,0.04500000000000002,0.074,0.0,0.01678313050023014,0.87372,0.968,0.002,0.25987595471057856,0.9999967632302962,1.0,0.9998381615148082,2.2887418067216906e-05,0.9995061728395062,1.0,0.9876543209876543,0.002469135802469132,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
190,0.08127999999999995,0.998,0.0,0.27307792414082327,0.04404000000000001,0.074,0.0,0.016662263363905975,0.8746800000000003,0.97,0.002,0.26016968089526277,0.9999967632302962,1.0,0.9998381615148082,2.2887418067216906e-05,0.9995061728395062,1.0,0.9876543209876543,0.002469135802469132,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
191,0.08127999999999995,0.998,0.0,0.27307792414082327,0.04336000000000001,0.074,0.0,0.01649954854051517,0.8753600000000001,0.972,0.002,0.2603706745454743,0.9999967632302962,1.0,0.9998381615148082,2.2887418067216906e-05,0.9995061728395062,1.0,0.9876543209876543,0.002469135802469132,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
192,0.08127999999999995,0.998,0.0,0.27307792414082327,0.04248000000000001,0.074,0.0,0.016119755910442467,0.8762400000000002,0.972,0.002,0.2606220627495622,0.9999967632302962,1.0,0.9998381615148082,2.2887418067216906e-05,0.9995061728395062,1.0,0.9876543209876543,0.002469135802469132,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
193,0.08123999999999995,0.998,0.0,0.27308992015414246,0.04152000000000002,0.072,0.0,0.015620812908372193,0.8772400000000004,0.972,0.002,0.26090295013233383,0.9999967632302962,1.0,0.9998381615148082,2.2887418067216906e-05,0.999485596707819,1.0,0.9876543209876543,0.0025200511757028548,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
194,0.08119999999999995,0.998,0.0,0.27310190966235387,0.040960000000000024,0.07,0.0,0.015561543389171307,0.8778400000000002,0.972,0.002,0.26108622080431126,0.9999967632302962,1.0,0.9998381615148082,2.2887418067216906e-05,0.9994632313472893,1.0,0.9876543209876543,0.002574252025395988,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
195,0.08119999999999995,0.998,0.0,0.27310190966235387,0.04004000000000002,0.068,0.0,0.015298339245600139,0.8787600000000003,0.972,0.002,0.2613584261866747,0.9999967632302962,1.0,0.9998381615148082,2.2887418067216906e-05,0.9994632313472893,1.0,0.9876543209876543,0.002574252025395988,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
196,0.08115999999999995,0.998,0.0,0.27311389266631414,0.03928000000000002,0.068,0.0,0.014844830062746988,0.8795600000000003,0.974,0.002,0.26157928208542536,0.9999967632302962,1.0,0.9998381615148082,2.2887418067216906e-05,0.9994388327721662,1.0,0.9876543209876543,0.0026321076093285285,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
197,0.08115999999999995,0.998,0.0,0.27311389266631414,0.03836000000000002,0.066,0.0,0.014622822531081686,0.8804800000000002,0.976,0.002,0.26185166699909335,0.9999967632302962,1.0,0.9998381615148082,2.2887418067216906e-05,0.9994388327721662,1.0,0.9876543209876543,0.0026321076093285285,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
198,0.08115999999999995,0.998,0.0,0.27311389266631414,0.03768000000000002,0.064,0.0,0.014452511963005473,0.8811600000000002,0.976,0.002,0.26205470374542417,0.9999967632302962,1.0,0.9998381615148082,2.2887418067216906e-05,0.9994388327721662,1.0,0.9876543209876543,0.0026321076093285285,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
199,0.08115999999999995,0.998,0.0,0.27311389266631414,0.03680000000000002,0.062,0.0,0.0141997413026162,0.8820400000000003,0.976,0.002,0.26231449888736724,0.9999967632302962,1.0,0.9998381615148082,2.2887418067216906e-05,0.9994388327721662,1.0,0.9876543209876543,0.0026321076093285285,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
200,0.08115999999999995,0.998,0.0,0.27311389266631414,0.03596000000000002,0.062,0.0,0.013959065520445187,0.8828800000000001,0.976,0.002,0.2625647939469573,0.9999967632302962,1.0,0.9998381615148082,2.2887418067216906e-05,0.9994388327721662,1.0,0.9876543209876543,0.0026321076093285285,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
