day,s,i,r,edgecount,suscedgecount
1,498,2,0,0.9998227107525929,1.0
2,494,6,0,0.9965428596755607,0.9983494125466068
3,486,14,0,0.9813846290222498,0.9906830406492935
4,469,29,2,0.9451289779274887,0.9712457556022195
5,436,58,6,0.8758975268149987,0.9294970748567464
6,404,87,9,0.8093254144136158,0.8822898291337143
7,363,122,15,0.756227284815176,0.8317517432309603
8,309,169,22,0.7189965428596755,0.7696118979057222
9,243,223,34,0.7388529385692758,0.7252598266945692
10,173,282,45,0.8178352982891588,0.7236476301772605
11,92,349,59,0.9281092101764028,0.7829212126997077
12,43,384,73,0.9721655881570783,0.8062687911285153
13,11,399,90,0.991490116124457,0.7512295190151547
14,2,394,104,0.9976952397837071,0.5561902416088692
15,2,377,121,0.9976952397837071,0.5561902416088692
16,2,357,141,0.9976952397837071,0.5561902416088692
17,1,341,158,0.9988476198918536,0.5938097688768988
18,0,327,173,1.0,
19,0,311,189,1.0,
20,0,303,197,1.0,
21,0,296,204,1.0,
22,0,284,216,1.0,
23,0,269,231,1.0,
24,0,252,248,1.0,
25,0,242,258,1.0,
26,0,236,264,1.0,
27,0,225,275,1.0,
28,0,218,282,1.0,
29,0,211,289,1.0,
30,0,203,297,1.0,
31,0,192,308,1.0,
32,0,188,312,1.0,
33,0,182,318,1.0,
34,0,176,324,1.0,
35,0,168,332,1.0,
36,0,166,334,1.0,
37,0,165,335,1.0,
38,0,159,341,1.0,
39,0,152,348,1.0,
40,0,142,358,1.0,
41,0,133,367,1.0,
42,0,128,372,1.0,
43,0,123,377,1.0,
44,0,119,381,1.0,
45,0,116,384,1.0,
46,0,112,388,1.0,
47,0,108,392,1.0,
48,0,104,396,1.0,
49,0,101,399,1.0,
50,0,98,402,1.0,
51,0,94,406,1.0,
52,0,90,410,1.0,
53,0,88,412,1.0,
54,0,84,416,1.0,
55,0,84,416,1.0,
56,0,79,421,1.0,
57,0,77,423,1.0,
58,0,74,426,1.0,
59,0,71,429,1.0,
60,0,64,436,1.0,
61,0,60,440,1.0,
62,0,58,442,1.0,
63,0,55,445,1.0,
