day,s_mean,s_max,s_min,s_std,i_mean,i_max,i_min,i_std,r_mean,r_max,r_min,r_std,edgecount_mean,edgecount_max,edgecount_min,edgecount_std,suscedgecount_mean,suscedgecount_max,suscedgecount_min,suscedgecount_std,edgecount1_mean,edgecount1_max,edgecount1_min,edgecount1_std,suscedgecount1_mean,suscedgecount1_max,suscedgecount1_min,suscedgecount1_std,edgecount2_mean,edgecount2_max,edgecount2_min,edgecount2_std,suscedgecount2_mean,suscedgecount2_max,suscedgecount2_min,suscedgecount2_std
32,0.27968,0.998,0.106,0.17627824017496793,0.51492,0.614,0.0,0.11835347265625931,0.20540000000000003,0.316,0.002,0.06618989379668415,0.5462749163240289,1.0,0.4822002472187886,0.09644798856765462,0.5688159358665085,1.0,0.4708899517678546,0.09630433704810003,0.8820434227330781,1.0,0.8061941251596424,0.03924275912073227,0.7471293460588759,1.0,0.6879006068149842,0.06079521039422123,0.33114428333542706,1.0,0.254770604953309,0.1403114231035068,0.3686901419622628,1.0,0.21509433962264146,0.1387468487669106
33,0.25648000000000004,0.998,0.092,0.17690839783483936,0.5219999999999999,0.604,0.0,0.11626219488373542,0.22151999999999997,0.326,0.002,0.0691293493299012,0.5544572684601747,0.999877029021151,0.47095179233621753,0.09558706166648917,0.5689615831734351,1.0,0.5024570683459157,0.09250726673814305,0.8909642401021708,1.0,0.8058748403575989,0.03951985065384364,0.7421876282266705,1.0,0.6971375358093582,0.05944764034917048,0.3388740476390615,0.9998,0.2593787817668415,0.13865268353232965,0.3763360932306555,1.0,0.2766233766233766,0.13247579394624345
34,0.23543999999999993,0.998,0.084,0.17796034412652909,0.5259199999999999,0.606,0.0,0.11509141708100686,0.23864000000000002,0.342,0.002,0.07197781971282712,0.5633334125370147,1.0,0.4746600741656366,0.09423243238617257,0.5641573031350784,1.0,0.4790333958898256,0.09422387096041042,0.9004916985951469,1.0,0.8125798212005109,0.038425200887060876,0.7390968554729903,1.0,0.6824823650527877,0.05911484255379239,0.34733395748569634,1.0,0.2563533682936668,0.13722528775768314,0.37106798280690656,1.0,0.2571428571428571,0.13561619339881034
35,0.21692,0.998,0.08,0.17844965447899716,0.5286799999999998,0.608,0.0,0.11399076940789583,0.2544,0.36,0.002,0.07441198060220448,0.5715190425965264,1.0,0.47564894932014834,0.09335310446236159,0.5619900743998923,1.0,0.49000053889533496,0.09422837729358609,0.9094125159642403,1.0,0.8090676883780332,0.036859388828272215,0.7381568781673201,1.0,0.6824795161726444,0.058976863821823294,0.3550636654062446,1.0,0.2505042355788624,0.1365374938145818,0.3662686508882074,1.0,0.2636363636363636,0.13581676527934386
36,0.20168,0.998,0.076,0.17906850131518193,0.5283599999999999,0.606,0.0,0.11259585666788771,0.2699600000000001,0.386,0.002,0.07759285681408715,0.5819538494013378,1.0,0.49789656025736206,0.0913862048374966,0.5662456650095554,1.0,0.496113563236704,0.09257034937658919,0.9171519795657727,1.0,0.8103448275862069,0.03592730735043018,0.7392471305839312,1.0,0.6828618603618605,0.057761196442199736,0.3672386135253392,1.0,0.27591770875352967,0.13412262668708388,0.3752499369119405,1.0,0.2525,0.1339769529981155
37,0.18663999999999997,0.998,0.07,0.18036762458933697,0.5277600000000001,0.6,0.0,0.11200411071173474,0.28559999999999997,0.398,0.002,0.07993977324798197,0.5902701916003141,1.0,0.48478099480326653,0.0905029406534669,0.5630232116572335,1.0,0.4997932130122184,0.09378099879241858,0.9251468710089401,1.0,0.8109833971902938,0.0346826769181183,0.7405471201015197,1.0,0.6825954347890703,0.05673618641142966,0.375761392516115,1.0,0.2783838383838384,0.1333549769725176,0.36721635136478686,1.0,0.23714285714285716,0.13735289290029942
38,0.17308,0.998,0.054,0.18112402335619285,0.5244800000000001,0.592,0.0,0.11079862962388394,0.30244,0.416,0.002,0.0821887225989611,0.600996753416967,1.0,0.5034644889878743,0.08854659816742524,0.5689961687565926,1.0,0.5030896783115755,0.09221416017021578,0.9326947637292464,1.0,0.8266283524904214,0.03264935424958677,0.7433593266045395,1.0,0.6864338631626189,0.0559627082997599,0.3885353201649744,1.0,0.2972480777013355,0.1311776036526198,0.37718255292463704,1.0,0.24333333333333335,0.13514163684704
39,0.16112,0.998,0.048,0.18149454818370758,0.5200799999999999,0.59,0.0,0.1098228332082065,0.3188,0.432,0.002,0.08471223799018723,0.610216244724921,1.0,0.4860183122989359,0.08743535452239588,0.5671823823023591,1.0,0.4975815196151814,0.09225291029386691,0.9392911877394639,1.0,0.8371647509578544,0.030605083779460907,0.7470037641582661,1.0,0.6929366314496526,0.055351977428397266,0.39944208761584704,1.0,0.2638383838383838,0.1299217042247455,0.37043533485949603,1.0,0.25466666666666665,0.1358157003348021
40,0.14964,0.998,0.042,0.1825424479569682,0.5151199999999999,0.58,0.0,0.10853545268618875,0.33524,0.45,0.002,0.08641229126480011,0.6206171196403644,1.0,0.5183122989359069,0.08495752932353975,0.5726835690941599,1.0,0.5112286589450528,0.09197430390630339,0.9459259259259264,1.0,0.8524904214559387,0.028143211389365336,0.7504126225949974,1.0,0.6955165469451184,0.055429766284160346,0.4122538450162584,1.0,0.30686868686868685,0.1272174526364644,0.3798345596774443,1.0,0.27272727272727265,0.13671206516669854
41,0.13884000000000002,0.998,0.036,0.1835625189611075,0.51088,0.578,0.0,0.10776252046201652,0.35028000000000004,0.47,0.002,0.08888608623699557,0.6298126113716616,1.0,0.5228903736698837,0.08352314165705527,0.5796179489426381,1.0,0.5197872319748259,0.09047013780589541,0.9519220945083015,1.0,0.8614303959131545,0.02610942701157294,0.7549824877011746,1.0,0.6943654911396848,0.05531659601317826,0.4235118533621965,1.0,0.3086868686868687,0.1256199439549492,0.3876134836569637,1.0,0.26410256410256405,0.13426818094934254
42,0.13083999999999998,0.998,0.03,0.1843586079534411,0.5028799999999999,0.57,0.0,0.10659874027666287,0.36628000000000016,0.484,0.002,0.09180814956489763,0.6395874418525039,1.0,0.5350160851274437,0.08147171572863111,0.5748089412899537,1.0,0.5154232963028758,0.09095663455406812,0.9565708812260537,1.0,0.8690932311621967,0.024022345798310325,0.7582813059199587,1.0,0.707675466296156,0.054679892540554165,0.4365716569225905,1.0,0.3236363636363636,0.12331554053098547,0.37495413496155267,1.0,0.24230769230769228,0.1374348803401899
43,0.12175999999999995,0.998,0.028,0.18523438654629887,0.4977600000000001,0.58,0.0,0.10602089897943782,0.38048000000000004,0.5,0.002,0.09487999724679073,0.648192846783874,1.0,0.5392229646127196,0.08042420415626772,0.5825271056415045,1.0,0.49660716117779097,0.09223679801632786,0.9612260536398469,1.0,0.8780332056194126,0.022515034237890284,0.7623673940495955,1.0,0.7036861054761911,0.05432996785284099,0.44771621686554225,1.0,0.32484848484848483,0.12226098661687351,0.38780392278707404,1.0,0.2522727272727272,0.1385383493266608
44,0.11335999999999996,0.998,0.026,0.1860184059359148,0.49095999999999995,0.568,0.0,0.1054887478282274,0.39568000000000003,0.516,0.002,0.09784732797494644,0.6578139706476187,1.0,0.534521158129176,0.07883500605885069,0.5849428171538341,1.0,0.4979871038507535,0.09199629639246791,0.9657088122605367,1.0,0.8872924648786717,0.02072547432302359,0.7652593505482548,1.0,0.6985745549600039,0.05522536440174898,0.4606334624232487,1.0,0.3113131313131313,0.12033310893917488,0.3911243182492505,1.0,0.22631578947368425,0.14007435497654044
45,0.10619999999999997,0.998,0.024,0.18694591600300897,0.48432000000000003,0.552,0.0,0.10452954664806013,0.40947999999999996,0.522,0.002,0.09996147012826534,0.6654588366640184,1.0,0.5399653551101212,0.07753202087098472,0.5816424348051029,1.0,0.4958994209129081,0.09264676428005697,0.969572158365262,1.0,0.894316730523627,0.01913657884265592,0.767566810193788,1.0,0.7079762643617133,0.05583583213609013,0.47071571661676054,1.0,0.31575757575757574,0.11885963134257375,0.38368880931139066,1.0,0.23214285714285718,0.13793111292456034
46,0.09979999999999994,0.998,0.02,0.18768895241101127,0.47499999999999987,0.55,0.0,0.10320991093051925,0.4252,0.544,0.002,0.10270782813001002,0.6759703992076009,1.0,0.5571640682999257,0.07547486402849156,0.6002777870302605,1.0,0.5094914899194336,0.09069677106385084,0.9734546615581096,1.0,0.9074074074074074,0.01684353678082412,0.774817458361009,1.0,0.707682386922153,0.054884156912776164,0.4854738206395504,1.0,0.33555555555555555,0.11639481251735516,0.4152809112908753,1.0,0.25806451612903225,0.13958807257405956
47,0.09371999999999998,0.998,0.016,0.1886277015602914,0.46584,0.548,0.0,0.1017951845218463,0.4404399999999999,0.554,0.002,0.10517879044362353,0.6848357817049526,1.0,0.5704033655035882,0.07342149631994625,0.5927849662300975,1.0,0.48844605030644994,0.09208782891165239,0.9768901660280972,1.0,0.913154533844189,0.015401623298838884,0.7816609250937282,1.0,0.7166131458410869,0.05613451336706503,0.4978197764251282,1.0,0.35353535353535354,0.1137488030805429,0.39792698981580643,1.0,0.2,0.14171093725342426
48,0.08903999999999998,0.998,0.014,0.18926980633961865,0.45608,0.538,0.0,0.10015168903381774,0.45488000000000006,0.566,0.002,0.10754185516460507,0.6933513223462328,1.0,0.5732491957436278,0.07213116084313584,0.6014719062084876,1.0,0.4718761476961324,0.09366111214368644,0.9794252873563218,1.0,0.9233716475095786,0.014146104477114155,0.7885195638030585,1.0,0.7100332900577998,0.05624228728918855,0.5101745350215577,1.0,0.3517171717171717,0.11208876107545417,0.40445532504070414,1.0,0.18571428571428572,0.14708195761293166
49,0.08479999999999997,0.998,0.014,0.1897650534482155,0.44683999999999985,0.542,0.0,0.0991384025347537,0.46836,0.576,0.002,0.11000459359610806,0.7011086970526778,1.0,0.5877258104429597,0.07095296958938661,0.6075339747984826,1.0,0.49170388260777276,0.09517786980429292,0.9817432950191572,1.0,0.9291187739463601,0.012821092402555075,0.795478281628516,1.0,0.7049943571542836,0.05605540497843989,0.5214222368432887,1.0,0.3717171717171717,0.11061629515943128,0.4087967301088316,1.0,0.24375000000000002,0.14807051827486092
50,0.08127999999999998,0.998,0.014,0.1901779016755477,0.43684000000000006,0.544,0.0,0.09810289475435305,0.4818800000000001,0.588,0.002,0.11259275360015539,0.709704072273381,1.0,0.5996040584013858,0.06921899885788346,0.611135615823666,1.0,0.5127544534213381,0.09065944291397847,0.9837228607918262,1.0,0.9393358876117497,0.011115418711078044,0.8012536660431924,1.0,0.714129316580297,0.05510389025156434,0.5342537596910435,1.0,0.3846464646464646,0.10843445217537855,0.4133082308935264,1.0,0.22380952380952385,0.14385028691096496
51,0.07759999999999997,0.998,0.012,0.19075146775052504,0.42640000000000017,0.538,0.0,0.09684744999961832,0.496,0.61,0.002,0.11557204661674758,0.7181139952040313,1.0,0.6064093046275675,0.06785849660550235,0.6142555719812018,1.0,0.4866521414836062,0.09661015812927144,0.9856960408684544,1.0,0.9434865900383141,0.010174262447620831,0.8077756416970565,1.0,0.7152269697463385,0.05662795057055971,0.5467863058770455,1.0,0.3931313131313131,0.10655507496914449,0.4134106001213292,1.0,0.1857142857142857,0.15247154930536175
52,0.07475999999999998,0.998,0.012,0.1911378987185184,0.41664000000000007,0.53,0.0,0.09549479310519543,0.5085999999999999,0.618,0.002,0.11751039901877204,0.726247802014995,1.0,0.617421430339025,0.066038244998538,0.6309499037627873,1.0,0.5274175777608272,0.09618824949377218,0.9871008939974457,1.0,0.9508301404853129,0.008922503771152758,0.8123923667596337,1.0,0.7017838073987807,0.056207697803120314,0.5592318164577804,1.0,0.4064646464646465,0.1040835806758714,0.443944562507132,1.0,0.24444444444444446,0.16004412694142087
53,0.07203999999999999,0.998,0.01,0.1915971496528642,0.40535999999999994,0.528,0.0,0.09328161443626892,0.5226000000000001,0.634,0.002,0.11954761667662483,0.7338942749063523,1.0,0.6260826528087107,0.06468555006931667,0.6207012716560589,1.0,0.5012956431863754,0.09455883589205406,0.9884610472541508,1.0,0.954661558109834,0.008291125738713748,0.8200324902114364,1.0,0.6880985517750223,0.05662579224014735,0.570909880962921,1.0,0.41818181818181815,0.10209244203765852,0.41777833115598895,1.0,0.17500000000000002,0.15626408933999814
54,0.06983999999999996,0.998,0.008,0.191948054197494,0.3946400000000001,0.524,0.0,0.09116519206856287,0.5355199999999999,0.652,0.002,0.121384906434878,0.7418896141766176,1.0,0.6348676070279634,0.06270902987063222,0.6307760315225902,1.0,0.4928962613753636,0.09233661713634173,0.9897573435504471,1.0,0.9578544061302682,0.007270473772440407,0.8275748239836801,1.0,0.7212710366556521,0.055022458633832864,0.583193597681822,1.0,0.4305050505050505,0.0992812700469703,0.42581794409975493,1.0,0.175,0.15087583925982795
55,0.06775999999999999,0.998,0.008,0.19228450010230114,0.38356000000000007,0.516,0.0,0.08906983272714065,0.5486800000000001,0.662,0.002,0.12345741065200566,0.7505134720632508,1.0,0.6429101707498144,0.06085716402936259,0.6506053676982748,1.0,0.49826293123864895,0.09689368718150643,0.9909323116219668,1.0,0.9604086845466155,0.006628681672900923,0.8364944699125206,1.0,0.7248526473526473,0.05444639526247969,0.5965861096050277,1.0,0.44202020202020204,0.09656304445589675,0.4647724632412054,1.0,0.2428571428571429,0.15767415949288244
56,0.06556,0.998,0.006,0.19265504331391306,0.37352000000000013,0.508,0.0,0.08679749831812962,0.5609200000000001,0.674,0.002,0.12498307477251404,0.7572386051266173,1.0,0.6571393219500123,0.05868045066090638,0.6554295424744406,1.0,0.5264842456641486,0.0923837638753241,0.9919987228607917,1.0,0.9642401021711366,0.0058874657382192415,0.8423757955538289,1.0,0.7581663128538129,0.0533327830683336,0.6069348518477388,1.0,0.4628282828282828,0.09341291985815922,0.4585954631367944,1.0,0.25000000000000006,0.15543359082809508
57,0.06372000000000001,0.998,0.006,0.192985569937448,0.3648000000000002,0.508,0.0,0.08549018322925404,0.5714799999999999,0.682,0.002,0.12683192155971865,0.7632612001166776,1.0,0.6653056174214304,0.05801148838711035,0.6409876974680883,1.0,0.4581613347093223,0.09438174074541845,0.9928863346104728,1.0,0.9715836526181354,0.0050889875918922,0.8482305304169415,1.0,0.7572320795146882,0.05069987195584646,0.6162523940335908,1.0,0.46163215590742995,0.092608432145417,0.4277293352072764,1.0,0.16666666666666666,0.16168905940934378
58,0.06172,0.998,0.004,0.19335111764320773,0.3556,0.492,0.0,0.08329245255760707,0.58268,0.692,0.002,0.12830296416001033,0.7707445836638308,1.0,0.6775550606285573,0.055861040013888544,0.6601269426951342,1.0,0.4458204334365325,0.11425632990146105,0.9937867177522354,1.0,0.9747765006385696,0.004575879534853162,0.8555755254308611,1.0,0.7619047619047619,0.051915307983148085,0.6279533607500548,1.0,0.48375964271213967,0.08936277004166066,0.46503796488169563,1.0,0.16666666666666666,0.19127024401370216
59,0.06024,0.998,0.004,0.19362055886792218,0.34608000000000005,0.468,0.0,0.08052679614860622,0.59368,0.704,0.002,0.12961189161870754,0.7763217324997467,1.0,0.690175699084385,0.054006456927445864,0.6519240743344858,1.0,0.5181372549019608,0.09270553165958793,0.9943678160919543,1.0,0.9789272030651341,0.0041418010256193665,0.8600584558735698,1.0,0.7619047619047619,0.05259729179546316,0.6367232302697916,1.0,0.5071051563134389,0.08650127147136615,0.4378368477927301,1.0,0.17142857142857143,0.17234302913211644
60,0.05800000000000001,0.998,0.004,0.19404480862703344,0.3366,0.464,0.0,0.07900529561171123,0.6053999999999999,0.714,0.002,0.1318336923892356,0.7833023699968307,1.0,0.6931452610739915,0.052748498543125036,0.6654754313656547,1.0,0.4458204334365325,0.11103683701938592,0.9952298850574717,1.0,0.9814814814814815,0.00353392938366735,0.8652559671836936,1.0,0.7619047619047619,0.05144411996152662,0.6476191090365999,1.0,0.5107070707070707,0.0846994066134743,0.46001651719739955,1.0,0.2,0.18336445634710266
61,0.056799999999999996,0.998,0.004,0.19426470474639512,0.3282799999999998,0.458,0.0,0.0775965599910781,0.6149199999999999,0.724,0.002,0.13360142367566025,0.7892255122434875,0.999877029021151,0.7010640930462757,0.05158797795879854,0.6584355456861681,1.0,0.4458204334365325,0.10196151407617089,0.995727969348659,1.0,0.9862707535121328,0.0031236073905150873,0.8706254097318609,1.0,0.7619047619047619,0.05196032297959931,0.6570176948891252,0.9998,0.5206060606060606,0.08297846997402172,0.45170425897631766,1.0,0.18000000000000002,0.17998342784177673
62,0.05587999999999999,0.998,0.004,0.1944454847267281,0.31956,0.438,0.0,0.07625445052250915,0.6245600000000001,0.736,0.002,0.13557197952620245,0.7948865879727485,1.0,0.7019302152932443,0.05065573306680825,0.6981763774594707,1.0,0.5262923577770798,0.11125307390662126,0.9961174968071521,1.0,0.9872286079182631,0.0029477991381890592,0.8750664193439875,1.0,0.7619047619047619,0.051724861921910587,0.6660548018291902,1.0,0.5212121212121212,0.08152407802817496,0.5185103068500128,1.0,0.17500000000000002,0.18978622741453005
63,0.054879999999999984,0.998,0.002,0.1946337890417147,0.31139999999999984,0.428,0.0,0.07433761922911618,0.6337200000000002,0.75,0.002,0.1369778829160506,0.8001280837984619,1.0,0.712571145756001,0.04939550556838085,0.6712110633625313,1.0,0.5091142517613106,0.10795938866160595,0.9964623243933588,1.0,0.98786717752235,0.0026735392232567264,0.8778424186306172,1.0,0.7619047619047619,0.05229688232430896,0.6744267852733711,1.0,0.5381818181818182,0.07959619188043174,0.4627523656082479,1.0,0.15000000000000002,0.20268696318446688
64,0.05427999999999999,0.998,0.002,0.19476034881204068,0.3023999999999999,0.416,0.0,0.0725624291382874,0.6433200000000001,0.758,0.002,0.13872339825887267,0.8058839881783519,1.0,0.720737441227419,0.048317694241261894,0.7057363953463631,1.0,0.5173340591297247,0.13152662694898834,0.9967305236270753,1.0,0.9881864623243933,0.0026285878163612155,0.8813270079446925,1.0,0.7619047619047619,0.052994311973095745,0.683704534574524,1.0,0.5515151515151515,0.07785277751574009,0.5258500083250083,1.0,0.18333333333333332,0.240422468925878
65,0.053359999999999984,0.998,0.002,0.19491387527703152,0.2947599999999999,0.41,0.0,0.07136784847477445,0.6518799999999998,0.764,0.002,0.1403327881450783,0.8110955846539656,1.0,0.7202425142291512,0.04734516962066616,0.67919990654955,1.0,0.4912581699346405,0.10373361283143587,0.9971711366538955,1.0,0.9901021711366539,0.002247534342380104,0.8896899738299711,1.0,0.7619047619047619,0.05110860031655295,0.6919714764157157,1.0,0.5494949494949495,0.07641410796854713,0.4678794258373204,1.0,0.1,0.19917171098631634
66,0.05251999999999999,0.998,0.002,0.19507144060260462,0.28728000000000004,0.398,0.0,0.07009586438643604,0.6602,0.768,0.002,0.14184225213171114,0.8157673161749709,0.999877029021151,0.7293986636971047,0.046605247440338386,0.6958314180312273,1.0,0.4458204334365325,0.1341652603812595,0.9974648786717752,1.0,0.9901021711366539,0.002049410730848087,0.8944813217577244,1.0,0.7619047619047619,0.049781759708539125,0.6994505814604648,0.9998,0.5644444444444444,0.07525633977493947,0.496695131184605,1.0,0.18333333333333332,0.23820599352381536
67,0.05199999999999999,0.998,0.002,0.19516398128711335,0.27907999999999994,0.39,0.0,0.06856096348714563,0.66892,0.778,0.002,0.143461128917223,0.8210275815346422,1.0,0.7399158624102945,0.045368436748575915,0.6993515519962021,1.0,0.5105769230769232,0.1140276488573814,0.9977203065134101,1.0,0.9910600255427842,0.0017980779219660032,0.900251269594226,1.0,0.7619047619047619,0.04851052650207467,0.7079169125702245,1.0,0.581010101010101,0.0733186977968251,0.4974930735930737,1.0,0.16666666666666666,0.21472150857367248
68,0.051279999999999985,0.998,0.0,0.19531147703405574,0.27104,0.384,0.0,0.06756552677337212,0.6776799999999998,0.786,0.002,0.14532854264088127,0.8260546557750197,1.0,0.7404107894085622,0.04509691612766487,0.6941001556637619,1.0,0.523009862196398,0.11848789587767874,0.9979054916985954,1.0,0.9910600255427842,0.0017854798019140625,0.9039812130028632,1.0,0.7619047619047619,0.049505849658431654,0.7160517354694743,1.0,0.5818181818181818,0.0728793334942725,0.4908560090702947,1.0,0.16666666666666666,0.22044282633494722
69,0.0506,0.998,0.0,0.19544538357091906,0.26344000000000006,0.378,0.0,0.06575407491058588,0.6859599999999999,0.794,0.002,0.14664046828476612,0.8311274463117775,1.0,0.7512991833704529,0.043469255766249534,0.714651773772762,1.0,0.47058823529411764,0.1154375733907458,0.998122605363985,1.0,0.9926564495530013,0.0016134572323116948,0.9085283012064124,1.0,0.814439726939727,0.04374844992302712,0.7242317049545934,1.0,0.5985858585858586,0.07030243851280907,0.5236272344435609,1.0,0.16666666666666666,0.207789045531973
70,0.05003999999999999,0.998,0.0,0.19554570007117658,0.25603999999999993,0.372,0.0,0.06413695804881225,0.6939200000000001,0.798,0.002,0.14803196565993054,0.8356137043902553,1.0,0.7516703786191536,0.04268534866001307,0.6962179600527649,1.0,0.5028011204481793,0.11729965883570906,0.998365261813538,1.0,0.9932950191570882,0.0014831163242402055,0.9163607271262546,1.0,0.8227730602730603,0.042226761106391474,0.7314403651012988,1.0,0.5983838383838384,0.06904266581078769,0.4882377712989957,1.0,0.13333333333333333,0.2197799998781821
71,0.04943999999999999,0.998,0.0,0.19565944591434933,0.24944000000000002,0.368,0.0,0.06283771128218844,0.7011199999999996,0.802,0.002,0.14935789642496242,0.8407385159150905,1.0,0.7573620390992328,0.041836927109727126,0.7378871974878815,1.0,0.47058823529411764,0.13923004479540224,0.9985185185185188,1.0,0.9936143039591315,0.0013816179802510022,0.9200300615655566,1.0,0.8299159174159175,0.0442775785639364,0.7397513931863152,1.0,0.6072727272727273,0.06768153071471995,0.5617789240238218,1.0,0.15000000000000002,0.24533046055275734
72,0.04871999999999998,0.998,0.0,0.19579487808856055,0.24275999999999998,0.36,0.0,0.06178817005854496,0.70852,0.81,0.002,0.15078018058466058,0.843958324834002,1.0,0.7637960900767137,0.040921101469222815,0.7160292370924263,1.0,0.5130718954248366,0.11736594632098157,0.9987164750957858,1.0,0.9948914431673053,0.0012024481540128674,0.9245171687060055,1.0,0.8222242043670615,0.045565684361432546,0.7449030834309985,1.0,0.6175757575757576,0.06626406339186346,0.5176942898371469,1.0,0.16,0.21972000761241306
73,0.04815999999999999,0.998,0.0,0.19590453318504136,0.2364,0.348,0.0,0.06005575640645134,0.7154400000000001,0.816,0.002,0.15177751708957934,0.8482206709982486,1.0,0.7680029695619897,0.039942200060259,0.7000472522023039,1.0,0.47058823529411764,0.11616632100840718,0.9988952745849301,1.0,0.9964878671775224,0.0009396759833609915,0.9279480750593808,1.0,0.84375,0.04468068940397989,0.7517811338608463,1.0,0.6232323232323232,0.06476315667761383,0.47943948412698395,1.0,0.2,0.22147031959300034
74,0.04763999999999999,0.998,0.0,0.19601236529091418,0.22988000000000003,0.336,0.0,0.05801957445904067,0.7224799999999999,0.82,0.002,0.1527968158659581,0.8523814329013771,1.0,0.7781489730264786,0.03873956351457492,0.7215873611696993,1.0,0.47058823529411764,0.1212416735580622,0.9990229885057477,1.0,0.9968071519795658,0.0008783382206797054,0.9315860138045501,1.0,0.833664021164021,0.04668316975981946,0.7585254786818362,1.0,0.6397979797979798,0.06282506115589698,0.5210515873015872,1.0,0.16666666666666666,0.2259942028684423
75,0.047519999999999986,0.998,0.0,0.19603438265690404,0.22356000000000006,0.328,0.0,0.05638684171300382,0.7289199999999998,0.824,0.002,0.1538455148809337,0.8566677276122925,1.0,0.7822321207621876,0.03755002584975771,0.7441647069157064,1.0,0.5423701298701299,0.1222950714463554,0.9990613026819928,1.0,0.9968071519795658,0.0008469863871423696,0.9344637703715426,1.0,0.833664021164021,0.044382844861170764,0.7655282843674432,1.0,0.6464646464646465,0.060906593708746994,0.5609217923280424,1.0,0.1,0.23011091402585487
76,0.04723999999999999,0.998,0.0,0.19609364276970806,0.21688000000000002,0.322,0.0,0.055177871932690636,0.7358800000000001,0.828,0.002,0.15515543753255434,0.8608283583149818,1.0,0.7873051224944321,0.03682711050393362,0.7336886154879972,1.0,0.47058823529411764,0.12995191406646805,0.9991954022988508,1.0,0.9968071519795658,0.0007880210606821261,0.9388737836969973,1.0,0.833664021164021,0.044476395392818766,0.7722703707197769,1.0,0.6547474747474747,0.05974870672303965,0.5481283068783068,1.0,0.16666666666666666,0.2385896543028018
77,0.04679999999999999,0.998,0.0,0.1961798425227345,0.21083999999999997,0.318,0.0,0.053957035061732786,0.74236,0.832,0.002,0.156339082034623,0.8644493703458314,1.0,0.7912645384805741,0.035978074580264766,0.7339470234547014,1.0,0.5294117647058824,0.1347894831420965,0.9992720306513411,1.0,0.9968071519795658,0.0007468139367960349,0.9401796058915188,1.0,0.8465909090909092,0.04329440153126211,0.7781603720766341,1.0,0.6612121212121213,0.05838703764138046,0.5340740740740738,1.0,0.2,0.265907640551308
78,0.04643999999999998,0.998,0.0,0.19624985740278195,0.20508000000000004,0.302,0.0,0.05277013688573089,0.7484800000000001,0.834,0.002,0.15741771287415726,0.8683620036327465,1.0,0.8019054689433308,0.035045151024260174,0.7247925769414749,1.0,0.47058823529411764,0.14614294673006342,0.9993486590038316,1.0,0.9968071519795658,0.0006886069865632559,0.9419716983476737,1.0,0.8465909090909092,0.04371952940282338,0.7845289372450133,1.0,0.6783838383838384,0.05692201727140177,0.5109523809523807,1.0,0.16666666666666666,0.2735060826862312
79,0.04627999999999998,0.998,0.0,0.19628218337435538,0.19912000000000002,0.292,0.0,0.05133349942547562,0.7545999999999999,0.844,0.002,0.15851105671857976,0.8717318571442538,0.999877029021151,0.8057411531799059,0.03410926127662501,0.7589927198652919,1.0,0.47058823529411764,0.15745529884902906,0.9993933588761175,1.0,0.9968071519795658,0.0006711338701679531,0.9457535352131505,1.0,0.8571428571428571,0.04204418061664478,0.7900279861534338,0.9998,0.6844444444444444,0.05540984777187203,0.5816832010582009,1.0,0.15000000000000002,0.29577573352093467
80,0.045999999999999985,0.998,0.0,0.19633249598472444,0.19344,0.284,0.0,0.04964369372368069,0.7605599999999998,0.844,0.002,0.1594311520528468,0.8752515099551236,1.0,0.8146498391487256,0.03310236352480323,0.7082803422453918,1.0,0.465034965034965,0.15593231017778766,0.9994636015325671,1.0,0.9968071519795658,0.0006100439152453995,0.9506622890337346,1.0,0.8571428571428571,0.04055202519603214,0.7957540577674187,1.0,0.6985858585858585,0.05379889118898296,0.4941865079365077,1.0,0.15000000000000002,0.27499577330371716
81,0.045639999999999986,0.998,0.0,0.19640345397852316,0.18828000000000003,0.276,0.0,0.04843511965843102,0.7660800000000001,0.848,0.002,0.1603658877666434,0.8784471841415903,1.0,0.8184855233853007,0.032375212844518136,0.7513207298341341,1.0,0.47058823529411764,0.15089292165380938,0.9994955300127712,1.0,0.9971264367816092,0.0005808698762121226,0.9505879080770007,1.0,0.8500000000000001,0.043419834344347326,0.8009756320084159,1.0,0.7048484848484848,0.05262083427357437,0.5624355158730158,1.0,0.175,0.2871664936377993
82,0.04527999999999999,0.998,0.0,0.19647869905838,0.18296000000000004,0.268,0.0,0.047260010277491174,0.77176,0.86,0.002,0.16139829804630812,0.881655777083353,0.999877029021151,0.8234857849196539,0.03173743450741249,0.7536154620295852,1.0,0.45,0.1655285746444782,0.9995466155810981,1.0,0.9974457215836526,0.0005626767838895148,0.9510425307920295,1.0,0.8181818181818182,0.049000513860981997,0.8062041776205817,0.9998,0.7119806373537717,0.05160082558185367,0.5674164133738601,1.0,0.15000000000000002,0.2995254840144639
83,0.04504,0.998,0.0,0.1965283341466288,0.17792000000000002,0.268,0.0,0.04610539832928506,0.7770399999999998,0.866,0.002,0.16238339112817451,0.8846342193425659,1.0,0.8218788627935724,0.031063676814687396,0.7617313224169968,1.0,0.47058823529411764,0.14499163866339532,0.9995657726692209,1.0,0.9974457215836526,0.0005614553020773036,0.9528789087839409,1.0,0.8181818181818182,0.04716232380228971,0.8110796610775179,1.0,0.709358612343687,0.05048156110597522,0.5791375661375662,1.0,0.175,0.2952196583794756
