day,s_mean,s_max,s_min,s_std,i_mean,i_max,i_min,i_std,r_mean,r_max,r_min,r_std,edgecount_mean,edgecount_max,edgecount_min,edgecount_std,suscedgecount_mean,suscedgecount_max,suscedgecount_min,suscedgecount_std,edgecount1_mean,edgecount1_max,edgecount1_min,edgecount1_std,suscedgecount1_mean,suscedgecount1_max,suscedgecount1_min,suscedgecount1_std,edgecount2_mean,edgecount2_max,edgecount2_min,edgecount2_std,suscedgecount2_mean,suscedgecount2_max,suscedgecount2_min,suscedgecount2_std
22,0.59976,0.998,0.356,0.1533647858897877,0.32848,0.512,0.0,0.12213312241909127,0.07175999999999999,0.136,0.002,0.03315674585839761,0.5574781759191889,1.0,0.46321525885558584,0.10915995537416188,0.676113155847988,1.0,0.5639077425047312,0.09015638296391809,0.8424329501915707,1.0,0.7908684546615581,0.04733048713437359,0.8531671810412734,1.0,0.7401081373076276,0.06329170755324458,0.3748805480855593,1.0,0.2414002428166734,0.15048529278898198,0.4692801197402426,1.0,0.321256038647343,0.12864791935904688
23,0.5624,0.998,0.324,0.15917542626464243,0.35528,0.536,0.0,0.12468458818399428,0.08231999999999998,0.154,0.002,0.03706003953873018,0.5476593595309159,1.0,0.4744744744744745,0.10781887313808741,0.6618520086324351,1.0,0.5627213938585252,0.09099030107871013,0.8385568326947638,1.0,0.7994891443167306,0.04443953281933213,0.8383502805286802,1.0,0.7340693065963965,0.0646183525126081,0.36124682699662736,1.0,0.251440329218107,0.15006816109494506,0.45698235830272355,1.0,0.31635514018691596,0.12950820766193524
24,0.52652,0.998,0.298,0.16467199804087979,0.3801599999999999,0.552,0.0,0.12726179990195688,0.09332000000000003,0.174,0.002,0.040751331516996635,0.538359839401389,1.0,0.46580452623725443,0.10731158423801078,0.6462258544382238,1.0,0.5370786040590012,0.09405017894791488,0.8375478927203064,1.0,0.803639846743295,0.04278231560837634,0.824961595500122,1.0,0.7339645842332203,0.06633253264474642,0.34662920590422996,1.0,0.24236252545824846,0.15029043838272133,0.4387950065538571,1.0,0.30218340611353717,0.13301041747602288
25,0.48940000000000006,0.998,0.26,0.16863836443461988,0.4056,0.57,0.0,0.12839034867408478,0.10499999999999998,0.194,0.002,0.044443497722343114,0.5335324420658659,1.0,0.467375,0.10419213277079477,0.6356466565692842,1.0,0.5218387026570129,0.0924220226520667,0.8373371647509578,1.0,0.7966155810983397,0.04113263013423784,0.8104554653990654,1.0,0.7203903740240712,0.06719925310589513,0.33886342699727917,1.0,0.23808545603944126,0.14684437583496326,0.4335867389724931,1.0,0.2932330827067669,0.12929763893794785
26,0.4551199999999999,0.998,0.238,0.17151386449580605,0.4267200000000002,0.58,0.0,0.128918110378928,0.11816,0.21,0.002,0.04725586455344857,0.5290475037385658,1.0,0.472875,0.10390183383747005,0.6203712961938981,1.0,0.5269215672455734,0.09565582039061961,0.8397062579821202,1.0,0.7940613026819924,0.03975691524513021,0.7976181930616056,1.0,0.710434300554172,0.06859413756567039,0.3299750975038557,1.0,0.24301561216105177,0.14759963267440324,0.4156907113131417,1.0,0.3041095890410959,0.13263431736888534
27,0.42204,0.998,0.21,0.173897220407073,0.4457199999999999,0.596,0.0,0.12862666115228083,0.13224,0.236,0.002,0.05080838754475446,0.5290601984048021,1.0,0.46832467211086365,0.1022818711310118,0.610480503443107,1.0,0.5072954776909036,0.09601632836546962,0.8444380587484035,1.0,0.8045977011494253,0.03862213929077445,0.7860043552140141,1.0,0.689197099974411,0.06879262746221117,0.3269759175053746,1.0,0.23356614626129826,0.14622646645688198,0.4086356546463826,1.0,0.2818181818181818,0.13318687555029085
28,0.3874799999999998,0.998,0.186,0.17454959414540766,0.46599999999999986,0.598,0.0,0.12574025705754685,0.14651999999999998,0.264,0.002,0.05486430012832961,0.5281779901282281,1.0,0.4673024523160763,0.10048772044918368,0.5975197398004984,1.0,0.5142547855075645,0.09467175403315246,0.8500255427841635,1.0,0.8061941251596424,0.03822006930879739,0.77466686562835,1.0,0.6879890792042496,0.06707565416033538,0.32195711872358473,1.0,0.2471240755957272,0.14413990771682939,0.39664692159948606,1.0,0.3100719424460432,0.1323143888301892
29,0.3583200000000001,0.998,0.16,0.1754371147291524,0.47956000000000004,0.606,0.0,0.1235114073885568,0.16212,0.286,0.002,0.05847784858824925,0.5337542336668708,1.0,0.46609750061865873,0.09908259126681067,0.5941365046753339,1.0,0.5057847033647702,0.0944117901196127,0.8579374201787996,1.0,0.8125798212005109,0.03795270063118243,0.7675665728791565,1.0,0.6857251845806412,0.065456443586783,0.32604759254037063,1.0,0.23797979797979799,0.14292980281632633,0.3964337583942925,1.0,0.2841463414634146,0.13297492074440978
30,0.33104000000000006,0.998,0.14,0.17454698917074285,0.4930800000000002,0.612,0.0,0.12090151836456459,0.17588,0.294,0.002,0.06093745204079746,0.5349633492147973,1.0,0.47120873665922064,0.09839645246543681,0.5823379820081844,1.0,0.4970606587402762,0.09449687264840052,0.8649553001277139,1.0,0.8068326947637292,0.038220010520208986,0.759643428622372,1.0,0.6820500610991544,0.06415181096946497,0.32353362267718433,1.0,0.2490894374747066,0.14210638275971393,0.3812016064483701,1.0,0.28400000000000003,0.13407204804610046
31,0.30340000000000006,0.998,0.126,0.1758971174248383,0.50664,0.616,0.0,0.12039149742843648,0.18996000000000002,0.306,0.002,0.0634266280268559,0.5414923361622844,1.0,0.4781211372064277,0.09699276693565587,0.5805599270942958,1.0,0.5038965056474884,0.09312803399892011,0.8731417624521073,1.0,0.8023627075351213,0.03905582103546986,0.7515832701030571,1.0,0.6870925602712561,0.0629468455994989,0.3290141646188593,1.0,0.25616161616161615,0.14047951585159102,0.38888057060215986,1.0,0.28695652173913055,0.1314154987501872
