day,s_mean,s_min,s_max,s_std,i_mean,i_min,i_max,i_std,r_mean,r_min,r_max,r_std,V,T
64,0.0,0,0,0.0,50.8,67,36,7.093886968597139,449.2,464,433,7.09388696859715,0.01,5
65,0.0,0,0,0.0,48.75,66,35,6.879004802346563,451.25,465,434,6.879004802346565,0.01,5
66,0.0,0,0,0.0,46.75,62,33,6.711026656770092,453.25,467,438,6.7110266567701,0.01,5
67,0.0,0,0,0.0,45.05,60,32,6.501553815835258,454.95,468,440,6.501553815835261,0.01,5
68,0.0,0,0,0.0,43.08,59,30,6.332025383283413,456.92,470,441,6.332025383283422,0.01,5
69,0.0,0,0,0.0,41.34,56,28,6.213735193143097,458.66,472,444,6.213735193143099,0.01,5
70,0.0,0,0,0.0,39.68,55,28,6.282700313744339,460.32,472,445,6.282700313744335,0.01,5
71,0.0,0,0,0.0,38.24,54,26,6.144916598294887,461.76,474,446,6.144916598294883,0.01,5
72,0.0,0,0,0.0,36.71,54,26,6.189425651786271,463.29,474,446,6.18942565178628,0.01,5
73,0.0,0,0,0.0,35.31,53,24,6.230740021227111,464.69,476,447,6.230740021227122,0.01,5
74,0.0,0,0,0.0,33.87,52,22,6.04637799584899,466.13,478,448,6.046377995848995,0.01,5
75,0.0,0,0,0.0,32.82,51,21,5.895349990895493,467.18,479,449,5.895349990895497,0.01,5
76,0.0,0,0,0.0,31.66,48,21,5.836527264140082,468.34,479,452,5.836527264140086,0.01,5
77,0.0,0,0,0.0,30.44,46,19,5.731923716776898,469.56,481,454,5.7319237167769055,0.01,5
78,0.0,0,0,0.0,29.09,43,18,5.65345161397134,470.91,482,457,5.6534516139713435,0.01,5
79,0.0,0,0,0.0,28.1,42,16,5.641656035977633,471.9,484,458,5.641656035977629,0.01,5
80,0.0,0,0,0.0,26.96,41,14,5.50283673401384,473.04,486,459,5.50283673401384,0.01,5
81,0.0,0,0,0.0,25.69,39,13,5.277539601217999,474.31,487,461,5.2775396012179945,0.01,5
82,0.0,0,0,0.0,24.55,38,13,5.172528444102603,475.45,487,462,5.172528444102603,0.01,5
83,0.0,0,0,0.0,23.63,38,12,5.17697895602359,476.37,488,462,5.176978956023589,0.01,5
84,0.0,0,0,0.0,22.69,38,11,5.046641047130841,477.31,489,462,5.04664104713084,0.01,5
85,0.0,0,0,0.0,21.73,36,10,4.931561926033479,478.27,490,464,4.9315619260334795,0.01,5
86,0.0,0,0,0.0,20.84,35,10,4.806813346225807,479.16,490,465,4.806813346225809,0.01,5
87,0.0,0,0,0.0,19.97,35,10,4.648134197196926,480.03,490,465,4.648134197196928,0.01,5
88,0.0,0,0,0.0,19.12,33,9,4.438764046739391,480.88,491,467,4.438764046739397,0.01,5
89,0.0,0,0,0.0,18.33,33,8,4.494789351363567,481.67,492,467,4.494789351363573,0.01,5
90,0.0,0,0,0.0,17.55,32,8,4.423022870518681,482.45,492,468,4.423022870518678,0.01,5
91,0.0,0,0,0.0,16.84,29,8,4.230051221124081,483.16,492,471,4.230051221124087,0.01,5
92,0.0,0,0,0.0,16.14,29,7,4.237924020083417,483.86,493,471,4.237924020083417,0.01,5
93,0.0,0,0,0.0,15.43,27,7,3.9854660196693925,484.57,493,473,3.9854660196693943,0.01,5
94,0.0,0,0,0.0,14.86,27,7,3.835032561462125,485.14,493,473,3.835032561462116,0.01,5
95,0.0,0,0,0.0,14.2,25,7,3.6597731342173927,485.8,493,475,3.6597731342174025,0.01,5
96,0.0,0,0,0.0,13.64,23,6,3.6167958362633796,486.36,494,477,3.616795836263377,0.01,5
97,0.0,0,0,0.0,13.22,23,6,3.477430840796874,486.78,494,477,3.477430840796876,0.01,5
