day,s_mean,s_min,s_max,s_std,i_mean,i_min,i_max,i_std,r_mean,r_min,r_max,r_std,V,T
105,24.94,499,0,109.25864226271034,9.4,16,0,3.4289321599553055,465.66,498,1,107.12422883755289,0.03,15
106,24.94,499,0,109.25864226271034,9.02,16,0,3.339327943031519,466.04,498,1,107.21072613306842,0.03,15
107,24.94,499,0,109.25864226271034,8.75,15,0,3.2423180384759087,466.31,498,1,107.2711748304033,0.03,15
108,24.94,499,0,109.25864226271034,8.36,14,0,3.189376304565081,466.7,498,1,107.36113887908485,0.03,15
109,24.94,499,0,109.25864226271034,8.05,14,0,3.0793381159468716,467.01,498,1,107.43064429357823,0.03,15
110,24.94,499,0,109.25864226271034,7.64,13,0,2.996698520072051,467.42,498,1,107.52440925603166,0.03,15
111,24.94,499,0,109.25864226271034,7.34,13,0,2.9583642764066758,467.72,498,1,107.59361251740481,0.03,15
112,24.94,499,0,109.25864226271034,7.11,13,0,2.8986064223897645,467.95,498,1,107.64582545260978,0.03,15
113,24.94,499,0,109.25864226271034,6.9,13,0,2.8727208796757915,468.16,498,1,107.6942660938592,0.03,15
114,24.94,499,0,109.25864226271034,6.56,13,0,2.720368364836652,468.5,499,1,107.76981642989531,0.03,15
115,24.94,499,0,109.25864226271034,6.32,13,0,2.6010099048739743,468.74,499,1,107.82295814449859,0.03,15
116,24.94,499,0,109.25864226271034,6.03,13,0,2.5003232114301066,469.03,499,1,107.8883125264177,0.03,15
117,24.94,499,0,109.25864226271034,5.75,12,0,2.430342703522624,469.31,499,1,107.95207457034071,0.03,15
118,24.94,499,0,109.25864226271034,5.56,12,0,2.379712231138526,469.5,499,1,107.99527673921578,0.03,15
119,24.94,499,0,109.25864226271034,5.34,12,0,2.3016024281734095,469.72,499,1,108.04489153059754,0.03,15
120,24.94,499,0,109.25864226271034,5.09,12,0,2.2206332703109988,469.97,499,1,108.10147262566953,0.03,15
121,24.94,499,0,109.25864226271034,4.93,11,0,2.193908002454142,470.13,499,1,108.13820702315078,0.03,15
122,24.94,499,0,109.25864226271034,4.74,11,0,2.1955878621922786,470.32,500,1,108.18249452296853,0.03,15
123,24.94,499,0,109.25864226271034,4.46,11,0,2.1197484127446193,470.6,500,1,108.24616539735867,0.03,15
124,24.94,499,0,109.25864226271034,4.24,11,0,2.0651998704848173,470.82,500,1,108.29629949748274,0.03,15
125,24.94,499,0,109.25864226271034,4.04,11,0,2.0494887265862287,471.02,500,1,108.34251522860545,0.03,15
126,24.94,499,0,109.25864226271034,3.92,11,0,2.0384188762743336,471.14,500,1,108.37020538017548,0.03,15
127,24.94,499,0,109.25864226271034,3.73,10,0,1.9942087871806922,471.33,500,1,108.41354186911367,0.03,15
128,24.94,499,0,109.25864226271034,3.61,10,0,1.9893402794581794,471.45,500,1,108.44133311276072,0.03,15
129,24.94,499,0,109.25864226271034,3.42,9,0,2.0009088843913823,471.64,500,1,108.48567563591894,0.03,15
130,24.94,499,0,109.25864226271034,3.36,9,0,1.9874352794239587,471.7,500,1,108.49935995714957,0.03,15
131,24.94,499,0,109.25864226271034,3.27,9,0,1.9942087871806917,471.79,500,1,108.52037885237326,0.03,15
132,24.94,499,0,109.25864226271034,3.18,9,0,1.9456244615687135,471.88,500,1,108.54038767931391,0.03,15
133,24.94,499,0,109.25864226271034,3.11,8,0,1.9010629668794257,471.95,500,1,108.55584374929433,0.03,15
134,24.94,499,0,109.25864226271034,2.97,8,0,1.8447577925384444,472.09,500,1,108.58735672445499,0.03,15
135,24.94,499,0,109.25864226271034,2.87,8,0,1.7902936952219644,472.19,500,1,108.60964250214823,0.03,15
136,24.94,499,0,109.25864226271034,2.75,8,0,1.7487369179155587,472.31,500,1,108.63679595028304,0.03,15
137,24.94,499,0,109.25864226271034,2.54,8,0,1.6842706661245617,472.52,500,1,108.68446405661084,0.03,15
138,24.94,499,0,109.25864226271034,2.47,8,0,1.6481088029200701,472.59,500,1,108.70013381274694,0.03,15
139,24.94,499,0,109.25864226271034,2.38,7,0,1.5940546104227742,472.68,500,1,108.72018388431096,0.03,15
140,24.94,499,0,109.25864226271034,2.31,7,0,1.5155423738281573,472.75,500,1,108.73527997439976,0.03,15
141,24.94,499,0,109.25864226271034,2.23,7,0,1.4829332112711313,472.83,500,1,108.75336335214669,0.03,15
142,24.94,499,0,109.25864226271034,2.18,7,0,1.4728519712764512,472.88,500,1,108.76480788537911,0.03,15
143,24.94,499,0,109.25864226271034,2.13,7,0,1.460973800054075,472.93,500,1,108.77622799940148,0.03,15
144,24.94,499,0,109.25864226271034,2.06,6,0,1.4342139648496304,473.0,500,1,108.79208230251488,0.03,15
145,24.94,499,0,109.25864226271034,1.91,6,0,1.40054102100408,473.15,500,1,108.82637223085815,0.03,15
146,24.94,499,0,109.25864226271034,1.87,6,0,1.4045740574381556,473.19,500,1,108.83568330100178,0.03,15
147,24.94,499,0,109.25864226271034,1.82,6,0,1.3661122304783844,473.24,500,1,108.84676653837073,0.03,15
148,24.94,499,0,109.25864226271034,1.69,5,0,1.3385881300154212,473.37,500,1,108.87650821184543,0.03,15
149,24.94,499,0,109.25864226271034,1.64,5,0,1.298950625417582,473.42,500,1,108.8875965703564,0.03,15
150,24.94,499,0,109.25864226271034,1.59,5,0,1.2799542289796257,473.47,500,1,108.8989388786176,0.03,15
151,24.94,499,0,109.25864226271034,1.5,4,0,1.226804998787707,473.56,500,1,108.91914525013591,0.03,15
152,24.94,499,0,109.25864226271034,1.39,4,0,1.1182146665126693,473.67,500,1,108.9434154861035,0.03,15
153,24.94,499,0,109.25864226271034,1.36,4,0,1.1057243158338623,473.7,500,1,108.95022494309738,0.03,15
154,24.94,499,0,109.25864226271034,1.31,4,0,1.0796089827134432,473.75,500,1,108.96152365107436,0.03,15
155,24.94,499,0,109.25864226271034,1.29,4,0,1.0569156575009693,473.77,500,1,108.96592507881913,0.03,15
156,24.94,499,0,109.25864226271034,1.26,4,0,1.021189640971883,473.8,500,1,108.9725199351199,0.03,15
157,24.94,499,0,109.25864226271034,1.22,4,0,0.9906634854551476,473.84,500,1,108.98148485134547,0.03,15
158,24.94,499,0,109.25864226271034,1.15,3,0,0.9252354327740622,473.91,500,1,108.99708966552984,0.03,15
159,24.94,499,0,109.25864226271034,1.08,3,0,0.8608194357762265,473.98,500,1,109.01273950202965,0.03,15
160,24.94,499,0,109.25864226271034,1.06,3,0,0.8506681865665152,474.0,500,1,109.01728155098932,0.03,15
161,24.94,499,0,109.25864226271034,0.99,3,0,0.8468002757856818,474.07,500,1,109.03342597478068,0.03,15
162,24.94,499,0,109.25864226271034,0.93,3,0,0.8439325934114774,474.13,500,1,109.04726572278722,0.03,15
163,24.94,499,0,109.25864226271034,0.93,3,0,0.8439325934114774,474.13,500,1,109.04726572278722,0.03,15
164,24.94,499,0,109.25864226271034,0.92,3,0,0.8490041700769677,474.14,500,1,109.04961524855823,0.03,15
165,24.94,499,0,109.25864226271034,0.87,3,0,0.8367203894378397,474.19,500,1,109.06107037209506,0.03,15
166,24.94,499,0,109.25864226271034,0.83,3,0,0.8047209190618554,474.23,500,1,109.07006875852741,0.03,15
167,24.94,499,0,109.25864226271034,0.82,3,0,0.7962031109832426,474.24,500,1,109.0723159239323,0.03,15
168,24.94,499,0,109.25864226271034,0.79,3,0,0.7823172003862641,474.27,500,1,109.07914418883978,0.03,15
169,24.94,499,0,109.25864226271034,0.76,3,0,0.7669959767057636,474.3,500,1,109.08596369261937,0.03,15
170,24.94,499,0,109.25864226271034,0.75,3,0,0.7703468981143129,474.31,500,1,109.08829664380346,0.03,15
171,24.94,499,0,109.25864226271034,0.73,3,0,0.7766152928775697,474.33,500,1,109.09295961877575,0.03,15
172,24.94,499,0,109.25864226271034,0.69,3,0,0.7479939501726934,474.37,500,1,109.10199611169153,0.03,15
173,24.94,499,0,109.25864226271034,0.66,3,0,0.7137891491854927,474.4,500,1,109.10869383649987,0.03,15
174,24.94,499,0,109.25864226271034,0.64,3,0,0.7038135657640705,474.42,500,1,109.11324670295814,0.03,15
175,24.94,499,0,109.25864226271034,0.62,3,0,0.7075352009660443,474.44,500,1,109.1178882463986,0.03,15
176,24.94,499,0,109.25864226271034,0.61,3,0,0.6947857747012908,474.45,500,1,109.12011498779451,0.03,15
177,24.94,499,0,109.25864226271034,0.59,3,0,0.6830561152391921,474.47,500,1,109.1246581213477,0.03,15
178,24.94,499,0,109.25864226271034,0.58,3,0,0.6843119378491275,474.48,500,1,109.12697450977262,0.03,15
179,24.94,499,0,109.25864226271034,0.55,3,0,0.6571287406727708,474.51,500,1,109.13373271432448,0.03,15
180,24.94,499,0,109.25864226271034,0.55,3,0,0.6571287406727708,474.51,500,1,109.13373271432448,0.03,15
181,24.94,499,0,109.25864226271034,0.53,3,0,0.6583573068132103,474.53,500,1,109.13835672709625,0.03,15
182,24.94,499,0,109.25864226271034,0.52,3,0,0.6432242017658957,474.54,500,1,109.14057472134297,0.03,15
183,24.94,499,0,109.25864226271034,0.47,3,0,0.6269212893420537,474.59,500,1,109.15202029900105,0.03,15
184,24.94,499,0,109.25864226271034,0.45,3,0,0.6092717958449425,474.61,500,1,109.15653619430857,0.03,15
185,24.94,499,0,109.25864226271034,0.42,3,0,0.6060303022726895,474.64,500,1,109.1634415438473,0.03,15
186,24.94,499,0,109.25864226271034,0.42,3,0,0.6060303022726895,474.64,500,1,109.1634415438473,0.03,15
187,24.94,499,0,109.25864226271034,0.39,2,0,0.5666666666666664,474.67,500,1,109.17015307872533,0.03,15
188,24.94,499,0,109.25864226271034,0.39,2,0,0.5666666666666664,474.67,500,1,109.17015307872533,0.03,15
189,24.94,499,0,109.25864226271034,0.39,2,0,0.5666666666666664,474.67,500,1,109.17015307872533,0.03,15
190,24.94,499,0,109.25864226271034,0.39,2,0,0.5666666666666664,474.67,500,1,109.17015307872533,0.03,15
191,24.94,499,0,109.25864226271034,0.38,2,0,0.5646130345536479,474.68,500,1,109.17244999716657,0.03,15
192,24.94,499,0,109.25864226271034,0.36,2,0,0.541602560309064,474.7,500,1,109.17694839390805,0.03,15
193,24.94,499,0,109.25864226271034,0.35,2,0,0.519809599951771,474.71,500,1,109.17914987614056,0.03,15
194,24.94,499,0,109.25864226271034,0.34,2,0,0.5167888418597165,474.72,500,1,109.18144290467808,0.03,15
195,24.94,499,0,109.25864226271034,0.33,2,0,0.5135536717202728,474.73,500,1,109.18373495991962,0.03,15
196,24.94,499,0,109.25864226271034,0.31,2,0,0.5064233865696235,474.75,500,1,109.1883161507603,0.03,15
197,24.94,499,0,109.25864226271034,0.29,2,0,0.4983812179284432,474.77,500,1,109.19289344915254,0.03,15
198,24.94,499,0,109.25864226271034,0.26,2,0,0.4845074558223793,474.8,500,1,109.19975209947071,0.03,15
199,24.94,499,0,109.25864226271034,0.25,2,0,0.4793724854411024,474.81,500,1,109.20203637054918,0.03,15
200,24.94,499,0,109.25864226271034,0.24,2,0,0.47396884353980995,474.82,500,1,109.20431966888226,0.03,15
1,497.85,499,495,0.9885710532241462,2.09,5,0,0.9959006887326575,0.06,2,0,0.2777979790634143,0.03,20
2,495.58,499,489,2.4584630166102595,4.23,11,0,2.407291113482228,0.19,2,0,0.4191140246479061,0.03,20
3,490.64,499,475,5.888732607036231,8.86,25,0,5.747234732521988,0.5,3,0,0.6890192121758831,0.03,20
4,480.18,499,443,12.835698325963868,18.61,52,0,12.191150126798593,1.21,6,0,1.2576633777434927,0.03,20
5,459.84,499,387,25.48785410878497,37.27,102,0,23.95275442291438,2.89,11,0,2.2957800549281844,0.03,20
6,422.42,499,299,47.46336811827953,71.86,188,0,44.11967654670486,5.72,19,0,4.233297542201361,0.03,20
7,361.05,499,201,75.66504804035675,128.32,275,0,69.73990350878141,10.63,27,0,6.732485695221614,0.03,20
8,277.96,499,105,100.67619059904557,203.05,355,0,91.26644033440292,18.99,45,0,10.395701326058095,0.03,20
9,189.94,499,36,111.38066676624328,279.34,405,0,98.52797582515343,30.72,59,1,14.243254650195055,0.03,20
10,114.52,499,13,103.58254211160792,340.49,420,0,88.09848655529407,44.99,77,1,17.955328968967358,0.03,20
11,64.37,499,6,90.08476984249756,374.97,432,0,73.85440974230204,60.66,97,1,20.655040718205015,0.03,20
12,36.23,499,1,79.14643824499424,387.26,428,0,63.75467818049894,76.51,117,1,22.160340860887203,0.03,20
13,21.47,499,0,72.59802916322067,386.23,430,0,58.019302778898464,92.3,139,1,23.509078409771146,0.03,20
14,15.28,499,0,70.44950623881569,376.92,416,0,55.93785873989136,107.8,152,1,24.772500230634126,0.03,20
15,12.31,499,0,70.05621047603579,363.89,421,0,54.77813745860975,123.8,165,1,26.214730996371514,0.03,20
16,11.03,499,0,70.0901951384461,351.21,418,0,53.56017950196608,137.76,180,1,27.460943799211172,0.03,20
17,10.53,499,0,70.14335321325892,337.61,404,0,51.71344802921873,151.86,191,1,28.536356396071948,0.03,20
18,10.27,499,0,70.17436508548911,324.32,389,0,49.72934422217608,165.41,203,1,29.541306468719146,0.03,20
19,10.12,499,0,70.1938556694058,311.39,370,0,48.00460731255203,178.49,221,1,30.997717413520707,0.03,20
20,10.05,499,0,70.20235902105577,298.62,357,0,46.33165028554259,191.33,232,1,32.509533955130735,0.03,20
21,10.04,499,0,70.20373238228892,286.38,341,0,44.45739760737466,203.58,245,1,33.65786863739474,0.03,20
22,10.01,499,0,70.20784367242248,274.69,326,0,42.79188420174267,215.3,258,1,34.96766182828606,0.03,20
23,10.0,499,0,70.20921117156448,263.75,307,0,41.29014728269038,226.25,273,1,36.29129483509896,0.03,20
24,10.0,499,0,70.20921117156448,253.22,297,0,39.73995775569272,236.78,280,1,37.465291681876444,0.03,20
25,10.0,499,0,70.20921117156448,242.92,287,0,38.32837385572525,247.08,288,1,38.74304890407876,0.03,20
26,10.0,499,0,70.20921117156448,233.1,281,0,37.022379254399176,256.9,301,1,40.00719632235878,0.03,20
27,9.99,499,0,70.210577205398,223.84,276,0,35.60181586561693,266.17,307,1,41.038305584569706,0.03,20
28,9.99,499,0,70.210577205398,214.56,263,0,33.996529828852246,275.45,315,1,41.94618365515895,0.03,20
29,9.99,499,0,70.210577205398,206.21,254,0,32.96624995906627,283.8,323,1,43.11366232168034,0.03,20
30,9.99,499,0,70.210577205398,198.09,241,0,31.654094793118272,291.92,334,1,44.01920609291478,0.03,20
31,9.99,499,0,70.210577205398,189.79,231,0,30.349910555174144,300.22,341,1,44.99148741033062,0.03,20
32,9.99,499,0,70.210577205398,182.32,219,0,29.33466939106061,307.69,348,1,45.98016590406843,0.03,20
33,9.99,499,0,70.210577205398,175.2,214,0,28.415389200824663,314.81,354,1,46.954242716616235,0.03,20
34,9.99,499,0,70.210577205398,168.06,208,0,27.45494748518272,321.95,361,1,47.906131911765485,0.03,20
35,9.98,499,0,70.21194177400855,161.19,197,0,26.520316206960494,328.83,365,1,48.81795807183081,0.03,20
36,9.98,499,0,70.21194177400855,154.34,189,0,25.605089456211747,335.68,375,1,49.73523434501476,0.03,20
37,9.98,499,0,70.21194177400855,148.56,184,0,24.81866355398817,341.46,380,1,50.502209172600864,0.03,20
38,9.98,499,0,70.21194177400855,142.61,177,0,23.81532271374033,347.41,385,1,51.201936319130375,0.03,20
39,9.98,499,0,70.21194177400855,136.86,172,0,23.20267313056925,353.16,394,1,52.04576851389574,0.03,20
40,9.98,499,0,70.21194177400855,131.02,161,0,22.454434220474504,359.0,399,1,52.842628949962695,0.03,20
41,9.98,499,0,70.21194177400855,125.77,158,0,21.604739005013396,364.25,402,1,53.48602668459354,0.03,20
42,9.98,499,0,70.21194177400855,120.64,150,0,20.64882905673204,369.38,403,1,54.07211421198118,0.03,20
43,9.98,499,0,70.21194177400855,115.95,145,0,19.975932488569313,374.07,410,1,54.6901751005174,0.03,20
44,9.98,499,0,70.21194177400855,111.46,139,0,19.337209642750334,378.56,412,1,55.28499531582425,0.03,20
45,9.98,499,0,70.21194177400855,107.17,134,0,18.609248813806044,382.85,416,1,55.81487709428826,0.03,20
46,9.98,499,0,70.21194177400855,102.68,132,0,17.9510445378535,387.34,420,1,56.40710966005988,0.03,20
47,9.98,499,0,70.21194177400855,98.74,129,0,17.293438938020117,391.28,422,1,56.90361867387536,0.03,20
48,9.98,499,0,70.21194177400855,95.09,124,0,16.77124463075554,394.93,424,1,57.39184030272364,0.03,20
49,9.98,499,0,70.21194177400855,91.06,116,0,16.213113535192754,398.96,428,1,57.936733170804935,0.03,20
50,9.98,499,0,70.21194177400855,87.48,113,0,15.567695118839248,402.54,431,1,58.38091911893576,0.03,20
51,9.98,499,0,70.21194177400855,83.77,109,0,14.995524584880568,406.25,434,1,58.86972005533861,0.03,20
52,9.98,499,0,70.21194177400855,80.3,107,0,14.5903662695214,409.72,439,1,59.360068882859096,0.03,20
53,9.98,499,0,70.21194177400855,77.15,101,0,14.083714357406215,412.87,440,1,59.77122293302263,0.03,20
54,9.98,499,0,70.21194177400855,74.07,97,0,13.74093273119523,415.95,444,1,60.2092940575547,0.03,20
55,9.98,499,0,70.21194177400855,71.11,94,0,13.456923418032366,418.91,447,1,60.63920374067447,0.03,20
56,9.98,499,0,70.21194177400855,68.11,94,0,13.090126589969028,421.91,449,1,61.05620775196003,0.03,20
57,9.98,499,0,70.21194177400855,65.34,91,0,12.693926011118766,424.68,451,1,61.428759756750125,0.03,20
58,9.98,499,0,70.21194177400855,62.88,88,0,12.439981162089085,427.14,453,1,61.779506915703635,0.03,20
59,9.98,499,0,70.21194177400855,60.56,85,0,12.093340683569982,429.46,457,1,62.08847060298861,0.03,20
60,9.98,499,0,70.21194177400855,58.01,82,0,11.721080896134852,432.01,458,1,62.43016219356756,0.03,20
61,9.98,499,0,70.21194177400855,55.65,79,0,11.082222546297135,434.37,459,1,62.69400676977413,0.03,20
62,9.98,499,0,70.21194177400855,53.37,72,0,10.737129951526132,436.65,461,1,62.99981962456139,0.03,20
63,9.98,499,0,70.21194177400855,51.44,69,0,10.519169610426923,438.58,465,1,63.27129018453916,0.03,20
64,9.98,499,0,70.21194177400855,49.5,67,0,10.256803605510841,440.52,467,1,63.53675147407829,0.03,20
65,9.98,499,0,70.21194177400855,47.41,66,0,10.051478608753152,442.61,469,1,63.83483976385284,0.03,20
66,9.98,499,0,70.21194177400855,45.29,63,0,9.761080210134882,444.73,470,1,64.12391019413786,0.03,20
67,9.98,499,0,70.21194177400855,43.32,61,0,9.252769173265774,446.7,471,1,64.35782231344757,0.03,20
68,9.98,499,0,70.21194177400855,41.44,58,0,8.770151398667846,448.58,471,1,64.58432433257276,0.03,20
69,9.98,499,0,70.21194177400855,39.78,55,0,8.48954199190529,450.24,473,1,64.80555531742631,0.03,20
70,9.98,499,0,70.21194177400855,38.05,52,0,8.3246924898464,451.97,475,1,65.0528076087249,0.03,20
71,9.98,499,0,70.21194177400855,36.61,51,0,8.100249403817166,453.41,478,1,65.2473297568877,0.03,20
72,9.98,499,0,70.21194177400855,35.06,49,0,7.680251468947006,454.96,478,1,65.43574533599175,0.03,20
73,9.98,499,0,70.21194177400855,33.74,49,0,7.379496574765092,456.28,479,1,65.6042743125843,0.03,20
74,9.98,499,0,70.21194177400855,32.5,48,0,7.166842844909911,457.52,480,1,65.77102613452129,0.03,20
75,9.98,499,0,70.21194177400855,31.09,47,0,6.852110196239852,458.93,481,1,65.95334362527448,0.03,20
76,9.98,499,0,70.21194177400855,29.78,45,0,6.756336345097158,460.24,481,1,66.14341931887039,0.03,20
77,9.98,499,0,70.21194177400855,28.63,45,0,6.52215339044436,461.39,482,1,66.29500872477642,0.03,20
78,9.98,499,0,70.21194177400855,27.47,44,0,6.588105290076297,462.55,483,1,66.47766770149434,0.03,20
79,9.98,499,0,70.21194177400855,26.46,41,0,6.361849677030361,463.56,484,1,66.60865961234722,0.03,20
80,9.98,499,0,70.21194177400855,25.44,40,0,6.291440393282147,464.58,485,1,66.7561793001028,0.03,20
81,9.98,499,0,70.21194177400855,24.38,40,0,6.146001410131087,465.64,486,1,66.90254030296532,0.03,20
82,9.98,499,0,70.21194177400855,23.26,38,0,5.9265197513917345,466.76,487,1,67.05133266476673,0.03,20
83,9.98,499,0,70.21194177400855,22.2,36,0,5.738405085848585,467.82,488,1,67.19418264863546,0.03,20
84,9.98,499,0,70.21194177400855,21.26,34,0,5.450641700707812,468.76,488,1,67.31114545920535,0.03,20
85,9.98,499,0,70.21194177400855,20.36,33,0,5.413264665932596,469.66,489,1,67.44278832439906,0.03,20
86,9.98,499,0,70.21194177400855,19.66,32,0,5.358312714979889,470.36,491,1,67.54295602867045,0.03,20
