day,s,i,r,edgecount,suscedgecount
1,499,1,0,1.0,1.0
2,498,1,1,1.0,1.0
3,498,1,1,1.0,1.0
4,498,1,1,1.0,1.0
5,498,1,1,1.0,1.0
6,498,1,1,1.0,1.0
7,497,2,1,1.0,1.0
8,497,2,1,1.0,1.0
9,496,2,2,1.0,1.0
10,495,3,2,1.0,1.0
11,494,3,3,1.0,1.0
12,494,3,3,1.0,1.0
13,493,3,4,1.0,1.0
14,492,3,5,1.0,1.0
15,492,3,5,1.0,1.0
16,492,3,5,1.0,1.0
17,492,3,5,1.0,1.0
18,492,3,5,1.0,1.0
19,491,4,5,0.9991919191919192,0.9998641220244611
20,491,4,5,0.9991919191919192,0.9998641220244611
21,489,5,6,0.9995959595959596,0.9999711973271119
22,488,6,6,0.997979797979798,0.9997700113556475
23,485,9,6,0.9939393939393939,0.9981662850542232
24,481,10,9,0.9959595959595959,0.9989808293924481
25,476,14,10,0.9890909090909091,0.9965855453060424
26,471,17,12,0.9886868686868687,0.9951268311822148
27,467,20,13,0.9890909090909091,0.9947534058081026
28,461,24,15,0.9802020202020202,0.9917257387361681
29,452,30,18,0.9664646464646465,0.984853950056577
30,443,37,20,0.964040404040404,0.9833163582916149
31,435,43,22,0.9563636363636364,0.9801285466648246
32,423,53,24,0.9385858585858586,0.9700829853529993
33,412,64,24,0.9127272727272727,0.9557855623936149
34,398,74,28,0.8860606060606061,0.9378432693602771
35,387,79,34,0.8816161616161616,0.9336666718475967
36,372,91,37,0.863030303030303,0.9179492688434968
37,350,105,45,0.8363636363636363,0.8814812667132661
38,329,122,49,0.8282828282828283,0.8633792707434806
39,311,133,56,0.8133333333333334,0.8324163234056076
40,294,145,61,0.8048484848484848,0.8048318625646382
41,268,164,68,0.8105050505050505,0.7838334283000351
42,247,179,74,0.8145454545454546,0.7621141450969149
43,238,180,82,0.8214141414141414,0.7580232835154638
44,224,187,89,0.8290909090909091,0.7467540007925674
45,202,206,92,0.8424242424242424,0.7389362004220537
46,192,206,102,0.8711111111111111,0.7682147680314441
47,182,208,110,0.877979797979798,0.7659886476633827
48,162,219,119,0.8868686868686869,0.7554321183790966
49,154,224,122,0.8896969696969697,0.7501683345145828
50,147,213,140,0.9006060606060606,0.7654243799475805
51,134,215,151,0.9111111111111111,0.7595240105226936
52,126,210,164,0.9248484848484848,0.7835116317959454
