day,s,i,r,edgecount,suscedgecount
1,998,2,0,0.9998769230769231,0.9999872193801486
2,989,10,1,0.9946666666666667,0.9979539755416167
3,967,31,2,0.9552410256410256,0.9787064745860459
4,922,75,3,0.8985435897435897,0.9458942721838585
5,852,137,11,0.8291282051282052,0.8911263415868702
6,740,239,21,0.756225641025641,0.7882657185127085
7,586,374,40,0.7606564102564103,0.7100694243666629
8,410,532,58,0.8104615384615385,0.6456077569526171
9,258,653,89,0.8773333333333333,0.6147252762558792
10,154,730,116,0.9232820512820513,0.5802676755242784
11,104,742,154,0.9475692307692307,0.570025453732964
12,64,751,185,0.9670974358974359,0.5595857227895296
13,49,730,221,0.9750153846153846,0.5578387618111738
14,31,721,248,0.9842051282051282,0.56642524315838
15,23,707,270,0.9883897435897436,0.5666737953674527
16,20,690,290,0.9899897435897436,0.5666665798539408
17,16,677,307,0.9920820512820513,0.5630280901372914
18,15,654,331,0.9926974358974359,0.5729545592043738
19,8,636,356,0.996225641025641,0.5696943105508179
20,8,611,381,0.9963897435897436,0.5885831994397067
21,5,590,405,0.9979897435897436,0.6133333333333334
22,4,565,431,0.9984820512820513,0.6366666666666667
23,3,548,449,0.9989743589743589,0.6755555555555556
24,2,520,478,0.9993846153846154,0.7
25,2,503,495,0.9993846153846154,0.7
26,2,485,513,0.999425641025641,0.72
27,2,465,533,0.999425641025641,0.72
28,2,440,558,0.999425641025641,0.72
29,1,421,578,0.9997538461538461,0.76
30,1,402,597,0.9997538461538461,0.76
31,1,388,611,0.9997948717948718,0.8
32,1,372,627,0.9999179487179487,0.92
33,1,356,643,0.9999179487179487,0.92
34,1,346,653,0.9999179487179487,0.92
35,1,331,668,0.9999179487179487,0.92
36,1,317,682,0.9999179487179487,0.92
37,1,305,694,0.9999179487179487,0.92
38,1,292,707,0.9999179487179487,0.92
39,1,279,720,0.9999179487179487,0.92
40,1,269,730,0.9999179487179487,0.92
41,1,257,742,0.9999179487179487,0.92
42,1,250,749,0.9999179487179487,0.92
43,1,242,757,0.9999179487179487,0.92
44,1,236,763,0.9999179487179487,0.92
45,1,225,774,0.9999179487179487,0.92
46,1,218,781,0.9999589743589744,0.96
47,1,206,793,0.9999589743589744,0.96
48,1,201,798,0.9999589743589744,0.96
49,1,192,807,0.9999589743589744,0.96
50,1,183,816,0.9999589743589744,0.96
51,1,180,819,0.9999589743589744,0.96
52,1,170,829,0.9999589743589744,0.96
53,1,160,839,0.9999589743589744,0.96
54,1,155,844,0.9999589743589744,0.96
55,1,149,850,0.9999589743589744,0.96
56,1,148,851,0.9999589743589744,0.96
57,1,142,857,0.9999589743589744,0.96
58,1,139,860,0.9999589743589744,0.96
59,1,134,865,0.9999589743589744,0.96
60,1,129,870,0.9999589743589744,0.96
61,1,123,876,0.9999589743589744,0.96
62,1,122,877,0.9999589743589744,0.96
63,1,115,884,0.9999589743589744,0.96
64,1,112,887,1.0,1.0
65,1,106,893,1.0,1.0
66,1,100,899,1.0,1.0
67,1,100,899,1.0,1.0
68,1,94,905,1.0,1.0
69,1,91,908,1.0,1.0
70,0,88,912,1.0,
71,0,82,918,1.0,
72,0,79,921,1.0,
73,0,76,924,1.0,
74,0,70,930,1.0,
75,0,67,933,1.0,
76,0,66,934,1.0,
77,0,64,936,1.0,
78,0,61,939,1.0,
79,0,57,943,1.0,
80,0,56,944,1.0,
81,0,53,947,1.0,
82,0,52,948,1.0,
83,0,49,951,1.0,
84,0,45,955,1.0,
85,0,44,956,1.0,
86,0,42,958,1.0,
87,0,40,960,1.0,
88,0,36,964,1.0,
89,0,33,967,1.0,
90,0,32,968,1.0,
91,0,32,968,1.0,
92,0,30,970,1.0,
93,0,28,972,1.0,
94,0,27,973,1.0,
95,0,26,974,1.0,
96,0,24,976,1.0,
97,0,23,977,1.0,
98,0,22,978,1.0,
99,0,22,978,1.0,
100,0,22,978,1.0,
101,0,21,979,1.0,
102,0,19,981,1.0,
103,0,18,982,1.0,
104,0,18,982,1.0,
105,0,18,982,1.0,
106,0,18,982,1.0,
107,0,17,983,1.0,
108,0,17,983,1.0,
109,0,17,983,1.0,
110,0,17,983,1.0,
111,0,17,983,1.0,
112,0,17,983,1.0,
113,0,16,984,1.0,
114,0,16,984,1.0,
115,0,15,985,1.0,
116,0,13,987,1.0,
117,0,12,988,1.0,
118,0,12,988,1.0,
119,0,12,988,1.0,
120,0,8,992,1.0,
121,0,8,992,1.0,
122,0,7,993,1.0,
123,0,6,994,1.0,
124,0,6,994,1.0,
125,0,6,994,1.0,
126,0,6,994,1.0,
127,0,6,994,1.0,
128,0,6,994,1.0,
129,0,5,995,1.0,
130,0,5,995,1.0,
131,0,5,995,1.0,
132,0,5,995,1.0,
133,0,5,995,1.0,
134,0,5,995,1.0,
135,0,5,995,1.0,
136,0,5,995,1.0,
137,0,5,995,1.0,
138,0,5,995,1.0,
139,0,4,996,1.0,
140,0,4,996,1.0,
141,0,4,996,1.0,
142,0,4,996,1.0,
143,0,4,996,1.0,
144,0,4,996,1.0,
145,0,4,996,1.0,
146,0,4,996,1.0,
147,0,3,997,1.0,
148,0,3,997,1.0,
149,0,3,997,1.0,
150,0,3,997,1.0,
151,0,3,997,1.0,
152,0,3,997,1.0,
153,0,3,997,1.0,
154,0,3,997,1.0,
155,0,3,997,1.0,
156,0,3,997,1.0,
157,0,3,997,1.0,
158,0,2,998,1.0,
159,0,1,999,1.0,
160,0,1,999,1.0,
161,0,1,999,1.0,
162,0,1,999,1.0,
163,0,1,999,1.0,
164,0,1,999,1.0,
165,0,1,999,1.0,
166,0,1,999,1.0,
167,0,1,999,1.0,
168,0,1,999,1.0,
169,0,1,999,1.0,
170,0,1,999,1.0,
171,0,1,999,1.0,
172,0,1,999,1.0,
173,0,1,999,1.0,
174,0,1,999,1.0,
175,0,1,999,1.0,
176,0,1,999,1.0,
177,0,1,999,1.0,
178,0,1,999,1.0,
179,0,1,999,1.0,
180,0,1,999,1.0,
181,0,1,999,1.0,
182,0,1,999,1.0,
183,0,1,999,1.0,
184,0,1,999,1.0,
185,0,1,999,1.0,
186,0,1,999,1.0,
187,0,1,999,1.0,
188,0,1,999,1.0,
189,0,1,999,1.0,
190,0,1,999,1.0,
191,0,0,1000,1.0,
192,0,0,1000,1.0,
193,0,0,1000,1.0,
194,0,0,1000,1.0,
195,0,0,1000,1.0,
196,0,0,1000,1.0,
197,0,0,1000,1.0,
198,0,0,1000,1.0,
199,0,0,1000,1.0,
200,0,0,1000,1.0,
1,996,4,0,0.9984,1.0
2,987,13,0,0.9878153846153847,0.9956034071347051
3,958,39,3,0.9536410256410256,0.978503402684535
4,895,97,8,0.8663384615384615,0.9246978142877536
5,808,178,14,0.7911384615384616,0.8483277380733608
6,692,279,29,0.7542974358974359,0.7672691417310256
7,522,432,46,0.7711589743589744,0.6796550951764183
8,360,571,69,0.8299076923076923,0.6265492510487131
9,229,681,90,0.8889846153846154,0.5984371354900359
10,142,741,117,0.9276717948717949,0.5671335572729639
11,83,771,146,0.9570051282051282,0.5518290552748746
12,53,771,176,0.9725128205128205,0.5486712307207672
13,34,759,207,0.9823179487179488,0.5420668628380796
14,24,734,242,0.9875692307692308,0.5350519635322488
15,17,718,265,0.9913435897435897,0.5438198021667695
16,15,698,287,0.9923692307692308,0.541490131266506
17,11,682,307,0.994625641025641,0.5498713721567798
18,7,660,333,0.9965948717948718,0.5561848785341515
19,4,633,363,0.9981538461538462,0.5716565497070881
20,4,604,392,0.9982358974358975,0.5908986916956901
21,3,579,418,0.9987282051282051,0.6139159586839603
22,3,556,441,0.9988102564102564,0.6386558555264481
23,3,535,462,0.9988102564102564,0.6386558555264481
24,2,524,474,0.9992205128205128,0.6501095114720444
25,2,501,497,0.9992205128205128,0.6501095114720444
26,2,480,518,0.9992615384615384,0.6679772147471748
27,2,459,539,0.9992615384615384,0.6679772147471748
28,2,434,564,0.9992615384615384,0.6679772147471748
29,1,408,591,0.9996307692307692,0.6789727244549472
30,1,398,601,0.9996307692307692,0.6789727244549472
31,1,379,620,0.9996307692307692,0.6789727244549472
32,1,360,639,0.9996307692307692,0.6789727244549472
33,1,344,655,0.9996717948717949,0.7147081310052075
34,1,329,670,0.9996717948717949,0.7147081310052075
35,0,311,689,1.0,
36,0,299,701,1.0,
37,0,290,710,1.0,
38,0,284,716,1.0,
39,0,269,731,1.0,
40,0,254,746,1.0,
41,0,243,757,1.0,
42,0,232,768,1.0,
43,0,224,776,1.0,
44,0,219,781,1.0,
45,0,209,791,1.0,
46,0,201,799,1.0,
47,0,195,805,1.0,
48,0,187,813,1.0,
49,0,180,820,1.0,
50,0,174,826,1.0,
51,0,167,833,1.0,
52,0,158,842,1.0,
53,0,152,848,1.0,
54,0,146,854,1.0,
55,0,139,861,1.0,
56,0,134,866,1.0,
57,0,129,871,1.0,
58,0,123,877,1.0,
59,0,117,883,1.0,
60,0,112,888,1.0,
61,0,106,894,1.0,
62,0,97,903,1.0,
63,0,95,905,1.0,
64,0,93,907,1.0,
65,0,91,909,1.0,
66,0,91,909,1.0,
67,0,85,915,1.0,
68,0,81,919,1.0,
69,0,77,923,1.0,
70,0,75,925,1.0,
71,0,69,931,1.0,
72,0,68,932,1.0,
73,0,63,937,1.0,
74,0,62,938,1.0,
75,0,60,940,1.0,
76,0,56,944,1.0,
77,0,55,945,1.0,
78,0,53,947,1.0,
79,0,48,952,1.0,
80,0,47,953,1.0,
81,0,45,955,1.0,
82,0,43,957,1.0,
83,0,39,961,1.0,
84,0,38,962,1.0,
85,0,37,963,1.0,
86,0,36,964,1.0,
87,0,34,966,1.0,
88,0,33,967,1.0,
89,0,32,968,1.0,
90,0,29,971,1.0,
91,0,28,972,1.0,
92,0,26,974,1.0,
93,0,25,975,1.0,
94,0,25,975,1.0,
95,0,23,977,1.0,
96,0,21,979,1.0,
97,0,21,979,1.0,
98,0,21,979,1.0,
99,0,21,979,1.0,
100,0,20,980,1.0,
101,0,19,981,1.0,
102,0,19,981,1.0,
103,0,19,981,1.0,
104,0,18,982,1.0,
105,0,16,984,1.0,
106,0,15,985,1.0,
107,0,15,985,1.0,
108,0,14,986,1.0,
109,0,14,986,1.0,
110,0,14,986,1.0,
111,0,13,987,1.0,
112,0,13,987,1.0,
113,0,11,989,1.0,
114,0,9,991,1.0,
115,0,8,992,1.0,
116,0,8,992,1.0,
117,0,8,992,1.0,
118,0,8,992,1.0,
119,0,8,992,1.0,
120,0,8,992,1.0,
121,0,8,992,1.0,
122,0,7,993,1.0,
123,0,7,993,1.0,
124,0,7,993,1.0,
125,0,6,994,1.0,
126,0,6,994,1.0,
127,0,6,994,1.0,
128,0,6,994,1.0,
129,0,6,994,1.0,
130,0,6,994,1.0,
131,0,6,994,1.0,
132,0,5,995,1.0,
133,0,3,997,1.0,
134,0,3,997,1.0,
135,0,3,997,1.0,
136,0,3,997,1.0,
137,0,3,997,1.0,
138,0,2,998,1.0,
139,0,2,998,1.0,
140,0,2,998,1.0,
141,0,2,998,1.0,
142,0,2,998,1.0,
143,0,2,998,1.0,
144,0,2,998,1.0,
145,0,2,998,1.0,
146,0,2,998,1.0,
147,0,2,998,1.0,
