day,s,i,r,edgecount,suscedgecount
1,498,1,1,1.0,1.0
2,497,1,2,1.0,1.0
3,494,4,2,0.9935454545454545,0.9967330224532842
4,489,9,2,0.9847272727272727,0.9922564585388538
5,481,16,3,0.9682727272727273,0.9835524406049927
6,463,34,3,0.9363636363636364,0.965834911391719
7,443,53,4,0.9031818181818182,0.945618141726783
8,406,87,7,0.8553636363636363,0.9111125211462506
9,370,123,7,0.8147272727272727,0.8750456745280646
10,306,179,15,0.7917272727272727,0.8297405526694462
11,243,230,27,0.7930909090909091,0.7865482001007215
12,179,285,36,0.823,0.7507709367869636
13,122,332,46,0.878,0.7470520568011
14,75,364,61,0.9303636363636364,0.7644997264440895
15,30,392,78,0.9821818181818182,0.8491095366052825
16,9,396,95,0.9976363636363637,0.9316689070612306
17,2,386,112,0.9994545454545455,0.9294019933554818
18,0,370,130,1.0,
19,0,354,146,1.0,
20,0,342,158,1.0,
21,0,330,170,1.0,
22,0,322,178,1.0,
23,0,309,191,1.0,
24,0,298,202,1.0,
25,0,284,216,1.0,
26,0,272,228,1.0,
27,0,263,237,1.0,
28,0,253,247,1.0,
29,0,243,257,1.0,
30,0,237,263,1.0,
31,0,228,272,1.0,
32,0,223,277,1.0,
33,0,217,283,1.0,
34,0,208,292,1.0,
35,0,202,298,1.0,
36,0,189,311,1.0,
37,0,179,321,1.0,
38,0,169,331,1.0,
39,0,162,338,1.0,
40,0,154,346,1.0,
41,0,147,353,1.0,
42,0,146,354,1.0,
43,0,138,362,1.0,
44,0,127,373,1.0,
45,0,123,377,1.0,
46,0,115,385,1.0,
47,0,109,391,1.0,
48,0,106,394,1.0,
49,0,103,397,1.0,
50,0,99,401,1.0,
51,0,95,405,1.0,
52,0,91,409,1.0,
53,0,87,413,1.0,
54,0,80,420,1.0,
55,0,78,422,1.0,
56,0,77,423,1.0,
57,0,75,425,1.0,
58,0,73,427,1.0,
59,0,68,432,1.0,
60,0,64,436,1.0,
61,0,61,439,1.0,
62,0,56,444,1.0,
63,0,55,445,1.0,
64,0,53,447,1.0,
65,0,52,448,1.0,
66,0,49,451,1.0,
67,0,47,453,1.0,
68,0,45,455,1.0,
69,0,43,457,1.0,
70,0,41,459,1.0,
71,0,38,462,1.0,
72,0,37,463,1.0,
73,0,36,464,1.0,
74,0,35,465,1.0,
75,0,35,465,1.0,
76,0,35,465,1.0,
77,0,32,468,1.0,
78,0,31,469,1.0,
79,0,30,470,1.0,
80,0,29,471,1.0,
81,0,27,473,1.0,
82,0,25,475,1.0,
83,0,23,477,1.0,
84,0,23,477,1.0,
85,0,22,478,1.0,
86,0,21,479,1.0,
87,0,20,480,1.0,
88,0,19,481,1.0,
89,0,18,482,1.0,
90,0,18,482,1.0,
91,0,17,483,1.0,
92,0,17,483,1.0,
93,0,15,485,1.0,
94,0,13,487,1.0,
95,0,13,487,1.0,
96,0,13,487,1.0,
97,0,13,487,1.0,
98,0,13,487,1.0,
99,0,13,487,1.0,
100,0,13,487,1.0,
101,0,12,488,1.0,
102,0,12,488,1.0,
103,0,12,488,1.0,
104,0,11,489,1.0,
105,0,10,490,1.0,
106,0,10,490,1.0,
107,0,10,490,1.0,
108,0,10,490,1.0,
109,0,9,491,1.0,
110,0,9,491,1.0,
111,0,9,491,1.0,
112,0,9,491,1.0,
113,0,9,491,1.0,
114,0,9,491,1.0,
115,0,9,491,1.0,
116,0,9,491,1.0,
117,0,9,491,1.0,
118,0,9,491,1.0,
119,0,8,492,1.0,
120,0,8,492,1.0,
121,0,7,493,1.0,
122,0,7,493,1.0,
123,0,7,493,1.0,
124,0,7,493,1.0,
125,0,7,493,1.0,
126,0,7,493,1.0,
127,0,7,493,1.0,
128,0,7,493,1.0,
129,0,7,493,1.0,
130,0,7,493,1.0,
131,0,7,493,1.0,
132,0,7,493,1.0,
133,0,7,493,1.0,
134,0,7,493,1.0,
135,0,6,494,1.0,
136,0,6,494,1.0,
137,0,5,495,1.0,
138,0,5,495,1.0,
139,0,5,495,1.0,
140,0,5,495,1.0,
141,0,5,495,1.0,
142,0,5,495,1.0,
143,0,4,496,1.0,
144,0,4,496,1.0,
145,0,2,498,1.0,
146,0,2,498,1.0,
147,0,2,498,1.0,
148,0,1,499,1.0,
149,0,1,499,1.0,
150,0,1,499,1.0,
151,0,1,499,1.0,
152,0,1,499,1.0,
153,0,0,500,1.0,
154,0,0,500,1.0,
155,0,0,500,1.0,
156,0,0,500,1.0,
157,0,0,500,1.0,
158,0,0,500,1.0,
159,0,0,500,1.0,
160,0,0,500,1.0,
161,0,0,500,1.0,
162,0,0,500,1.0,
163,0,0,500,1.0,
164,0,0,500,1.0,
165,0,0,500,1.0,
166,0,0,500,1.0,
167,0,0,500,1.0,
168,0,0,500,1.0,
169,0,0,500,1.0,
170,0,0,500,1.0,
171,0,0,500,1.0,
172,0,0,500,1.0,
173,0,0,500,1.0,
174,0,0,500,1.0,
175,0,0,500,1.0,
176,0,0,500,1.0,
177,0,0,500,1.0,
178,0,0,500,1.0,
179,0,0,500,1.0,
180,0,0,500,1.0,
181,0,0,500,1.0,
182,0,0,500,1.0,
183,0,0,500,1.0,
184,0,0,500,1.0,
185,0,0,500,1.0,
186,0,0,500,1.0,
187,0,0,500,1.0,
188,0,0,500,1.0,
189,0,0,500,1.0,
190,0,0,500,1.0,
191,0,0,500,1.0,
192,0,0,500,1.0,
193,0,0,500,1.0,
194,0,0,500,1.0,
195,0,0,500,1.0,
196,0,0,500,1.0,
197,0,0,500,1.0,
198,0,0,500,1.0,
199,0,0,500,1.0,
200,0,0,500,1.0,
1,496,4,0,0.9928181818181818,1.0
2,489,11,0,0.9814545454545455,0.9941385351375849
3,480,19,1,0.9633636363636363,0.9845132967469538
4,460,39,1,0.9259090909090909,0.9632250113921687
5,432,64,4,0.8783636363636363,0.9329555489356028
6,397,96,7,0.8279090909090909,0.8948658917900623
7,345,147,8,0.7687272727272727,0.8352580109653086
8,294,191,15,0.7503636363636363,0.790016339880656
9,224,249,27,0.7782727272727272,0.7541680136074083
10,167,289,44,0.8256363636363636,0.7399475945910107
11,103,337,60,0.9004545454545455,0.7582879215496635
12,37,390,73,0.98,0.8640605213782883
13,5,402,93,0.9978181818181818,0.8905040585415853
14,0,388,112,1.0,
15,0,373,127,1.0,
16,0,358,142,1.0,
17,0,337,163,1.0,
18,0,321,179,1.0,
19,0,305,195,1.0,
20,0,286,214,1.0,
21,0,277,223,1.0,
22,0,264,236,1.0,
23,0,253,247,1.0,
24,0,247,253,1.0,
25,0,241,259,1.0,
26,0,235,265,1.0,
27,0,226,274,1.0,
28,0,218,282,1.0,
29,0,209,291,1.0,
30,0,202,298,1.0,
31,0,193,307,1.0,
32,0,182,318,1.0,
33,0,172,328,1.0,
34,0,168,332,1.0,
35,0,162,338,1.0,
36,0,157,343,1.0,
37,0,150,350,1.0,
38,0,142,358,1.0,
39,0,137,363,1.0,
40,0,131,369,1.0,
41,0,122,378,1.0,
42,0,116,384,1.0,
43,0,110,390,1.0,
44,0,106,394,1.0,
45,0,103,397,1.0,
46,0,98,402,1.0,
47,0,94,406,1.0,
48,0,91,409,1.0,
49,0,88,412,1.0,
50,0,82,418,1.0,
51,0,80,420,1.0,
52,0,77,423,1.0,
53,0,73,427,1.0,
54,0,70,430,1.0,
55,0,66,434,1.0,
56,0,60,440,1.0,
57,0,58,442,1.0,
58,0,57,443,1.0,
59,0,57,443,1.0,
60,0,56,444,1.0,
61,0,53,447,1.0,
62,0,49,451,1.0,
63,0,49,451,1.0,
64,0,46,454,1.0,
65,0,44,456,1.0,
66,0,43,457,1.0,
67,0,43,457,1.0,
68,0,38,462,1.0,
69,0,37,463,1.0,
70,0,37,463,1.0,
71,0,36,464,1.0,
72,0,35,465,1.0,
73,0,35,465,1.0,
74,0,33,467,1.0,
75,0,32,468,1.0,
76,0,31,469,1.0,
77,0,31,469,1.0,
78,0,30,470,1.0,
79,0,29,471,1.0,
80,0,29,471,1.0,
81,0,26,474,1.0,
82,0,24,476,1.0,
83,0,22,478,1.0,
84,0,21,479,1.0,
85,0,21,479,1.0,
86,0,19,481,1.0,
87,0,19,481,1.0,
88,0,16,484,1.0,
89,0,15,485,1.0,
90,0,15,485,1.0,
91,0,14,486,1.0,
92,0,14,486,1.0,
93,0,14,486,1.0,
94,0,11,489,1.0,
95,0,11,489,1.0,
96,0,11,489,1.0,
97,0,9,491,1.0,
98,0,9,491,1.0,
99,0,9,491,1.0,
100,0,9,491,1.0,
101,0,9,491,1.0,
102,0,9,491,1.0,
103,0,8,492,1.0,
104,0,8,492,1.0,
105,0,7,493,1.0,
106,0,7,493,1.0,
107,0,7,493,1.0,
108,0,7,493,1.0,
109,0,7,493,1.0,
110,0,7,493,1.0,
111,0,7,493,1.0,
112,0,7,493,1.0,
113,0,7,493,1.0,
114,0,7,493,1.0,
115,0,7,493,1.0,
116,0,7,493,1.0,
117,0,7,493,1.0,
118,0,6,494,1.0,
119,0,6,494,1.0,
120,0,6,494,1.0,
121,0,5,495,1.0,
122,0,5,495,1.0,
123,0,5,495,1.0,
124,0,4,496,1.0,
125,0,4,496,1.0,
126,0,4,496,1.0,
127,0,4,496,1.0,
128,0,4,496,1.0,
129,0,4,496,1.0,
130,0,3,497,1.0,
131,0,3,497,1.0,
132,0,3,497,1.0,
133,0,3,497,1.0,
134,0,3,497,1.0,
135,0,3,497,1.0,
136,0,3,497,1.0,
137,0,3,497,1.0,
138,0,3,497,1.0,
139,0,3,497,1.0,
140,0,3,497,1.0,
141,0,3,497,1.0,
142,0,3,497,1.0,
143,0,3,497,1.0,
144,0,3,497,1.0,
145,0,2,498,1.0,
146,0,2,498,1.0,
147,0,2,498,1.0,
148,0,2,498,1.0,
149,0,2,498,1.0,
150,0,2,498,1.0,
151,0,2,498,1.0,
152,0,2,498,1.0,
153,0,1,499,1.0,
154,0,1,499,1.0,
155,0,1,499,1.0,
156,0,1,499,1.0,
157,0,1,499,1.0,
158,0,1,499,1.0,
159,0,1,499,1.0,
160,0,1,499,1.0,
