,day,s,s,s,i,i,i,r,r,r,edgecount,edgecount,edgecount,suscedgecount,suscedgecount,suscedgecount,ped
,,mean,max,min,mean,max,min,mean,max,min,mean,max,min,mean,max,min,
0,1,499.0,499,499,1.0,1,1,0.0,0,0,1.0,1.0,1.0,0.9988207547169811,1.0,0.9952830188679245,0.001
1,2,499.0,499,499,1.0,1,1,0.0,0,0,1.0,1.0,1.0,0.9988207547169811,1.0,0.9952830188679245,0.001
2,3,499.0,499,499,1.0,1,1,0.0,0,0,1.0,1.0,1.0,0.9988207547169811,1.0,0.9952830188679245,0.001
3,4,499.0,499,499,1.0,1,1,0.0,0,0,1.0,1.0,1.0,0.9988207547169811,1.0,0.9952830188679245,0.001
4,5,499.0,499,499,1.0,1,1,0.0,0,0,1.0,1.0,1.0,0.9988207547169811,1.0,0.9952830188679245,0.001
5,6,498.95,499,498,1.0,2,0,0.05,1,0,1.0,1.0,1.0,0.9986843600818368,1.0,0.9925551261650376,0.001
6,7,498.95,499,498,1.0,2,0,0.05,1,0,1.0,1.0,1.0,0.9986843600818368,1.0,0.9925551261650376,0.001
7,8,498.95,499,498,0.9,2,0,0.15,1,0,1.0,1.0,1.0,0.9986843600818368,1.0,0.9925551261650376,0.001
8,9,498.95,499,498,0.85,2,0,0.2,1,0,1.0,1.0,1.0,0.9986843600818368,1.0,0.9925551261650376,0.001
9,10,498.95,499,498,0.75,2,0,0.3,1,0,1.0,1.0,1.0,0.9986843600818368,1.0,0.9925551261650376,0.001
10,11,498.95,499,498,0.65,2,0,0.4,1,0,1.0,1.0,1.0,0.9986843600818368,1.0,0.9925551261650376,0.001
11,12,498.95,499,498,0.65,2,0,0.4,1,0,1.0,1.0,1.0,0.9986843600818368,1.0,0.9925551261650376,0.001
12,13,498.95,499,498,0.55,2,0,0.5,1,0,1.0,1.0,1.0,0.9986843600818368,1.0,0.9925551261650376,0.001
13,14,498.95,499,498,0.5,2,0,0.55,1,0,1.0,1.0,1.0,0.9986843600818368,1.0,0.9925551261650376,0.001
14,15,498.9,499,498,0.5,2,0,0.6,1,0,1.0,1.0,1.0,0.9985479654466923,1.0,0.9925551261650376,0.001
15,16,498.9,499,498,0.45,2,0,0.65,1,0,1.0,1.0,1.0,0.9985479654466923,1.0,0.9925551261650376,0.001
16,17,498.9,499,498,0.45,2,0,0.65,1,0,1.0,1.0,1.0,0.9985479654466923,1.0,0.9925551261650376,0.001
17,18,498.9,499,498,0.4,2,0,0.7,1,0,1.0,1.0,1.0,0.9985479654466923,1.0,0.9925551261650376,0.001
18,19,498.9,499,498,0.4,2,0,0.7,1,0,1.0,1.0,1.0,0.9985479654466923,1.0,0.9925551261650376,0.001
19,20,498.9,499,498,0.35,2,0,0.75,1,0,1.0,1.0,1.0,0.9985479654466923,1.0,0.9925551261650376,0.001
20,21,498.9,499,498,0.3,1,0,0.8,1,0,1.0,1.0,1.0,0.9985479654466923,1.0,0.9925551261650376,0.001
21,22,498.9,499,498,0.25,1,0,0.85,1,0,1.0,1.0,1.0,0.9985479654466923,1.0,0.9925551261650376,0.001
22,23,498.9,499,498,0.25,1,0,0.85,1,0,1.0,1.0,1.0,0.9985479654466923,1.0,0.9925551261650376,0.001
23,24,498.9,499,498,0.25,1,0,0.85,1,0,1.0,1.0,1.0,0.9985479654466923,1.0,0.9925551261650376,0.001
24,25,498.9,499,498,0.25,1,0,0.85,1,0,1.0,1.0,1.0,0.9985479654466923,1.0,0.9925551261650376,0.001
25,26,498.85,499,498,0.3,2,0,0.85,1,0,1.0,1.0,1.0,0.998411570811548,1.0,0.9925551261650376,0.001
26,27,498.85,499,498,0.3,2,0,0.85,1,0,1.0,1.0,1.0,0.998411570811548,1.0,0.9925551261650376,0.001
27,28,498.85,499,498,0.3,2,0,0.85,1,0,1.0,1.0,1.0,0.998411570811548,1.0,0.9925551261650376,0.001
28,29,498.85,499,498,0.3,2,0,0.85,1,0,1.0,1.0,1.0,0.998411570811548,1.0,0.9925551261650376,0.001
29,30,498.85,499,498,0.3,2,0,0.85,1,0,1.0,1.0,1.0,0.998411570811548,1.0,0.9925551261650376,0.001
30,31,498.85,499,498,0.3,2,0,0.85,1,0,1.0,1.0,1.0,0.998411570811548,1.0,0.9925551261650376,0.001
31,32,498.8,499,497,0.35,3,0,0.85,1,0,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
32,33,498.8,499,497,0.35,3,0,0.85,1,0,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
33,34,498.8,499,497,0.35,3,0,0.85,1,0,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
34,35,498.8,499,497,0.25,2,0,0.95,2,0,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
35,36,498.8,499,497,0.25,2,0,0.95,2,0,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
36,37,498.8,499,497,0.25,2,0,0.95,2,0,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
37,38,498.8,499,497,0.25,2,0,0.95,2,0,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
38,39,498.8,499,497,0.25,2,0,0.95,2,0,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
39,40,498.8,499,497,0.25,2,0,0.95,2,0,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
40,41,498.8,499,497,0.15,1,0,1.05,2,0,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
41,42,498.8,499,497,0.1,1,0,1.1,2,1,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
42,43,498.8,499,497,0.05,1,0,1.15,2,1,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
43,44,498.8,499,497,0.05,1,0,1.15,2,1,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
44,45,498.8,499,497,0.05,1,0,1.15,2,1,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
45,46,498.8,499,497,0.05,1,0,1.15,2,1,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
46,47,498.8,499,497,0.05,1,0,1.15,2,1,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
47,48,498.8,499,497,0.05,1,0,1.15,2,1,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
48,49,498.8,499,497,0.05,1,0,1.15,2,1,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
49,50,498.8,499,497,0.05,1,0,1.15,2,1,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
50,51,498.8,499,497,0.05,1,0,1.15,2,1,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
51,52,498.8,499,497,0.05,1,0,1.15,2,1,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
52,53,498.8,499,497,0.05,1,0,1.15,2,1,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
53,54,498.8,499,497,0.05,1,0,1.15,2,1,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
54,55,498.8,499,497,0.05,1,0,1.15,2,1,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
55,56,498.8,499,497,0.05,1,0,1.15,2,1,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
56,57,498.8,499,497,0.05,1,0,1.15,2,1,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
57,58,498.8,499,497,0.05,1,0,1.15,2,1,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
58,59,498.8,499,497,0.05,1,0,1.15,2,1,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
59,60,498.8,499,497,0.05,1,0,1.15,2,1,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
60,61,498.8,499,497,0.05,1,0,1.15,2,1,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
61,62,498.8,499,497,0.05,1,0,1.15,2,1,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
62,63,498.8,499,497,0.05,1,0,1.15,2,1,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
63,64,498.8,499,497,0.05,1,0,1.15,2,1,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
64,65,498.8,499,497,0.05,1,0,1.15,2,1,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
65,66,498.8,499,497,0.05,1,0,1.15,2,1,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
66,67,498.8,499,497,0.05,1,0,1.15,2,1,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
67,68,498.8,499,497,0.05,1,0,1.15,2,1,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
68,69,498.8,499,497,0.05,1,0,1.15,2,1,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
69,70,498.8,499,497,0.05,1,0,1.15,2,1,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
70,71,498.8,499,497,0.05,1,0,1.15,2,1,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
71,72,498.8,499,497,0.05,1,0,1.15,2,1,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
72,73,498.8,499,497,0.05,1,0,1.15,2,1,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
73,74,498.8,499,497,0.05,1,0,1.15,2,1,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
74,75,498.8,499,497,0.05,1,0,1.15,2,1,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
75,76,498.8,499,497,0.05,1,0,1.15,2,1,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
76,77,498.8,499,497,0.05,1,0,1.15,2,1,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
77,78,498.8,499,497,0.05,1,0,1.15,2,1,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
78,79,498.8,499,497,0.05,1,0,1.15,2,1,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
79,80,498.8,499,497,0.05,1,0,1.15,2,1,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
80,81,498.8,499,497,0.05,1,0,1.15,2,1,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
81,82,498.8,499,497,0.05,1,0,1.15,2,1,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
82,83,498.8,499,497,0.05,1,0,1.15,2,1,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
83,84,498.8,499,497,0.05,1,0,1.15,2,1,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
84,85,498.8,499,497,0.05,1,0,1.15,2,1,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
85,86,498.8,499,497,0.05,1,0,1.15,2,1,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
86,87,498.8,499,497,0.05,1,0,1.15,2,1,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
87,88,498.8,499,497,0.05,1,0,1.15,2,1,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
88,89,498.8,499,497,0.05,1,0,1.15,2,1,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
89,90,498.8,499,497,0.05,1,0,1.15,2,1,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
90,91,498.8,499,497,0.05,1,0,1.15,2,1,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
91,92,498.8,499,497,0.05,1,0,1.15,2,1,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
92,93,498.8,499,497,0.05,1,0,1.15,2,1,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
93,94,498.8,499,497,0.05,1,0,1.15,2,1,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
94,95,498.8,499,497,0.05,1,0,1.15,2,1,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
95,96,498.8,499,497,0.05,1,0,1.15,2,1,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
96,97,498.8,499,497,0.05,1,0,1.15,2,1,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
97,98,498.8,499,497,0.05,1,0,1.15,2,1,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
98,99,498.8,499,497,0.05,1,0,1.15,2,1,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
99,100,498.8,499,497,0.05,1,0,1.15,2,1,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
100,101,498.8,499,497,0.05,1,0,1.15,2,1,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
101,102,498.8,499,497,0.05,1,0,1.15,2,1,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
102,103,498.8,499,497,0.05,1,0,1.15,2,1,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
103,104,498.8,499,497,0.05,1,0,1.15,2,1,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
104,105,498.8,499,497,0.05,1,0,1.15,2,1,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
105,106,498.8,499,497,0.05,1,0,1.15,2,1,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
106,107,498.8,499,497,0.05,1,0,1.15,2,1,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
107,108,498.8,499,497,0.05,1,0,1.15,2,1,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
108,109,498.8,499,497,0.05,1,0,1.15,2,1,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
109,110,498.8,499,497,0.05,1,0,1.15,2,1,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
110,111,498.8,499,497,0.05,1,0,1.15,2,1,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
111,112,498.8,499,497,0.05,1,0,1.15,2,1,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
112,113,498.8,499,497,0.05,1,0,1.15,2,1,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
113,114,498.8,499,497,0.05,1,0,1.15,2,1,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
114,115,498.8,499,497,0.05,1,0,1.15,2,1,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
115,116,498.8,499,497,0.05,1,0,1.15,2,1,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
116,117,498.8,499,497,0.05,1,0,1.15,2,1,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
117,118,498.8,499,497,0.05,1,0,1.15,2,1,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
118,119,498.8,499,497,0.05,1,0,1.15,2,1,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
119,120,498.8,499,497,0.05,1,0,1.15,2,1,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
120,121,498.8,499,497,0.05,1,0,1.15,2,1,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
121,122,498.8,499,497,0.05,1,0,1.15,2,1,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
122,123,498.8,499,497,0.05,1,0,1.15,2,1,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
123,124,498.8,499,497,0.05,1,0,1.15,2,1,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
124,125,498.8,499,497,0.05,1,0,1.15,2,1,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
125,126,498.8,499,497,0.05,1,0,1.15,2,1,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
126,127,498.8,499,497,0.05,1,0,1.15,2,1,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
127,128,498.8,499,497,0.0,0,0,1.2,3,1,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
128,129,498.8,499,497,0.0,0,0,1.2,3,1,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
129,130,498.8,499,497,0.0,0,0,1.2,3,1,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
130,131,498.8,499,497,0.0,0,0,1.2,3,1,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
131,132,498.8,499,497,0.0,0,0,1.2,3,1,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
132,133,498.8,499,497,0.0,0,0,1.2,3,1,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
133,134,498.8,499,497,0.0,0,0,1.2,3,1,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
134,135,498.8,499,497,0.0,0,0,1.2,3,1,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
135,136,498.8,499,497,0.0,0,0,1.2,3,1,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
136,137,498.8,499,497,0.0,0,0,1.2,3,1,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
137,138,498.8,499,497,0.0,0,0,1.2,3,1,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
138,139,498.8,499,497,0.0,0,0,1.2,3,1,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
139,140,498.8,499,497,0.0,0,0,1.2,3,1,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
140,141,498.8,499,497,0.0,0,0,1.2,3,1,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
141,142,498.8,499,497,0.0,0,0,1.2,3,1,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
142,143,498.8,499,497,0.0,0,0,1.2,3,1,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
143,144,498.8,499,497,0.0,0,0,1.2,3,1,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
144,145,498.8,499,497,0.0,0,0,1.2,3,1,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
145,146,498.8,499,497,0.0,0,0,1.2,3,1,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
146,147,498.8,499,497,0.0,0,0,1.2,3,1,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
147,148,498.8,499,497,0.0,0,0,1.2,3,1,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
148,149,498.8,499,497,0.0,0,0,1.2,3,1,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
149,150,498.8,499,497,0.0,0,0,1.2,3,1,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
150,151,498.8,499,497,0.0,0,0,1.2,3,1,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
151,152,498.8,499,497,0.0,0,0,1.2,3,1,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
152,153,498.8,499,497,0.0,0,0,1.2,3,1,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
153,154,498.8,499,497,0.0,0,0,1.2,3,1,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
154,155,498.8,499,497,0.0,0,0,1.2,3,1,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
155,156,498.8,499,497,0.0,0,0,1.2,3,1,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
156,157,498.8,499,497,0.0,0,0,1.2,3,1,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
157,158,498.8,499,497,0.0,0,0,1.2,3,1,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
158,159,498.8,499,497,0.0,0,0,1.2,3,1,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
159,160,498.8,499,497,0.0,0,0,1.2,3,1,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
160,161,498.8,499,497,0.0,0,0,1.2,3,1,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
161,162,498.8,499,497,0.0,0,0,1.2,3,1,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
162,163,498.8,499,497,0.0,0,0,1.2,3,1,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
163,164,498.8,499,497,0.0,0,0,1.2,3,1,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
164,165,498.8,499,497,0.0,0,0,1.2,3,1,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
165,166,498.8,499,497,0.0,0,0,1.2,3,1,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
166,167,498.8,499,497,0.0,0,0,1.2,3,1,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
167,168,498.8,499,497,0.0,0,0,1.2,3,1,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
168,169,498.8,499,497,0.0,0,0,1.2,3,1,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
169,170,498.8,499,497,0.0,0,0,1.2,3,1,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
170,171,498.8,499,497,0.0,0,0,1.2,3,1,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
171,172,498.8,499,497,0.0,0,0,1.2,3,1,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
172,173,498.8,499,497,0.0,0,0,1.2,3,1,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
173,174,498.8,499,497,0.0,0,0,1.2,3,1,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
174,175,498.8,499,497,0.0,0,0,1.2,3,1,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
175,176,498.8,499,497,0.0,0,0,1.2,3,1,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
176,177,498.8,499,497,0.0,0,0,1.2,3,1,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
177,178,498.8,499,497,0.0,0,0,1.2,3,1,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
178,179,498.8,499,497,0.0,0,0,1.2,3,1,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
179,180,498.8,499,497,0.0,0,0,1.2,3,1,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
180,181,498.8,499,497,0.0,0,0,1.2,3,1,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
181,182,498.8,499,497,0.0,0,0,1.2,3,1,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
182,183,498.8,499,497,0.0,0,0,1.2,3,1,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
183,184,498.8,499,497,0.0,0,0,1.2,3,1,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
184,185,498.8,499,497,0.0,0,0,1.2,3,1,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
185,186,498.8,499,497,0.0,0,0,1.2,3,1,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
186,187,498.8,499,497,0.0,0,0,1.2,3,1,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
187,188,498.8,499,497,0.0,0,0,1.2,3,1,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
188,189,498.8,499,497,0.0,0,0,1.2,3,1,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
189,190,498.8,499,497,0.0,0,0,1.2,3,1,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
190,191,498.8,499,497,0.0,0,0,1.2,3,1,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
191,192,498.8,499,497,0.0,0,0,1.2,3,1,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
192,193,498.8,499,497,0.0,0,0,1.2,3,1,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
193,194,498.8,499,497,0.0,0,0,1.2,3,1,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
194,195,498.8,499,497,0.0,0,0,1.2,3,1,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
195,196,498.8,499,497,0.0,0,0,1.2,3,1,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
196,197,498.8,499,497,0.0,0,0,1.2,3,1,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
197,198,498.8,499,497,0.0,0,0,1.2,3,1,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
198,199,498.8,499,497,0.0,0,0,1.2,3,1,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
199,200,498.8,499,497,0.0,0,0,1.2,3,1,1.0,1.0,1.0,0.9982746273046326,1.0,0.9898162560267264,0.001
200,1,498.85,499,498,1.1,2,0,0.05,1,0,1.0,1.0,1.0,0.9973490234228839,1.0,0.9957843797550451,0.002
201,2,498.8,499,498,1.1,2,0,0.1,1,0,1.0,1.0,1.0,0.9972935219137418,1.0,0.9957843797550451,0.002
202,3,498.8,499,498,1.0,2,0,0.2,1,0,1.0,1.0,1.0,0.9972935219137418,1.0,0.9957843797550451,0.002
203,4,498.75,499,497,1.0,3,0,0.25,1,0,1.0,1.0,1.0,0.9972377970584863,1.0,0.9946698826499369,0.002
204,5,498.75,499,497,1.0,3,0,0.25,1,0,1.0,1.0,1.0,0.9972377970584863,1.0,0.9946698826499369,0.002
205,6,498.6,499,497,1.05,3,0,0.35,1,0,1.0,1.0,1.0,0.9970712925310599,1.0,0.9946698826499369,0.002
206,7,498.6,499,497,0.95,3,0,0.45,1,0,1.0,1.0,1.0,0.9970712925310599,1.0,0.9946698826499369,0.002
207,8,498.6,499,497,0.95,3,0,0.45,1,0,1.0,1.0,1.0,0.9970712925310599,1.0,0.9946698826499369,0.002
208,9,498.6,499,497,0.9,3,0,0.5,1,0,1.0,1.0,1.0,0.9970712925310599,1.0,0.9946698826499369,0.002
209,10,498.55,499,497,0.95,3,0,0.5,1,0,1.0,1.0,1.0,0.9970157910219177,1.0,0.9946698826499369,0.002
