,day,s,s,s,i,i,i,r,r,r,edgecount,edgecount,edgecount,suscedgecount,suscedgecount,suscedgecount,ped
,,mean,max,min,mean,max,min,mean,max,min,mean,max,min,mean,max,min,
18891,92,0.0,0,0,16.75,23,11,483.25,489,477,1.0,1.0,1.0,,,,0.095
18892,93,0.0,0,0,16.15,22,10,483.85,490,478,1.0,1.0,1.0,,,,0.095
18893,94,0.0,0,0,15.4,20,10,484.6,490,480,1.0,1.0,1.0,,,,0.095
18894,95,0.0,0,0,15.0,20,10,485.0,490,480,1.0,1.0,1.0,,,,0.095
18895,96,0.0,0,0,14.85,20,10,485.15,490,480,1.0,1.0,1.0,,,,0.095
18896,97,0.0,0,0,14.3,20,10,485.7,490,480,1.0,1.0,1.0,,,,0.095
18897,98,0.0,0,0,13.7,19,9,486.3,491,481,1.0,1.0,1.0,,,,0.095
18898,99,0.0,0,0,13.05,19,8,486.95,492,481,1.0,1.0,1.0,,,,0.095
18899,100,0.0,0,0,12.3,19,8,487.7,492,481,1.0,1.0,1.0,,,,0.095
18900,101,0.0,0,0,11.45,17,7,488.55,493,483,1.0,1.0,1.0,,,,0.095
18901,102,0.0,0,0,10.85,17,7,489.15,493,483,1.0,1.0,1.0,,,,0.095
18902,103,0.0,0,0,10.55,17,6,489.45,494,483,1.0,1.0,1.0,,,,0.095
18903,104,0.0,0,0,10.05,17,4,489.95,496,483,1.0,1.0,1.0,,,,0.095
18904,105,0.0,0,0,9.75,15,4,490.25,496,485,1.0,1.0,1.0,,,,0.095
18905,106,0.0,0,0,9.45,15,4,490.55,496,485,1.0,1.0,1.0,,,,0.095
18906,107,0.0,0,0,9.05,15,4,490.95,496,485,1.0,1.0,1.0,,,,0.095
18907,108,0.0,0,0,8.85,13,4,491.15,496,487,1.0,1.0,1.0,,,,0.095
18908,109,0.0,0,0,8.4,13,4,491.6,496,487,1.0,1.0,1.0,,,,0.095
18909,110,0.0,0,0,8.15,12,4,491.85,496,488,1.0,1.0,1.0,,,,0.095
18910,111,0.0,0,0,7.8,12,3,492.2,497,488,1.0,1.0,1.0,,,,0.095
18911,112,0.0,0,0,7.5,12,3,492.5,497,488,1.0,1.0,1.0,,,,0.095
18912,113,0.0,0,0,7.15,11,2,492.85,498,489,1.0,1.0,1.0,,,,0.095
18913,114,0.0,0,0,6.95,11,2,493.05,498,489,1.0,1.0,1.0,,,,0.095
18914,115,0.0,0,0,6.8,10,2,493.2,498,490,1.0,1.0,1.0,,,,0.095
18915,116,0.0,0,0,6.6,9,2,493.4,498,491,1.0,1.0,1.0,,,,0.095
18916,117,0.0,0,0,6.15,9,2,493.85,498,491,1.0,1.0,1.0,,,,0.095
18917,118,0.0,0,0,6.1,9,2,493.9,498,491,1.0,1.0,1.0,,,,0.095
18918,119,0.0,0,0,6.0,9,2,494.0,498,491,1.0,1.0,1.0,,,,0.095
18919,120,0.0,0,0,5.6,9,2,494.4,498,491,1.0,1.0,1.0,,,,0.095
18920,121,0.0,0,0,5.45,8,2,494.55,498,492,1.0,1.0,1.0,,,,0.095
18921,122,0.0,0,0,5.35,8,2,494.65,498,492,1.0,1.0,1.0,,,,0.095
18922,123,0.0,0,0,5.1,8,2,494.9,498,492,1.0,1.0,1.0,,,,0.095
18923,124,0.0,0,0,5.1,8,2,494.9,498,492,1.0,1.0,1.0,,,,0.095
18924,125,0.0,0,0,4.95,8,2,495.05,498,492,1.0,1.0,1.0,,,,0.095
18925,126,0.0,0,0,4.8,8,2,495.2,498,492,1.0,1.0,1.0,,,,0.095
18926,127,0.0,0,0,4.55,7,2,495.45,498,493,1.0,1.0,1.0,,,,0.095
18927,128,0.0,0,0,4.25,7,2,495.75,498,493,1.0,1.0,1.0,,,,0.095
18928,129,0.0,0,0,4.1,7,1,495.9,499,493,1.0,1.0,1.0,,,,0.095
18929,130,0.0,0,0,4.0,7,1,496.0,499,493,1.0,1.0,1.0,,,,0.095
18930,131,0.0,0,0,3.8,7,0,496.2,500,493,1.0,1.0,1.0,,,,0.095
18931,132,0.0,0,0,3.7,7,0,496.3,500,493,1.0,1.0,1.0,,,,0.095
18932,133,0.0,0,0,3.5,7,0,496.5,500,493,1.0,1.0,1.0,,,,0.095
18933,134,0.0,0,0,3.5,7,0,496.5,500,493,1.0,1.0,1.0,,,,0.095
18934,135,0.0,0,0,3.35,7,0,496.65,500,493,1.0,1.0,1.0,,,,0.095
18935,136,0.0,0,0,3.3,7,0,496.7,500,493,1.0,1.0,1.0,,,,0.095
18936,137,0.0,0,0,3.2,7,0,496.8,500,493,1.0,1.0,1.0,,,,0.095
18937,138,0.0,0,0,3.2,7,0,496.8,500,493,1.0,1.0,1.0,,,,0.095
18938,139,0.0,0,0,3.05,6,0,496.95,500,494,1.0,1.0,1.0,,,,0.095
18939,140,0.0,0,0,3.05,6,0,496.95,500,494,1.0,1.0,1.0,,,,0.095
18940,141,0.0,0,0,2.85,6,0,497.15,500,494,1.0,1.0,1.0,,,,0.095
18941,142,0.0,0,0,2.55,6,0,497.45,500,494,1.0,1.0,1.0,,,,0.095
18942,143,0.0,0,0,2.15,6,0,497.85,500,494,1.0,1.0,1.0,,,,0.095
18943,144,0.0,0,0,2.1,6,0,497.9,500,494,1.0,1.0,1.0,,,,0.095
18944,145,0.0,0,0,2.1,6,0,497.9,500,494,1.0,1.0,1.0,,,,0.095
18945,146,0.0,0,0,1.95,6,0,498.05,500,494,1.0,1.0,1.0,,,,0.095
18946,147,0.0,0,0,1.85,6,0,498.15,500,494,1.0,1.0,1.0,,,,0.095
18947,148,0.0,0,0,1.85,6,0,498.15,500,494,1.0,1.0,1.0,,,,0.095
18948,149,0.0,0,0,1.8,6,0,498.2,500,494,1.0,1.0,1.0,,,,0.095
18949,150,0.0,0,0,1.75,5,0,498.25,500,495,1.0,1.0,1.0,,,,0.095
18950,151,0.0,0,0,1.55,4,0,498.45,500,496,1.0,1.0,1.0,,,,0.095
18951,152,0.0,0,0,1.5,4,0,498.5,500,496,1.0,1.0,1.0,,,,0.095
18952,153,0.0,0,0,1.5,4,0,498.5,500,496,1.0,1.0,1.0,,,,0.095
18953,154,0.0,0,0,1.45,4,0,498.55,500,496,1.0,1.0,1.0,,,,0.095
18954,155,0.0,0,0,1.45,4,0,498.55,500,496,1.0,1.0,1.0,,,,0.095
18955,156,0.0,0,0,1.3,4,0,498.7,500,496,1.0,1.0,1.0,,,,0.095
18956,157,0.0,0,0,1.2,4,0,498.8,500,496,1.0,1.0,1.0,,,,0.095
18957,158,0.0,0,0,1.1,4,0,498.9,500,496,1.0,1.0,1.0,,,,0.095
18958,159,0.0,0,0,1.1,4,0,498.9,500,496,1.0,1.0,1.0,,,,0.095
18959,160,0.0,0,0,1.05,4,0,498.95,500,496,1.0,1.0,1.0,,,,0.095
18960,161,0.0,0,0,1.0,3,0,499.0,500,497,1.0,1.0,1.0,,,,0.095
18961,162,0.0,0,0,0.9,3,0,499.1,500,497,1.0,1.0,1.0,,,,0.095
18962,163,0.0,0,0,0.9,3,0,499.1,500,497,1.0,1.0,1.0,,,,0.095
18963,164,0.0,0,0,0.9,3,0,499.1,500,497,1.0,1.0,1.0,,,,0.095
18964,165,0.0,0,0,0.8,3,0,499.2,500,497,1.0,1.0,1.0,,,,0.095
18965,166,0.0,0,0,0.8,3,0,499.2,500,497,1.0,1.0,1.0,,,,0.095
18966,167,0.0,0,0,0.7,3,0,499.3,500,497,1.0,1.0,1.0,,,,0.095
18967,168,0.0,0,0,0.7,3,0,499.3,500,497,1.0,1.0,1.0,,,,0.095
18968,169,0.0,0,0,0.7,3,0,499.3,500,497,1.0,1.0,1.0,,,,0.095
18969,170,0.0,0,0,0.7,3,0,499.3,500,497,1.0,1.0,1.0,,,,0.095
18970,171,0.0,0,0,0.7,3,0,499.3,500,497,1.0,1.0,1.0,,,,0.095
18971,172,0.0,0,0,0.7,3,0,499.3,500,497,1.0,1.0,1.0,,,,0.095
18972,173,0.0,0,0,0.65,3,0,499.35,500,497,1.0,1.0,1.0,,,,0.095
18973,174,0.0,0,0,0.6,3,0,499.4,500,497,1.0,1.0,1.0,,,,0.095
18974,175,0.0,0,0,0.55,3,0,499.45,500,497,1.0,1.0,1.0,,,,0.095
18975,176,0.0,0,0,0.5,2,0,499.5,500,498,1.0,1.0,1.0,,,,0.095
18976,177,0.0,0,0,0.45,2,0,499.55,500,498,1.0,1.0,1.0,,,,0.095
18977,178,0.0,0,0,0.45,2,0,499.55,500,498,1.0,1.0,1.0,,,,0.095
18978,179,0.0,0,0,0.45,2,0,499.55,500,498,1.0,1.0,1.0,,,,0.095
18979,180,0.0,0,0,0.45,2,0,499.55,500,498,1.0,1.0,1.0,,,,0.095
18980,181,0.0,0,0,0.45,2,0,499.55,500,498,1.0,1.0,1.0,,,,0.095
18981,182,0.0,0,0,0.45,2,0,499.55,500,498,1.0,1.0,1.0,,,,0.095
18982,183,0.0,0,0,0.4,2,0,499.6,500,498,1.0,1.0,1.0,,,,0.095
18983,184,0.0,0,0,0.4,2,0,499.6,500,498,1.0,1.0,1.0,,,,0.095
18984,185,0.0,0,0,0.4,2,0,499.6,500,498,1.0,1.0,1.0,,,,0.095
18985,186,0.0,0,0,0.4,2,0,499.6,500,498,1.0,1.0,1.0,,,,0.095
18986,187,0.0,0,0,0.4,2,0,499.6,500,498,1.0,1.0,1.0,,,,0.095
18987,188,0.0,0,0,0.4,2,0,499.6,500,498,1.0,1.0,1.0,,,,0.095
18988,189,0.0,0,0,0.35,2,0,499.65,500,498,1.0,1.0,1.0,,,,0.095
18989,190,0.0,0,0,0.35,2,0,499.65,500,498,1.0,1.0,1.0,,,,0.095
18990,191,0.0,0,0,0.35,2,0,499.65,500,498,1.0,1.0,1.0,,,,0.095
18991,192,0.0,0,0,0.35,2,0,499.65,500,498,1.0,1.0,1.0,,,,0.095
18992,193,0.0,0,0,0.3,2,0,499.7,500,498,1.0,1.0,1.0,,,,0.095
18993,194,0.0,0,0,0.3,2,0,499.7,500,498,1.0,1.0,1.0,,,,0.095
18994,195,0.0,0,0,0.3,2,0,499.7,500,498,1.0,1.0,1.0,,,,0.095
18995,196,0.0,0,0,0.25,2,0,499.75,500,498,1.0,1.0,1.0,,,,0.095
18996,197,0.0,0,0,0.25,2,0,499.75,500,498,1.0,1.0,1.0,,,,0.095
18997,198,0.0,0,0,0.25,2,0,499.75,500,498,1.0,1.0,1.0,,,,0.095
18998,199,0.0,0,0,0.25,2,0,499.75,500,498,1.0,1.0,1.0,,,,0.095
18999,200,0.0,0,0,0.25,2,0,499.75,500,498,1.0,1.0,1.0,,,,0.095
19000,1,496.8,499,494,3.05,6,1,0.15,1,0,0.9985857046070461,1.0,0.9947493224932249,0.9993019191949504,1.0,0.99742382103175,0.096
19001,2,490.7,497,480,8.85,20,3,0.45,2,0,0.9888719512195122,0.9991531165311653,0.9636686991869918,0.9943555986642153,0.9996172476854039,0.9812542860430093,0.096
19002,3,476.6,494,446,22.2,54,6,1.2,3,0,0.9581046747967479,0.9952574525745257,0.8786415989159891,0.9778176179667705,0.9977075865874568,0.9327672460588595,0.096
19003,4,452.75,486,403,44.1,92,13,3.15,6,0,0.9042809959349594,0.9819613821138211,0.7959857723577236,0.9462048637968626,0.9909023309311825,0.873587928661796,0.096
19004,5,416.5,471,351,76.8,135,27,6.7,14,2,0.831372798102981,0.944359756097561,0.7349254742547425,0.8962251545871587,0.9707453719451637,0.8095245657905026,0.096
19005,6,373.55,440,296,115.0,186,56,11.45,19,4,0.7679623983739838,0.8731368563685636,0.7129065040650406,0.8403091967679753,0.928396399817488,0.7528040748496497,0.096
19006,7,320.1,401,220,162.35,255,91,17.55,26,7,0.7348323170731709,0.7921747967479674,0.7068089430894309,0.7854115580780625,0.8708750175712489,0.7342204334107647,0.096
19007,8,251.15,350,120,222.6,342,135,26.25,41,13,0.7615811314363145,0.9220020325203252,0.7101117886178862,0.753842693955135,0.8146964949737586,0.7324190219800333,0.096
19008,9,168.55,295,39,294.0,409,183,37.45,56,17,0.8512279810298102,0.9862804878048781,0.7168868563685636,0.7764876203042191,0.8908527672248414,0.7314879209236586,0.096
19009,10,87.6,216,10,358.95,427,247,53.45,75,33,0.9392022357723577,0.9957655826558266,0.7821815718157181,0.8255005783839009,0.8994359084750879,0.7336703674248715,0.096
19010,11,35.7,134,2,395.95,429,315,68.35,95,50,0.9804539295392953,0.9989837398373984,0.8963414634146342,0.8419272500464862,0.9135364999295112,0.7853784164674333,0.096
19011,12,11.85,62,1,403.6,422,374,84.55,112,64,0.99375,0.9998306233062331,0.9680724932249323,0.8052198715531695,0.9545454545454546,0.6176470588235294,0.096
19012,13,3.6,25,0,395.0,413,371,101.4,129,82,0.997632960704607,1.0,0.9868733062330624,0.754915623440696,1.0,0.5661846496106786,0.096
19013,14,1.6,10,0,381.65,402,360,116.75,140,96,0.9987593157181571,1.0,0.9941565040650406,0.7165727810196872,0.8796690307328605,0.5517241379310345,0.096
19014,15,0.6,2,0,367.65,389,342,131.75,157,110,0.9994029471544715,1.0,0.9978827913279132,0.6392382118936779,0.8222222222222222,0.5357142857142857,0.096
19015,16,0.4,2,0,353.85,379,328,145.75,171,120,0.9995892615176152,1.0,0.9978827913279132,0.6616560818904913,0.8222222222222222,0.6060606060606061,0.096
19016,17,0.25,1,0,338.5,359,320,161.25,179,140,0.9997332317073171,1.0,0.9988990514905149,0.6428161312371838,0.6842105263157895,0.6060606060606061,0.096
19017,18,0.15,1,0,324.5,351,306,175.35,193,149,0.9998348577235772,1.0,0.9988990514905149,0.6245069745069745,0.6388888888888888,0.6060606060606061,0.096
19018,19,0.1,1,0,310.95,340,290,188.95,209,160,0.9998899051490515,1.0,0.9988990514905149,0.6224747474747474,0.6388888888888888,0.6060606060606061,0.096
19019,20,0.1,1,0,299.8,328,283,200.1,216,172,0.9998899051490515,1.0,0.9988990514905149,0.6224747474747474,0.6388888888888888,0.6060606060606061,0.096
19020,21,0.1,1,0,287.4,313,267,212.5,232,187,0.9998899051490515,1.0,0.9988990514905149,0.6224747474747474,0.6388888888888888,0.6060606060606061,0.096
19021,22,0.05,1,0,275.7,300,257,224.25,243,200,0.99994918699187,1.0,0.9989837398373984,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.096
19022,23,0.0,0,0,263.85,287,248,236.15,252,213,1.0,1.0,1.0,,,,0.096
19023,24,0.0,0,0,254.15,272,235,245.85,265,228,1.0,1.0,1.0,,,,0.096
19024,25,0.0,0,0,245.2,264,224,254.8,276,236,1.0,1.0,1.0,,,,0.096
19025,26,0.0,0,0,235.0,255,215,265.0,285,245,1.0,1.0,1.0,,,,0.096
19026,27,0.0,0,0,225.2,249,203,274.8,297,251,1.0,1.0,1.0,,,,0.096
19027,28,0.0,0,0,215.6,238,193,284.4,307,262,1.0,1.0,1.0,,,,0.096
19028,29,0.0,0,0,206.8,229,184,293.2,316,271,1.0,1.0,1.0,,,,0.096
19029,30,0.0,0,0,199.2,222,180,300.8,320,278,1.0,1.0,1.0,,,,0.096
19030,31,0.0,0,0,190.5,215,171,309.5,329,285,1.0,1.0,1.0,,,,0.096
19031,32,0.0,0,0,182.3,206,168,317.7,332,294,1.0,1.0,1.0,,,,0.096
19032,33,0.0,0,0,174.9,199,162,325.1,338,301,1.0,1.0,1.0,,,,0.096
19033,34,0.0,0,0,166.85,193,153,333.15,347,307,1.0,1.0,1.0,,,,0.096
19034,35,0.0,0,0,160.75,186,146,339.25,354,314,1.0,1.0,1.0,,,,0.096
19035,36,0.0,0,0,154.1,176,139,345.9,361,324,1.0,1.0,1.0,,,,0.096
19036,37,0.0,0,0,148.25,171,131,351.75,369,329,1.0,1.0,1.0,,,,0.096
19037,38,0.0,0,0,143.0,168,124,357.0,376,332,1.0,1.0,1.0,,,,0.096
19038,39,0.0,0,0,137.25,161,119,362.75,381,339,1.0,1.0,1.0,,,,0.096
19039,40,0.0,0,0,130.9,154,111,369.1,389,346,1.0,1.0,1.0,,,,0.096
19040,41,0.0,0,0,126.3,151,106,373.7,394,349,1.0,1.0,1.0,,,,0.096
19041,42,0.0,0,0,120.8,142,102,379.2,398,358,1.0,1.0,1.0,,,,0.096
19042,43,0.0,0,0,115.6,137,93,384.4,407,363,1.0,1.0,1.0,,,,0.096
19043,44,0.0,0,0,110.85,134,89,389.15,411,366,1.0,1.0,1.0,,,,0.096
19044,45,0.0,0,0,106.9,129,88,393.1,412,371,1.0,1.0,1.0,,,,0.096
19045,46,0.0,0,0,102.9,121,86,397.1,414,379,1.0,1.0,1.0,,,,0.096
19046,47,0.0,0,0,99.35,121,82,400.65,418,379,1.0,1.0,1.0,,,,0.096
19047,48,0.0,0,0,96.65,119,81,403.35,419,381,1.0,1.0,1.0,,,,0.096
19048,49,0.0,0,0,93.25,115,76,406.75,424,385,1.0,1.0,1.0,,,,0.096
19049,50,0.0,0,0,89.7,112,74,410.3,426,388,1.0,1.0,1.0,,,,0.096
19050,51,0.0,0,0,85.25,106,68,414.75,432,394,1.0,1.0,1.0,,,,0.096
19051,52,0.0,0,0,82.8,100,66,417.2,434,400,1.0,1.0,1.0,,,,0.096
19052,53,0.0,0,0,78.7,93,62,421.3,438,407,1.0,1.0,1.0,,,,0.096
19053,54,0.0,0,0,75.35,91,59,424.65,441,409,1.0,1.0,1.0,,,,0.096
19054,55,0.0,0,0,72.5,90,55,427.5,445,410,1.0,1.0,1.0,,,,0.096
19055,56,0.0,0,0,68.8,83,51,431.2,449,417,1.0,1.0,1.0,,,,0.096
19056,57,0.0,0,0,66.0,80,48,434.0,452,420,1.0,1.0,1.0,,,,0.096
19057,58,0.0,0,0,63.4,76,47,436.6,453,424,1.0,1.0,1.0,,,,0.096
19058,59,0.0,0,0,60.75,73,45,439.25,455,427,1.0,1.0,1.0,,,,0.096
19059,60,0.0,0,0,58.25,71,45,441.75,455,429,1.0,1.0,1.0,,,,0.096
19060,61,0.0,0,0,56.1,68,43,443.9,457,432,1.0,1.0,1.0,,,,0.096
19061,62,0.0,0,0,53.7,65,41,446.3,459,435,1.0,1.0,1.0,,,,0.096
19062,63,0.0,0,0,51.7,64,40,448.3,460,436,1.0,1.0,1.0,,,,0.096
19063,64,0.0,0,0,49.6,60,38,450.4,462,440,1.0,1.0,1.0,,,,0.096
19064,65,0.0,0,0,47.6,59,36,452.4,464,441,1.0,1.0,1.0,,,,0.096
19065,66,0.0,0,0,45.5,56,34,454.5,466,444,1.0,1.0,1.0,,,,0.096
19066,67,0.0,0,0,43.75,55,30,456.25,470,445,1.0,1.0,1.0,,,,0.096
19067,68,0.0,0,0,42.05,53,29,457.95,471,447,1.0,1.0,1.0,,,,0.096
19068,69,0.0,0,0,40.15,52,25,459.85,475,448,1.0,1.0,1.0,,,,0.096
19069,70,0.0,0,0,38.4,49,25,461.6,475,451,1.0,1.0,1.0,,,,0.096
19070,71,0.0,0,0,37.0,46,24,463.0,476,454,1.0,1.0,1.0,,,,0.096
19071,72,0.0,0,0,35.2,43,24,464.8,476,457,1.0,1.0,1.0,,,,0.096
19072,73,0.0,0,0,33.55,43,24,466.45,476,457,1.0,1.0,1.0,,,,0.096
19073,74,0.0,0,0,32.3,42,23,467.7,477,458,1.0,1.0,1.0,,,,0.096
19074,75,0.0,0,0,31.2,42,21,468.8,479,458,1.0,1.0,1.0,,,,0.096
19075,76,0.0,0,0,29.8,41,19,470.2,481,459,1.0,1.0,1.0,,,,0.096
19076,77,0.0,0,0,28.35,36,19,471.65,481,464,1.0,1.0,1.0,,,,0.096
19077,78,0.0,0,0,27.4,34,18,472.6,482,466,1.0,1.0,1.0,,,,0.096
19078,79,0.0,0,0,25.8,32,16,474.2,484,468,1.0,1.0,1.0,,,,0.096
19079,80,0.0,0,0,24.6,31,16,475.4,484,469,1.0,1.0,1.0,,,,0.096
19080,81,0.0,0,0,23.65,31,13,476.35,487,469,1.0,1.0,1.0,,,,0.096
19081,82,0.0,0,0,22.55,29,12,477.45,488,471,1.0,1.0,1.0,,,,0.096
19082,83,0.0,0,0,21.65,29,12,478.35,488,471,1.0,1.0,1.0,,,,0.096
19083,84,0.0,0,0,20.85,28,11,479.15,489,472,1.0,1.0,1.0,,,,0.096
19084,85,0.0,0,0,20.35,27,10,479.65,490,473,1.0,1.0,1.0,,,,0.096
19085,86,0.0,0,0,19.55,24,10,480.45,490,476,1.0,1.0,1.0,,,,0.096
19086,87,0.0,0,0,18.25,23,10,481.75,490,477,1.0,1.0,1.0,,,,0.096
19087,88,0.0,0,0,17.8,23,10,482.2,490,477,1.0,1.0,1.0,,,,0.096
19088,89,0.0,0,0,17.15,22,10,482.85,490,478,1.0,1.0,1.0,,,,0.096
19089,90,0.0,0,0,16.3,22,10,483.7,490,478,1.0,1.0,1.0,,,,0.096
19090,91,0.0,0,0,15.45,21,10,484.55,490,479,1.0,1.0,1.0,,,,0.096
19091,92,0.0,0,0,14.55,20,10,485.45,490,480,1.0,1.0,1.0,,,,0.096
19092,93,0.0,0,0,14.15,19,10,485.85,490,481,1.0,1.0,1.0,,,,0.096
19093,94,0.0,0,0,13.65,17,10,486.35,490,483,1.0,1.0,1.0,,,,0.096
19094,95,0.0,0,0,12.8,16,8,487.2,492,484,1.0,1.0,1.0,,,,0.096
19095,96,0.0,0,0,12.35,16,7,487.65,493,484,1.0,1.0,1.0,,,,0.096
19096,97,0.0,0,0,12.1,16,6,487.9,494,484,1.0,1.0,1.0,,,,0.096
19097,98,0.0,0,0,11.65,15,6,488.35,494,485,1.0,1.0,1.0,,,,0.096
19098,99,0.0,0,0,11.0,15,6,489.0,494,485,1.0,1.0,1.0,,,,0.096
19099,100,0.0,0,0,10.65,15,6,489.35,494,485,1.0,1.0,1.0,,,,0.096
19100,101,0.0,0,0,10.45,15,6,489.55,494,485,1.0,1.0,1.0,,,,0.096
19101,102,0.0,0,0,9.9,15,6,490.1,494,485,1.0,1.0,1.0,,,,0.096
19102,103,0.0,0,0,9.65,13,6,490.35,494,487,1.0,1.0,1.0,,,,0.096
19103,104,0.0,0,0,9.5,13,6,490.5,494,487,1.0,1.0,1.0,,,,0.096
19104,105,0.0,0,0,9.1,13,6,490.9,494,487,1.0,1.0,1.0,,,,0.096
19105,106,0.0,0,0,8.8,13,6,491.2,494,487,1.0,1.0,1.0,,,,0.096
19106,107,0.0,0,0,8.25,12,5,491.75,495,488,1.0,1.0,1.0,,,,0.096
19107,108,0.0,0,0,8.0,12,3,492.0,497,488,1.0,1.0,1.0,,,,0.096
19108,109,0.0,0,0,7.55,12,2,492.45,498,488,1.0,1.0,1.0,,,,0.096
19109,110,0.0,0,0,7.45,12,2,492.55,498,488,1.0,1.0,1.0,,,,0.096
19110,111,0.0,0,0,7.15,11,2,492.85,498,489,1.0,1.0,1.0,,,,0.096
19111,112,0.0,0,0,6.95,11,2,493.05,498,489,1.0,1.0,1.0,,,,0.096
19112,113,0.0,0,0,6.65,11,2,493.35,498,489,1.0,1.0,1.0,,,,0.096
19113,114,0.0,0,0,6.35,11,2,493.65,498,489,1.0,1.0,1.0,,,,0.096
19114,115,0.0,0,0,6.25,11,2,493.75,498,489,1.0,1.0,1.0,,,,0.096
19115,116,0.0,0,0,6.0,11,2,494.0,498,489,1.0,1.0,1.0,,,,0.096
19116,117,0.0,0,0,5.7,10,1,494.3,499,490,1.0,1.0,1.0,,,,0.096
19117,118,0.0,0,0,5.5,9,1,494.5,499,491,1.0,1.0,1.0,,,,0.096
19118,119,0.0,0,0,5.25,8,1,494.75,499,492,1.0,1.0,1.0,,,,0.096
19119,120,0.0,0,0,5.05,8,1,494.95,499,492,1.0,1.0,1.0,,,,0.096
19120,121,0.0,0,0,4.9,8,1,495.1,499,492,1.0,1.0,1.0,,,,0.096
19121,122,0.0,0,0,4.6,8,0,495.4,500,492,1.0,1.0,1.0,,,,0.096
19122,123,0.0,0,0,4.45,8,0,495.55,500,492,1.0,1.0,1.0,,,,0.096
19123,124,0.0,0,0,4.15,7,0,495.85,500,493,1.0,1.0,1.0,,,,0.096
19124,125,0.0,0,0,4.0,7,0,496.0,500,493,1.0,1.0,1.0,,,,0.096
19125,126,0.0,0,0,3.85,7,0,496.15,500,493,1.0,1.0,1.0,,,,0.096
19126,127,0.0,0,0,3.8,7,0,496.2,500,493,1.0,1.0,1.0,,,,0.096
19127,128,0.0,0,0,3.7,7,0,496.3,500,493,1.0,1.0,1.0,,,,0.096
19128,129,0.0,0,0,3.5,7,0,496.5,500,493,1.0,1.0,1.0,,,,0.096
19129,130,0.0,0,0,3.35,7,0,496.65,500,493,1.0,1.0,1.0,,,,0.096
19130,131,0.0,0,0,3.3,7,0,496.7,500,493,1.0,1.0,1.0,,,,0.096
19131,132,0.0,0,0,3.15,7,0,496.85,500,493,1.0,1.0,1.0,,,,0.096
19132,133,0.0,0,0,3.05,6,0,496.95,500,494,1.0,1.0,1.0,,,,0.096
19133,134,0.0,0,0,2.95,6,0,497.05,500,494,1.0,1.0,1.0,,,,0.096
19134,135,0.0,0,0,2.8,6,0,497.2,500,494,1.0,1.0,1.0,,,,0.096
19135,136,0.0,0,0,2.65,6,0,497.35,500,494,1.0,1.0,1.0,,,,0.096
19136,137,0.0,0,0,2.45,6,0,497.55,500,494,1.0,1.0,1.0,,,,0.096
19137,138,0.0,0,0,2.25,6,0,497.75,500,494,1.0,1.0,1.0,,,,0.096
19138,139,0.0,0,0,2.15,6,0,497.85,500,494,1.0,1.0,1.0,,,,0.096
19139,140,0.0,0,0,2.1,6,0,497.9,500,494,1.0,1.0,1.0,,,,0.096
19140,141,0.0,0,0,2.05,6,0,497.95,500,494,1.0,1.0,1.0,,,,0.096
19141,142,0.0,0,0,2.05,6,0,497.95,500,494,1.0,1.0,1.0,,,,0.096
19142,143,0.0,0,0,2.0,6,0,498.0,500,494,1.0,1.0,1.0,,,,0.096
19143,144,0.0,0,0,1.9,6,0,498.1,500,494,1.0,1.0,1.0,,,,0.096
19144,145,0.0,0,0,1.7,5,0,498.3,500,495,1.0,1.0,1.0,,,,0.096
19145,146,0.0,0,0,1.7,5,0,498.3,500,495,1.0,1.0,1.0,,,,0.096
19146,147,0.0,0,0,1.65,5,0,498.35,500,495,1.0,1.0,1.0,,,,0.096
19147,148,0.0,0,0,1.6,5,0,498.4,500,495,1.0,1.0,1.0,,,,0.096
19148,149,0.0,0,0,1.6,5,0,498.4,500,495,1.0,1.0,1.0,,,,0.096
19149,150,0.0,0,0,1.6,5,0,498.4,500,495,1.0,1.0,1.0,,,,0.096
19150,151,0.0,0,0,1.45,5,0,498.55,500,495,1.0,1.0,1.0,,,,0.096
19151,152,0.0,0,0,1.4,5,0,498.6,500,495,1.0,1.0,1.0,,,,0.096
19152,153,0.0,0,0,1.35,4,0,498.65,500,496,1.0,1.0,1.0,,,,0.096
19153,154,0.0,0,0,1.25,4,0,498.75,500,496,1.0,1.0,1.0,,,,0.096
19154,155,0.0,0,0,1.2,4,0,498.8,500,496,1.0,1.0,1.0,,,,0.096
19155,156,0.0,0,0,1.15,4,0,498.85,500,496,1.0,1.0,1.0,,,,0.096
19156,157,0.0,0,0,1.15,4,0,498.85,500,496,1.0,1.0,1.0,,,,0.096
19157,158,0.0,0,0,1.1,4,0,498.9,500,496,1.0,1.0,1.0,,,,0.096
19158,159,0.0,0,0,1.0,4,0,499.0,500,496,1.0,1.0,1.0,,,,0.096
19159,160,0.0,0,0,0.9,4,0,499.1,500,496,1.0,1.0,1.0,,,,0.096
19160,161,0.0,0,0,0.85,3,0,499.15,500,497,1.0,1.0,1.0,,,,0.096
19161,162,0.0,0,0,0.7,2,0,499.3,500,498,1.0,1.0,1.0,,,,0.096
19162,163,0.0,0,0,0.65,2,0,499.35,500,498,1.0,1.0,1.0,,,,0.096
19163,164,0.0,0,0,0.6,2,0,499.4,500,498,1.0,1.0,1.0,,,,0.096
