day,s_mean,s_min,s_max,s_std,i_mean,i_min,i_max,i_std,r_mean,r_min,r_max,r_std
1,497.775,499,495,1.0864052567571387,2.165,5,0,1.0971754508050415,0.06,1,0,0.23808279460185094
2,495.12,499,486,3.0515833273925432,4.625,14,0,2.9628139212002984,0.255,2,0,0.5111569299492827
3,490.07,499,469,6.5582124663484835,9.265,30,0,6.258644273379301,0.665,4,0,0.852295157311057
4,479.33,499,434,14.191125402906035,19.125,63,0,13.33410540059478,1.545,7,0,1.4862772623244
5,458.925,499,374,27.337264036935466,37.965,118,0,25.418186323573515,3.11,12,0,2.569222552176644
6,421.53,499,280,49.049243023782026,72.3,203,0,45.25561127372818,6.17,22,0,4.5058421039053975
7,361.94,499,175,75.81567438473432,126.445,294,0,69.37218082460582,11.615,33,0,7.308477558363679
8,281.595,499,85,100.21871045180694,198.625,372,0,90.26596310613093,19.78,46,0,11.052255960166919
9,194.66,499,36,110.95784160240918,273.87,412,0,97.39843621375256,31.47,68,1,15.042956915574118
10,121.355,499,13,105.70062481095907,332.925,426,0,89.62360923137547,45.72,86,1,18.65533994712274
11,70.805,499,5,93.43880901504876,368.295,425,0,76.61866662489555,60.9,99,1,20.50811826016381
12,41.26,499,1,82.23322880440722,382.12,425,0,65.81308693611248,76.62,115,1,22.256738576446942
13,25.18,499,0,74.86461885149014,382.4,420,0,59.26094241979629,92.42,135,1,23.814475560699535
14,17.45,499,0,71.37766707299924,374.985,417,0,56.181639868300884,107.565,146,1,25.03034891554991
15,13.48,499,0,70.15939927431437,363.805,425,0,54.62910092928227,122.715,163,1,26.43516340637235
16,11.565,499,0,69.96184010124205,351.32,418,0,53.43739680115811,137.115,178,1,27.816552228654214
17,10.73,499,0,69.962783358557,338.145,407,0,51.783701428811945,151.125,192,1,28.92981239528059
18,10.325,499,0,69.99130868513095,325.13,401,0,50.24995912396146,164.545,208,1,30.309591413582126
19,10.195,499,0,70.00629530199086,312.32,388,0,48.41661328729071,177.485,219,1,31.442054464438602
20,10.13,499,0,70.01509600323142,299.745,372,0,46.607955140856156,190.125,234,1,32.674569814502746
21,10.08,499,0,70.02177407222061,288.14,363,0,44.89922160241214,201.78,244,1,33.78890424756707
22,10.05,499,0,70.02582079411454,276.87,346,0,43.32897529947498,213.08,260,1,35.06166283856237
23,10.025,499,0,70.02924281502857,265.715,335,0,41.637871423542016,224.26,272,1,36.184096564942806
24,10.005,499,0,70.03197385344102,254.715,322,0,40.15777645799442,235.28,284,1,37.53138184393932
25,10.005,499,0,70.03197385344102,244.58,305,0,38.77371020440364,245.415,291,1,38.76384855472776
26,9.995,499,0,70.03326542673602,234.58,297,0,37.35950028180962,255.425,299,1,39.93882728152037
27,9.995,499,0,70.03326542673602,224.92,285,0,36.02433013685397,265.085,310,1,41.12107108815608
28,9.99,499,0,70.03394654267106,216.545,279,0,34.81852413752739,273.465,322,1,42.11087035445897
29,9.99,499,0,70.03394654267106,208.065,265,0,33.583478454824004,281.945,330,1,43.115737371002105
30,9.99,499,0,70.03394654267106,199.485,255,0,32.38632652414664,290.525,336,1,44.18359793671364
31,9.99,499,0,70.03394654267106,191.535,246,0,31.228751972321003,298.475,342,1,45.14465165292918
32,9.99,499,0,70.03394654267106,183.92,233,0,30.100060935847093,306.09,349,1,46.06061005886673
33,9.99,499,0,70.03394654267106,176.535,222,0,29.121971449500588,313.475,357,1,47.02965358774095
34,9.99,499,0,70.03394654267106,169.445,215,0,28.22766338008687,320.565,366,1,47.987391298320134
35,9.99,499,0,70.03394654267106,162.915,209,0,27.241665084625694,327.095,370,1,48.7754157430208
36,9.99,499,0,70.03394654267106,156.035,203,0,26.0672453743589,333.975,377,1,49.542676136781004
37,9.99,499,0,70.03394654267106,150.035,194,0,25.070228494848614,339.975,380,1,50.237670054077064
38,9.99,499,0,70.03394654267106,144.05,188,0,24.112539743136175,345.96,385,1,50.95902778274731
39,9.99,499,0,70.03394654267106,138.165,183,0,23.254713144158224,351.845,389,1,51.71326992593061
40,9.99,499,0,70.03394654267106,132.885,179,0,22.438789436081073,357.125,398,1,52.3727399939354
41,9.99,499,0,70.03394654267106,127.63,174,0,21.666339129079496,362.38,403,1,53.04900171459
42,9.985,499,0,70.0346272932219,122.28,165,0,20.743748831344096,367.735,410,1,53.688331691336764
43,9.985,499,0,70.0346272932219,117.37,163,0,20.124314651709383,372.645,414,1,54.36567952810637
44,9.985,499,0,70.0346272932219,112.905,156,0,19.538802394081756,377.11,417,1,54.9722442528132
45,9.985,499,0,70.0346272932219,108.42,150,0,18.80215961080404,381.595,417,1,55.53106763210852
46,9.985,499,0,70.0346272932219,104.18,146,0,17.98149802871785,385.835,420,1,56.022947335361636
47,9.985,499,0,70.0346272932219,100.225,140,0,17.45876333207559,389.79,426,1,56.5629093449748
48,9.985,499,0,70.0346272932219,96.39,134,0,16.722022310437033,393.625,428,1,57.018328843632396
49,9.985,499,0,70.0346272932219,92.79,128,0,16.1287501969177,397.225,432,1,57.47854635824818
50,9.985,499,0,70.0346272932219,89.02,125,0,15.775421376241898,400.995,436,1,58.035641232490335
51,9.985,499,0,70.0346272932219,85.375,120,0,15.145338603248044,404.64,437,1,58.495890849111404
52,9.985,499,0,70.0346272932219,82.155,118,0,14.66719496155284,407.86,443,1,58.92436511342401
53,9.985,499,0,70.0346272932219,79.06,115,0,14.313657953860028,410.955,445,1,59.3625516440158
54,9.985,499,0,70.0346272932219,75.635,111,0,13.88364335337879,414.38,445,1,59.83726339374371
55,9.985,499,0,70.0346272932219,72.63,98,0,13.27646120434782,417.385,449,1,60.20197808900589
56,9.985,499,0,70.0346272932219,69.605,95,0,13.008654830631507,420.41,451,1,60.64586966593594
57,9.985,499,0,70.0346272932219,66.755,94,0,12.67629350738721,423.26,452,1,61.04559956401978
58,9.985,499,0,70.0346272932219,64.05,86,0,12.184820443741927,425.965,453,1,61.388979540673475
59,9.985,499,0,70.0346272932219,61.54,83,0,11.821469269020326,428.475,456,1,61.7270647903996
60,9.985,499,0,70.0346272932219,59.205,81,0,11.465612778299707,430.81,459,1,62.03851859082971
61,9.985,499,0,70.0346272932219,56.81,80,0,11.12983676123142,433.205,461,1,62.363603731277095
62,9.985,499,0,70.0346272932219,54.55,78,0,10.943321315169134,435.465,464,1,62.692908521574196
63,9.985,499,0,70.0346272932219,52.365,77,0,10.686570495005572,437.65,464,1,62.997467445307784
64,9.985,499,0,70.0346272932219,50.25,75,0,10.397501632652196,439.765,467,1,63.285345458081714
65,9.985,499,0,70.0346272932219,48.395,72,0,10.003465479924452,441.62,469,1,63.51516734144736
66,9.985,499,0,70.0346272932219,46.415,71,0,9.63519381221753,443.6,469,1,63.77047409917985
67,9.985,499,0,70.0346272932219,44.495,70,0,9.31362944653354,445.52,469,1,64.02409722226177
68,9.985,499,0,70.0346272932219,42.815,70,0,9.199670903006153,447.2,470,1,64.27023663083025
69,9.985,499,0,70.0346272932219,41.035,67,0,8.854705191032647,448.98,473,1,64.49907170848492
70,9.985,499,0,70.0346272932219,39.455,64,0,8.47390170171045,450.56,473,1,64.6932180549983
71,9.985,499,0,70.0346272932219,37.835,58,0,8.259471493184877,452.18,477,1,64.91616239969456
72,9.985,499,0,70.0346272932219,36.285,56,0,7.9895519084922695,453.73,477,1,65.12135636852462
73,9.985,499,0,70.0346272932219,34.815,56,0,7.793230859931002,455.2,480,1,65.32370113250047
74,9.985,499,0,70.0346272932219,33.4,53,0,7.4772687352196625,456.615,482,1,65.50374399518651
75,9.985,499,0,70.0346272932219,32.055,52,0,7.209149337533123,457.96,485,1,65.67927554549382
76,9.985,499,0,70.0346272932219,30.855,51,0,7.080582478949456,459.16,485,1,65.84842042419703
77,9.985,499,0,70.0346272932219,29.57,49,0,6.815965590778269,460.445,485,1,66.01611631310438
78,9.985,499,0,70.0346272932219,28.4,49,0,6.742201897908486,461.615,485,1,66.18602362748565
79,9.985,499,0,70.0346272932219,27.335,48,0,6.6167728854091274,462.68,485,1,66.33459877752237
80,9.985,499,0,70.0346272932219,26.245,46,0,6.441462348405808,463.77,485,1,66.48200043552804
81,9.985,499,0,70.0346272932219,25.085,46,0,6.25727917817064,464.93,486,1,66.63917012519644
82,9.985,499,0,70.0346272932219,24.175,44,0,6.0504059417779175,465.84,487,1,66.75699876733607
83,9.985,499,0,70.0346272932219,23.305,42,0,5.9615160292357015,466.71,487,1,66.87952041736152
84,9.985,499,0,70.0346272932219,22.395,40,0,5.7763140513739835,467.62,488,1,66.99970449196064
85,9.985,499,0,70.0346272932219,21.54,40,0,5.506359959174482,468.475,488,1,67.10495323553782
86,9.985,499,0,70.0346272932219,20.665,37,0,5.370941262967904,469.35,489,1,67.22442350498731
87,9.985,499,0,70.0346272932219,19.82,36,0,5.1692558487804385,470.195,489,1,67.3345877580216
88,9.985,499,0,70.0346272932219,19.06,34,0,5.054119171825598,470.955,490,1,67.43895788193203
89,9.985,499,0,70.0346272932219,18.235,34,0,4.921471263452111,471.78,491,1,67.55181595779628
90,9.985,499,0,70.0346272932219,17.425,32,0,4.73990596348847,472.59,491,1,67.65907665100325
91,9.985,499,0,70.0346272932219,16.8,32,0,4.650606487708631,473.215,492,1,67.74552424534319
92,9.985,499,0,70.0346272932219,16.15,32,0,4.545415714772467,473.865,492,1,67.83446282483314
93,9.985,499,0,70.0346272932219,15.64,30,0,4.399680207656943,474.375,493,1,67.90019556517451
94,9.985,499,0,70.0346272932219,15.065,29,0,4.346866832131092,474.95,493,1,67.98157820229221
95,9.985,499,0,70.0346272932219,14.415,29,0,4.220406872666933,475.6,493,1,68.06942952736497
96,9.985,499,0,70.0346272932219,13.87,28,0,4.143542533101127,476.145,494,1,68.14501220516591
97,9.985,499,0,70.0346272932219,13.315,28,0,4.0456906784042,476.7,494,1,68.22082088343741
98,9.985,499,0,70.0346272932219,12.845,26,0,3.94446052638648,477.17,495,1,68.28392616761516
99,9.985,499,0,70.0346272932219,12.37,25,0,3.812581657416975,477.645,495,1,68.34621423312342
100,9.985,499,0,70.0346272932219,11.845,22,0,3.6548274677603416,478.17,496,1,68.41464696684467
101,9.985,499,0,70.0346272932219,11.355,22,0,3.613066043010532,478.66,496,1,68.48426734931066
102,9.985,499,0,70.0346272932219,10.955,21,0,3.4833379416990824,479.06,496,1,68.53613945985215
103,9.985,499,0,70.0346272932219,10.455,21,0,3.405283361758512,479.56,496,1,68.60531939468127
104,9.985,499,0,70.0346272932219,10.07,21,0,3.302975664640299,479.945,496,1,68.65661387033812
105,9.985,499,0,70.0346272932219,9.69,21,0,3.162897342309729,480.325,496,1,68.70554295808913
106,9.985,499,0,70.0346272932219,9.33,19,0,3.0982407068184563,480.685,496,1,68.7550877057628
107,9.985,499,0,70.0346272932219,8.93,19,0,3.0613656754780165,481.085,497,1,68.81179470448551
108,9.985,499,0,70.0346272932219,8.575,19,0,2.9662041120210954,481.44,497,1,68.8593818761235
109,9.985,499,0,70.0346272932219,8.235,17,0,2.8460984490894825,481.78,497,1,68.90384823438774
110,9.985,499,0,70.0346272932219,7.935,16,0,2.799995513277096,482.08,497,1,68.94556588553306
111,9.985,499,0,70.0346272932219,7.58,15,0,2.73881462089682,482.435,498,1,68.99468900250776
