day,s,i,r,edgecount,suscedgecount
1,999,1,0,1.0,1.0
2,999,1,0,1.0,1.0
3,999,1,0,1.0,1.0
4,998,2,0,1.0,1.0
5,998,2,0,1.0,1.0
6,998,2,0,1.0,1.0
7,996,4,0,0.9995979899497487,0.9997736042208047
8,990,10,0,0.9961809045226131,0.9988075751884874
9,984,16,0,0.9895477386934673,0.9963642603360308
10,974,26,0,0.9829145728643216,0.9937637071365345
11,956,42,2,0.9626130653266332,0.9850329519880413
12,944,49,7,0.96,0.9844383276635005
13,921,69,10,0.9435175879396985,0.976424809936171
14,886,99,15,0.9159798994974875,0.9605935103546278
15,855,127,18,0.8910552763819095,0.9433019481264685
16,825,152,23,0.858894472361809,0.9161840715251351
17,785,185,30,0.8377889447236181,0.8926601335299685
18,754,211,35,0.8146733668341709,0.8631545977267386
19,725,228,47,0.8128643216080402,0.8504200446468211
20,691,253,56,0.7909547738693468,0.8207123742536424
21,659,274,67,0.7901507537688442,0.8063895540904717
22,620,305,75,0.792964824120603,0.7928046064100811
23,575,335,90,0.7971859296482412,0.7760894676569692
24,533,367,100,0.8028140703517588,0.7639999681608417
25,505,375,120,0.8080402010050252,0.7543668497772474
26,470,396,134,0.8146733668341709,0.7438620317232036
27,449,397,154,0.8309547738693467,0.7556458532284897
28,420,416,164,0.8387939698492463,0.745305609829628
29,389,427,184,0.8522613065326633,0.7429813575060044
30,357,435,208,0.8594974874371859,0.7310853637762662
31,329,446,225,0.8685427135678392,0.7244343130989093
32,308,443,249,0.8747738693467336,0.7200268471725275
33,288,451,261,0.8828140703517587,0.7140738061254365
34,269,456,275,0.8906532663316583,0.7113879946714923
35,251,454,295,0.9031155778894472,0.7178059987820943
36,233,450,317,0.9117587939698493,0.7269369757567182
37,218,447,335,0.9193969849246231,0.7327271988969236
38,204,443,353,0.9258291457286432,0.7381247429041545
39,189,437,374,0.9316582914572864,0.7340465384116176
40,181,425,394,0.937889447236181,0.746978435928712
41,169,427,404,0.9425125628140704,0.7495017474307414
42,151,430,419,0.951356783919598,0.7645427420261857
43,146,415,439,0.9579899497487437,0.7924297164023192
