day,s,i,r,edgecount,suscedgecount
1,497,3,0,0.9987368421052631,1.0
2,490,10,0,0.9721263157894737,0.9877405150456713
3,475,24,1,0.9249684210526316,0.9634049315931501
4,458,41,1,0.8783157894736842,0.9360507295447842
5,425,71,4,0.8088421052631579,0.8813776260756815
6,363,129,8,0.7497263157894737,0.789243924812147
7,275,214,11,0.7728,0.7008155897634986
8,185,292,23,0.8235789473684211,0.623685573935374
9,98,360,42,0.9040842105263158,0.6020444669908084
10,57,388,55,0.9431578947368421,0.5798398482850541
11,37,392,71,0.9622736842105263,0.5628324047480566
12,21,388,91,0.9777684210526316,0.5461031274683663
13,8,391,101,0.9916631578947368,0.5520716962682964
14,6,373,121,0.9936842105263158,0.5254224612281547
15,6,359,135,0.9938526315789473,0.5387613877778751
16,4,344,152,0.9962105263157894,0.577290296219249
17,2,330,168,0.9978947368421053,0.5458638096983763
18,1,319,180,0.9989894736842105,0.5557886062383468
19,1,311,188,0.9989894736842105,0.5557886062383468
20,1,298,201,0.9990736842105263,0.5928411799875699
21,1,284,215,0.9990736842105263,0.5928411799875699
22,1,266,233,0.9991578947368421,0.629893753736793
23,0,260,240,1.0,
24,0,251,249,1.0,
25,0,243,257,1.0,
26,0,236,264,1.0,
27,0,222,278,1.0,
28,0,209,291,1.0,
29,0,200,300,1.0,
30,0,195,305,1.0,
31,0,189,311,1.0,
32,0,185,315,1.0,
33,0,178,322,1.0,
34,0,171,329,1.0,
35,0,161,339,1.0,
36,0,155,345,1.0,
37,0,151,349,1.0,
38,0,144,356,1.0,
39,0,139,361,1.0,
40,0,131,369,1.0,
41,0,126,374,1.0,
42,0,124,376,1.0,
43,0,124,376,1.0,
44,0,118,382,1.0,
45,0,113,387,1.0,
46,0,106,394,1.0,
47,0,104,396,1.0,
48,0,103,397,1.0,
49,0,95,405,1.0,
50,0,89,411,1.0,
51,0,85,415,1.0,
52,0,83,417,1.0,
53,0,80,420,1.0,
54,0,74,426,1.0,
55,0,69,431,1.0,
56,0,65,435,1.0,
57,0,64,436,1.0,
58,0,62,438,1.0,
59,0,60,440,1.0,
60,0,57,443,1.0,
61,0,54,446,1.0,
62,0,52,448,1.0,
63,0,47,453,1.0,
64,0,45,455,1.0,
65,0,42,458,1.0,
66,0,40,460,1.0,
67,0,37,463,1.0,
68,0,32,468,1.0,
69,0,29,471,1.0,
70,0,27,473,1.0,
71,0,25,475,1.0,
72,0,24,476,1.0,
73,0,23,477,1.0,
74,0,23,477,1.0,
