day,s,i,r,edgecount,suscedgecount
1,499,1,0,1.0,1.0
2,497,3,0,0.9956666666666667,0.9978298415491137
3,495,5,0,0.9956666666666667,0.9978210732321404
4,493,5,2,0.9956666666666667,0.997812233772636
5,492,6,2,0.9923333333333333,0.9961231128591502
6,489,9,2,0.9863333333333333,0.9930438409744001
7,483,15,2,0.9806666666666667,0.9899968647056594
8,475,21,4,0.97,0.9841030234279662
9,465,30,5,0.9561666666666667,0.9762534114890357
10,458,37,5,0.9378333333333333,0.9658448571378132
11,441,50,9,0.9195,0.9541742648885506
12,418,67,15,0.8848333333333334,0.930973251759605
13,382,97,21,0.8425,0.8968873601169299
14,360,113,27,0.828,0.8802690846458963
15,328,141,31,0.806,0.8518761511749319
16,297,164,39,0.7925,0.824742793360049
17,268,188,44,0.784,0.79775418248556
18,233,217,50,0.7883333333333333,0.771999741329693
19,204,237,59,0.7901666666666667,0.7420830102968793
20,183,251,66,0.7978333333333333,0.7219430374392799
21,159,260,81,0.808,0.6964866185028672
22,133,278,89,0.8226666666666667,0.6645229093376923
23,111,289,100,0.8373333333333334,0.6314874929596516
24,93,294,113,0.8575,0.6136662939132121
25,78,295,127,0.8746666666666667,0.594291298983548
26,65,295,140,0.8935,0.5865919067144204
27,56,289,155,0.9116666666666666,0.6029425012485243
28,49,286,165,0.9223333333333333,0.6008671768635343
29,36,290,174,0.941,0.5861216595789441
30,29,283,188,0.9526666666666667,0.5882119497676194
31,20,280,200,0.9676666666666667,0.5938028040693945
32,16,273,211,0.9743333333333334,0.600158800274647
33,14,264,222,0.9785,0.6143481526948344
34,10,257,233,0.984,0.5875465987102143
35,8,244,248,0.9875,0.5938082483877678
36,7,239,254,0.9891666666666666,0.5940285496349569
37,3,233,264,0.9951666666666666,0.5626849733028223
38,3,223,274,0.9955,0.5947215865751335
39,3,216,281,0.9956666666666667,0.6122654462242563
40,2,208,290,0.997,0.6243478260869566
41,2,203,295,0.997,0.6243478260869566
42,2,196,302,0.9971666666666666,0.6460869565217391
43,2,185,313,0.9971666666666666,0.6460869565217391
44,1,181,318,0.9985,0.6086956521739131
45,1,171,328,0.9986666666666667,0.6521739130434783
46,1,164,335,0.9986666666666667,0.6521739130434783
47,1,159,340,0.9986666666666667,0.6521739130434783
48,1,147,352,0.999,0.7391304347826086
49,1,144,355,0.999,0.7391304347826086
50,1,143,356,0.999,0.7391304347826086
51,1,139,360,0.999,0.7391304347826086
52,1,134,365,0.999,0.7391304347826086
53,1,126,373,0.999,0.7391304347826086
54,1,121,378,0.999,0.7391304347826086
55,1,115,384,0.999,0.7391304347826086
56,1,112,387,0.999,0.7391304347826086
57,1,109,390,0.999,0.7391304347826086
58,1,100,399,0.999,0.7391304347826086
59,1,95,404,0.999,0.7391304347826086
60,0,91,409,1.0,
61,0,89,411,1.0,
62,0,87,413,1.0,
63,0,84,416,1.0,
64,0,83,417,1.0,
65,0,74,426,1.0,
66,0,73,427,1.0,
67,0,69,431,1.0,
68,0,68,432,1.0,
69,0,67,433,1.0,
70,0,65,435,1.0,
71,0,65,435,1.0,
72,0,61,439,1.0,
73,0,57,443,1.0,
74,0,55,445,1.0,
75,0,51,449,1.0,
76,0,47,453,1.0,
77,0,45,455,1.0,
78,0,41,459,1.0,
79,0,41,459,1.0,
80,0,39,461,1.0,
81,0,38,462,1.0,
82,0,35,465,1.0,
83,0,35,465,1.0,
84,0,34,466,1.0,
85,0,33,467,1.0,
86,0,32,468,1.0,
87,0,29,471,1.0,
88,0,26,474,1.0,
89,0,25,475,1.0,
90,0,25,475,1.0,
91,0,23,477,1.0,
92,0,23,477,1.0,
93,0,21,479,1.0,
94,0,20,480,1.0,
95,0,19,481,1.0,
96,0,17,483,1.0,
97,0,16,484,1.0,
98,0,16,484,1.0,
99,0,16,484,1.0,
100,0,16,484,1.0,
101,0,15,485,1.0,
102,0,15,485,1.0,
103,0,14,486,1.0,
104,0,14,486,1.0,
105,0,14,486,1.0,
106,0,14,486,1.0,
107,0,13,487,1.0,
108,0,13,487,1.0,
109,0,12,488,1.0,
110,0,11,489,1.0,
111,0,11,489,1.0,
112,0,11,489,1.0,
113,0,11,489,1.0,
114,0,11,489,1.0,
115,0,10,490,1.0,
116,0,10,490,1.0,
117,0,10,490,1.0,
118,0,10,490,1.0,
119,0,10,490,1.0,
120,0,10,490,1.0,
121,0,10,490,1.0,
