day,s,i,r,edgecount,suscedgecount
1,496,3,1,0.9952727272727273,1.0
2,490,8,2,0.9874545454545455,0.9959812768226868
3,482,16,2,0.9693636363636363,0.9864720407555795
4,471,27,2,0.949,0.9753087110927908
5,442,53,5,0.9096363636363637,0.9511515699241572
6,416,73,11,0.8877272727272727,0.934623518364297
7,379,107,14,0.8452727272727273,0.8999274226984136
8,344,141,15,0.8160909090909091,0.8681240208306088
9,299,178,23,0.807,0.8402272900039199
10,252,217,31,0.8074545454545454,0.8109915127213728
11,197,263,40,0.8455454545454546,0.8058604242437878
12,141,305,54,0.8731818181818182,0.7768558746363049
13,105,328,67,0.8966363636363637,0.7555907300750268
14,70,348,82,0.9280909090909091,0.7443499584744253
15,42,359,99,0.957,0.7443119768749503
16,23,362,115,0.9854545454545455,0.8426326537446547
17,9,354,137,0.9948181818181818,0.8527434195233407
18,2,345,153,0.9979090909090909,0.740402004936035
19,1,339,160,0.9989090909090909,0.7290112048600961
20,0,325,175,1.0,
21,0,308,192,1.0,
22,0,295,205,1.0,
23,0,280,220,1.0,
24,0,264,236,1.0,
25,0,254,246,1.0,
26,0,246,254,1.0,
27,0,235,265,1.0,
28,0,221,279,1.0,
29,0,214,286,1.0,
30,0,203,297,1.0,
31,0,192,308,1.0,
32,0,189,311,1.0,
33,0,183,317,1.0,
34,0,172,328,1.0,
35,0,167,333,1.0,
36,0,160,340,1.0,
37,0,149,351,1.0,
38,0,144,356,1.0,
39,0,136,364,1.0,
40,0,129,371,1.0,
41,0,127,373,1.0,
42,0,120,380,1.0,
43,0,113,387,1.0,
44,0,102,398,1.0,
45,0,100,400,1.0,
46,0,95,405,1.0,
47,0,91,409,1.0,
48,0,90,410,1.0,
49,0,87,413,1.0,
50,0,83,417,1.0,
51,0,79,421,1.0,
52,0,75,425,1.0,
53,0,68,432,1.0,
54,0,66,434,1.0,
55,0,62,438,1.0,
56,0,59,441,1.0,
57,0,57,443,1.0,
58,0,57,443,1.0,
59,0,54,446,1.0,
60,0,52,448,1.0,
61,0,50,450,1.0,
62,0,47,453,1.0,
63,0,47,453,1.0,
64,0,45,455,1.0,
65,0,45,455,1.0,
66,0,43,457,1.0,
67,0,41,459,1.0,
68,0,40,460,1.0,
69,0,38,462,1.0,
70,0,37,463,1.0,
71,0,37,463,1.0,
72,0,34,466,1.0,
73,0,30,470,1.0,
74,0,29,471,1.0,
75,0,28,472,1.0,
76,0,26,474,1.0,
77,0,25,475,1.0,
78,0,25,475,1.0,
79,0,25,475,1.0,
80,0,25,475,1.0,
81,0,25,475,1.0,
82,0,25,475,1.0,
83,0,24,476,1.0,
84,0,22,478,1.0,
85,0,20,480,1.0,
86,0,19,481,1.0,
87,0,19,481,1.0,
88,0,19,481,1.0,
89,0,19,481,1.0,
90,0,19,481,1.0,
91,0,18,482,1.0,
92,0,18,482,1.0,
93,0,18,482,1.0,
94,0,18,482,1.0,
95,0,18,482,1.0,
96,0,18,482,1.0,
97,0,18,482,1.0,
98,0,17,483,1.0,
99,0,15,485,1.0,
100,0,12,488,1.0,
101,0,12,488,1.0,
102,0,12,488,1.0,
103,0,12,488,1.0,
104,0,11,489,1.0,
105,0,11,489,1.0,
106,0,11,489,1.0,
107,0,11,489,1.0,
108,0,11,489,1.0,
109,0,11,489,1.0,
110,0,11,489,1.0,
111,0,11,489,1.0,
112,0,11,489,1.0,
113,0,11,489,1.0,
114,0,11,489,1.0,
115,0,9,491,1.0,
116,0,9,491,1.0,
117,0,9,491,1.0,
118,0,7,493,1.0,
119,0,7,493,1.0,
120,0,7,493,1.0,
121,0,7,493,1.0,
122,0,7,493,1.0,
123,0,7,493,1.0,
124,0,7,493,1.0,
125,0,7,493,1.0,
126,0,6,494,1.0,
127,0,6,494,1.0,
128,0,4,496,1.0,
129,0,4,496,1.0,
130,0,4,496,1.0,
131,0,4,496,1.0,
132,0,4,496,1.0,
133,0,3,497,1.0,
134,0,3,497,1.0,
135,0,3,497,1.0,
136,0,2,498,1.0,
137,0,2,498,1.0,
138,0,2,498,1.0,
139,0,2,498,1.0,
140,0,1,499,1.0,
141,0,1,499,1.0,
142,0,1,499,1.0,
143,0,0,500,1.0,
144,0,0,500,1.0,
145,0,0,500,1.0,
146,0,0,500,1.0,
147,0,0,500,1.0,
148,0,0,500,1.0,
149,0,0,500,1.0,
150,0,0,500,1.0,
151,0,0,500,1.0,
152,0,0,500,1.0,
153,0,0,500,1.0,
154,0,0,500,1.0,
155,0,0,500,1.0,
156,0,0,500,1.0,
157,0,0,500,1.0,
158,0,0,500,1.0,
159,0,0,500,1.0,
160,0,0,500,1.0,
161,0,0,500,1.0,
162,0,0,500,1.0,
163,0,0,500,1.0,
164,0,0,500,1.0,
165,0,0,500,1.0,
166,0,0,500,1.0,
167,0,0,500,1.0,
168,0,0,500,1.0,
169,0,0,500,1.0,
170,0,0,500,1.0,
171,0,0,500,1.0,
172,0,0,500,1.0,
173,0,0,500,1.0,
174,0,0,500,1.0,
175,0,0,500,1.0,
176,0,0,500,1.0,
177,0,0,500,1.0,
178,0,0,500,1.0,
179,0,0,500,1.0,
180,0,0,500,1.0,
181,0,0,500,1.0,
182,0,0,500,1.0,
183,0,0,500,1.0,
184,0,0,500,1.0,
