day,s_mean,s_min,s_max,s_std,i_mean,i_min,i_max,i_std,r_mean,r_min,r_max,r_std,edgecount_mean,edgecount_min,edgecount_max,edgecount_std,suscedgecount_mean,suscedgecount_min,suscedgecount_max,suscedgecount_std
1,497.745,494,499,1.1253028626389159,2.2,0,6,1.1297707331789661,0.055,0,1,0.22855235921889452,0.9996386323124291,0.997569275644142,1.0,0.0004948106427758275,0.9999231848410132,0.9990158407859099,1.0,0.00018226716650081239
2,495.25,485,499,2.770537745092986,4.52,0,13,2.6936739589239314,0.23,0,3,0.4983389494537967,0.9980262518230433,0.9893048128342246,1.0,0.002287026266272125,0.9991255339746365,0.9949796212866159,1.0,0.0010510032559091266
3,490.62,474,499,5.475904275842569,8.78,0,23,5.304932757141127,0.6,0,4,0.7829848827615806,0.9929322638146167,0.9651596175660346,1.0,0.007240401245279457,0.996561658431275,0.9821567114708232,1.0,0.0036131673037679674
4,482.61,453,499,10.066507480964866,16.09,0,45,9.624711703572448,1.3,0,5,1.1517956267624674,0.9802195754334793,0.9202722411278561,1.0,0.01759836978462292,0.9898905684731139,0.9564558713540722,1.0,0.0092924921687023
5,470.555,421,499,15.609138381250428,27.07,0,73,14.567296614446562,2.375,0,8,1.7889597212967399,0.9576908118619349,0.8515637660022687,1.0,0.02989153701993437,0.9774548240050822,0.9123027865249461,1.0,0.016717584931484144
6,453.39,387,499,21.99812463454977,42.455,0,103,20.38912842151289,4.155,0,11,2.5284263284684534,0.9248654999189759,0.7932263814616756,1.0,0.04344151201856059,0.9578881198117548,0.866194772331108,1.0,0.02601239698082077
7,431.31,345,499,29.12792612600509,61.845,0,142,26.569922448032703,6.845,0,18,3.6049902598855024,0.8850704910063198,0.7441257494733431,1.0,0.055152988541681706,0.9315729039933348,0.8134456806913385,1.0,0.036238194571950835
8,405.855,307,499,35.31401098515003,83.78,0,170,31.44639852033135,10.365,0,24,4.996659688251843,0.843270944741533,0.7180359747204667,1.0,0.061033265575702496,0.9002567186258235,0.7686107927763517,1.0,0.044785076420483204
9,376.275,275,499,40.68804443321152,108.975,0,194,35.41618139385742,14.75,1,31,6.526136089701666,0.8009366391184572,0.7066925943931291,1.0,0.06125411451563001,0.8625272854871029,0.7355590832667468,1.0,0.052172283106979474
10,343.72,235,499,45.010792675606496,135.915,0,226,38.338452756977496,20.365,1,40,8.227407011364715,0.7648363312267056,0.6914600550964187,1.0,0.05627458398228505,0.821178809942889,0.6838332023952457,1.0,0.05763633809908435
11,309.43,198,499,49.028502632160404,163.49,0,253,40.88984958391234,27.08,1,50,9.790960860552165,0.7406174039863879,0.6932425862907147,1.0,0.04754381805157443,0.7792193890153856,0.6529294093485604,1.0,0.06170546963677227
12,274.7,166,499,51.1844629378013,190.325,0,275,41.67364681901477,34.975,1,61,11.33254197158292,0.7293696321503808,0.6864365580943121,1.0,0.03556347337188038,0.7390011028351156,0.6259666426646806,1.0,0.06226292076358899
13,240.995,145,499,52.2669507980774,215.06,0,301,41.515952010724554,43.945,1,71,13.024213052163294,0.7317395883973424,0.6977799384216496,1.0,0.027870623191908313,0.7032314936355104,0.5930584546951168,1.0,0.061080880388960535
14,208.455,118,499,52.53510886365978,237.66,0,321,40.64411544864784,53.885,1,86,14.730809848544302,0.7447593582887699,0.7021552422621942,1.0,0.02828753408455003,0.6712784767374441,0.5747011704408174,1.0,0.058402005132323236
15,177.815,95,499,51.383285073305906,257.695,0,335,38.746333592149995,64.49,1,98,16.266928561474675,0.7659803921568628,0.6968076486793064,1.0,0.03352460504708933,0.6443940679142192,0.5596064729802974,1.0,0.054236353753603146
16,149.34,78,499,49.29497308914263,274.63,0,343,36.17827299894137,76.03,1,116,17.46235290114769,0.7921536217792903,0.6977799384216496,1.0,0.03929073504018268,0.6210707334111362,0.5516194588634102,1.0,0.04980451988902371
17,124.325,63,499,46.85226835758603,287.695,0,339,33.436837252155534,87.98,1,127,18.446979570552514,0.8206036298817047,0.715119105493437,1.0,0.0426247057325849,0.6037115761750647,0.5359157533900141,1.0,0.0458476308441044
18,103.1,46,499,44.449056153813025,296.5,0,342,30.774426503724893,100.4,1,140,19.315679573520956,0.8481607519040674,0.7266245341111651,1.0,0.04318686893528056,0.5917959379885274,0.5335090983316025,1.0,0.04235767810648231
19,84.69,35,499,41.96557454910132,302.145,0,343,28.656236221315922,113.165,1,152,20.086690886100893,0.8743850267379679,0.7382920110192838,1.0,0.04090488239664991,0.58437564393585,0.5248441705207335,1.0,0.04003257410019063
20,69.62,27,499,39.55399083474099,304.715,0,341,26.70448318373812,125.665,1,170,20.927075463073813,0.8969397180359748,0.7684329930319235,1.0,0.037084357667678106,0.5810669165757836,0.5187959315708546,1.0,0.03783984630257362
21,57.2,23,499,37.899762001877995,304.705,0,343,25.904889334974687,138.095,1,182,21.36935237917911,0.9164049586776859,0.7875546912980068,1.0,0.032489020261340935,0.5811254695265508,0.5145617910788481,1.0,0.03712180815369873
