day,s,i,r,edgecount,suscedgecount
1,499,1,0,1.0,1.0
2,499,1,0,1.0,1.0
3,499,1,0,1.0,1.0
4,498,2,0,0.999,0.9994979919678715
5,497,3,0,0.997,0.9985915492957746
6,496,4,0,0.998,0.9990927419354839
7,496,4,0,0.998,0.9990927419354839
8,496,4,0,0.998,0.9990927419354839
9,496,4,0,0.998,0.9990927419354839
10,496,4,0,0.998,0.9990927419354839
11,496,4,0,0.998,0.9990927419354839
12,496,3,1,0.999,0.9994959677419355
13,496,3,1,0.999,0.9994959677419355
14,496,3,1,0.999,0.9994959677419355
15,495,4,1,0.999,0.9994949494949495
16,495,4,1,0.999,0.9994949494949495
17,495,4,1,0.999,0.9994949494949495
18,495,4,1,0.999,0.9994949494949495
19,494,4,2,0.999,0.9994939271255061
20,494,4,2,0.999,0.9994939271255061
21,494,4,2,0.999,0.9994939271255061
22,494,3,3,1.0,1.0
23,493,4,3,0.998,0.9988167680865448
24,492,5,3,0.998,0.9988143631436314
25,492,5,3,0.998,0.9988143631436314
26,491,6,3,0.997,0.9983027834351662
27,491,5,4,0.998,0.9988119484046164
28,491,5,4,0.998,0.9988119484046164
29,491,5,4,0.998,0.9988119484046164
30,491,5,4,0.998,0.9988119484046164
31,491,5,4,0.998,0.9988119484046164
32,490,6,4,0.999,0.9994897959183674
33,490,6,4,0.999,0.9994897959183674
34,489,6,5,0.999,0.9994887525562373
35,488,7,5,0.998,0.9989754098360656
36,488,7,5,0.998,0.9989754098360656
37,488,7,5,0.998,0.9989754098360656
38,488,7,5,0.998,0.9989754098360656
39,487,8,5,0.997,0.9984599589322382
40,487,8,5,0.997,0.9984599589322382
41,487,8,5,0.997,0.9984599589322382
42,487,7,6,0.997,0.9984599589322382
43,486,8,6,0.996,0.9979423868312757
44,486,8,6,0.996,0.9979423868312757
45,485,9,6,0.998,0.9989690721649485
46,485,9,6,0.998,0.9989690721649485
47,485,9,6,0.998,0.9989690721649485
48,483,11,6,0.997,0.9984472049689441
49,482,12,6,0.996,0.9979253112033195
50,482,9,9,0.998,0.9989626556016598
51,481,9,10,0.998,0.998960498960499
52,481,9,10,0.998,0.998960498960499
53,480,10,10,0.996,0.9979166666666667
54,480,8,12,0.996,0.9979166666666667
55,479,9,12,0.996,0.9979123173277662
56,479,9,12,0.996,0.9979123173277662
57,479,7,14,0.999,0.9994780793319415
58,479,7,14,0.999,0.9994780793319415
59,479,7,14,0.999,0.9994780793319415
60,479,7,14,0.999,0.9994780793319415
61,478,8,14,0.998,0.9989539748953975
62,478,7,15,0.999,0.9994769874476988
63,477,7,16,0.999,0.999475890985325
64,477,7,16,0.999,0.999475890985325
65,475,9,16,0.999,0.9994736842105263
66,475,9,16,0.999,0.9994736842105263
67,474,9,17,0.998,0.9989451476793249
68,474,9,17,0.998,0.9989451476793249
69,473,10,17,0.998,0.9989429175475687
70,473,10,17,0.998,0.9989429175475687
71,473,10,17,0.998,0.9989429175475687
72,473,10,17,0.998,0.9989429175475687
73,473,9,18,0.998,0.9989429175475687
74,471,11,18,0.998,0.9989384288747346
75,470,12,18,0.997,0.9984042553191489
76,469,11,20,0.997,0.9984008528784648
77,469,11,20,0.997,0.9984008528784648
78,468,12,20,0.996,0.9978632478632479
79,468,12,20,0.996,0.9978632478632479
80,468,12,20,0.996,0.9978632478632479
81,468,11,21,0.997,0.9983974358974359
82,468,11,21,0.997,0.9983974358974359
83,468,10,22,0.997,0.9983974358974359
84,466,12,22,0.996,0.9978540772532188
85,465,12,23,0.996,0.9978494623655914
86,464,13,23,0.995,0.9973060344827587
87,460,16,24,0.99,0.9945652173913043
88,460,16,24,0.99,0.9945652173913043
89,459,17,24,0.989,0.9940087145969498
90,458,16,26,0.991,0.9950873362445415
91,457,17,26,0.991,0.9950765864332604
92,456,18,26,0.993,0.9961622807017544
93,454,20,26,0.992,0.9955947136563876
94,454,19,27,0.992,0.9955947136563876
95,451,22,27,0.989,0.9939024390243902
96,451,21,28,0.99,0.9944567627494457
97,450,22,28,0.992,0.9955555555555555
98,450,22,28,0.992,0.9955555555555555
99,450,22,28,0.992,0.9955555555555555
100,447,24,29,0.992,0.9955257270693513
101,446,25,29,0.992,0.9955156950672646
102,446,24,30,0.993,0.9960762331838565
103,446,24,30,0.993,0.9960762331838565
104,444,25,31,0.994,0.9966216216216216
105,442,26,32,0.994,0.9967194570135747
106,439,28,33,0.994,0.9965831435079726
107,438,26,36,0.994,0.9965753424657534
108,435,29,36,0.995,0.9971264367816092
109,432,31,37,0.992,0.9953703703703703
110,431,31,38,0.992,0.9953596287703016
111,430,29,41,0.995,0.997093023255814
112,430,28,42,0.995,0.997093023255814
113,429,29,42,0.995,0.997086247086247
114,429,28,43,0.995,0.997086247086247
115,429,26,45,0.997,0.9982517482517482
116,427,28,45,0.995,0.997072599531616
117,426,27,47,0.994,0.9964788732394366
118,425,27,48,0.995,0.9970588235294118
119,425,26,49,0.995,0.9970588235294118
120,425,25,50,0.995,0.9970588235294118
121,424,26,50,0.995,0.9970518867924528
122,423,26,51,0.996,0.9976359338061466
123,420,29,51,0.996,0.9976190476190476
124,419,30,51,0.995,0.997016706443914
125,417,32,51,0.993,0.9958033573141487
126,414,34,52,0.99,0.9939613526570048
127,413,32,55,0.99,0.9939467312348669
128,410,32,58,0.993,0.9957317073170732
129,406,36,58,0.99,0.993431855500821
130,403,37,60,0.988,0.9921422663358147
131,401,37,62,0.986,0.9906483790523691
132,401,32,67,0.987,0.9912718204488778
133,399,33,68,0.989,0.9924812030075187
134,398,33,69,0.988,0.9918341708542714
135,398,33,69,0.988,0.9918341708542714
136,395,32,73,0.989,0.9924050632911392
137,390,33,77,0.988,0.992008547008547
138,387,36,77,0.986,0.9906546080964685
139,383,38,79,0.986,0.990774586597041
140,381,38,81,0.986,0.9905074365704287
141,380,37,83,0.985,0.9898245614035087
142,378,37,85,0.986,0.9897707231040564
143,376,38,86,0.985,0.9890514184397163
144,373,37,90,0.984,0.988650580875782
145,373,37,90,0.984,0.988650580875782
146,368,40,92,0.985,0.9888134057971014
147,365,42,93,0.987,0.9903196347031964
148,364,42,94,0.988,0.9908424908424908
149,360,45,95,0.989,0.9915740740740742
150,360,45,95,0.989,0.9915740740740742
151,359,42,99,0.993,0.9943361188486538
152,358,40,102,0.996,0.9973463687150839
153,357,40,103,0.996,0.9973389355742297
154,357,40,103,0.996,0.9973389355742297
155,356,41,103,0.995,0.9966292134831461
156,355,39,106,0.994,0.9959154929577465
157,354,38,108,0.995,0.9966101694915255
158,353,36,111,0.996,0.9973087818696884
159,353,33,114,0.996,0.9973087818696884
160,351,35,114,0.995,0.9965811965811966
161,350,35,115,0.996,0.9972857142857143
162,348,36,116,0.995,0.9966954022988507
163,348,36,116,0.995,0.9966954022988507
164,347,37,116,0.995,0.9966858789625361
165,345,39,116,0.997,0.9981159420289856
166,344,38,118,0.997,0.9981104651162791
167,342,37,121,0.997,0.997953216374269
168,342,35,123,0.997,0.997953216374269
169,339,36,125,0.995,0.9964601769911505
170,338,37,125,0.995,0.9964497041420118
171,335,39,126,0.993,0.9951741293532338
172,334,39,127,0.991,0.9936626746506986
173,334,37,129,0.992,0.9942614770459083
174,334,36,130,0.992,0.9942614770459083
175,332,38,130,0.992,0.9939759036144579
176,331,38,131,0.992,0.9939577039274925
177,329,39,132,0.991,0.993161094224924
178,327,41,132,0.99,0.9923547400611621
179,326,40,134,0.993,0.9946319018404908
180,323,41,136,0.989,0.9914860681114551
181,323,41,136,0.989,0.9914860681114551
182,323,37,140,0.99,0.9922600619195047
