day,s_mean,s_min,s_max,s_std,i_mean,i_min,i_max,i_std,r_mean,r_min,r_max,r_std,edgecount_mean,edgecount_min,edgecount_max,edgecount_std,suscedgecount_mean,suscedgecount_min,suscedgecount_max,suscedgecount_std
1,497.805,494,499,1.1504751039566652,2.09,0,6,1.1438715885339914,0.105,0,1,0.3073226906378775,0.9996556386193732,0.9960235406394147,1.0,0.0005587336586195729,0.9999392233052583,0.998345205664469,1.0,0.00017930071814779012
2,495.21,483,499,2.8524696167659584,4.51,0,16,2.8105865908960395,0.28,0,3,0.5224603565062168,0.9979696198504852,0.9832988706855416,1.0,0.0027357063346357085,0.9991037957882892,0.9929240845707281,1.0,0.0012423642102017166
3,490.15,468,499,5.955235018083078,9.245,0,32,5.82879483651905,0.605,0,3,0.7291317890677552,0.9919309686655002,0.9483060283123906,1.0,0.009178448827755295,0.9960589604561874,0.9739417744369316,1.0,0.004593558438226508
4,481.66,449,499,10.53085440372061,17.025,0,49,10.031326560471157,1.315,0,8,1.2137300785255296,0.9782249085414346,0.9114044854461587,1.0,0.019845485872375557,0.9888390404115129,0.9515558304887689,1.0,0.010560022739425636
5,468.935,415,499,15.951269226922001,28.61,0,77,14.997081793187562,2.455,0,9,1.7983730782691383,0.9541323365675203,0.8479401940512168,1.0,0.032149887489623885,0.9754461154070155,0.9101329626327985,1.0,0.018212568828253024
6,450.985,392,499,21.9649051967339,44.72,0,97,20.302526020524407,4.295,0,14,2.6727688765279876,0.9194735167806586,0.8067440750755527,1.0,0.043400088156836096,0.9546903661067947,0.8776650059444557,1.0,0.02659378703572046
7,427.75,357,499,28.837919969039103,65.4,0,128,26.291370844908847,6.85,1,18,3.6488450709448874,0.8763368856370287,0.7580722125019882,1.0,0.05367839788780716,0.9258633361334861,0.8297465499479042,1.0,0.03637647386237961
8,400.265,315,499,35.713612046769164,89.1,0,168,31.75487142623133,10.635,1,32,5.2141838832015885,0.8316208048353745,0.7170351519007476,1.0,0.059506236327099254,0.8912252332914409,0.7758016898595743,1.0,0.045719392088280596
9,369.35,283,499,42.04792073564343,115.45,0,191,36.67235756050087,15.2,1,38,6.708578472793484,0.7894186416414825,0.7020836647049468,1.0,0.06077925497714548,0.8514101792166237,0.740272791933615,1.0,0.05422112858830513
10,335.12,249,499,47.113416028231775,143.67,0,213,40.447510498516934,21.21,1,48,8.164508312194892,0.7552346111022746,0.693335454111659,1.0,0.05638158397343122,0.8083774570180285,0.6990632247702315,1.0,0.05966469345982213
11,301.03,219,499,51.765213091729464,170.695,0,236,43.245146414854574,28.275,1,56,10.184201727387403,0.7357109909336726,0.6895180531254971,1.0,0.05066107699383899,0.7677217552975931,0.6701151506006717,1.0,0.06284737999844338
12,265.65,184,499,55.87052062919123,197.915,0,262,45.90439896372792,36.435,1,63,11.966694778408867,0.7290782567202163,0.69524415460474,1.0,0.04669237251077641,0.7276261576750273,0.6415050873922141,1.0,0.06529218582678578
13,231.935,148,499,59.32146285092666,222.08,0,286,47.61522496262308,45.985,1,73,13.827173559452278,0.7364211865754732,0.6942898043581994,1.0,0.04599600832687124,0.6926834225597999,0.5992012845015642,1.0,0.06683272543754742
14,199.245,124,499,62.1468109039204,244.82,0,301,48.73348296406737,55.935,1,86,15.845699922381176,0.7537649117226022,0.6982662637187848,1.0,0.04776561152926996,0.6608379113120741,0.5772474743510126,1.0,0.0675255653715724
15,169.015,93,499,64.21207619010009,264.135,0,320,49.47845351068527,66.85,1,98,17.64267040715428,0.7792540162239541,0.7036742484491808,1.0,0.04901939652310827,0.6354627784262427,0.5638982352147688,1.0,0.06766107301492398
16,141.98,71,499,65.77622793079594,279.43,0,325,49.90458332844719,78.59,1,110,19.021064757857616,0.8084929219023381,0.7214887863846031,1.0,0.04789374301982829,0.6151486771746757,0.5503293968345777,1.0,0.06811463433116413
17,118.27,55,499,67.52298771045852,290.82,0,343,50.2508041386694,90.91,1,129,21.176736548728922,0.8389844122793064,0.719898202640369,1.0,0.045297157999071386,0.6009462150838841,0.5298472320904825,1.0,0.06861659471782337
18,98.195,39,499,69.10575229313403,298.855,0,347,50.60154699007674,102.95,1,141,22.733489784653486,0.8673421345633848,0.7485287100365834,1.0,0.04150121679827206,0.5910516713280175,0.5324920237283651,1.0,0.06910352887754959
19,81.89,32,499,70.28554752546768,302.68,0,351,50.52446146204974,115.43,1,154,24.712926652231886,0.8920335613170033,0.7809766184189597,1.0,0.03655874715997944,0.5858122055237271,0.5252386957227708,1.0,0.06926978366035592
20,68.41,25,499,71.36044749955457,303.32,0,349,50.248004035461314,128.27,1,174,26.44092875766354,0.9134364561794179,0.8069031334499761,1.0,0.030939983271218892,0.5854287921214227,0.5206098786742617,1.0,0.06887744770164313
21,57.53,18,499,72.36992559518951,301.46,0,350,49.82409661012506,141.01,1,186,27.997665013910638,0.931249403531096,0.840305392078893,1.0,0.025602045274373073,0.5883298512661774,0.5170581917402323,1.0,0.06865843710395951
22,49.265,13,499,73.27613345195245,297.235,0,348,49.302774698436835,153.5,1,196,29.49746603545063,0.9449268331477653,0.8690949578495307,1.0,0.021658983200321058,0.593405947801111,0.5214383072693747,1.0,0.06862907909818168
23,42.44,12,499,74.01674671295577,292.365,0,349,48.82747573789447,165.195,1,205,31.278727097569377,0.9561897566406872,0.8942261810084301,1.0,0.01749705026966592,0.599739516501752,0.5252417877793085,1.0,0.06827729582934826
24,37.24,9,499,74.61460376814574,285.5,0,343,47.95548605963742,177.26,1,219,33.00209221325614,0.9648838873866709,0.9196755209161762,1.0,0.014237890573720382,0.6095245567386801,0.5369089266898586,1.0,0.06718081490214664
25,32.83,6,499,75.19068623494809,278.755,0,331,46.84793077704129,188.415,1,234,34.2599107180982,0.9720017496421187,0.9320820741212025,1.0,0.011933362534662895,0.6188440431781415,0.544940868416269,1.0,0.06646032405997393
26,29.48,5,499,75.65612231816475,270.58,0,322,45.740733196646886,199.94,1,243,35.80988886751141,0.9775330046126929,0.9414665182121839,1.0,0.010128436642133455,0.6320586985318735,0.5522729461931408,1.0,0.0655876743516506
27,26.77,3,499,76.02358203298256,261.93,0,311,44.44493063664833,211.3,1,257,37.39884178466187,0.9819118816605694,0.9530777795450931,1.0,0.00844535187224535,0.6452413856597099,0.5516182067654138,1.0,0.06468323786476689
28,24.58,2,499,76.33161979746352,253.56,0,298,43.07754373068813,221.86,1,266,38.70881374191843,0.9852902815333228,0.9565770637824081,1.0,0.00728757422364946,0.6572824576817751,0.564379018197668,1.0,0.06370252577273638
