day,s_mean,s_min,s_max,s_std,i_mean,i_min,i_max,i_std,r_mean,r_min,r_max,r_std,edgecount_mean,edgecount_min,edgecount_max,edgecount_std,suscedgecount_mean,suscedgecount_min,suscedgecount_max,suscedgecount_std,d
118,5.11,0,498,49.78801425681048,6.06,0,11,2.2998462838400586,488.83,2,498,49.22286054263811,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2
119,5.11,0,498,49.78801425681048,5.82,0,10,2.226470686349074,489.07,2,498,49.24362338866268,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2
120,5.11,0,498,49.78801425681048,5.65,0,10,2.152635218479523,489.24,2,498,49.257952237033365,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2
121,5.11,0,498,49.78801425681048,5.47,0,10,2.1007694598009374,489.42,2,499,49.27395689695346,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2
122,5.11,0,498,49.78801425681048,5.24,0,10,2.0356420077799493,489.65,2,499,49.29490210698641,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2
123,5.11,0,498,49.78801425681048,5.01,0,10,1.9923844909042931,489.88,2,499,49.31659830814439,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2
124,5.11,0,498,49.78801425681048,4.76,0,9,1.9597979693856407,490.13,2,500,49.34083788129547,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2
125,5.11,0,498,49.78801425681048,4.55,0,9,1.8982980149426893,490.34,2,500,49.35978406383362,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2
126,5.11,0,498,49.78801425681048,4.39,0,8,1.7746531884832983,490.5,2,500,49.37170907073866,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2
127,5.11,0,498,49.78801425681048,4.23,0,7,1.7630036353285887,490.66,2,500,49.38760732790926,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2
128,5.11,0,498,49.78801425681048,3.99,0,7,1.7085347257492047,490.9,2,500,49.410361650000475,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2
129,5.11,0,498,49.78801425681048,3.84,0,7,1.6980083401539354,491.05,2,500,49.425257314515434,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2
130,5.11,0,498,49.78801425681048,3.68,0,7,1.745875370145535,491.21,2,500,49.443017911551685,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2
131,5.11,0,498,49.78801425681048,3.58,0,7,1.7533805731624363,491.31,2,500,49.453517610382434,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2
132,5.11,0,498,49.78801425681048,3.45,0,7,1.7196135342194492,491.44,2,500,49.46569467312625,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2
133,5.11,0,498,49.78801425681048,3.35,0,7,1.6719612870681382,491.54,2,500,49.47408667701963,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2
134,5.11,0,498,49.78801425681048,3.22,0,7,1.703116572817627,491.67,2,500,49.48850596069984,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2
135,5.11,0,498,49.78801425681048,3.06,0,7,1.686667864414475,491.83,2,500,49.5038117091742,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2
136,5.11,0,498,49.78801425681048,2.95,0,7,1.6659089186544758,491.94,2,500,49.5145769782327,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2
137,5.11,0,498,49.78801425681048,2.9,0,7,1.6483845780556543,491.99,2,500,49.5192024788507,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2
138,5.11,0,498,49.78801425681048,2.8,0,7,1.663633603795249,492.09,2,500,49.52972681515453,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2
139,5.11,0,498,49.78801425681048,2.7,0,7,1.6298974374376005,492.19,2,500,49.53882162995854,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2
140,5.11,0,498,49.78801425681048,2.58,0,6,1.5385943998574567,492.31,2,500,49.548200183398606,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2
141,5.11,0,498,49.78801425681048,2.45,0,6,1.4999999999999998,492.44,2,500,49.560557794368,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2
142,5.11,0,498,49.78801425681048,2.35,0,5,1.4310764472870754,492.54,2,500,49.568526182233704,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2
143,5.11,0,498,49.78801425681048,2.26,0,5,1.4043223319883555,492.63,2,500,49.57713202880961,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2
144,5.11,0,498,49.78801425681048,2.14,0,5,1.3485495387956121,492.75,2,500,49.58807591273603,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2
145,5.11,0,498,49.78801425681048,2.04,0,5,1.3402849086532445,492.85,2,500,49.59805612841262,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2
146,5.11,0,498,49.78801425681048,1.97,0,5,1.2984450685183397,492.92,2,500,49.60422758132005,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2
147,5.11,0,498,49.78801425681048,1.88,0,5,1.2735062551154515,493.01,2,500,49.612945321098834,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2
148,5.11,0,498,49.78801425681048,1.79,0,5,1.2414963275471786,493.1,2,500,49.62129308344076,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2
149,5.11,0,498,49.78801425681048,1.73,0,5,1.270130829179547,493.16,2,500,49.62805495265595,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2
150,5.11,0,498,49.78801425681048,1.67,0,5,1.2395421116140615,493.22,2,500,49.633521582157194,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2
151,5.11,0,498,49.78801425681048,1.56,0,5,1.2170505828486018,493.33,2,500,49.64419971816008,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2
152,5.11,0,498,49.78801425681048,1.51,0,5,1.2018084016778356,493.38,2,500,49.6488233150158,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2
153,5.11,0,498,49.78801425681048,1.46,0,5,1.1407953985768622,493.43,2,500,49.65258189549551,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2
154,5.11,0,498,49.78801425681048,1.4,0,5,1.145919418253881,493.49,2,500,49.65873335053763,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2
155,5.11,0,498,49.78801425681048,1.35,0,5,1.1403968828899218,493.54,2,500,49.663803049437625,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2
156,5.11,0,498,49.78801425681048,1.32,0,5,1.1180791609277987,493.57,2,500,49.66641346284855,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2
157,5.11,0,498,49.78801425681048,1.26,0,5,1.106637458541172,493.63,2,500,49.672392389098434,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2
158,5.11,0,498,49.78801425681048,1.21,0,5,1.0758600036597457,493.68,2,500,49.67691169502746,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2
159,5.11,0,498,49.78801425681048,1.19,0,5,1.0702119114238708,493.7,2,500,49.67866440404469,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2
160,5.11,0,498,49.78801425681048,1.14,0,4,0.9849370589540277,493.75,2,500,49.682095427433445,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2
161,5.11,0,498,49.78801425681048,1.06,0,4,0.9725526134140949,493.83,2,500,49.68975566635257,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2
162,5.11,0,498,49.78801425681048,1.03,0,4,0.9476712552783313,493.86,2,500,49.692391141639945,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2
163,5.11,0,498,49.78801425681048,1.0,0,4,0.9211323729436764,493.89,2,500,49.69480492328786,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2
164,5.11,0,498,49.78801425681048,0.95,0,4,0.9252354327740621,493.94,2,500,49.700074182413175,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2
165,5.11,0,498,49.78801425681048,0.87,0,4,0.9062632792478859,494.02,2,500,49.70762598241922,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2
166,5.11,0,498,49.78801425681048,0.84,0,4,0.8844332774281066,494.05,2,500,49.71014468746278,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2
167,5.11,0,498,49.78801425681048,0.82,0,4,0.891939210683977,494.07,2,500,49.71215224477894,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2
168,5.11,0,498,49.78801425681048,0.76,0,4,0.8659670836117214,494.13,2,500,49.71792250468454,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2
169,5.11,0,498,49.78801425681048,0.71,0,4,0.8680059581790573,494.18,2,500,49.722945539572706,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2
170,5.11,0,498,49.78801425681048,0.69,0,4,0.8609954304833048,494.2,2,500,49.72489976425951,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2
171,5.11,0,498,49.78801425681048,0.67,0,4,0.8534540634292149,494.22,2,500,49.72664265661808,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2
172,5.11,0,498,49.78801425681048,0.65,0,4,0.8453676505795952,494.24,2,500,49.7285804861924,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2
173,5.11,0,498,49.78801425681048,0.58,0,4,0.7936617603859908,494.31,2,500,49.734790579024164,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2
174,5.11,0,498,49.78801425681048,0.56,0,4,0.756386946027767,494.33,2,500,49.736285353935315,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2
175,5.11,0,498,49.78801425681048,0.51,0,4,0.717670192393766,494.38,2,500,49.7409003910984,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2
176,5.11,0,498,49.78801425681048,0.5,0,4,0.7035264706814485,494.39,2,500,49.74173602750817,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2
177,5.11,0,498,49.78801425681048,0.5,0,4,0.7035264706814485,494.39,2,500,49.74173602750817,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2
178,5.11,0,498,49.78801425681048,0.49,0,4,0.7034546786030248,494.4,2,500,49.742772684516034,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2
179,5.11,0,498,49.78801425681048,0.43,0,4,0.6705191716841208,494.46,2,500,49.748543453628635,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2
180,5.11,0,498,49.78801425681048,0.41,0,4,0.6681045100608408,494.48,2,500,49.75058600741109,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2
181,5.11,0,498,49.78801425681048,0.39,0,4,0.6650738547884983,494.5,2,500,49.75241733125166,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2
182,5.11,0,498,49.78801425681048,0.38,0,4,0.6633249580710799,494.51,2,500,49.75343143335882,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2
183,5.11,0,498,49.78801425681048,0.35,0,4,0.6571287406727709,494.54,2,500,49.756461435128756,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2
184,5.11,0,498,49.78801425681048,0.33,0,4,0.652191333393457,494.56,2,500,49.75847118376383,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2
185,5.11,0,498,49.78801425681048,0.3,0,4,0.6113406364191519,494.59,2,500,49.7610644515723,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2
186,5.11,0,498,49.78801425681048,0.27,0,4,0.5835281060112276,494.62,2,500,49.7638422953855,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2
187,5.11,0,498,49.78801425681048,0.27,0,4,0.5835281060112276,494.62,2,500,49.7638422953855,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2
188,5.11,0,498,49.78801425681048,0.26,0,4,0.5794459213400124,494.63,2,500,49.76483180769813,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2
189,5.11,0,498,49.78801425681048,0.24,0,4,0.5706632681858591,494.65,2,500,49.7668046842958,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2
190,5.11,0,498,49.78801425681048,0.24,0,4,0.5706632681858591,494.65,2,500,49.7668046842958,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2
191,5.11,0,498,49.78801425681048,0.24,0,4,0.5706632681858591,494.65,2,500,49.7668046842958,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2
192,5.11,0,498,49.78801425681048,0.22,0,4,0.5610235955354059,494.67,2,500,49.76876936433532,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2
193,5.11,0,498,49.78801425681048,0.2,0,3,0.492365963917331,494.69,2,500,49.7701169925744,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2
194,5.11,0,498,49.78801425681048,0.2,0,3,0.492365963917331,494.69,2,500,49.7701169925744,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2
195,5.11,0,498,49.78801425681048,0.19,0,3,0.48606854070452477,494.7,2,500,49.770889223937054,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2
196,5.11,0,498,49.78801425681048,0.19,0,3,0.48606854070452477,494.7,2,500,49.770889223937054,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2
197,5.11,0,498,49.78801425681048,0.17,0,2,0.42770234150550646,494.72,2,500,49.772427562401894,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2
198,5.11,0,498,49.78801425681048,0.17,0,2,0.42770234150550646,494.72,2,500,49.772427562401894,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2
199,5.11,0,498,49.78801425681048,0.16,0,2,0.4197161137740796,494.73,2,500,49.77339661004673,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2
200,5.11,0,498,49.78801425681048,0.15,0,2,0.4113294533484311,494.74,2,500,49.77436360946542,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2
1,497.67,493,499,1.189643864882476,2.26,0,7,1.1944315244779278,0.07,0,1,0.2564323999762428,0.9996157651715039,0.9965369393139841,1.0,0.0005683909853051051,0.999952367039918,0.9989450157371561,1.0,0.00015722576390813498,3
2,494.95,486,499,2.9759134070165105,4.72,0,14,2.8322814446693294,0.33,0,2,0.5135536717202729,0.9978693931398417,0.9858179419525066,1.0,0.0026813465594061367,0.9990915672644948,0.9948079453063655,1.0,0.0011479116490504637,3
3,490.09,469,499,6.203770440366697,9.18,0,29,5.819472710328886,0.73,0,4,0.9195409482755815,0.9919722955145118,0.9525065963060686,1.0,0.009049466190857105,0.9961279682678449,0.9773170465356984,1.0,0.004443700025366841,3
4,482.16,454,499,10.693829052214163,16.37,0,43,9.9652476946718,1.47,0,8,1.4031350180178241,0.9980953166226912,0.9886213720316622,1.0,0.0023702767961964154,0.9991600347135166,0.9950595914574816,1.0,0.001072491595063924,3
5,464.25,409,499,21.567547169511194,32.98,0,87,20.30424148354777,2.77,0,10,2.1781977537738517,0.9933492744063325,0.9652044854881267,1.0,0.007244686332264087,0.9965073637055475,0.9810710731173373,1.0,0.00400881325370613,3
6,432.7,342,499,38.51682041063948,61.94,0,147,36.08374658591826,5.36,0,15,3.258307176520602,0.9846569920844327,0.9445910290237467,1.0,0.013230223265057546,0.9907624662388362,0.9616728455934591,1.0,0.008733841806940753,3
7,381.26,261,499,63.303919804592354,109.03,0,217,58.5495482131126,9.71,0,25,5.817589142793039,0.9630310026385225,0.8985817941952506,1.0,0.026267458303628272,0.9724594494813534,0.9049029072066341,1.0,0.02289265234360677,3
8,313.7,176,499,88.53162420767217,169.76,0,302,80.73402146692698,16.54,0,38,9.129174014214987,0.9353083773087072,0.8728562005277045,1.0,0.035943283199285095,0.9357658151220053,0.8160177862898542,1.0,0.046101881914689766,3
9,237.97,108,499,105.36549710316929,235.64,0,355,94.24088199069357,26.39,0,59,12.553638452012162,0.9102011873350924,0.8649406332453826,1.0,0.037983923792336276,0.86910175233441,0.7019813647036444,1.0,0.08214522536047744,3
10,172.42,66,499,107.92769558712662,289.19,0,387,93.65191245815916,38.39,0,75,15.956313465018777,0.8997625329815304,0.8575197889182058,1.0,0.03167879826441146,0.7795875196518856,0.5937483197260816,1.0,0.11718434344069971,3
11,120.69,37,499,100.55308613520089,327.86,0,406,83.89411556398117,51.45,1,90,19.08374685273817,0.905087401055409,0.8573548812664907,1.0,0.026151090736202153,0.686335388365838,0.5213629371890904,1.0,0.13439833637190246,3
12,85.47,23,499,89.89774831170774,349.05,0,403,72.42542315507669,65.48,1,103,21.22533268231025,0.91779518469657,0.8545514511873351,1.0,0.02534619595869439,0.6123030192819062,0.4735166256232176,1.0,0.13074376654535153,3
13,61.52,18,499,81.96802530082797,357.8,0,401,64.00063131001762,80.68,1,122,23.421858046351364,0.9335554089709762,0.866754617414248,1.0,0.028504201987227137,0.5601043151116198,0.4510205570049427,1.0,0.11473930752264339,3
14,45.96,11,499,77.0814759808992,358.79,0,403,59.1676773281159,95.25,1,129,25.013279301485873,0.9491886543535619,0.8652704485488126,1.0,0.026239311470454472,0.5311589429680211,0.4361722585948478,1.0,0.0986222005351177,3
15,35.76,7,499,72.82178606195076,354.07,0,391,54.52962404959252,110.17,1,145,25.976312053076125,0.9615072559366754,0.8863786279683378,1.0,0.02238388324348271,0.5182628511002364,0.43700785749298765,1.0,0.08768051573289486,3
16,29.0,4,499,70.52358298878298,346.01,0,390,52.092283109842285,124.99,1,159,27.507022060307843,0.9709135883905013,0.9084762532981531,1.0,0.017714061873254004,0.5162724324700456,0.4326149535428839,1.0,0.08246837422342868,3
17,24.19,3,499,69.4565767987889,336.52,0,381,50.41313761753422,139.29,1,175,28.50705920017749,0.9778364116094987,0.870547493403694,1.0,0.015987238880511703,0.5229821007293248,0.4539934682910441,1.0,0.07546514025345427,3
18,20.8,2,499,69.13973553827806,326.84,0,369,49.49762161411947,152.36,1,190,29.647600274224597,0.9834284300791556,0.8969327176781002,1.0,0.011883745526796845,0.5346901883391477,0.4309506032697924,1.0,0.07403046090188295,3
19,18.4,0,499,69.22398136455021,316.46,0,383,48.60133015596684,165.14,1,201,31.067544531750872,0.9874488786279683,0.9218337730870713,1.0,0.008995700835572301,0.545348866859032,0.4521540336755179,1.0,0.07394306802823286,3
20,16.81,0,499,69.35732320979726,305.36,0,382,47.32362683233034,177.83,1,217,32.24528937486353,0.9901978891820581,0.9399736147757256,1.0,0.006959684700733266,0.5578717534218479,0.43617931359174383,1.0,0.0743264077728094,3
21,15.68,0,499,69.46154811596604,293.77,0,380,45.86538383512597,190.55,1,229,33.39702248870565,0.9922180079155674,0.9607519788918206,1.0,0.005070170880720786,0.5778927157159545,0.47504058441558444,1.0,0.07496031569277094,3
22,14.89,0,499,69.55499168777801,282.66,0,377,44.38586998747973,202.45,1,239,34.53277611578059,0.9936609498680739,0.9737796833773087,1.0,0.00394919023005628,0.5994172370852461,0.48514037554517225,1.0,0.07614922849924147,3
23,14.18,0,499,69.64605755772061,272.16,0,366,43.05733082035785,213.66,1,252,35.78815898076238,0.994945580474934,0.9841688654353562,1.0,0.003170708642679658,0.6205186277713036,0.48244614960321697,1.0,0.07700686273600381,3
24,13.55,0,499,69.72809746262676,261.5,0,350,41.49394503716747,224.95,1,264,36.88211496159627,0.9959036939313983,0.9866424802110818,1.0,0.002724844568102725,0.6366300612467781,0.4939814814814814,1.0,0.08180912557459197,3
25,13.09,0,499,69.78728068534082,251.59,0,335,39.9219174758615,235.32,1,271,37.841209966347165,0.9966111477572559,0.9881266490765171,1.0,0.0022111487594589124,0.6518633548754286,0.47367224880382774,1.0,0.08302962521024866,3
26,12.82,0,499,69.82335287037286,241.82,0,321,38.31458830220777,245.36,1,276,38.77896962076849,0.9970860817941953,0.9886213720316622,1.0,0.001996312977180074,0.6734343576707963,0.49521531100478466,1.0,0.08559937199679828,3
27,12.56,0,499,69.8587781806187,232.51,0,307,36.87393073265674,254.93,1,288,39.73809586060036,0.9975,0.9897757255936676,1.0,0.0018115930219603235,0.6939078112436368,0.49624060150375937,1.0,0.08476196375569613,3
28,12.31,0,499,69.89424840139536,223.97,0,297,35.50713543313044,263.72,1,300,40.63438360936623,0.9978496042216359,0.9901055408970977,1.0,0.001695710650877341,0.7070671218066357,0.5582706766917294,1.0,0.08452226941158278,3
29,12.05,0,499,69.92974468650084,215.69,0,288,34.16883067795838,272.26,1,307,41.52025670888509,0.9982420844327177,0.991754617414248,1.0,0.0014255855615066314,0.723165745023768,0.5884370015948964,1.0,0.08265734389257824,3
30,11.82,0,499,69.96151611688913,206.87,0,284,33.278031398166775,281.31,1,317,42.90339041487176,0.9985372691292876,0.9920844327176781,1.0,0.00128201752615435,0.7365748161864002,0.5263157894736842,1.0,0.08880645051001833,3
31,11.65,0,499,69.98446797379944,198.7,0,271,32.215028803465025,289.65,1,327,43.98539128466004,0.9987796833773086,0.9942282321899736,1.0,0.0010604669284845138,0.7493440761889476,0.5263157894736842,1.0,0.08977048940718588,3
32,11.54,0,499,69.99933910221921,190.84,0,265,31.12007374507635,297.62,1,333,44.9847965338504,0.9989264511873351,0.9952176781002638,1.0,0.0009801000362953734,0.7631026897362561,0.4666666666666667,1.0,0.09640960599814064,3
33,11.36,0,499,70.02489023572441,183.55,0,254,30.145899431353055,305.09,1,343,45.97454170351767,0.9991078496042216,0.9952176781002638,1.0,0.0009156489308426969,0.7753187063582428,0.4666666666666667,1.0,0.09943928501634987,3
34,11.23,0,499,70.04339996593454,175.6,0,240,29.163073371729,313.17,1,352,47.07141683472342,0.9992496701846966,0.995877308707124,1.0,0.0008357474142164141,0.7933144095411631,0.5263157894736842,1.0,0.09520963134783968,3
35,11.16,0,499,70.05289776196618,168.86,0,228,27.985212545416218,319.98,1,357,47.8144519803565,0.9993255277044856,0.9967018469656992,1.0,0.0007599048091391137,0.800800326647398,0.5263157894736842,1.0,0.09511106661328622,3
36,11.05,0,499,70.0669773369118,161.79,0,218,26.799779510626237,327.16,1,359,48.64522566293613,0.9994327176781003,0.9968667546174143,1.0,0.0006741786103467146,0.818203787216345,0.5263157894736842,1.0,0.088199985602122,3
37,10.94,0,499,70.08188860976215,155.79,0,212,25.938269764651587,333.27,1,364,49.439659171457684,0.9995184696569921,0.9975263852242744,1.0,0.0006038340138468166,0.8309704676653278,0.5263157894736842,1.0,0.08529257826319978,3
38,10.87,0,499,70.09094452959314,149.88,0,205,25.18949596698408,339.25,1,375,50.25518215401604,0.9995860817941953,0.9976912928759895,1.0,0.0005238461790887263,0.8414513457862958,0.5263157894736842,1.0,0.08525401840798488,3
39,10.81,0,499,70.09916424810518,143.81,0,194,24.225245618002003,345.38,1,383,51.003026252063584,0.9996306068601584,0.9976912928759895,1.0,0.0005049557822770587,0.8485481224467368,0.5263157894736842,1.0,0.08646314342574568,3
40,10.78,0,499,70.10347042519768,138.24,0,188,23.194008282356467,350.98,1,389,51.619622766400134,0.9996536939313984,0.9978562005277045,1.0,0.00048575781010155324,0.8519872346342396,0.5263157894736842,1.0,0.08609604155717496,3
41,10.73,0,499,70.11028181487802,132.69,0,178,22.478135279790575,356.58,1,397,52.38651611538098,0.9996850263852243,0.9978562005277045,1.0,0.0004521318744273187,0.8568895565981004,0.5789473684210527,1.0,0.0833855568685894,3
42,10.7,0,499,70.11426460435922,127.24,0,172,21.802659461541836,362.06,1,398,53.1492695009522,0.9997180079155673,0.9978562005277045,1.0,0.00042078959460031476,0.8682515381067888,0.631578947368421,1.0,0.07756697597340748,3
43,10.66,0,499,70.11955447086012,122.07,0,164,21.075264356035195,367.27,1,403,53.83755119980775,0.9997443931398416,0.9980211081794196,1.0,0.00038326451081113766,0.8721053709855399,0.6666666666666666,1.0,0.07751360126777476,3
44,10.63,0,499,70.12393862067908,117.4,0,156,20.495872952397217,371.97,1,406,54.49538114057526,0.9997674802110817,0.9980211081794196,1.0,0.0003736252920518313,0.8797865479350824,0.6666666666666666,1.0,0.07875706910410395,3
45,10.59,0,499,70.12904339339535,112.78,0,144,19.647180896294437,376.63,1,407,55.04188579544849,0.9997922163588391,0.9980211081794196,1.0,0.00035206836656777904,0.8856361941608256,0.6666666666666666,1.0,0.08179728996809185,3
46,10.53,0,499,70.13701669668528,108.71,0,139,18.971693427713603,380.76,1,413,55.56452614444369,0.9998317941952507,0.9986807387862797,1.0,0.0002851279025869703,0.8925249574504971,0.6666666666666666,1.0,0.08393014504810943,3
47,10.5,0,499,70.14134359140893,104.68,0,133,18.425322934823296,384.82,1,415,56.11610978834667,0.999846635883905,0.9988456464379947,1.0,0.00027659454246665673,0.8974976569834148,0.6666666666666666,1.0,0.08461453295176621,3
48,10.46,0,499,70.14637221805226,100.24,0,128,17.695014420834344,389.3,1,419,56.68529105704779,0.9998664248021107,0.9988456464379947,1.0,0.0002443672442885359,0.9013007291957028,0.6842105263157895,1.0,0.08111163702482017,3
49,10.44,0,499,70.14909374707098,96.34,0,123,17.321219543226352,393.22,1,424,57.26362569976537,0.9998763192612137,0.9988456464379947,1.0,0.00022890510766258374,0.9045785192962651,0.7368421052631579,1.0,0.07591499106344198,3
50,10.41,0,499,70.15323703626702,92.94,0,121,16.751794717660147,396.65,1,427,57.69046189743496,0.9998862137203166,0.9988456464379947,1.0,0.00021949550160088737,0.9051108266101184,0.7368421052631579,1.0,0.07436381094073345,3
51,10.4,0,499,70.1546631926686,88.99,0,116,16.084684352111815,400.61,1,432,58.18724477534105,0.9998994063324538,0.9988456464379947,1.0,0.00020553569626435958,0.9151278163570667,0.7777777777777778,1.0,0.06993781185329744,3
52,10.39,0,499,70.15608788028783,85.45,0,110,15.578653486243423,404.16,1,434,58.661452936370935,0.9999109498680738,0.9990105540897097,1.0,0.00018518256277119297,0.9234491100864354,0.7777777777777778,1.0,0.06437567139310581,3
53,10.38,0,499,70.1575110992142,81.9,0,110,14.936566208503551,407.72,1,435,59.10324471087466,0.9999208443271768,0.9990105540897097,1.0,0.00017924287031097994,0.9310741969900954,0.7777777777777778,1.0,0.06661731165185356,3
54,10.37,0,499,70.15893284953711,78.77,0,106,14.51217183309002,410.86,1,439,59.533883061020234,0.9999257915567283,0.9990105540897097,1.0,0.00017754136606992294,0.9354040987246363,0.7777777777777778,1.0,0.06690867390903849,3
55,10.34,0,499,70.16318928977739,75.62,0,103,14.146977404978408,414.04,1,443,59.982643954377124,0.9999406332453826,0.9991754617414248,1.0,0.00015639245090233404,0.9448733575613257,0.8125,1.0,0.05960284453593661,3
56,10.33,0,499,70.16460516657824,72.47,0,95,13.587319548949027,417.2,1,444,60.38312025824114,0.9999488786279683,0.9993403693931399,1.0,0.00012772616503255602,0.9466603053914209,0.8125,1.0,0.058694511537920054,3
57,10.31,0,499,70.16743251579456,69.64,0,91,13.240983209854033,420.05,1,449,60.77718454828393,0.9999554749340369,0.9995052770448549,1.0,0.00011685440587062079,0.951107602796117,0.8125,1.0,0.05767148180760245,3
58,10.29,0,499,70.17025399308845,67.1,0,88,12.782168766834461,422.61,1,452,61.109091885832434,0.9999587730870713,0.9995052770448549,1.0,0.00011332194441557375,0.9533075545062601,0.8125,1.0,0.05617962746086827,3
59,10.28,0,499,70.17166252998587,64.52,0,82,12.351321852949647,425.2,1,454,61.44653584765189,0.9999604221635885,0.9995052770448549,1.0,0.00011270212967950984,0.9536484433547916,0.8125,1.0,0.05726371906446151,3
60,10.27,0,499,70.17306959916816,62.03,0,79,11.980164582940562,427.7,1,455,61.77958539612556,0.9999653693931398,0.9995052770448549,1.0,0.000102958118944325,0.9559413453230675,0.8125,1.0,0.05837846682985954,3
