day,s_mean,s_max,s_min,s_std,i_mean,i_max,i_min,i_std,r_mean,r_max,r_min,r_std,edgecount_mean,edgecount_max,edgecount_min,edgecount_std,suscedgecount_mean,suscedgecount_max,suscedgecount_min,suscedgecount_std,edgecount1_mean,edgecount1_max,edgecount1_min,edgecount1_std,suscedgecount1_mean,suscedgecount1_max,suscedgecount1_min,suscedgecount1_std,edgecount2_mean,edgecount2_max,edgecount2_min,edgecount2_std,suscedgecount2_mean,suscedgecount2_max,suscedgecount2_min,suscedgecount2_std
11,0.93892,0.998,0.848,0.037684425408480736,0.05415999999999999,0.13,0.0,0.03353910906292375,0.006920000000000004,0.022,0.0,0.005256055788229382,0.8128877995610382,1.0,0.7154748391978812,0.07849246644065433,0.8682484427794158,1.0,0.8020664836451736,0.05209853071249301,0.9759359999999998,1.0,0.93376,0.020286432180456095,0.9872942328792146,1.0,0.9625359344105893,0.011138647471249928,0.708367382237316,1.0,0.5732722731057452,0.1180734145858509,0.7269342761800023,1.0,0.6030701754385965,0.10303053515495013
12,0.9241600000000002,0.998,0.808,0.04628190460512133,0.06731999999999999,0.166,0.0,0.04116985225494351,0.008520000000000005,0.026,0.0,0.006600061842629249,0.7859541659078502,1.0,0.6165659617321249,0.09568146383093847,0.8502105073583415,1.0,0.731395011127753,0.06464337249976651,0.9676160000000001,1.0,0.90464,0.02646963728423913,0.9824487206935353,1.0,0.9429421329529983,0.01513095580626832,0.6694791876056476,1.0,0.42975721103963477,0.14210125972720247,0.6938062448576632,1.0,0.4809405940594059,0.12506537565586476
13,0.9066400000000003,0.998,0.78,0.05389852900192573,0.08283999999999997,0.186,0.0,0.04758681004013527,0.010520000000000005,0.034,0.0,0.007822625479195275,0.7603215910821461,1.0,0.6234077437255644,0.08948870229432401,0.834810982694125,1.0,0.7452483073291377,0.05914506099128978,0.956992,1.0,0.89024,0.03161102365198779,0.975977787189072,1.0,0.9330659686382711,0.018936787688224137,0.6342762145087886,1.0,0.4496253122398002,0.1299185045622902,0.6674514125377327,1.0,0.5231343283582089,0.11082101473330319
14,0.88704,0.998,0.744,0.06254238073302858,0.09908,0.22,0.0,0.054642750700176435,0.013880000000000009,0.036,0.0,0.009349538895101747,0.7353926997279414,1.0,0.5920191339375629,0.09486625112683836,0.818208118472707,1.0,0.7181965368634815,0.06377963871418137,0.9465855999999998,1.0,0.8656,0.03586284053536901,0.9692989907047757,1.0,0.9130930154138979,0.022650884212606692,0.6000540302023917,1.0,0.41460884000830045,0.13552982707083003,0.6394881076032356,1.0,0.478,0.11532142025049637
15,0.8643999999999997,0.998,0.716,0.07195349972342537,0.11751999999999999,0.258,0.0,0.062025090380705576,0.018080000000000013,0.05,0.0,0.01210134079263913,0.7113630023892616,1.0,0.5783831504603355,0.09232889687056278,0.802597454816935,1.0,0.717968708992574,0.06154028699692779,0.9347584000000001,1.0,0.84896,0.03965659032962146,0.9611552996777357,1.0,0.8951542487929031,0.026503384627829998,0.5682377436778449,1.0,0.4023730224812656,0.12938909702665155,0.615317207120527,1.0,0.4880102040816326,0.10780800992830201
16,0.8383200000000001,0.998,0.674,0.08201379674873521,0.13927999999999996,0.294,0.0,0.07014941488111832,0.02240000000000001,0.054,0.0,0.01381510560427038,0.6849833867780771,1.0,0.5385294488586203,0.09526900572914174,0.7843724724764332,1.0,0.6757514737841996,0.06496041414214569,0.9213824000000003,1.0,0.83168,0.04388987789772893,0.9512123175223899,1.0,0.8747652480931729,0.03118803641881631,0.533552550622005,1.0,0.3478351373855121,0.13122125784807698,0.5878517280176244,1.0,0.44653739612188365,0.10862646054981574
17,0.8105600000000003,0.998,0.628,0.0910241412248107,0.16124,0.31,0.0,0.07600095595531972,0.028200000000000017,0.072,0.0,0.01734758702270157,0.6677445725023631,1.0,0.5482124874118832,0.09322703450019452,0.773273916775246,1.0,0.6797947156055443,0.06397041414427161,0.9084672,1.0,0.82176,0.04612007146568616,0.9407816415996285,1.0,0.8597782764155745,0.03520944392799396,0.5135508781617056,1.0,0.3708238223697863,0.12640261960100294,0.5763956478339112,1.0,0.45366568914956007,0.10331389496487596
18,0.77952,0.998,0.592,0.09883117743229138,0.18675999999999998,0.346,0.0,0.08130254909777379,0.033720000000000014,0.08,0.0,0.019823754046340365,0.6433875412873785,1.0,0.5172152856602346,0.09147631828267284,0.755723836142408,1.0,0.6445908378584152,0.06423626165365995,0.8941376,1.0,0.81504,0.04584573968411539,0.92860783959474,1.0,0.846035723518603,0.03789145507224401,0.4828052875157309,1.0,0.32119067443796834,0.12357031949319175,0.5533978407807043,1.0,0.4212121212121212,0.10012464571866898
19,0.7439999999999999,0.998,0.542,0.1091742662359737,0.21551999999999996,0.372,0.0,0.0887091647935395,0.040480000000000016,0.094,0.002,0.02289839135246431,0.6216143908530181,1.0,0.5184764787488965,0.08985010229390031,0.739810808308616,1.0,0.6521648664891481,0.06490151671958745,0.8805184000000001,1.0,0.81376,0.046096817339338354,0.9146539213501228,1.0,0.8322450550626748,0.0420061100077518,0.45580211183451913,1.0,0.3263946711074105,0.12029229046426601,0.5345914871807609,1.0,0.4197368421052632,0.09746285401291777
20,0.7090800000000002,0.998,0.486,0.1177400873248585,0.24364,0.426,0.0,0.09521506483445032,0.04728000000000001,0.108,0.002,0.024936687176666802,0.6009951241724255,1.0,0.4987411883182276,0.0875568528821375,0.7237615478900054,1.0,0.6208202369090099,0.06428067442722243,0.8681984,1.0,0.80288,0.04579981210905223,0.9005058353975519,1.0,0.7986314781565792,0.046323530218432135,0.42990210250086136,1.0,0.3015148371031334,0.11708252553586682,0.5170156907908705,1.0,0.4222222222222222,0.09321719761557076
21,0.67088,0.998,0.444,0.1253385032947309,0.27291999999999994,0.442,0.0,0.09951573355248808,0.056199999999999986,0.118,0.002,0.027959883798771703,0.5851510590214241,1.0,0.5025113008538423,0.08589572230354654,0.7094835622796712,1.0,0.6334728923616576,0.06573118632004377,0.8573248,1.0,0.80544,0.04426266728593415,0.885527483810131,1.0,0.7904763355825071,0.0490321841423225,0.410857869069168,1.0,0.3065040650406504,0.11488188662571276,0.5042860613503847,1.0,0.4069767441860465,0.09299008298278034
22,0.6327599999999998,0.998,0.416,0.1323951352457283,0.30240000000000006,0.474,0.0,0.10393561586336976,0.06483999999999998,0.128,0.002,0.03079382392358466,0.569240782920226,1.0,0.4913718187461204,0.08557419240843858,0.6944200359453425,1.0,0.6003923575976906,0.06726025015519686,0.8482303999999998,1.0,0.80608,0.042076668262608814,0.87037586187546,1.0,0.7745305124052783,0.05191749648176238,0.3905958362975753,1.0,0.2866125760649087,0.11537199947029735,0.4896122265057409,1.0,0.3910780669144981,0.09355716361352236
23,0.5954000000000002,0.998,0.37,0.13910163660475908,0.3299600000000001,0.51,0.0,0.10722281968510476,0.07463999999999997,0.142,0.002,0.03405982731510384,0.5572373865099004,1.0,0.48614045991298943,0.08134145427435774,0.6803238962602345,1.0,0.5817408806483676,0.06795854018409549,0.8412608000000001,1.0,0.80512,0.03974064674144812,0.854527198240095,1.0,0.7466798680498371,0.055175700544192456,0.37536563649444915,1.0,0.27827350072629176,0.11034283500798332,0.4787256134578006,1.0,0.38715953307393,0.0915374069077159
24,0.5546800000000001,0.998,0.334,0.14106279394913,0.36011999999999994,0.526,0.0,0.10711078377082299,0.0852,0.158,0.002,0.036796184362967166,0.5437351555092197,0.9997538461538461,0.473037371457236,0.08047498100309577,0.6634885288352662,1.0,0.566779405240191,0.07014602779972214,0.8350975999999999,1.0,0.80256,0.036851637382834423,0.8376707476568463,1.0,0.7403175823144863,0.056324146157329044,0.35716053913330187,0.9996,0.2606185567010309,0.11037052701177186,0.46273355093758733,1.0,0.3470588235294118,0.09317723412218663
25,0.5176000000000001,0.998,0.298,0.1426798900350297,0.38295999999999997,0.54,0.0,0.10520513683431307,0.09943999999999997,0.174,0.002,0.04068402885754596,0.5411412988910475,1.0,0.48377874456183967,0.0779493047333193,0.6553773123695784,1.0,0.5598256911114337,0.07080483548257997,0.8349888,1.0,0.80448,0.03424391265075668,0.8256666390536129,1.0,0.7291656152953075,0.05583842161276227,0.3529812679834312,1.0,0.2677018633540373,0.1085338055069623,0.46020722881501064,1.0,0.3450000000000001,0.09506512726504891
