day,s_mean,s_min,s_max,s_std,i_mean,i_min,i_max,i_std,r_mean,r_min,r_max,r_std,edgecount_mean,edgecount_min,edgecount_max,edgecount_std,suscedgecount_mean,suscedgecount_min,suscedgecount_max,suscedgecount_std
1,497.765,494,499,1.1207387190518057,2.165,0,6,1.1198416076082605,0.07,0,1,0.255787285998331,0.9996334240435409,0.9958380022410758,1.0,0.0006086750109381915,0.99995196906451,0.998041174197783,1.0,0.0002035033008632037
2,495.25,483,499,2.850989425360534,4.495,0,17,2.8266454717766742,0.255,0,2,0.5111569299492826,0.998035056827277,0.9814310869217224,1.0,0.002653721977755941,0.9991640600316195,0.9906099620180865,1.0,0.0011835619309950142
3,490.605,473,499,5.851510563896904,8.81,0,25,5.620663599298786,0.585,0,4,0.8037443779745074,0.9927301104530174,0.9659036337441972,1.0,0.007933067410556102,0.9964693729178521,0.9823568285832535,1.0,0.003927229330926915
4,482.63,453,499,10.17550018525382,16.16,0,45,9.642056120514743,1.21,0,6,1.1673532318193998,0.9982375540259325,0.9839923163118297,1.0,0.0023574504496210714,0.9992270638605072,0.9913031015137873,1.0,0.0011022526264154217
5,465.145,409,499,20.014918430985315,32.255,0,85,18.76139452767612,2.6,0,10,1.9823340387548285,0.9938970705938851,0.9729470145669922,1.0,0.006588400071927959,0.9967831875756926,0.9839085428241028,1.0,0.0036372825865368507
6,432.275,339,499,36.69840924626067,62.71,0,150,34.435372429695875,5.015,0,18,3.19150489856869,0.9850624299663839,0.9430126460701137,1.0,0.012944984741211125,0.990954681509717,0.9587921416788381,1.0,0.00857542287538994
7,378.525,241,499,59.76797158291118,111.945,0,239,55.48427252372906,9.53,0,26,5.231245515959006,0.9648391227789339,0.9138786617576437,1.0,0.023667405551862575,0.9738524341020941,0.9095287763861863,1.0,0.02103796518479474
8,304.95,147,499,82.24193687471447,177.985,0,316,74.88788789763564,17.065,0,43,8.503075116224762,0.9355946854490155,0.884584600608292,1.0,0.032136412600310485,0.9354725048228825,0.8176260665910888,1.0,0.044455747581307034
9,225.32,79,499,93.94870620176164,246.71,0,374,83.4572432883236,27.97,0,66,12.098386453319687,0.909147590843605,0.8640947654874339,1.0,0.03149364875296276,0.8659676328356065,0.6780300069885687,1.0,0.07904461056978745
10,154.675,49,499,90.45784923066206,304.69,0,392,77.55098112446316,40.635,0,81,15.197254942552773,0.8981999359692652,0.8572114615015207,1.0,0.024469057575948763,0.7695643863373728,0.5771365679795892,1.0,0.10908138277328631
11,102.38,29,499,79.69631808043509,342.67,0,406,65.32917114899801,54.95,0,96,17.766421379760633,0.9058027853369617,0.8677765327357131,1.0,0.022297958408796385,0.6716118398892584,0.5032962428318597,1.0,0.11940478782990879
12,68.18,18,499,68.40374964009006,361.445,0,409,54.282686237193815,70.375,0,120,19.45757851864011,0.921635985272931,0.8698575316151753,1.0,0.024444446700972,0.5926310709992834,0.4796563129066615,1.0,0.10656777418828835
13,47.345,11,499,61.143344017055036,366.775,0,403,47.799354245969255,85.88,1,141,20.91777633579083,0.9395077637265888,0.8793020649911958,1.0,0.023110543983690886,0.5437765754996602,0.4675827752963178,1.0,0.08824771026379842
14,34.085,8,499,56.241026308212085,364.38,0,405,43.6581696695415,101.535,1,162,22.122972325675708,0.9554442132223467,0.8953097486793661,1.0,0.0187089993087215,0.5192050736375661,0.44967434937869527,1.0,0.07336692583421363
15,25.97,6,499,52.926222471716486,357.48,0,392,40.645416091439266,116.55,1,181,23.071170201625264,0.966959340483432,0.9090763566511926,1.0,0.014697408099726616,0.5095470683186502,0.4403810311619914,1.0,0.06635192278288947
16,20.35,2,499,50.61617811962086,348.24,0,394,38.69325834310196,131.41,1,199,23.713573493659617,0.9755770769969585,0.9090763566511926,1.0,0.011799991333451712,0.510062446239139,0.4395000706077509,1.0,0.06186271781235785
17,16.595,2,499,49.54974126366841,338.095,0,395,37.536527938106374,145.31,1,211,24.315842592948023,0.9815423403233552,0.8817032175444213,1.0,0.010754842350418122,0.5170753272681009,0.44538892657652096,1.0,0.058811657054124465
