day_lags,m,ped
11,20,0.045
12,20,0.045
9,20,0.045
11,20,0.045
10,20,0.045
8,20,0.045
13,20,0.056
11,20,0.056
6,20,0.056
14,20,0.056
11,20,0.056
10,20,0.056
15,20,0.056
10,20,0.056
12,20,0.056
15,20,0.056
6,20,0.056
13,20,0.056
7,20,0.056
10,20,0.056
11,20,0.056
12,20,0.056
14,20,0.056
13,20,0.056
13,20,0.056
11,20,0.056
11,20,0.056
15,20,0.056
8,20,0.056
13,20,0.056
9,20,0.056
10,20,0.056
14,20,0.056
11,20,0.056
12,20,0.056
11,20,0.056
12,20,0.056
8,20,0.056
12,20,0.056
15,20,0.056
9,20,0.056
12,20,0.056
13,20,0.056
9,20,0.056
0,20,0.056
6,20,0.056
13,20,0.056
9,20,0.056
10,20,0.056
13,20,0.056
11,20,0.056
12,20,0.056
14,20,0.056
11,20,0.056
7,20,0.056
15,20,0.056
12,20,0.067
9,20,0.067
11,20,0.067
16,20,0.067
9,20,0.067
10,20,0.067
12,20,0.067
9,20,0.067
9,20,0.067
13,20,0.067
7,20,0.067
9,20,0.067
9,20,0.067
10,20,0.067
12,20,0.067
10,20,0.067
15,20,0.067
14,20,0.067
0,20,0.067
15,20,0.067
12,20,0.067
11,20,0.067
10,20,0.067
15,20,0.067
12,20,0.067
14,20,0.067
10,20,0.067
9,20,0.067
10,20,0.067
11,20,0.067
11,20,0.067
10,20,0.067
0,20,0.067
6,20,0.067
9,20,0.067
9,20,0.067
12,20,0.067
12,20,0.067
13,20,0.067
8,20,0.067
10,20,0.067
12,20,0.067
9,20,0.067
7,20,0.067
15,20,0.067
11,20,0.067
14,20,0.067
9,20,0.067
10,20,0.067
15,20,0.067
8,20,0.078
13,20,0.078
9,20,0.078
8,20,0.078
7,20,0.078
5,20,0.078
10,20,0.078
6,20,0.078
13,20,0.078
10,20,0.078
12,20,0.078
9,20,0.078
13,20,0.078
12,20,0.078
8,20,0.078
11,20,0.078
14,20,0.078
11,20,0.078
5,20,0.078
8,20,0.078
9,20,0.078
12,20,0.078
14,20,0.078
9,20,0.078
13,20,0.078
8,20,0.078
10,20,0.078
11,20,0.078
12,20,0.078
9,20,0.078
9,20,0.078
10,20,0.078
13,20,0.078
10,20,0.078
19,20,0.078
10,20,0.078
9,20,0.078
11,20,0.078
15,20,0.078
8,20,0.078
8,20,0.078
10,20,0.078
10,20,0.078
8,20,0.078
9,20,0.078
6,20,0.078
9,20,0.078
9,20,0.078
12,20,0.078
11,20,0.078
13,20,0.089
6,20,0.089
9,20,0.089
11,20,0.089
9,20,0.089
5,20,0.089
10,20,0.089
10,20,0.089
11,20,0.089
10,20,0.089
10,20,0.089
8,20,0.089
11,20,0.089
9,20,0.089
15,20,0.089
11,20,0.089
14,20,0.089
8,20,0.089
9,20,0.089
10,20,0.089
15,20,0.089
8,20,0.089
9,20,0.089
11,20,0.089
12,20,0.089
10,20,0.089
16,20,0.089
7,20,0.089
10,20,0.089
9,20,0.089
12,20,0.089
13,20,0.089
10,20,0.089
10,20,0.089
11,20,0.089
10,20,0.089
13,20,0.089
8,20,0.089
5,20,0.089
13,20,0.089
11,20,0.089
10,20,0.089
6,20,0.089
9,20,0.089
9,20,0.089
9,20,0.089
10,20,0.089
13,20,0.089
9,20,0.089
11,20,0.089
10,20,0.1
11,20,0.1
11,20,0.1
13,20,0.1
12,20,0.1
8,20,0.1
9,20,0.1
12,20,0.1
10,20,0.1
10,20,0.1
0,20,0.1
10,20,0.1
9,20,0.1
8,20,0.1
8,20,0.1
7,20,0.1
9,20,0.1
9,20,0.1
9,20,0.1
10,20,0.1
9,20,0.1
8,20,0.1
12,20,0.1
6,20,0.1
11,20,0.1
11,20,0.1
8,20,0.1
9,20,0.1
8,20,0.1
11,20,0.1
14,20,0.1
8,20,0.1
11,20,0.1
13,20,0.1
7,20,0.1
10,20,0.1
12,20,0.1
8,20,0.1
9,20,0.1
7,20,0.1
11,20,0.1
11,20,0.1
9,20,0.1
12,20,0.1
10,20,0.1
12,20,0.1
10,20,0.1
12,20,0.1
8,20,0.1
9,20,0.1
112,25,0.001
46,25,0.001
31,25,0.001
37,25,0.001
55,25,0.001
76,25,0.001
84,25,0.001
44,25,0.001
38,25,0.001
35,25,0.001
15,25,0.001
62,25,0.001
49,25,0.001
146,25,0.001
48,25,0.001
60,25,0.001
56,25,0.001
47,25,0.001
59,25,0.001
101,25,0.001
117,25,0.001
81,25,0.001
86,25,0.001
131,25,0.001
55,25,0.001
48,25,0.001
57,25,0.001
90,25,0.001
41,25,0.001
34,25,0.001
44,25,0.001
56,25,0.001
47,25,0.001
85,25,0.001
76,25,0.001
45,25,0.001
111,25,0.001
15,25,0.001
48,25,0.001
78,25,0.001
14,25,0.001
44,25,0.001
108,25,0.001
75,25,0.001
78,25,0.001
91,25,0.001
50,25,0.001
0,25,0.001
40,25,0.001
46,25,0.001
25,25,0.012
19,25,0.012
11,25,0.012
16,25,0.012
18,25,0.012
9,25,0.012
15,25,0.012
16,25,0.012
10,25,0.012
0,25,0.012
9,25,0.012
32,25,0.012
12,25,0.012
13,25,0.012
18,25,0.012
21,25,0.012
27,25,0.012
17,25,0.012
13,25,0.012
14,25,0.012
17,25,0.012
12,25,0.012
16,25,0.012
10,25,0.012
9,25,0.012
11,25,0.012
11,25,0.012
12,25,0.012
18,25,0.012
10,25,0.012
9,25,0.012
12,25,0.012
19,25,0.012
12,25,0.012
7,25,0.012
22,25,0.012
18,25,0.012
13,25,0.012
21,25,0.012
13,25,0.012
12,25,0.012
11,25,0.012
13,25,0.012
14,25,0.012
13,25,0.012
16,25,0.012
14,25,0.012
17,25,0.012
11,25,0.012
16,25,0.012
14,25,0.023
12,25,0.023
8,25,0.023
17,25,0.023
12,25,0.023
10,25,0.023
11,25,0.023
12,25,0.023
9,25,0.023
14,25,0.023
15,25,0.023
18,25,0.023
14,25,0.023
10,25,0.023
13,25,0.023
14,25,0.023
10,25,0.023
13,25,0.023
18,25,0.023
12,25,0.023
16,25,0.023
12,25,0.023
12,25,0.023
18,25,0.023
11,25,0.023
19,25,0.023
12,25,0.023
9,25,0.023
13,25,0.023
10,25,0.023
11,25,0.023
15,25,0.023
16,25,0.023
15,25,0.023
12,25,0.023
13,25,0.023
8,25,0.023
11,25,0.023
14,25,0.023
11,25,0.023
10,25,0.023
11,25,0.023
11,25,0.023
19,25,0.023
15,25,0.023
14,25,0.023
10,25,0.023
11,25,0.023
7,25,0.023
14,25,0.023
15,25,0.034
11,25,0.034
11,25,0.034
12,25,0.034
8,25,0.034
8,25,0.034
9,25,0.034
14,25,0.034
13,25,0.034
10,25,0.034
16,25,0.034
9,25,0.034
7,25,0.034
10,25,0.034
11,25,0.034
9,25,0.034
11,25,0.034
15,25,0.034
9,25,0.034
15,25,0.034
9,25,0.034
15,25,0.034
11,25,0.034
14,25,0.034
10,25,0.034
10,25,0.034
18,25,0.034
10,25,0.034
10,25,0.034
9,25,0.034
9,25,0.034
16,25,0.034
13,25,0.034
10,25,0.034
12,25,0.034
11,25,0.034
12,25,0.034
10,25,0.034
11,25,0.034
7,25,0.034
17,25,0.034
10,25,0.034
9,25,0.034
15,25,0.034
10,25,0.034
12,25,0.034
8,25,0.034
18,25,0.034
13,25,0.034
7,25,0.034
11,25,0.045
6,25,0.045
9,25,0.045
11,25,0.045
10,25,0.045
7,25,0.045
12,25,0.045
8,25,0.045
13,25,0.045
8,25,0.045
17,25,0.045
8,25,0.045
0,25,0.045
14,25,0.045
7,25,0.045
9,25,0.045
8,25,0.045
8,25,0.045
14,25,0.045
11,25,0.045
12,25,0.045
10,25,0.045
7,25,0.045
9,25,0.045
11,25,0.045
13,25,0.045
9,25,0.045
17,25,0.045
11,25,0.045
9,25,0.045
8,25,0.045
10,25,0.045
7,25,0.045
12,25,0.045
17,25,0.045
13,25,0.045
11,25,0.045
11,25,0.045
10,25,0.045
0,25,0.045
10,25,0.045
14,25,0.045
10,25,0.045
9,25,0.045
11,25,0.045
17,25,0.045
10,25,0.045
11,25,0.045
14,25,0.045
9,25,0.045
7,25,0.056
8,25,0.056
10,25,0.056
9,25,0.056
12,25,0.056
9,25,0.056
12,25,0.056
10,25,0.056
10,25,0.056
8,25,0.056
0,25,0.056
11,25,0.056
7,25,0.056
7,25,0.056
15,25,0.056
16,25,0.056
8,25,0.056
10,25,0.056
7,25,0.056
9,25,0.056
10,25,0.056
10,25,0.056
12,25,0.056
11,25,0.056
13,25,0.056
8,25,0.056
10,25,0.056
7,25,0.056
8,25,0.056
10,25,0.056
11,25,0.056
19,25,0.056
12,25,0.056
9,25,0.056
8,25,0.056
15,25,0.056
10,25,0.056
22,25,0.056
9,25,0.056
9,25,0.056
9,25,0.056
9,25,0.056
9,25,0.056
7,25,0.056
9,25,0.056
8,25,0.056
8,25,0.056
11,25,0.056
9,25,0.056
4,25,0.056
8,25,0.067
11,25,0.067
8,25,0.067
10,25,0.067
10,25,0.067
11,25,0.067
11,25,0.067
10,25,0.067
8,25,0.067
9,25,0.067
8,25,0.067
8,25,0.067
11,25,0.067
10,25,0.067
12,25,0.067
9,25,0.067
12,25,0.067
11,25,0.067
11,25,0.067
11,25,0.067
8,25,0.067
10,25,0.067
10,25,0.067
10,25,0.067
8,25,0.067
9,25,0.067
12,25,0.067
11,25,0.067
9,25,0.067
10,25,0.067
9,25,0.067
8,25,0.067
11,25,0.067
10,25,0.067
12,25,0.067
9,25,0.067
7,25,0.067
5,25,0.067
10,25,0.067
11,25,0.067
9,25,0.067
11,25,0.067
12,25,0.067
11,25,0.067
6,25,0.067
7,25,0.067
9,25,0.067
9,25,0.067
6,25,0.067
10,25,0.067
9,25,0.078
9,25,0.078
10,25,0.078
12,25,0.078
11,25,0.078
12,25,0.078
13,25,0.078
9,25,0.078
7,25,0.078
12,25,0.078
10,25,0.078
9,25,0.078
12,25,0.078
9,25,0.078
9,25,0.078
10,25,0.078
9,25,0.078
10,25,0.078
9,25,0.078
11,25,0.078
0,25,0.078
11,25,0.078
11,25,0.078
11,25,0.078
12,25,0.078
10,25,0.078
9,25,0.078
9,25,0.078
9,25,0.078
10,25,0.078
10,25,0.078
10,25,0.078
10,25,0.078
9,25,0.078
9,25,0.078
11,25,0.078
9,25,0.078
8,25,0.078
9,25,0.078
7,25,0.078
7,25,0.078
7,25,0.078
9,25,0.078
8,25,0.078
12,25,0.078
12,25,0.078
8,25,0.078
8,25,0.078
11,25,0.078
10,25,0.078
6,25,0.089
9,25,0.089
7,25,0.089
11,25,0.089
9,25,0.089
11,25,0.089
0,25,0.089
8,25,0.089
16,25,0.089
7,25,0.089
11,25,0.089
8,25,0.089
12,25,0.089
9,25,0.089
9,25,0.089
9,25,0.089
8,25,0.089
10,25,0.089
9,25,0.089
9,25,0.089
11,25,0.089
9,25,0.089
7,25,0.089
12,25,0.089
10,25,0.089
6,25,0.089
8,25,0.089
10,25,0.089
11,25,0.089
7,25,0.089
8,25,0.089
9,25,0.089
10,25,0.089
7,25,0.089
8,25,0.089
9,25,0.089
7,25,0.089
10,25,0.089
8,25,0.089
8,25,0.089
9,25,0.089
8,25,0.089
6,25,0.089
7,25,0.089
10,25,0.089
10,25,0.089
13,25,0.089
9,25,0.089
6,25,0.089
10,25,0.089
9,25,0.1
10,25,0.1
11,25,0.1
9,25,0.1
9,25,0.1
11,25,0.1
12,25,0.1
7,25,0.1
10,25,0.1
9,25,0.1
9,25,0.1
9,25,0.1
0,25,0.1
8,25,0.1
7,25,0.1
6,25,0.1
9,25,0.1
9,25,0.1
9,25,0.1
9,25,0.1
7,25,0.1
10,25,0.1
7,25,0.1
11,25,0.1
8,25,0.1
10,25,0.1
11,25,0.1
6,25,0.1
11,25,0.1
7,25,0.1
8,25,0.1
8,25,0.1
6,25,0.1
14,25,0.1
6,25,0.1
12,25,0.1
9,25,0.1
7,25,0.1
11,25,0.1
8,25,0.1
0,25,0.1
12,25,0.1
8,25,0.1
8,25,0.1
6,25,0.1
7,25,0.1
9,25,0.1
9,25,0.1
10,25,0.1
9,25,0.1
24,30,0.001
13,30,0.001
36,30,0.001
20,30,0.001
21,30,0.001
47,30,0.001
51,30,0.001
45,30,0.001
22,30,0.001
9,30,0.001
21,30,0.001
29,30,0.001
37,30,0.001
46,30,0.001
28,30,0.001
17,30,0.001
28,30,0.001
12,30,0.001
37,30,0.001
30,30,0.001
25,30,0.001
25,30,0.001
11,30,0.001
20,30,0.001
14,30,0.001
33,30,0.001
44,30,0.001
10,30,0.001
28,30,0.001
34,30,0.001
34,30,0.001
16,30,0.001
9,30,0.001
39,30,0.001
37,30,0.001
7,30,0.001
20,30,0.001
35,30,0.001
34,30,0.001
20,30,0.001
11,30,0.001
29,30,0.001
20,30,0.001
65,30,0.001
49,30,0.001
12,30,0.001
52,30,0.001
22,30,0.001
29,30,0.001
33,30,0.001
16,30,0.012
13,30,0.012
9,30,0.012
9,30,0.012
21,30,0.012
12,30,0.012
13,30,0.012
7,30,0.012
8,30,0.012
19,30,0.012
12,30,0.012
18,30,0.012
11,30,0.012
15,30,0.012
10,30,0.012
9,30,0.012
14,30,0.012
7,30,0.012
12,30,0.012
13,30,0.012
9,30,0.012
20,30,0.012
10,30,0.012
12,30,0.012
20,30,0.012
9,30,0.012
17,30,0.012
10,30,0.012
10,30,0.012
18,30,0.012
11,30,0.012
10,30,0.012
22,30,0.012
18,30,0.012
18,30,0.012
20,30,0.012
11,30,0.012
15,30,0.012
12,30,0.012
13,30,0.012
18,30,0.012
20,30,0.012
8,30,0.012
13,30,0.012
18,30,0.012
13,30,0.012
9,30,0.012
7,30,0.012
8,30,0.012
8,30,0.012
8,30,0.023
17,30,0.023
7,30,0.023
12,30,0.023
11,30,0.023
8,30,0.023
9,30,0.023
10,30,0.023
9,30,0.023
12,30,0.023
15,30,0.023
9,30,0.023
8,30,0.023
18,30,0.023
5,30,0.023
16,30,0.023
22,30,0.023
13,30,0.023
16,30,0.023
10,30,0.023
12,30,0.023
15,30,0.023
6,30,0.023
10,30,0.023
8,30,0.023
9,30,0.023
11,30,0.023
9,30,0.023
12,30,0.023
11,30,0.023
15,30,0.023
12,30,0.023
7,30,0.023
12,30,0.023
11,30,0.023
6,30,0.023
7,30,0.023
7,30,0.023
11,30,0.023
13,30,0.023
8,30,0.023
8,30,0.023
12,30,0.023
9,30,0.023
15,30,0.023
10,30,0.023
13,30,0.023
9,30,0.023
11,30,0.023
15,30,0.023
9,30,0.034
8,30,0.034
8,30,0.034
5,30,0.034
7,30,0.034
8,30,0.034
10,30,0.034
7,30,0.034
9,30,0.034
11,30,0.034
11,30,0.034
10,30,0.034
9,30,0.034
10,30,0.034
11,30,0.034
11,30,0.034
10,30,0.034
10,30,0.034
11,30,0.034
11,30,0.034
10,30,0.034
16,30,0.034
10,30,0.034
9,30,0.034
11,30,0.034
14,30,0.034
25,30,0.034
11,30,0.034
8,30,0.034
6,30,0.034
8,30,0.034
16,30,0.034
8,30,0.034
13,30,0.034
13,30,0.034
10,30,0.034
13,30,0.034
13,30,0.034
14,30,0.034
9,30,0.034
9,30,0.034
9,30,0.034
9,30,0.034
10,30,0.034
8,30,0.034
9,30,0.034
10,30,0.034
10,30,0.034
13,30,0.034
11,30,0.034
10,30,0.045
10,30,0.045
12,30,0.045
19,30,0.045
6,30,0.045
8,30,0.045
12,30,0.045
12,30,0.045
7,30,0.045
7,30,0.045
11,30,0.045
13,30,0.045
10,30,0.045
9,30,0.045
8,30,0.045
11,30,0.045
13,30,0.045
9,30,0.045
10,30,0.045
11,30,0.045
10,30,0.045
11,30,0.045
11,30,0.045
7,30,0.045
8,30,0.045
6,30,0.045
11,30,0.045
19,30,0.045
13,30,0.045
13,30,0.045
10,30,0.045
10,30,0.045
12,30,0.045
13,30,0.045
11,30,0.045
13,30,0.045
9,30,0.045
7,30,0.045
11,30,0.045
21,30,0.045
13,30,0.045
10,30,0.045
9,30,0.045
8,30,0.045
12,30,0.045
11,30,0.045
11,30,0.045
7,30,0.045
7,30,0.045
11,30,0.045
8,30,0.056
13,30,0.056
8,30,0.056
9,30,0.056
8,30,0.056
9,30,0.056
9,30,0.056
10,30,0.056
11,30,0.056
16,30,0.056
9,30,0.056
10,30,0.056
8,30,0.056
5,30,0.056
6,30,0.056
17,30,0.056
10,30,0.056
10,30,0.056
9,30,0.056
10,30,0.056
11,30,0.056
12,30,0.056
9,30,0.056
10,30,0.056
12,30,0.056
11,30,0.056
11,30,0.056
12,30,0.056
20,30,0.056
7,30,0.056
9,30,0.056
10,30,0.056
8,30,0.056
8,30,0.056
6,30,0.056
11,30,0.056
8,30,0.056
8,30,0.056
8,30,0.056
9,30,0.056
11,30,0.056
6,30,0.056
10,30,0.056
10,30,0.056
9,30,0.056
12,30,0.056
7,30,0.056
12,30,0.056
14,30,0.056
13,30,0.056
10,30,0.067
9,30,0.067
11,30,0.067
9,30,0.067
10,30,0.067
9,30,0.067
9,30,0.067
7,30,0.067
6,30,0.067
9,30,0.067
5,30,0.067
10,30,0.067
11,30,0.067
6,30,0.067
7,30,0.067
9,30,0.067
16,30,0.067
0,30,0.067
17,30,0.067
6,30,0.067
7,30,0.067
13,30,0.067
12,30,0.067
12,30,0.067
9,30,0.067
9,30,0.067
8,30,0.067
12,30,0.067
12,30,0.067
8,30,0.067
14,30,0.067
10,30,0.067
11,30,0.067
9,30,0.067
13,30,0.067
9,30,0.067
18,30,0.067
10,30,0.067
9,30,0.067
14,30,0.067
9,30,0.067
9,30,0.067
0,30,0.067
10,30,0.067
12,30,0.067
12,30,0.067
8,30,0.067
7,30,0.067
9,30,0.067
9,30,0.067
8,30,0.078
9,30,0.078
8,30,0.078
12,30,0.078
8,30,0.078
10,30,0.078
8,30,0.078
6,30,0.078
9,30,0.078
9,30,0.078
7,30,0.078
6,30,0.078
9,30,0.078
9,30,0.078
8,30,0.078
10,30,0.078
9,30,0.078
0,30,0.078
8,30,0.078
7,30,0.078
8,30,0.078
10,30,0.078
8,30,0.078
9,30,0.078
10,30,0.078
11,30,0.078
9,30,0.078
9,30,0.078
12,30,0.078
8,30,0.078
12,30,0.078
9,30,0.078
10,30,0.078
13,30,0.078
8,30,0.078
7,30,0.078
10,30,0.078
10,30,0.078
9,30,0.078
6,30,0.078
9,30,0.078
7,30,0.078
8,30,0.078
9,30,0.078
9,30,0.078
11,30,0.078
12,30,0.078
8,30,0.078
15,30,0.078
6,30,0.078
10,30,0.089
9,30,0.089
10,30,0.089
9,30,0.089
9,30,0.089
10,30,0.089
10,30,0.089
8,30,0.089
13,30,0.089
10,30,0.089
9,30,0.089
9,30,0.089
8,30,0.089
9,30,0.089
9,30,0.089
9,30,0.089
12,30,0.089
13,30,0.089
12,30,0.089
9,30,0.089
9,30,0.089
12,30,0.089
9,30,0.089
8,30,0.089
8,30,0.089
11,30,0.089
9,30,0.089
10,30,0.089
6,30,0.089
12,30,0.089
18,30,0.089
10,30,0.089
8,30,0.089
7,30,0.089
7,30,0.089
7,30,0.089
7,30,0.089
9,30,0.089
14,30,0.089
11,30,0.089
8,30,0.089
11,30,0.089
10,30,0.089
7,30,0.089
7,30,0.089
7,30,0.089
4,30,0.089
10,30,0.089
8,30,0.089
9,30,0.089
9,30,0.1
7,30,0.1
7,30,0.1
9,30,0.1
10,30,0.1
8,30,0.1
10,30,0.1
11,30,0.1
12,30,0.1
10,30,0.1
9,30,0.1
11,30,0.1
9,30,0.1
9,30,0.1
11,30,0.1
11,30,0.1
8,30,0.1
10,30,0.1
10,30,0.1
12,30,0.1
9,30,0.1
12,30,0.1
7,30,0.1
10,30,0.1
8,30,0.1
8,30,0.1
12,30,0.1
13,30,0.1
11,30,0.1
8,30,0.1
11,30,0.1
8,30,0.1
9,30,0.1
10,30,0.1
8,30,0.1
10,30,0.1
7,30,0.1
7,30,0.1
10,30,0.1
9,30,0.1
11,30,0.1
10,30,0.1
8,30,0.1
19,30,0.1
20,30,0.1
9,30,0.1
8,30,0.1
10,30,0.1
9,30,0.1
9,30,0.1
13,35,0.001
10,35,0.001
5,35,0.001
19,35,0.001
0,35,0.001
30,35,0.001
15,35,0.001
24,35,0.001
28,35,0.001
19,35,0.001
19,35,0.001
8,35,0.001
23,35,0.001
22,35,0.001
24,35,0.001
14,35,0.001
19,35,0.001
18,35,0.001
25,35,0.001
14,35,0.001
23,35,0.001
38,35,0.001
23,35,0.001
18,35,0.001
14,35,0.001
13,35,0.001
20,35,0.001
20,35,0.001
25,35,0.001
10,35,0.001
49,35,0.001
31,35,0.001
28,35,0.001
20,35,0.001
16,35,0.001
10,35,0.001
19,35,0.001
13,35,0.001
20,35,0.001
10,35,0.001
22,35,0.001
13,35,0.001
35,35,0.001
19,35,0.001
41,35,0.001
23,35,0.001
27,35,0.001
29,35,0.001
43,35,0.001
17,35,0.001
15,35,0.012
11,35,0.012
18,35,0.012
9,35,0.012
15,35,0.012
13,35,0.012
19,35,0.012
18,35,0.012
9,35,0.012
8,35,0.012
15,35,0.012
12,35,0.012
19,35,0.012
11,35,0.012
7,35,0.012
15,35,0.012
16,35,0.012
5,35,0.012
12,35,0.012
16,35,0.012
11,35,0.012
12,35,0.012
10,35,0.012
9,35,0.012
10,35,0.012
12,35,0.012
7,35,0.012
19,35,0.012
14,35,0.012
23,35,0.012
10,35,0.012
10,35,0.012
13,35,0.012
15,35,0.012
12,35,0.012
19,35,0.012
14,35,0.012
15,35,0.012
16,35,0.012
13,35,0.012
7,35,0.012
15,35,0.012
0,35,0.012
16,35,0.012
16,35,0.012
9,35,0.012
7,35,0.012
11,35,0.012
16,35,0.012
15,35,0.012
9,35,0.023
11,35,0.023
11,35,0.023
8,35,0.023
10,35,0.023
9,35,0.023
17,35,0.023
7,35,0.023
9,35,0.023
12,35,0.023
12,35,0.023
13,35,0.023
14,35,0.023
13,35,0.023
9,35,0.023
9,35,0.023
13,35,0.023
10,35,0.023
18,35,0.023
11,35,0.023
13,35,0.023
13,35,0.023
13,35,0.023
14,35,0.023
15,35,0.023
8,35,0.023
9,35,0.023
8,35,0.023
12,35,0.023
6,35,0.023
16,35,0.023
12,35,0.023
9,35,0.023
18,35,0.023
5,35,0.023
9,35,0.023
8,35,0.023
12,35,0.023
11,35,0.023
14,35,0.023
16,35,0.023
12,35,0.023
13,35,0.023
7,35,0.023
7,35,0.023
11,35,0.023
8,35,0.023
10,35,0.023
16,35,0.023
12,35,0.023
11,35,0.034
15,35,0.034
10,35,0.034
10,35,0.034
10,35,0.034
7,35,0.034
7,35,0.034
11,35,0.034
12,35,0.034
7,35,0.034
11,35,0.034
11,35,0.034
9,35,0.034
15,35,0.034
8,35,0.034
12,35,0.034
7,35,0.034
13,35,0.034
9,35,0.034
12,35,0.034
11,35,0.034
12,35,0.034
8,35,0.034
9,35,0.034
9,35,0.034
14,35,0.034
14,35,0.034
17,35,0.034
13,35,0.034
19,35,0.034
11,35,0.034
14,35,0.034
13,35,0.034
8,35,0.034
11,35,0.034
10,35,0.034
12,35,0.034
9,35,0.034
14,35,0.034
10,35,0.034
10,35,0.034
10,35,0.034
8,35,0.034
14,35,0.034
14,35,0.034
9,35,0.034
11,35,0.034
13,35,0.034
11,35,0.034
11,35,0.034
15,35,0.045
10,35,0.045
10,35,0.045
15,35,0.045
10,35,0.045
8,35,0.045
10,35,0.045
14,35,0.045
10,35,0.045
14,35,0.045
8,35,0.045
11,35,0.045
13,35,0.045
10,35,0.045
9,35,0.045
7,35,0.045
11,35,0.045
12,35,0.045
8,35,0.045
12,35,0.045
9,35,0.045
15,35,0.045
9,35,0.045
11,35,0.045
8,35,0.045
11,35,0.045
8,35,0.045
8,35,0.045
13,35,0.045
12,35,0.045
10,35,0.045
12,35,0.045
10,35,0.045
10,35,0.045
5,35,0.045
12,35,0.045
6,35,0.045
18,35,0.045
8,35,0.045
11,35,0.045
13,35,0.045
11,35,0.045
9,35,0.045
9,35,0.045
9,35,0.045
12,35,0.045
9,35,0.045
11,35,0.045
9,35,0.045
14,35,0.045
11,35,0.056
9,35,0.056
12,35,0.056
8,35,0.056
10,35,0.056
14,35,0.056
12,35,0.056
11,35,0.056
13,35,0.056
11,35,0.056
10,35,0.056
14,35,0.056
14,35,0.056
9,35,0.056
13,35,0.056
11,35,0.056
15,35,0.056
11,35,0.056
13,35,0.056
16,35,0.056
11,35,0.056
5,35,0.056
15,35,0.056
12,35,0.056
13,35,0.056
15,35,0.056
11,35,0.056
12,35,0.056
8,35,0.056
9,35,0.056
8,35,0.056
10,35,0.056
11,35,0.056
18,35,0.056
10,35,0.056
9,35,0.056
9,35,0.056
12,35,0.056
10,35,0.056
8,35,0.056
10,35,0.056
8,35,0.056
6,35,0.056
9,35,0.056
12,35,0.056
8,35,0.056
12,35,0.056
12,35,0.056
11,35,0.056
8,35,0.056
11,35,0.067
13,35,0.067
7,35,0.067
11,35,0.067
7,35,0.067
8,35,0.067
7,35,0.067
11,35,0.067
8,35,0.067
11,35,0.067
12,35,0.067
13,35,0.067
11,35,0.067
7,35,0.067
6,35,0.067
9,35,0.067
7,35,0.067
7,35,0.067
10,35,0.067
12,35,0.067
15,35,0.067
9,35,0.067
14,35,0.067
8,35,0.067
11,35,0.067
10,35,0.067
15,35,0.067
13,35,0.067
9,35,0.067
13,35,0.067
11,35,0.067
11,35,0.067
13,35,0.067
6,35,0.067
8,35,0.067
11,35,0.067
6,35,0.067
12,35,0.067
7,35,0.067
10,35,0.067
12,35,0.067
13,35,0.067
7,35,0.067
10,35,0.067
10,35,0.067
8,35,0.067
8,35,0.067
0,35,0.067
12,35,0.067
11,35,0.067
11,35,0.078
11,35,0.078
10,35,0.078
16,35,0.078
14,35,0.078
11,35,0.078
9,35,0.078
13,35,0.078
12,35,0.078
10,35,0.078
11,35,0.078
9,35,0.078
13,35,0.078
10,35,0.078
8,35,0.078
11,35,0.078
13,35,0.078
11,35,0.078
13,35,0.078
12,35,0.078
9,35,0.078
11,35,0.078
11,35,0.078
10,35,0.078
19,35,0.078
13,35,0.078
9,35,0.078
9,35,0.078
10,35,0.078
12,35,0.078
10,35,0.078
8,35,0.078
11,35,0.078
7,35,0.078
13,35,0.078
12,35,0.078
0,35,0.078
16,35,0.078
11,35,0.078
8,35,0.078
14,35,0.078
8,35,0.078
12,35,0.078
10,35,0.078
10,35,0.078
9,35,0.078
9,35,0.078
17,35,0.078
8,35,0.078
9,35,0.078
9,35,0.089
9,35,0.089
10,35,0.089
11,35,0.089
10,35,0.089
21,35,0.089
12,35,0.089
12,35,0.089
7,35,0.089
10,35,0.089
13,35,0.089
11,35,0.089
14,35,0.089
8,35,0.089
7,35,0.089
10,35,0.089
12,35,0.089
7,35,0.089
11,35,0.089
12,35,0.089
10,35,0.089
9,35,0.089
10,35,0.089
7,35,0.089
6,35,0.089
11,35,0.089
10,35,0.089
11,35,0.089
11,35,0.089
11,35,0.089
8,35,0.089
8,35,0.089
9,35,0.089
10,35,0.089
9,35,0.089
9,35,0.089
9,35,0.089
9,35,0.089
13,35,0.089
11,35,0.089
8,35,0.089
11,35,0.089
13,35,0.089
12,35,0.089
6,35,0.089
14,35,0.089
9,35,0.089
7,35,0.089
9,35,0.089
12,35,0.089
6,35,0.1
11,35,0.1
15,35,0.1
10,35,0.1
10,35,0.1
10,35,0.1
8,35,0.1
9,35,0.1
12,35,0.1
9,35,0.1
10,35,0.1
12,35,0.1
9,35,0.1
8,35,0.1
10,35,0.1
12,35,0.1
13,35,0.1
8,35,0.1
10,35,0.1
10,35,0.1
15,35,0.1
14,35,0.1
15,35,0.1
9,35,0.1
10,35,0.1
12,35,0.1
9,35,0.1
10,35,0.1
8,35,0.1
11,35,0.1
7,35,0.1
7,35,0.1
13,35,0.1
6,35,0.1
13,35,0.1
10,35,0.1
14,35,0.1
10,35,0.1
16,35,0.1
6,35,0.1
8,35,0.1
11,35,0.1
