day,s,i,r,edgecount,suscedgecount
1,993,6,1,0.998092396488053,0.9990329746610669
2,973,24,3,0.9763506077429137,0.9878463333753075
3,926,69,5,0.9157475115556751,0.9545645101646025
4,828,164,8,0.8116119249675952,0.8859606128223994
5,690,292,18,0.8018782557656093,0.8530621385828618
6,369,592,39,0.9983369610408668,0.9972314756632181
7,33,893,74,1.0,1.0
8,1,882,117,1.0,1.0
9,0,843,157,1.0,
10,0,821,179,1.0,
11,0,798,202,1.0,
12,0,758,242,1.0,
13,0,721,279,1.0,
14,0,676,324,1.0,
15,0,652,348,1.0,
16,0,629,371,1.0,
17,0,597,403,1.0,
18,0,566,434,1.0,
19,0,544,456,1.0,
20,0,530,470,1.0,
21,0,506,494,1.0,
22,0,484,516,1.0,
23,0,468,532,1.0,
24,0,454,546,1.0,
25,0,430,570,1.0,
26,0,414,586,1.0,
27,0,394,606,1.0,
28,0,380,620,1.0,
29,0,367,633,1.0,
30,0,352,648,1.0,
31,0,338,662,1.0,
32,0,323,677,1.0,
33,0,306,694,1.0,
34,0,292,708,1.0,
35,0,285,715,1.0,
36,0,274,726,1.0,
37,0,266,734,1.0,
38,0,256,744,1.0,
39,0,245,755,1.0,
40,0,231,769,1.0,
41,0,225,775,1.0,
42,0,217,783,1.0,
43,0,210,790,1.0,
44,0,206,794,1.0,
45,0,198,802,1.0,
46,0,186,814,1.0,
47,0,178,822,1.0,
48,0,172,828,1.0,
49,0,162,838,1.0,
50,0,156,844,1.0,
51,0,149,851,1.0,
52,0,144,856,1.0,
53,0,139,861,1.0,
54,0,132,868,1.0,
55,0,127,873,1.0,
56,0,123,877,1.0,
57,0,117,883,1.0,
58,0,112,888,1.0,
59,0,104,896,1.0,
60,0,101,899,1.0,
61,0,93,907,1.0,
62,0,84,916,1.0,
63,0,80,920,1.0,
64,0,77,923,1.0,
65,0,73,927,1.0,
66,0,66,934,1.0,
67,0,65,935,1.0,
68,0,63,937,1.0,
69,0,61,939,1.0,
70,0,60,940,1.0,
71,0,57,943,1.0,
72,0,55,945,1.0,
73,0,53,947,1.0,
74,0,52,948,1.0,
75,0,51,949,1.0,
76,0,49,951,1.0,
77,0,49,951,1.0,
78,0,46,954,1.0,
79,0,44,956,1.0,
80,0,43,957,1.0,
81,0,43,957,1.0,
82,0,41,959,1.0,
83,0,38,962,1.0,
84,0,35,965,1.0,
85,0,33,967,1.0,
86,0,32,968,1.0,
87,0,29,971,1.0,
88,0,29,971,1.0,
89,0,28,972,1.0,
90,0,28,972,1.0,
91,0,28,972,1.0,
92,0,26,974,1.0,
93,0,25,975,1.0,
94,0,24,976,1.0,
95,0,23,977,1.0,
96,0,22,978,1.0,
97,0,22,978,1.0,
98,0,20,980,1.0,
99,0,20,980,1.0,
100,0,20,980,1.0,
101,0,18,982,1.0,
102,0,16,984,1.0,
103,0,16,984,1.0,
104,0,15,985,1.0,
105,0,15,985,1.0,
106,0,13,987,1.0,
107,0,13,987,1.0,
108,0,13,987,1.0,
109,0,13,987,1.0,
110,0,12,988,1.0,
111,0,12,988,1.0,
112,0,12,988,1.0,
113,0,11,989,1.0,
114,0,10,990,1.0,
115,0,10,990,1.0,
116,0,10,990,1.0,
117,0,10,990,1.0,
118,0,10,990,1.0,
119,0,9,991,1.0,
120,0,8,992,1.0,
121,0,8,992,1.0,
122,0,8,992,1.0,
123,0,7,993,1.0,
124,0,7,993,1.0,
125,0,6,994,1.0,
126,0,5,995,1.0,
127,0,5,995,1.0,
128,0,5,995,1.0,
129,0,5,995,1.0,
130,0,5,995,1.0,
131,0,5,995,1.0,
132,0,5,995,1.0,
133,0,5,995,1.0,
134,0,5,995,1.0,
135,0,5,995,1.0,
136,0,5,995,1.0,
137,0,5,995,1.0,
138,0,5,995,1.0,
139,0,5,995,1.0,
140,0,4,996,1.0,
141,0,4,996,1.0,
142,0,4,996,1.0,
143,0,4,996,1.0,
144,0,4,996,1.0,
145,0,4,996,1.0,
146,0,3,997,1.0,
147,0,3,997,1.0,
148,0,3,997,1.0,
149,0,2,998,1.0,
150,0,2,998,1.0,
151,0,2,998,1.0,
152,0,2,998,1.0,
153,0,2,998,1.0,
154,0,2,998,1.0,
