day,s_mean,s_min,s_max,s_std,i_mean,i_min,i_max,i_std,r_mean,r_min,r_max,r_std,edgecount_mean,edgecount_min,edgecount_max,edgecount_std,suscedgecount_mean,suscedgecount_min,suscedgecount_max,suscedgecount_std
1,497.715,494,499,1.07683465040906,2.205,0,5,1.0528616186088742,0.08,0,1,0.2719739863410306,0.9996575557650016,0.9976437323279924,1.0,0.000478113222229535,0.9999478753189723,0.9989028415487422,1.0,0.00014855137096497051
2,494.98,484,499,3.0091318302559116,4.735,0,15,2.930480091698149,0.285,0,2,0.5433702754857015,0.9977277725416274,0.9824065347156771,1.0,0.002962771559241397,0.999004564061178,0.9923032148395544,1.0,0.001357305726866266
3,489.875,472,499,6.047498340711182,9.515,0,27,5.88070475727281,0.61,0,4,0.8254129467504838,0.9915009425070689,0.9549167452089224,1.0,0.008804614312538218,0.9958658793287052,0.9775701486887297,1.0,0.004355084679814032
4,480.835,455,499,10.67791479276774,17.8,0,44,10.127330056355023,1.365,0,7,1.2962159848562984,0.9765409990574929,0.918316054037072,1.0,0.0197388068772474,0.987985246387003,0.9570253107020641,1.0,0.010392030995689338
5,467.68,431,499,16.245837503216165,29.645,0,65,15.060980735115413,2.675,0,9,1.9770987830631905,0.95165095821552,0.8760603204524033,1.0,0.032422725313436505,0.974079508548028,0.9286036218928144,1.0,0.018208985853137124
6,449.675,398,499,22.48705657857068,45.745,0,98,20.572948403915042,4.58,0,14,2.9319929936091023,0.9171206409048068,0.8074143889412504,1.0,0.04444997744502294,0.9531918783084281,0.8784050459901052,1.0,0.027069124050964625
7,426.575,368,499,29.36692795112271,66.21,0,122,26.55525953639365,7.215,0,20,3.96578013262227,0.874868834432925,0.7618598806157713,1.0,0.05518904687188415,0.9247644721022968,0.8384823883736646,1.0,0.03715743448133749
8,398.615,331,499,35.53124147286463,90.425,0,156,31.444685021166958,10.96,0,27,5.378012186242874,0.8288799874332391,0.72086082312284,1.0,0.05957247718787241,0.8890661351451967,0.7918699413759079,1.0,0.0459086126893174
9,367.1,293,499,40.44600594601308,116.97,0,178,35.11401529805099,15.93,1,34,6.94523443859422,0.7861977693999371,0.7079798931825322,1.0,0.058323335934703555,0.8484857606639429,0.7528515921037587,1.0,0.052528811788683245
10,333.65,255,499,44.5187273563288,144.41,0,208,37.72276414412611,21.94,1,43,8.527012944093828,0.7531142004398366,0.6900722588752749,1.0,0.0516530643793257,0.8064364073504566,0.7064557987256561,1.0,0.05663539365200933
