day,s,i,r,edgecount,suscedgecount
1,991,9,0,0.9909306260575296,0.9964177446300828
2,970,30,0,0.964263959390863,0.9835498661828188
3,931,67,2,0.9078172588832487,0.9541369016943071
4,882,115,3,0.8362098138747885,0.9031550703898417
5,780,212,8,0.7431472081218274,0.8103578118877347
6,688,292,20,0.7062605752961083,0.735382178793686
7,589,369,42,0.7097800338409476,0.6761653213498636
8,490,451,59,0.735160744500846,0.627222430905235
9,403,519,78,0.7677834179357022,0.591975643985229
10,337,564,99,0.803248730964467,0.5795698189993485
11,283,592,125,0.8379695431472082,0.5876101009067176
12,239,611,150,0.8617935702199662,0.5824295447395128
13,205,617,178,0.8840609137055837,0.5852385067592116
14,170,620,210,0.9051099830795263,0.5888759561123625
15,143,617,240,0.9230456852791878,0.5960714548487634
16,119,611,270,0.9368527918781726,0.594996272707782
17,94,613,293,0.9527580372250423,0.6000915032647316
18,84,595,321,0.9596615905245347,0.616344162854441
19,73,585,342,0.9663620981387478,0.6278454734177679
20,66,564,370,0.9710321489001692,0.6480810585976
21,60,543,397,0.9746869712351945,0.6591360111492531
22,54,530,416,0.9784771573604061,0.6728834564128682
23,46,522,432,0.9823350253807107,0.6808357290284536
24,44,505,451,0.9832825719120135,0.6848828417597769
25,38,484,478,0.9867343485617597,0.7085693929212752
26,36,468,496,0.9876818950930626,0.713069281939251
27,32,454,514,0.9897123519458545,0.7298873422973655
28,28,439,533,0.9915397631133672,0.7461457657225571
29,27,429,544,0.9919458544839256,0.7507355265929399
30,24,421,555,0.9926226734348562,0.7450676634954885
31,22,403,575,0.9934348561759729,0.7546618947709576
32,20,386,594,0.9947884940778342,0.7807773092490586
33,17,371,612,0.9958714043993232,0.7962748967679765
34,16,355,629,0.9962774957698816,0.8042138692598252
35,12,340,648,0.9970896785109983,0.7975331748861162
36,12,321,667,0.9972927241962775,0.8110516934046347
37,10,313,677,0.9981049069373943,0.8466666666666667
38,8,298,694,0.998917089678511,0.8821180555555556
39,8,289,703,0.998917089678511,0.8821180555555556
40,7,277,716,0.9993231810490694,0.9128968253968255
41,7,265,728,0.9993908629441625,0.9218253968253969
42,6,254,740,0.9995262267343485,0.9273148148148148
