day,s_mean,s_min,s_max,s_std,i_mean,i_min,i_max,i_std,r_mean,r_min,r_max,r_std,edgecount_mean,edgecount_min,edgecount_max,edgecount_std,suscedgecount_mean,suscedgecount_min,suscedgecount_max,suscedgecount_std
1,497.75,494,499,1.0878497531493558,2.16,0,5,1.0583005244258359,0.09,0,2,0.3039108570703358,0.9994219886822958,0.9956345998383185,1.0,0.0010585967273751605,0.9998357709885711,0.9980471748840716,1.0,0.0004216831747853781
2,495.39,486,499,2.5731313656954247,4.365,0,14,2.5582215477626615,0.245,0,2,0.4648174656592732,0.9967016976556183,0.9759094583670169,1.0,0.0037434076124758927,0.9985293062963039,0.9882095492060781,1.0,0.0017265904603801995
3,491.185,471,499,5.255365767169178,8.175,0,26,5.063851097702074,0.64,0,3,0.7437511876600456,0.990248181083266,0.9510105092966855,1.0,0.009711561634142584,0.9953495098266403,0.9754260672657664,1.0,0.004730343035221841
4,484.57,454,499,8.774397429525076,14.195,0,41,8.3146039106475,1.235,0,6,1.1818455034266744,0.9780970088924817,0.9118835893290218,1.0,0.018386577284571222,0.9892615808019305,0.9554808981723525,1.0,0.009249418903736801
5,475.17,439,499,13.081925849033006,22.685,0,58,12.161632353740089,2.145,0,8,1.7433217873563553,0.9582530315278901,0.8732417138237671,1.0,0.02938155365852865,0.978885453577488,0.9318590605390032,1.0,0.015488672722178324
6,461.825,417,499,18.438663088261368,34.635,0,75,16.866361366004327,3.54,0,12,2.4979187316543636,0.9289919159256265,0.8303961196443007,1.0,0.04173690373478161,0.9626742616526583,0.9047050823946431,1.0,0.023153670092574873
7,444.6,389,499,24.217813950949704,49.77,0,102,21.953287548129417,5.63,0,17,3.3163369027077616,0.8922069523039612,0.7692805173807599,1.0,0.05430875456981174,0.9411810524040921,0.8649519993634203,1.0,0.0317805831191558
8,424.64,350,499,29.80608011900092,66.875,0,133,26.62675903076475,8.485,1,20,4.290901323830958,0.8522166531932094,0.7039611964430073,1.0,0.06262574808653991,0.9158290209002828,0.810889332110297,1.0,0.03950233645671276
9,401.725,320,499,35.0479839777486,85.975,0,156,30.677842576126974,12.3,1,28,5.654188646148194,0.8094939369442199,0.6729183508488278,1.0,0.06849377995645535,0.8861451431091726,0.774393388748675,1.0,0.047032626516507574
10,376.115,289,499,39.64201333314854,107.11,0,178,33.67697422520058,16.775,1,35,7.296614138725388,0.7672029102667745,0.6506063055780114,1.0,0.0692992289151381,0.8530744546412738,0.7390023189464715,1.0,0.05261690124092166
11,348.725,257,499,43.11081169993365,129.265,0,207,35.89984357687677,22.01,1,42,8.625654151873855,0.7278092158447858,0.6257073565076798,1.0,0.0669024098198426,0.8177311592854218,0.6940116952510129,1.0,0.056588964098649906
12,320.085,223,499,46.26163061692361,151.84,0,235,37.788413847441745,28.075,1,52,10.251577890560615,0.6949434114793855,0.6043654001616815,1.0,0.06162303981951898,0.7818507465709298,0.6478723532784697,1.0,0.05934513704312208
13,291.29,200,499,48.65999254389441,173.45,0,254,39.044202498498,35.26,1,60,11.760695976397237,0.6704769603880355,0.6029102667744544,1.0,0.05645576285511193,0.7473785484572051,0.627851417913389,1.0,0.060915726672278986
14,262.0,172,499,50.02582247772509,194.825,0,269,39.34890157649109,43.175,1,73,13.088196185761612,0.6538439773645918,0.588197251414713,1.0,0.051001968152887676,0.7136431455723237,0.6048310327617467,1.0,0.06058612421333346
15,234.03,148,499,51.490830524868244,213.645,0,288,39.499748424871555,52.325,1,82,14.644167206291694,0.6471042845594179,0.5987065481002425,1.0,0.04772901901754471,0.6846758311696223,0.5727808858394293,1.0,0.06014423183108398
