day,s_mean,s_min,s_max,s_std,i_mean,i_min,i_max,i_std,r_mean,r_min,r_max,r_std,edgecount_mean,edgecount_min,edgecount_max,edgecount_std,suscedgecount_mean,suscedgecount_min,suscedgecount_max,suscedgecount_std
1,497.71,494,499,1.1054456342359176,2.195,0,6,1.0968089850784155,0.095,0,1,0.2939507359675757,0.9996352069576422,0.9961346432597842,1.0,0.0005691294593620396,0.999924288219589,0.9985896574637886,1.0,0.00020660272604522637
2,495.22,482,499,2.8481855283706614,4.52,0,17,2.8158917293027765,0.26,0,2,0.49357683338286984,0.997952971492994,0.9779352552746013,1.0,0.0028579723129631284,0.9990954834221957,0.9887550676322562,1.0,0.0013302293726415624
3,490.29,465,499,5.882936743125682,9.07,0,33,5.662634292948679,0.64,0,3,0.7231978120658861,0.9923965211789338,0.9434691576743437,1.0,0.0084418712273637,0.9962956548500308,0.9697215321122784,1.0,0.004257373102924924
4,481.93,439,499,10.51990694878312,16.74,0,58,10.049245577824093,1.33,0,6,1.1738781664843854,0.9788854888065711,0.8848445804477372,1.0,0.019522453468992083,0.9891849175238338,0.9345247604562711,1.0,0.010464981772651816
5,469.575,418,499,15.774299274070456,27.995,0,77,14.81358113116637,2.43,0,10,1.8059366088475752,0.9558850056369786,0.846674182638106,1.0,0.03116682819728691,0.9764469389468874,0.9085607769457879,1.0,0.017565885925262332
6,452.025,388,499,22.055990309725697,43.825,0,100,20.37153337035031,4.15,0,15,2.7063112539054104,0.922062328877436,0.805121597680786,1.0,0.04342218514604769,0.9562187115817617,0.8753345688553876,1.0,0.026374481717684785
7,429.365,348,499,29.04807616079274,63.68,0,141,26.116815276771497,6.955,0,21,4.0053952307823355,0.8806200676437429,0.7365115155419553,1.0,0.05354256437136013,0.928629874171484,0.8087079457620412,1.0,0.03628407435135577
8,401.88,308,499,35.60737318485635,87.535,0,177,31.318252500714227,10.585,0,29,5.54767142965923,0.8352850700595909,0.7049444354968594,1.0,0.058663446338420924,0.8940676320364996,0.7567400679053028,1.0,0.04523139915532096
9,371.08,274,499,41.05742516042647,113.515,0,202,35.401072791285145,15.405,1,40,7.3060156256066175,0.7927725881784506,0.6981800612014817,1.0,0.05834119835754423,0.8547152450480787,0.717389961844588,1.0,0.05234208045728425
10,337.695,240,499,45.95083646528425,140.865,0,221,39.087413633068806,21.44,1,48,8.559951157518102,0.758862135609599,0.6901272346593654,1.0,0.053606549603578614,0.8130159726904548,0.6932392879882187,1.0,0.0581398719272109
11,302.41,200,499,49.0182193591906,169.11,0,250,40.83879203249489,28.48,1,56,10.114400898107519,0.7360363987759704,0.6941536479304236,1.0,0.04428405100565119,0.7700288860531572,0.6495104556268241,1.0,0.06013520684035286
12,267.495,162,499,51.362931464658594,196.05,0,284,41.45394611181433,36.455,1,66,11.85710460644761,0.7273763891125785,0.692865195683685,1.0,0.03725945699702384,0.7298184201590757,0.6124928262500663,1.0,0.06002284269715428
13,233.41,135,499,53.21145737507948,220.98,0,301,42.0318089644512,45.61,1,84,13.605271665256339,0.7326968916089547,0.6912546303752617,1.0,0.03491527030485451,0.6935422166768285,0.5829945434223894,1.0,0.05990934790438943
14,200.61,104,499,53.865623797888745,243.455,0,321,41.89167623393031,55.935,1,102,14.941116417423258,0.7493195361571913,0.699307456917378,1.0,0.036797372421011304,0.6625024417029887,0.5634497164508445,1.0,0.05846584391018022
15,170.2,85,499,53.888214838612534,262.59,0,333,40.706967289760705,67.21,1,110,16.437055208266415,0.7733652762119505,0.699790626509905,1.0,0.04022956416376769,0.6364051780872477,0.5365058179457781,1.0,0.056115943394425924
16,142.285,65,499,53.534319758074794,278.87,0,345,39.48631338481247,78.845,1,123,18.004493436906184,0.8020494443549686,0.7173457883717185,1.0,0.04336463766058069,0.6149706745043428,0.5290656745833159,1.0,0.053783634197488876
17,118.43,54,499,52.37135566769646,290.16,0,351,37.661736977478924,91.41,1,130,19.02264981620991,0.8311749073924948,0.718634240618457,1.0,0.043551634564480045,0.599662140134814,0.5150877421254326,1.0,0.05176639223136772
18,97.345,41,499,51.16694495747628,298.98,0,348,36.167805445641406,103.675,1,152,20.271508212911314,0.859558705105492,0.7204058624577226,1.0,0.04218364352438418,0.5885640101652136,0.5126638786584488,1.0,0.049632684773883926
19,80.145,30,499,50.28935344933119,303.09,0,348,34.86242740001198,116.765,1,161,21.542286917320098,0.8850918022225801,0.7390884200354324,1.0,0.03942529446536822,0.5833776254402914,0.5131320573457562,1.0,0.04833599242410598
20,66.745,24,499,49.343020207685704,304.045,0,342,33.81315754429891,129.21,1,173,22.170103006902863,0.9056192623610887,0.7634079561926236,1.0,0.0348139609967482,0.5812099136153845,0.504561678215257,1.0,0.04724683173008703
21,55.22,12,499,48.77372222723522,302.515,0,336,33.1469967260957,142.265,1,188,23.26545036969031,0.9239772910291513,0.7941697535835078,1.0,0.03034707409783432,0.5826782289318717,0.522322391315933,1.0,0.04669765897210518
22,46.175,10,499,48.49353036681477,298.79,0,327,32.49686339715368,155.035,1,199,23.96110279674501,0.9388186503462715,0.8213883072958609,1.0,0.02579173126101012,0.5883933768623559,0.5303201669980909,1.0,0.046326879498199594
23,38.98,8,499,48.37738580459296,293.875,0,326,32.21487803537632,167.145,1,215,24.67260957654424,0.9506595264937994,0.8420035432436785,1.0,0.021794859985355765,0.5957980174580668,0.5418237535472148,1.0,0.046611893220448786
24,33.19,7,499,48.2837498803952,288.195,0,324,31.81095186082076,178.615,1,223,25.22196488306996,0.9601602512481882,0.8701884361410855,1.0,0.01787191269548073,0.6042282592837939,0.5413257767352827,1.0,0.046486110680401406
25,28.475,7,499,48.320427289784355,280.97,0,321,31.418701021355837,190.555,1,236,25.94363769180061,0.9679537767756483,0.8943469157674344,1.0,0.014473286371512312,0.6153935376081103,0.5500910041007591,1.0,0.0467813993317917
26,24.55,7,499,48.46910117635998,273.655,0,319,30.948262467362262,201.795,1,245,26.6973165045237,0.9742245128039941,0.9051377033338702,1.0,0.012173138405255897,0.6260704960234369,0.5382412763722109,1.0,0.04775372180029551
27,21.425,6,499,48.60355855822301,265.205,0,316,30.415431401456118,213.37,1,254,27.44959931424433,0.9791641166049283,0.9197938476405219,1.0,0.010127463982182758,0.6388589117749764,0.5390613447838513,1.0,0.047709700782525385
28,19.035,4,499,48.73189678043627,256.895,0,309,29.659270670119597,224.07,1,265,28.19948857300242,0.9828708326622645,0.9326783701079079,1.0,0.008725077712514516,0.6521974223749318,0.5475146740001813,1.0,0.047953214105526956
29,16.95,3,499,48.84996515328733,248.715,0,302,28.89634525064063,234.335,1,272,28.75110266620419,0.9861145111934289,0.9418585923659204,1.0,0.007274388678811568,0.6676697914875434,0.5617458595399513,1.0,0.04885681837932027
30,15.325,3,499,48.95756931226084,240.35,0,291,27.905574810916157,244.325,1,281,29.173529941476588,0.9884683523916895,0.9524883234015139,1.0,0.006191254256382975,0.6795374095858007,0.5707227555053641,1.0,0.04832338252851378
31,14.055,2,499,49.04650623509636,231.76,0,282,27.222374775948744,254.185,1,292,29.906399627729627,0.9903752617168626,0.9592526976968916,1.0,0.005343256985412797,0.6937670375911956,0.5801054018445322,1.0,0.049086587711874304
32,12.785,1,499,49.13399558974485,224.025,0,274,26.614961126759034,263.19,1,298,30.556380050801916,0.9921484941214367,0.9679497503623772,1.0,0.00437694732639056,0.7073379859758105,0.5958889253136195,1.0,0.050083052963689506
33,11.835,1,499,49.20389099905855,216.195,0,269,25.960483596087215,271.97,1,304,31.246452662984016,0.9934071509099693,0.9702045417941697,1.0,0.003815602609407113,0.720535073222429,0.5879431781033612,1.0,0.052258997911185434
34,11.01,1,499,49.26698773420201,208.33,0,265,25.242962101908564,280.66,1,318,31.88822186117214,0.9945103881462393,0.9735867289418586,1.0,0.003245792679127072,0.7346885891183206,0.5879431781033612,1.0,0.05493138145700869
35,10.15,1,499,49.328633372026026,200.68,0,255,24.607830595832013,289.17,1,330,32.58619956377316,0.9955483974875182,0.9790626509904977,1.0,0.0027125414871582826,0.7483413556970447,0.5876858648597778,1.0,0.05503110183234767
36,9.605,0,499,49.37355277441396,193.05,0,251,23.82637152189769,297.345,1,340,33.14269400379434,0.9962401352874859,0.9835722338540828,1.0,0.002346663085134088,0.7601872491718742,0.619130065029646,1.0,0.058147705958315525
37,9.13,0,499,49.40991599866341,185.665,0,242,23.136318227097583,305.205,1,341,33.73057564982165,0.9968134965372846,0.9859880818167177,1.0,0.0020279152329328435,0.7725045322377287,0.5628641135223356,1.0,0.05896983803199242
38,8.625,0,499,49.449780372560525,178.89,0,229,22.328472932952394,312.485,1,349,34.19335759350913,0.9973433725237558,0.9890481559027219,1.0,0.001706143527473141,0.7842263049983367,0.6254045705803728,1.0,0.05748493790834864
39,8.215,0,499,49.484059409858375,172.17,0,218,21.603347497912868,319.615,1,351,34.73397501151434,0.9977556772427121,0.9900144950877758,1.0,0.0015288611468213045,0.7940654806539272,0.6254045705803728,1.0,0.06079548100846298
40,7.86,0,499,49.516256911164675,165.78,0,208,21.071345662776288,326.36,1,358,35.29873088384411,0.9981261072636495,0.9922692865195684,1.0,0.0013349760214398407,0.807109468193597,0.6254045705803728,1.0,0.05865705615749853
41,7.625,0,499,49.53618417594928,159.19,0,202,20.574998244564185,333.185,1,370,35.95936812263105,0.9983684973425673,0.992591399581253,1.0,0.0012136764852160279,0.8182815221929707,0.6254045705803728,1.0,0.060721542244638285
42,7.315,0,499,49.5635805565734,153.085,0,196,20.17306465781642,339.6,1,382,36.610677520946176,0.9986487357062329,0.9943630214205186,1.0,0.0010583732729369136,0.8274399570693273,0.5911119975107606,1.0,0.06575651389881738
43,7.13,0,499,49.578151088222654,147.365,0,190,19.682958856501568,345.505,1,391,37.136445074398516,0.9988283137381221,0.9951683040747302,1.0,0.0009217323190677453,0.8383850720302451,0.6254045705803728,1.0,0.06244850016449378
44,6.9,0,499,49.60000810504068,142.145,0,183,19.22451259257593,350.955,1,397,37.57743061276655,0.9990103076179738,0.9962956997906265,1.0,0.0008384144556989482,0.8464358540678538,0.6696428571428572,1.0,0.0622599882956579
45,6.72,0,499,49.61663685968984,136.57,0,182,18.70546906293241,356.71,1,397,38.03854036058454,0.9991737799967788,0.9964567563214688,1.0,0.0007429490370172605,0.8582403329920556,0.6696428571428572,1.0,0.05943483026355295
46,6.595,0,499,49.62695991851375,131.05,0,178,18.19347445000031,362.355,1,402,38.51957637123096,0.9992744403285553,0.9967788693831535,1.0,0.0006598188375090969,0.8650161161224027,0.6956521739130435,1.0,0.05819765280782266
47,6.505,0,499,49.63393610288554,126.055,0,174,17.75466461462704,367.44,1,409,38.96327867912472,0.9993549685939764,0.9971009824448381,1.0,0.0005880578038743489,0.8726955356249886,0.6956521739130435,1.0,0.05593855927426115
48,6.405,0,499,49.6437658972636,121.22,0,166,17.218711336813293,372.375,1,414,39.350178624612916,0.9994516025124818,0.9974230955065227,1.0,0.0005308835045805061,0.8827837902079646,0.7142857142857143,1.0,0.05630258312287079
49,6.325,0,499,49.65144210914309,116.415,0,161,16.71074564765147,377.26,1,419,39.7524045605006,0.9995136092768562,0.9975841520373652,1.0,0.0004947551750776109,0.8898446576279477,0.76,1.0,0.05466551786380678
50,6.26,0,499,49.65774722333346,111.445,0,147,15.948944137323874,382.295,1,421,40.06374286636623,0.9995723949106136,0.9977452085682075,1.0,0.00046617073003562854,0.8978457599018849,0.7619047619047619,1.0,0.05398764885443812
51,6.17,0,499,49.665525489121265,107.155,0,142,15.359051969016013,386.675,1,422,40.379722447345074,0.9996207118698663,0.9977452085682075,1.0,0.00041727436865390306,0.9026231690470121,0.7619047619047619,1.0,0.05221559725449683
52,6.105,0,499,49.67162496469353,103.05,0,138,14.877979411088862,390.845,1,425,40.711893426020595,0.9996658076985022,0.9979062650990498,1.0,0.0003730886279905299,0.9073699804125717,0.7392868582579354,1.0,0.05328170073327633
53,6.02,0,499,49.679976856903956,99.12,0,131,14.470750259241115,394.86,1,426,41.04441031480965,0.9997117088097923,0.9980673216298921,1.0,0.0003381396995835085,0.9137616930028657,0.7392868582579354,1.0,0.05326224593236713
54,5.955,0,499,49.68577620188619,95.185,0,129,14.20633219278851,398.86,1,430,41.42463520672269,0.9997398937026897,0.9982283781607344,1.0,0.00032198253088723484,0.9163262508665465,0.7391304347826086,1.0,0.05811332064177383
55,5.885,0,499,49.69243873404366,91.45,0,125,13.676723431403282,402.665,1,433,41.705148025864816,0.9997769367047834,0.9983894346915767,1.0,0.0002975775679324291,0.9230051857655932,0.7619047619047619,1.0,0.058141876733822775
56,5.83,0,499,49.69779122115294,87.9,0,123,13.143200469937478,406.27,1,436,41.96561286716284,0.9998035110323724,0.9985504912224191,1.0,0.0002668550044940935,0.9266135053896624,0.7619047619047619,1.0,0.05624116189384051
