day,s_mean,s_min,s_max,s_std,i_mean,i_min,i_max,i_std,r_mean,r_min,r_max,r_std,edgecount_mean,edgecount_min,edgecount_max,edgecount_std,suscedgecount_mean,suscedgecount_min,suscedgecount_max,suscedgecount_std,V,T
46,75.085,37,499,81.31165785739203,149.52,0,186,30.713616380292617,275.395,1,316,53.86955186457795,0.9379957976402133,0.909164376919347,1.0,0.015375179423507935,0.7405319634790146,0.6593157225639086,1.0,0.05550488087410475,0.01,2
47,72.325,37,499,81.82011998998708,146.045,0,183,29.96066055521009,281.63,1,322,54.98124943055334,0.9425472765475997,0.913205107483433,1.0,0.014439610163505477,0.7476157688249857,0.6655110777359428,1.0,0.053934164896722224,0.01,2
48,69.555,37,499,82.33146009641786,142.61,0,184,29.27272385359868,287.835,1,329,56.09698865071451,0.9470349119120738,0.9190237594957168,1.0,0.013562103163661996,0.7550282629333372,0.6631962555753719,1.0,0.0527437344975954,0.01,2
49,66.82,33,499,82.84372646782239,139.305,0,178,28.62637458023701,293.875,1,333,57.19278317441967,0.9510926135445288,0.9235493777274931,1.0,0.012749424045388168,0.7614915315038542,0.6686568585303269,1.0,0.05158946374209098,0.01,2
50,64.305,31,499,83.31047443601418,136.21,0,174,28.14081425857608,299.485,1,338,58.26494481220978,0.9547510909972523,0.9288831420720867,1.0,0.012027211514798113,0.7675281061005711,0.6789405442325335,1.0,0.05100854891511556,0.01,2
51,62.11,28,499,83.70165911553647,132.765,0,169,27.44020039995972,305.125,1,345,59.34677390443664,0.9581234847260385,0.9334087603038629,1.0,0.011353325234097636,0.7746226285287483,0.6883265863967772,1.0,0.04969140381770418,0.01,2
52,59.7,26,499,84.15330590340677,129.76,0,164,26.774554784713,310.54,1,349,60.28615514786595,0.9613972846290609,0.9350250525294973,1.0,0.010603798833774143,0.780466015950409,0.7018880122583433,1.0,0.04838555726374932,0.01,2
53,57.595,25,499,84.52296512289327,126.425,0,161,26.214890375260676,315.98,1,361,61.3134265997835,0.9644310651365767,0.9401971876515274,1.0,0.009978649200777522,0.7872718291050618,0.705629377529054,1.0,0.0477327260748919,0.01,2
54,55.735,23,499,84.85165757938881,123.045,0,158,25.53533319160002,321.22,1,366,62.23493823961297,0.967152901244545,0.9445611766607402,1.0,0.009234270798611542,0.7939956774127797,0.7119192043263975,1.0,0.04633111712484533,0.01,2
55,53.89,23,499,85.19400207731617,119.685,0,152,24.840714168517984,326.425,1,369,63.174913720701596,0.9697462421205754,0.9473088734443187,1.0,0.008666041948729074,0.8010670664438713,0.7284075453873216,1.0,0.04487697222598925,0.01,2
56,52.125,22,499,85.52104196097267,116.855,0,150,24.42430569213204,331.02,1,375,64.05979932412554,0.972086633263294,0.9510263455632778,1.0,0.008072261707232653,0.8069015099306063,0.7338552702371838,1.0,0.04416595527570444,0.01,2
57,50.565,22,499,85.80839807911885,113.855,0,145,23.766324196836706,335.58,1,381,64.84255070483849,0.9742112493938905,0.9547438176822369,1.0,0.007584055112736327,0.8132154130187008,0.7436602921374278,1.0,0.04263620699089374,0.01,2
58,49.0,21,499,86.09676687502068,111.095,0,147,23.23565045918247,339.905,1,383,65.59496529735962,0.9761459511879749,0.9597543235817035,1.0,0.007041028616796922,0.8184959158433932,0.7405145165701233,1.0,0.041913334027282007,0.01,2
59,47.48,20,499,86.38071392789867,108.12,0,139,22.513102829129863,344.4,1,386,66.38860772889353,0.97800630353968,0.9641183125909164,1.0,0.006535688714749437,0.8240926869120743,0.7476425028692009,1.0,0.0405655933326288,0.01,2
60,46.075,18,499,86.63427069755062,105.13,0,134,21.96166372037497,348.795,1,388,67.2052505650979,0.9796484564409245,0.9660578632616778,1.0,0.006116353499809441,0.8293501689586498,0.7540311767598097,1.0,0.03997134896624815,0.01,2
61,44.71,18,499,86.88354072113546,102.095,0,130,21.380166806255687,353.195,1,390,67.99716942822883,0.9813366736705997,0.9673508970421852,1.0,0.005665403432949785,0.8356065706308222,0.7707761220230612,1.0,0.03866200665713358,0.01,2
62,43.39,17,499,87.12578500111377,99.345,0,128,20.887975310278737,357.265,1,394,68.75858849963626,0.9828446743171164,0.9689671892678197,1.0,0.00529623484900675,0.8412221579401269,0.7710780742000518,1.0,0.037622268070279595,0.01,2
63,42.12,14,499,87.35968275385544,96.68,0,123,20.315293642448147,361.2,1,397,69.48106281895994,0.9842152901244545,0.9709067399385809,1.0,0.004933619341181892,0.8462629660449642,0.7775453096222352,1.0,0.03673523238616162,0.01,2
64,40.965,12,499,87.57150000465518,93.835,0,120,19.792587186562766,365.2,1,400,70.20250679141732,0.9855244868272183,0.9751090997252303,1.0,0.0045974974502485675,0.8519832139268826,0.7848117912242365,1.0,0.03637914401723979,0.01,2
65,39.74,12,499,87.79362735999194,90.92,0,117,19.287395316383506,369.34,1,409,70.97167953826663,0.9868458057216745,0.9770486503959916,1.0,0.004185446759950832,0.8580719747047266,0.7768530607296241,1.0,0.03552105937400819,0.01,2
66,38.645,10,499,87.99839522862945,88.58,0,116,18.910357163210875,372.775,1,412,71.59885723099161,0.9879077097139163,0.9775335380636819,1.0,0.003947338343929155,0.8629372021661759,0.7926080464846099,1.0,0.03527839810471226,0.01,2
67,37.71,10,499,88.16849959939232,85.985,0,112,18.469988559469513,376.305,1,413,72.26008284567853,0.9888734443187329,0.9797963471795701,1.0,0.003662361107802509,0.8680964684620885,0.8022453668273196,1.0,0.03475110569961269,0.01,2
68,36.65,9,499,88.36736647250747,83.765,0,109,17.900612689887645,379.585,1,415,72.8260319504519,0.9897906901567803,0.9806044932923873,1.0,0.0034270182848427752,0.8724008893447942,0.8093954943954944,1.0,0.033657339976031535,0.01,2
69,35.715,9,499,88.54572548978612,81.29,0,104,17.30500552095843,382.995,1,419,73.42986244364388,0.9906820753192177,0.9815742686277679,1.0,0.0031994696840864627,0.8773958909153546,0.8152351857172213,1.0,0.032619552296877574,0.01,2
70,34.76,8,499,88.72339943915699,79.04,0,103,17.02255081299229,386.2,1,422,74.05573074571205,0.9914837562631323,0.9817358978503313,1.0,0.0030183476763862033,0.881975593199614,0.8233332957689002,1.0,0.03255816394470416,0.01,2
71,33.905,8,499,88.88435247881313,76.39,0,97,16.518845640859194,389.705,1,426,74.70382374020113,0.9922805883303701,0.9825440439631485,1.0,0.002856377407324139,0.8876433732007806,0.8234328069551083,1.0,0.03236009755215268,0.01,2
72,33.105,8,499,89.03093006106181,74.2,0,95,16.094881985608133,392.695,1,428,75.24660946634673,0.9930160012930338,0.9839987069662195,1.0,0.0026062226226176008,0.8932191529032514,0.830750792000792,1.0,0.03136908971484245,0.01,2
73,32.37,6,499,89.1671295092795,71.83,0,92,15.747093534169066,395.8,1,430,75.83789906552897,0.9936326167771133,0.984160336188783,1.0,0.0024705871866561196,0.8976605489002054,0.831205138199935,1.0,0.031153221528691172,0.01,2
74,31.49,6,499,89.33073266796245,69.69,0,92,15.3270510034485,398.82,1,433,76.39751633732975,0.9942015516405367,0.9869080329723614,1.0,0.002265530548885538,0.900619040905007,0.8117506241627086,1.0,0.03097846117839801,0.01,2
75,30.79,5,499,89.46466077529269,67.45,0,88,14.780385617262317,401.76,1,436,76.92417724763865,0.994752707289478,0.9875545498626151,1.0,0.00214461375016962,0.9055952874063111,0.8202320058458167,1.0,0.02985567633057025,0.01,2
76,30.18,5,499,89.57660094682055,65.33,0,86,14.382467691061299,404.49,1,437,77.43604850481591,0.9952384031032812,0.9886859544205593,1.0,0.001988929694572699,0.9102173186429038,0.8324769038050003,1.0,0.028804677533454847,0.01,2
77,29.635,5,499,89.67709676063946,63.305,0,85,14.052377791962481,407.06,1,442,77.91295490939598,0.9956521739130434,0.9898173589785033,1.0,0.001840076402289164,0.9144743892781826,0.849275379540806,1.0,0.028271175488729892,0.01,2
78,28.97,4,499,89.80229037604734,61.73,0,83,13.689562469378455,409.3,1,443,78.3265936727872,0.9960546306772264,0.990787134313884,1.0,0.0017103839934586645,0.9179451279673452,0.8564487617141884,1.0,0.027809691069578774,0.01,2
79,28.325,4,499,89.9225762732479,59.885,0,79,13.405608029222913,411.79,1,445,78.78554250966806,0.9964401163730402,0.9922417973169549,1.0,0.0015448163151376816,0.9211100093422305,0.8553162052708333,1.0,0.027504249259009024,0.01,2
80,27.77,4,499,90.02778521408132,57.99,0,76,13.015641923215572,414.24,1,448,79.24126634183285,0.9967641829642799,0.9925650557620818,1.0,0.0014771817710124964,0.9242992227567014,0.8595501459324989,1.0,0.027441601024202438,0.01,2
81,27.28,3,499,90.11685100008131,56.19,0,75,12.655620238379882,416.53,1,449,79.66777183621203,0.9970349119120737,0.9928883142072087,1.0,0.001405375105472722,0.9276391821563272,0.8631930812252305,1.0,0.0268625389019333,0.01,2
82,26.875,3,499,90.19320064290355,54.445,0,74,12.42371597361131,418.68,1,453,80.08718615942676,0.9972781638920317,0.9930499434297722,1.0,0.0013464927571640432,0.9310703294826886,0.8736801066580479,1.0,0.02643351677966394,0.01,2
83,26.445,3,499,90.2746617148948,52.77,0,72,12.100379993202672,420.785,1,454,80.48158299266377,0.9975044448036204,0.993373201874899,1.0,0.0012825994896622976,0.934031057002988,0.8615867885615784,1.0,0.025538819235962948,0.01,2
84,26.075,2,499,90.34383997877526,50.92,0,72,11.862427488910027,423.005,1,456,80.90614312260148,0.9977307257152093,0.9936964603200259,1.0,0.0012075497313284048,0.9375608759502149,0.8783054760365684,1.0,0.025397774243288856,0.01,2
85,25.69,2,499,90.41542259601559,49.165,0,70,11.515241156592088,425.145,1,457,81.29698625948176,0.9979586229190238,0.9936964603200259,1.0,0.0011337007740581924,0.9410915684106809,0.8538612417330952,1.0,0.025934522255603113,0.01,2
86,25.315,2,499,90.48315745993617,47.505,0,67,11.162570938173197,427.18,1,459,81.66605366740846,0.9981396476482948,0.9949894941005334,1.0,0.0010208180625903257,0.9433753017546403,0.8604401891015163,1.0,0.025264334450256422,0.01,2
87,24.92,2,499,90.55720089073994,46.21,0,66,10.947838867986547,428.87,1,462,81.98457447752783,0.9983012768708582,0.9949894941005334,1.0,0.0009731522985039596,0.9455365666463453,0.8604401891015163,1.0,0.025019639663120583,0.01,2
88,24.635,1,499,90.61033572224801,44.615,0,65,10.618405136280632,430.75,1,462,82.32279583182194,0.9984435105867141,0.9953127525456602,1.0,0.0009266224218406849,0.9475713536324821,0.8578354978354978,1.0,0.02601872558210658,0.01,2
89,24.335,1,499,90.66417560808384,43.275,0,63,10.306331907470023,432.39,1,465,82.62726076244766,0.9985825117181186,0.9954743817682237,1.0,0.0008619445110803627,0.9499646576647598,0.864904474815802,1.0,0.025562511689472156,0.01,2
90,24.035,1,499,90.72075313979295,41.9,0,61,9.969299607964782,434.065,1,465,82.9283202924831,0.9987425246484564,0.9961208986584774,1.0,0.0007816664381361515,0.9536182508325921,0.8752747252747254,1.0,0.02412844004739339,0.01,2
91,23.76,1,499,90.7713035476449,40.415,0,61,9.776023125008633,435.825,1,467,83.26584159716653,0.998854856958138,0.9964441571036043,1.0,0.0007470802348087871,0.9562578512247372,0.8752747252747254,1.0,0.02418652349622336,0.01,2
92,23.565,1,499,90.8079080024361,39.13,0,58,9.524530614003268,437.305,1,468,83.54658661895404,0.9989647648294812,0.9964441571036043,1.0,0.000710758203970614,0.9593958935680464,0.8833635265700482,1.0,0.023540598121517806,0.01,2
93,23.275,1,499,90.86363616367342,37.685,0,57,9.283138385883154,439.04,1,469,83.87486731336253,0.9990859867464037,0.9964441571036043,1.0,0.0006604976224566336,0.9625858665866548,0.8833635265700482,1.0,0.02300634557616526,0.01,2
94,23.065,1,499,90.90168511520518,36.42,0,56,9.116972961454886,440.515,1,472,84.15193112794746,0.9991716502343624,0.9970906739938581,1.0,0.0005988578650399138,0.9643812203415143,0.8774626571628311,1.0,0.022954436974252614,0.01,2
95,22.8,0,499,90.95097801568734,35.07,0,54,8.873488263915677,442.13,1,473,84.45035471838058,0.9992783255212543,0.997413932438985,1.0,0.0005518415609921898,0.9673307072487045,0.8774626571628311,1.0,0.02249246336196953,0.01,2
96,22.58,0,499,90.99231620329378,33.885,0,53,8.635661424651037,443.535,1,474,84.7068179074152,0.9993615645708743,0.9975755616615484,1.0,0.0005159097995182361,0.9700361386808424,0.8985507246376812,1.0,0.02161882432791671,0.01,2
97,22.39,0,499,91.02701515175146,32.625,0,53,8.447554729300226,444.985,1,477,84.97995492287265,0.999429448844351,0.9975755616615484,1.0,0.0004659480146505425,0.9714606404610744,0.8478260869565217,1.0,0.022805304589164743,0.01,2
98,22.19,0,499,91.06314502535893,31.475,0,50,8.243125657359291,446.335,1,477,85.2330696137297,0.999495716825602,0.9977371908841118,1.0,0.000428569073469286,0.9738735287801237,0.8695652173913044,1.0,0.022052790762146904,0.01,2
99,22.01,0,499,91.0964473158412,30.35,0,49,8.034317099559951,447.64,1,477,85.47396911917056,0.9995369322773557,0.9978988201066753,1.0,0.0004183754983646131,0.9747104999988381,0.8695652173913044,1.0,0.02286631104434112,0.01,2
100,21.855,0,499,91.12526016534059,29.485,0,49,7.925518545881116,448.66,1,477,85.66338469490297,0.9995813803135607,0.9978988201066753,1.0,0.0003772976457076258,0.9752796188394203,0.782608695652174,1.0,0.02581209803149197,0.01,2
101,21.74,0,499,91.14741717838997,28.345,0,48,7.787115695446634,449.915,1,480,85.90199964327705,0.9996266364958784,0.9980604493292388,1.0,0.0003529198666311423,0.9778450903185837,0.782608695652174,1.0,0.02477309795868298,0.01,2
102,21.63,0,499,91.16671514181449,27.33,0,45,7.560217220563873,451.04,1,480,86.1030024748027,0.9996630030709552,0.9980604493292388,1.0,0.00033825228972181385,0.9795156040866669,0.782608695652174,1.0,0.024073559211827446,0.01,2
103,21.5,0,499,91.19034154974857,26.335,0,43,7.35276073677509,452.165,1,481,86.30830430474113,0.9996961370615807,0.9980604493292388,1.0,0.00031940182173145846,0.9800445310964776,0.782608695652174,1.0,0.026422118372339164,0.01,2
104,21.41,0,499,91.20710267237656,25.35,0,43,7.15355623687763,453.24,1,482,86.50646938946909,0.9997187651527396,0.9980604493292388,1.0,0.0003049700164675266,0.9811781690082497,0.8260869565217391,1.0,0.0245031154976079,0.01,2
105,21.325,0,499,91.22267953369123,24.34,0,41,6.950246732903888,454.335,1,485,86.71250235881004,0.9997405850977857,0.9980604493292388,1.0,0.00029519590878627697,0.9820751912544375,0.8260869565217391,1.0,0.024543483100459878,0.01,2
106,21.25,0,499,91.23688038128303,23.365,0,41,6.905811040757868,455.385,1,485,86.91899292823341,0.9997624050428316,0.9980604493292388,1.0,0.00028890857895691365,0.9831724783638418,0.8260869565217391,1.0,0.024207334760299775,0.01,2
107,21.135,0,499,91.25780354875259,22.565,0,40,6.732190351934012,456.3,1,486,87.08720287460504,0.9997826086956522,0.9980604493292388,1.0,0.00027669431855311316,0.9841452478739376,0.8260869565217391,1.0,0.0239992211822556,0.01,2
108,21.065,0,499,91.27076496714841,21.8,0,39,6.523247950146882,457.135,1,487,87.23794512912234,0.9998092775173751,0.9982220785518021,1.0,0.00026662483292740714,0.9858655324504217,0.8260869565217391,1.0,0.023452797808562086,0.01,2
109,20.99,0,499,91.28380780751422,20.92,0,39,6.395947209250369,458.09,1,487,87.41727977934394,0.999831905608534,0.9982220785518021,1.0,0.00024188276168606777,0.9870567233276182,0.8260869565217391,1.0,0.023032508422237686,0.01,2
110,20.905,0,499,91.29947395644524,20.11,0,39,6.186214208314788,458.985,1,487,87.58148983551857,0.9998577662841441,0.9987069662194925,1.0,0.00021037087092372748,0.9888814384902656,0.8695652173913043,1.0,0.019009439167637466,0.01,2
111,20.825,0,499,91.31437978091876,19.495,0,36,6.013383315112414,459.68,1,487,87.70919057061673,0.9998706966219493,0.9987069662194925,1.0,0.00020495963308493013,0.9898985251633549,0.9051162790697674,1.0,0.01765009866145584,0.01,2
112,20.76,0,499,91.32636489329417,18.79,0,35,5.913607508859904,460.45,1,488,87.85745364397955,0.9998860513980928,0.9990302246646193,1.0,0.00018531392950690796,0.9906031522631271,0.9051162790697674,1.0,0.017123300896598477,0.01,2
113,20.72,0,499,91.33340326936153,18.06,0,35,5.733302169678851,461.22,1,488,87.99589757454461,0.999894132859221,0.9990302246646193,1.0,0.00017496571785867516,0.9911081292648293,0.9130434782608695,1.0,0.016871668960801174,0.01,2
114,20.665,0,499,91.34369781574023,17.385,0,36,5.66721817199984,461.95,1,490,88.13595881466829,0.9999062550509131,0.9991918538871828,1.0,0.00016070063898967576,0.9919324448319908,0.9130434782608695,1.0,0.01645592207949208,0.01,2
115,20.61,0,499,91.35340784901315,16.725,0,35,5.449574691809264,462.665,1,490,88.26344061812193,0.9999159528042669,0.9991918538871828,1.0,0.00015368556107848305,0.9921792789862288,0.88,1.0,0.017463842656624793,0.01,2
116,20.58,0,499,91.35904979748584,16.11,0,35,5.360182626454505,463.31,1,491,88.38474538109168,0.9999280749959593,0.9991918538871828,1.0,0.00013815546905340288,0.9930474024646307,0.88,1.0,0.01598335556000037,0.01,2
