day,s_mean,s_min,s_max,s_std,i_mean,i_min,i_max,i_std,r_mean,r_min,r_max,r_std,edgecount_mean,edgecount_min,edgecount_max,edgecount_std,suscedgecount_mean,suscedgecount_min,suscedgecount_max,suscedgecount_std
1,497.79,492,499,1.1630405481250088,2.145,0,8,1.1665242794182902,0.065,0,1,0.24714449621638399,0.9996455675762959,0.9953172937187147,1.0,0.0005772703988084711,0.9999475708093702,0.9990143563274466,1.0,0.00015153523404756524
2,495.47,484,499,2.794305048400694,4.26,0,13,2.6622996067272173,0.27,0,3,0.5083226925870957,0.9982415630550622,0.9883739706119813,1.0,0.002236422367801258,0.9992531444891881,0.9943981726070458,1.0,0.0010014511362142844
3,491.225,474,499,5.427861772105592,8.105,0,25,5.142587483956958,0.67,0,4,0.8089325431063347,0.9937292103988373,0.9575326982076539,1.0,0.007067330638817362,0.9969782385177381,0.9778453682390247,1.0,0.0035109204647674015
4,483.79,448,499,9.712753880321396,14.91,0,47,9.072123074861091,1.3,0,5,1.2561406956373082,0.982501211044728,0.9095753269820765,1.0,0.016634680629924074,0.9910992667079916,0.9494914452476155,1.0,0.008774255346554379
5,472.08,424,499,15.652109848629607,25.55,0,69,14.552883980874858,2.37,0,9,1.87367373529429,0.961278863232682,0.8619409010172776,1.0,0.030468990263474896,0.9793668223700042,0.9175592580618939,1.0,0.017091988746907795
6,455.28,395,499,22.04453236145363,40.675,0,92,20.16239035741107,4.045,0,13,2.7751544843594385,0.9291441950589374,0.8206039076376554,1.0,0.042892382147992354,0.9603600850460039,0.8854838691282166,1.0,0.02583569762604162
7,434.155,371,499,28.169461617844178,59.215,0,116,25.205064000241727,6.63,0,20,3.9024666854639247,0.890193767156467,0.7789439689972549,1.0,0.05205546076170009,0.9350869391823486,0.8522756181895861,1.0,0.03423844179221195
8,408.465,336,499,34.92243774840836,81.445,0,149,30.841253045997263,10.09,0,29,5.263117138165389,0.847051509769094,0.7271112546423382,1.0,0.059994826144534164,0.9030979046550941,0.7960709318086356,1.0,0.0443606927953075
9,378.285,303,499,41.378310719384736,107.015,0,174,35.981776166281755,14.7,0,34,6.783070857012794,0.8038769578556435,0.7022444695624092,1.0,0.06232730477610745,0.8646743060187538,0.7566306558687753,1.0,0.053758677349425375
10,345.415,261,499,46.42097921799787,134.375,0,208,39.60488745789796,20.21,1,42,8.438717900190465,0.767424511545293,0.6899725496528338,1.0,0.057840445482280324,0.8233056327320867,0.7101148316352265,1.0,0.05975088489076222
