day,s_mean,s_min,s_max,s_std,i_mean,i_min,i_max,i_std,r_mean,r_min,r_max,r_std
1,497.635,499,493,1.1525697746458234,2.28,7,0,1.1481249734997794,0.085,1,0,0.2795815250436421
2,494.765,499,483,3.0307925560136852,4.98,16,0,2.9244421363817787,0.255,2,0,0.49110172522870765
3,488.98,499,469,6.611973302636192,10.265,27,0,6.202996115105998,0.755,5,0,0.9847964868961581
4,477.09,499,436,14.152858972145067,21.185,59,0,13.239987209455029,1.725,8,0,1.5849084116651138
5,454.11,499,385,27.68755865948844,42.41,108,0,25.77447414765119,3.48,13,0,2.6899403142955354
6,412.155,499,282,50.35253582811504,80.945,203,0,46.44261575093444,6.9,22,0,4.743681330234366
7,345.935,499,169,77.47712111638128,141.065,303,0,70.85260214809178,13.0,37,0,7.672963694642147
8,260.025,499,89,99.38041410933403,217.6,366,0,88.98178911423308,22.375,54,1,11.761634889605354
9,171.6,499,38,105.4721854781996,294.135,404,0,92.09644701487576,34.265,73,1,15.399366135881523
10,101.105,499,15,96.97020199719545,350.045,423,0,81.89159997050152,48.85,94,1,18.587765468867644
11,56.99,499,4,85.39138329895204,378.64,424,0,69.99117245128505,64.37,108,1,20.782266793238083
12,32.73,499,0,76.82386760093395,386.8,422,0,61.939182361069186,80.47,123,1,22.60562254958424
13,20.445,499,0,72.5333884303355,383.315,425,0,57.992338560005464,96.24,138,1,23.933794781925343
14,14.77,499,0,70.53789814969598,373.49,412,0,55.82222230001742,111.74,162,1,25.095443939740605
15,12.115,499,0,69.97567254942047,361.15,406,0,54.40955336599847,126.735,181,1,26.466529066049073
16,10.995,499,0,69.93029533778724,347.98,407,0,52.86400110723104,141.025,197,1,27.45840847499904
17,10.455,499,0,69.97708149582523,334.905,404,0,51.1915898302322,154.64,210,1,28.657576370256532
18,10.23,499,0,70.00213277440069,321.87,396,0,49.29343071401897,167.9,220,1,29.690192617907393
19,10.115,499,0,70.0174549307162,308.96,387,0,47.349214784445095,180.925,233,1,30.816842210374123
