day,s_mean,s_min,s_max,s_std,i_mean,i_min,i_max,i_std,r_mean,r_min,r_max,r_std,edgecount_mean,edgecount_min,edgecount_max,edgecount_std,suscedgecount_mean,suscedgecount_min,suscedgecount_max,suscedgecount_std
1,497.69,493,499,1.2046392733488582,2.21,0,7,1.1971070656516765,0.1,0,2,0.33249475758137226,0.9996199836199837,0.9960687960687961,1.0,0.0006353000295589431,0.9999280352270659,0.9986073730592436,1.0,0.00020813670614461616
2,495.305,481,499,2.8091693008439425,4.44,0,19,2.799210226018623,0.255,0,2,0.4911017252287077,0.9980769860769861,0.9791973791973791,1.0,0.0027761525356018732,0.9991653378527695,0.9900756712990407,1.0,0.0012741463691071412
3,490.81,459,499,5.849356791508948,8.605,0,40,5.744035578199188,0.585,0,4,0.7587181731919026,0.9930950040950042,0.9372645372645373,1.0,0.008421331164427807,0.9966501866580402,0.9680751549982861,1.0,0.004212566625646102
4,483.12,443,499,9.800297400881702,15.665,0,55,9.453019245951083,1.215,0,6,1.1898967481915328,0.9812465192465193,0.9030303030303031,1.0,0.01764419411354977,0.9904635315478383,0.9477912197618282,1.0,0.00927371164616572
5,471.115,423,499,14.998216811930964,26.515,0,71,14.093363312113832,2.37,0,8,1.728594863177901,0.9592710892710893,0.8699426699426699,1.0,0.02946397863858042,0.9783457327904262,0.9252478201758704,1.0,0.016352501205990237
6,454.545,396,499,21.076266749604933,41.325,0,95,19.474745274780567,4.13,0,11,2.502882760049452,0.9281564291564292,0.8185094185094185,1.0,0.041583549417517525,0.9598910257427896,0.8873340757411943,1.0,0.024860966078319943
7,433.39,363,499,27.42789358907586,59.82,0,124,24.948743435190774,6.79,0,19,3.5833085971644367,0.8894463554463554,0.765929565929566,1.0,0.05148897430355914,0.9346137883086592,0.8409247606057688,1.0,0.033992553963564216
8,406.855,317,499,34.601884733864985,82.84,0,158,31.014737945841908,10.305,1,26,4.812251429330712,0.845036036036036,0.7277641277641278,1.0,0.05961252919406022,0.9014329811521702,0.7888295148805612,1.0,0.04458757797575972
9,378.19,284,499,40.306163724309656,107.085,0,185,35.277333035968766,14.725,1,32,6.235687128925667,0.8043906633906635,0.7141687141687142,1.0,0.060266874467118633,0.8652713916818258,0.755657546791331,1.0,0.05221220270752156
10,345.82,245,499,45.5346529921507,133.975,0,221,39.14698978267967,20.205,1,41,7.764302736558167,0.7681826371826372,0.6968058968058968,1.0,0.05625066195244375,0.8243469134637147,0.7027472590459541,1.0,0.0583219181708591
11,311.825,210,499,49.46705288985832,161.695,0,250,41.76124980079767,26.48,1,50,9.283345437532892,0.7420155610155611,0.6904176904176904,1.0,0.049204184294105086,0.7820066377863714,0.6569254622776551,1.0,0.061992588528709335
12,277.435,167,499,52.59703428022703,187.895,0,283,43.589611677911925,34.67,1,59,11.003019229320834,0.7310311220311221,0.695004095004095,1.0,0.04221390800336837,0.7425695488899864,0.6062594140312768,1.0,0.06400245422038171
13,244.31,139,499,54.64250099119607,212.215,0,298,44.17312645152608,43.475,1,73,12.733423552873925,0.7321916461916461,0.6914004914004914,1.0,0.03886221834972006,0.7068438833200251,0.5906425014367012,1.0,0.06356483972694209
14,212.26,122,499,55.711049218491,234.58,0,304,43.555354948887945,53.16,1,85,14.716906491631214,0.7438402948402948,0.6992628992628993,1.0,0.038824555884331716,0.6748907684378238,0.5694715231294737,1.0,0.061479285025700665
15,181.0,93,499,56.35868617646873,255.165,0,317,42.65153622923291,63.835,1,93,16.613482900052947,0.7647272727272727,0.7000819000819001,1.0,0.041693967221354905,0.6462655477118174,0.5501879528360891,1.0,0.05933390794063241
16,153.455,78,499,56.72802055935776,271.735,0,324,42.083367547293584,74.81,1,105,18.238616605389566,0.7906134316134316,0.7046683046683047,1.0,0.043658041305328917,0.6235957731317217,0.5467761645033921,1.0,0.05859085093936035
17,128.915,61,499,57.13914757790537,284.405,0,341,41.521937956438066,86.68,1,121,20.002954555634375,0.8193341523341523,0.7092547092547092,1.0,0.044453946141613486,0.6073213040785345,0.5316670232072611,1.0,0.057371983525690444
18,106.69,45,499,57.29868757650517,294.105,0,340,40.917173048137805,99.205,1,137,21.83222860887433,0.8484668304668304,0.7053235053235053,1.0,0.04316916413587447,0.5943896995052934,0.5342450873405156,1.0,0.056527531361821336
19,88.68,36,499,56.961042845176635,299.59,0,334,40.276081159515,111.73,1,157,23.230267467964413,0.8743423423423424,0.7105651105651105,1.0,0.03960069267882318,0.5879308261086268,0.5412146142252311,1.0,0.05549041429351642
20,74.23,27,499,56.943921104484595,301.345,0,337,39.85029743966977,124.425,1,165,24.292281690873413,0.8966552006552007,0.7302211302211302,1.0,0.03496874595273552,0.5851732763655673,0.5322105216887777,1.0,0.05550750429605303
21,62.11,21,499,57.1444251579554,301.0,0,340,39.77802731768422,136.89,1,177,25.33866888183982,0.9161326781326781,0.7546273546273546,1.0,0.030296219873496212,0.5864879596438046,0.5322221845813033,1.0,0.055662603734864424
22,52.29,19,499,57.35743436017609,298.675,0,343,39.41506197575696,149.035,1,190,26.344333251619062,0.9320859950859951,0.7895167895167895,1.0,0.025545604733276304,0.5893664090346284,0.5299511199064963,1.0,0.05562185454112217
23,44.23,15,499,57.677905683373254,294.725,0,334,39.18246678704119,161.045,1,200,27.35295037966402,0.9453497133497133,0.8170352170352171,1.0,0.02135057053681271,0.5947420935576546,0.5312066433968609,1.0,0.05551450665093197
24,37.8,12,499,58.08709454572349,289.35,0,331,38.62365120183235,172.85,1,212,28.380535123026604,0.956049959049959,0.8453726453726453,1.0,0.01818593387270155,0.6028956463616347,0.5339970038135863,1.0,0.05488471994640304
