day,s_mean,s_min,s_max,s_std,i_mean,i_min,i_max,i_std,r_mean,r_min,r_max,r_std,edgecount_mean,edgecount_min,edgecount_max,edgecount_std,suscedgecount_mean,suscedgecount_min,suscedgecount_max,suscedgecount_std
1,497.805,493,499,1.123962391402145,2.095,0,7,1.0871450786857075,0.1,0,2,0.3324947575813722,0.9996464646464647,0.9966329966329966,1.0,0.0005434909821820851,0.9999418366509353,0.9988021372868608,1.0,0.000173720259912523
2,495.295,485,499,2.861628836517769,4.455,0,13,2.7706238979550433,0.25,0,3,0.5185019007733024,0.9979862113195446,0.987012987012987,1.0,0.002551634707071882,0.9991200175361559,0.9938451459969693,1.0,0.0011533187410115058
3,490.9,472,499,5.567313074937662,8.45,0,27,5.314009170799077,0.65,0,5,0.8491793259601835,0.9931216931216932,0.9570306236972904,1.0,0.00755439623297845,0.9966641353412272,0.9791697785282155,1.0,0.003752771383131259
4,483.055,452,499,10.275206780004936,15.71,0,46,9.727746153458709,1.235,0,5,1.2318124082201913,0.9806180856180856,0.9190315856982524,1.0,0.018014466150584142,0.9901047638709592,0.9562871762627722,1.0,0.00946082634424648
5,471.01,431,499,15.959745215280945,26.545,0,63,14.769177976124883,2.445,0,8,1.937976720408226,0.9587654320987654,0.8752605419272086,1.0,0.030772147664474347,0.9779941105043406,0.9293085405589564,1.0,0.01716569855998575
6,454.035,400,499,22.603725734609043,41.735,0,91,20.675642334148854,4.23,0,13,2.746784323641559,0.9263716530383196,0.8210678210678211,1.0,0.044192622696818826,0.9586975151533434,0.8903997758557917,1.0,0.026451652009587153
7,432.455,364,499,29.59182922335015,60.77,0,121,26.536541602119232,6.775,0,24,4.038057023199779,0.8868799102132435,0.7710437710437711,1.0,0.05482831314883402,0.9327272351758031,0.8480346488042554,1.0,0.03600302955321814
8,406.7,325,499,36.602990239492215,83.12,0,156,32.48077282047142,10.18,0,28,5.203168729161165,0.8438423921757255,0.7213403880070547,1.0,0.0631596316297719,0.9003455341574969,0.7891393183344372,1.0,0.0467010401571532
9,377.79,289,499,42.79571551372474,107.575,0,188,37.285188768565156,14.635,1,32,6.798002588700587,0.802368125701459,0.6911976911976911,1.0,0.06517013504426605,0.8631576130668251,0.7327340498632098,1.0,0.05539385918584131
10,344.825,248,499,48.01574673660056,135.045,0,222,41.15167404106313,20.13,1,40,8.36498444852832,0.766326759660093,0.6879910213243546,1.0,0.06076185282359039,0.8214954310374465,0.6750108892517979,1.0,0.06199244718243456
11,311.275,208,499,52.4009414833523,162.05,0,252,43.945117667770226,26.675,1,49,10.14613697312366,0.7424346641013309,0.6915183581850248,1.0,0.052122041010637124,0.7806857170606561,0.6359678669491388,1.0,0.06542933202771843
12,276.645,165,499,55.72950622714691,188.35,0,276,45.676022101041966,35.005,1,62,12.360374967885631,0.7317412217412218,0.6940836940836941,1.0,0.044588434926355364,0.7409497793462294,0.6114732342215083,1.0,0.06721570967525982
13,242.44,128,499,58.05218930770041,213.76,0,302,46.6518421057443,43.8,1,76,14.010046646431121,0.7338888888888888,0.690396023729357,1.0,0.039782186106716556,0.7042177413743089,0.5698829571226225,1.0,0.06753840957688739
14,209.47,98,499,59.15518387169863,237.055,0,327,46.137352018253935,53.475,1,87,16.057978339184192,0.7466490299823633,0.6982523649190315,1.0,0.03992317339654313,0.6716666691812436,0.5469071133890291,1.0,0.06475600691385358
15,178.41,77,499,60.01508939236758,257.635,0,335,45.806911494920904,63.955,1,100,17.667873208697,0.7685241301907969,0.7001763668430335,1.0,0.043291724409138116,0.6434373335518777,0.5320421621205564,1.0,0.06344484282949882
16,150.19,60,499,60.15193409924069,274.555,0,334,44.806417511906204,75.255,1,110,19.2721835893473,0.795412858746192,0.695045695045695,1.0,0.04659183243337751,0.6206456815084355,0.5249166612878244,1.0,0.06128566056130867
17,125.425,46,499,59.85698512572872,287.59,0,347,43.85244674390628,86.985,1,124,20.550092616157798,0.824270482603816,0.7078723745390412,1.0,0.04765424091596127,0.6033525593074061,0.5195915761751688,1.0,0.0600270865919935
18,104.06,39,499,59.4898445790557,296.655,0,351,42.82459227497191,99.285,1,143,21.64384566744972,0.8530198813532146,0.7269520602853936,1.0,0.04613534164607182,0.5921741480195785,0.5182004709919437,1.0,0.05857967038381884
19,86.255,30,499,59.14015356607635,301.85,0,349,41.705927901325396,111.895,1,154,22.898596103638933,0.8789169472502806,0.7380150713484047,1.0,0.042903558550650756,0.5858063741526132,0.5200537382935586,1.0,0.05717198551997815
20,71.465,23,499,58.79141884363942,303.96,0,347,40.75799887582569,124.575,1,170,24.180942182307962,0.9014053230719896,0.7457110790444124,1.0,0.03885438720246603,0.583083575507603,0.523839442193322,1.0,0.056155994268399415
21,59.435,16,499,58.53535439004226,302.925,0,339,39.79645921221063,137.64,1,181,25.317886501136357,0.9205154721821388,0.7745711079044413,1.0,0.03408217227700141,0.5845474444956372,0.5283441422221226,1.0,0.05534503382192919
22,49.735,16,499,58.47986188621818,299.825,0,337,39.234053189139686,150.44,1,192,26.735375469731817,0.9363476030142697,0.8027898027898028,1.0,0.02913844147471169,0.5888697520134631,0.535430750917021,1.0,0.05510867977700106
23,42.14,14,499,58.515903434654994,294.925,0,333,38.680749435402895,162.935,1,205,27.960862363679038,0.9488464005130672,0.8252364919031586,1.0,0.02450085714204621,0.5954720370005835,0.5386666986795569,1.0,0.05442028849904129
24,36.1,11,499,58.5798428638192,289.06,0,333,38.28557596057771,174.84,1,221,28.894617050107474,0.9589033189033189,0.8528138528138528,1.0,0.020050594179152812,0.6051615640071997,0.5236670933226819,1.0,0.05468549817990845
25,31.18,6,499,58.81610554394761,281.855,0,326,37.55175958914852,186.965,1,231,29.649438799166628,0.9671147987814654,0.8786275452942119,1.0,0.01665485761320503,0.6160881211033792,0.5282677594671672,1.0,0.05446509715763208
26,27.105,5,499,59.032007117508776,274.48,0,321,36.87449309761464,198.415,1,242,30.548795714364736,0.9736956870290203,0.8986692320025653,1.0,0.013620677801182335,0.6274412491212296,0.545266554433221,1.0,0.053935262899989136
27,24.09,3,499,59.22083617432237,266.305,0,314,35.998910857338075,209.605,1,251,31.532849187624112,0.9785385602052269,0.9150232483565817,1.0,0.011466047825861747,0.6400667111462031,0.5688552188552188,1.0,0.053586682786034866
