day,s_mean,s_min,s_max,s_std,i_mean,i_min,i_max,i_std,r_mean,r_min,r_max,r_std
1,497.725,499,493,1.1250348961645227,2.19,7,0,1.1359365117795843,0.085,2,0,0.2970119196295159
2,495.0,499,484,3.010868086310968,4.655,15,0,2.9324000152172673,0.345,2,0,0.5723749342228687
3,489.27,499,466,6.935242457167476,9.985,33,0,6.648744544656569,0.745,4,0,0.8853781521823366
4,477.51,499,431,14.81035560565072,20.88,65,0,13.880161903679717,1.61,7,0,1.4760738361780037
5,454.36,499,361,29.81686818129468,42.115,131,0,27.643672661044057,3.525,13,0,2.796152237751624
6,412.095,499,265,53.53649931396307,81.01,219,0,49.404594622861204,6.895,24,0,4.88294900186085
7,344.825,499,143,83.7457529111373,142.34,327,0,76.56641876444309,12.835,39,0,8.18981933277637
8,258.255,499,61,108.10952000903026,219.9,393,0,96.96302978830973,21.845,59,1,12.39674843897772
9,171.175,499,27,114.33392148883496,294.895,413,0,99.81859916214746,33.93,69,1,16.315208553700863
10,102.68,499,9,104.46700135382127,349.065,430,0,87.70342197503273,48.255,96,1,20.11024826865983
11,57.805,499,2,89.13722115917628,378.105,437,0,72.45663388517197,64.09,111,1,22.11781836997574
12,32.435,499,1,76.89192163722615,387.28,428,0,61.39043514781592,80.285,128,1,23.75638025910251
13,19.91,499,0,71.31078487999557,383.87,420,0,57.22575499874058,96.22,147,1,25.31016837390811
14,14.275,499,0,69.95310256013627,373.94,426,0,56.00804321276197,111.785,161,1,26.196757922081513
15,11.85,499,0,69.86424380764507,361.535,419,0,54.805171371369916,126.615,178,1,26.947497343265983
16,10.82,499,0,69.93857750280296,347.81,408,0,53.09680076291113,141.37,197,1,27.885319709058066
17,10.365,499,0,69.98716160085878,333.955,398,0,51.45376980490035,155.68,209,1,29.489758038100756
18,10.18,499,0,70.00866852284587,320.765,390,0,49.710516515736444,169.055,224,1,30.75992261362144
19,10.105,499,0,70.01833194989173,307.8,375,0,47.94752156389946,182.095,233,1,32.10106488629576
20,10.035,499,0,70.02780334414346,295.275,367,0,46.11161219144775,194.69,244,1,33.29333462801925
21,10.01,499,0,70.03121988651898,283.45,349,0,44.37865279749491,206.54,251,1,34.47945131254368
22,10.005,499,0,70.03190209867063,272.34,336,0,42.76903496408113,217.655,266,1,35.65659742177445
23,10.005,499,0,70.03190209867063,261.605,323,0,41.016101446742205,228.39,276,1,36.604334257464124
24,9.995,499,0,70.03326542673601,250.87,311,0,39.49191253635223,239.135,289,1,37.84651328509926
25,9.995,499,0,70.03326542673601,240.395,301,0,37.852516959919654,249.61,297,1,38.93155829344336
26,9.985,499,0,70.0346272932219,230.89,290,0,36.231082743742554,259.125,307,1,39.824986159609225
27,9.98,499,0,70.03530767839919,221.915,279,0,34.94069311241377,268.105,315,1,40.915944908295764
28,9.98,499,0,70.03530767839919,213.355,267,0,33.76387077704875,276.665,325,1,42.011637236801214
29,9.98,499,0,70.03530767839919,204.76,248,0,32.42296475056036,285.26,331,1,42.995879199531494
30,9.98,499,0,70.03530767839919,196.675,240,0,31.341358919078026,293.345,341,1,44.06660074827121
31,9.98,499,0,70.03530767839919,188.89,229,0,30.334117647746666,301.13,349,1,45.12108889772701
32,9.98,499,0,70.03530767839919,181.42,221,0,29.249465914464263,308.6,353,1,46.055788760936
33,9.98,499,0,70.03530767839919,174.35,215,0,28.25863144698061,315.67,361,1,46.967872051276984
34,9.98,499,0,70.03530767839919,166.795,204,0,27.30808732163109,323.225,364,1,48.00747821771229
35,9.98,499,0,70.03530767839919,160.075,196,0,26.180651396359263,329.945,370,1,48.777228963181514
36,9.98,499,0,70.03530767839919,153.69,194,0,25.2575457653837,336.33,374,1,49.596574488617925
37,9.98,499,0,70.03530767839919,147.695,189,0,24.2678101204085,342.325,382,1,50.30968791885379
38,9.98,499,0,70.03530767839919,141.73,176,0,23.184796179163335,348.29,386,1,50.98364995578553
39,9.98,499,0,70.03530767839919,136.095,171,0,22.338554791005468,353.925,392,1,51.70927013689568
40,9.98,499,0,70.03530767839919,130.76,167,0,21.577309876523945,359.26,395,1,52.41602424821966
41,9.98,499,0,70.03530767839919,125.715,157,0,20.802342712097538,364.305,401,1,53.06412139948703
42,9.98,499,0,70.03530767839919,120.575,149,0,19.961127424076054,369.445,408,1,53.70865922155276
43,9.98,499,0,70.03530767839919,115.865,145,0,19.290083243931036,374.155,411,1,54.33934853303796
44,9.98,499,0,70.03530767839919,111.13,138,0,18.427723815629694,378.89,416,1,54.91105553620783
45,9.98,499,0,70.03530767839919,106.91,133,0,17.807792885059786,383.11,418,1,55.47445335354259
46,9.98,499,0,70.03530767839919,102.875,132,0,17.41250561403482,387.145,421,1,56.07527223098339
47,9.98,499,0,70.03530767839919,98.765,127,0,16.818862795345087,391.255,426,1,56.62652019102642
48,9.98,499,0,70.03530767839919,95.105,121,0,16.428739831840776,394.915,428,1,57.15778896349982
49,9.98,499,0,70.03530767839919,91.16,118,0,15.872431141818161,398.86,429,1,57.6903918042915
50,9.98,499,0,70.03530767839919,87.415,113,0,15.325046828688896,402.605,431,1,58.19132345657846
51,9.98,499,0,70.03530767839919,83.88,109,0,14.692684399876422,406.14,435,1,58.635835510634216
52,9.98,499,0,70.03530767839919,80.48,105,0,14.16981007593044,409.54,438,1,59.087010195721945
53,9.98,499,0,70.03530767839919,77.355,102,0,13.801863358286228,412.665,442,1,59.52874205502134
54,9.98,499,0,70.03530767839919,74.1,98,0,13.413036484655269,415.92,446,1,59.98654455490988
55,9.98,499,0,70.03530767839919,70.98,96,0,13.058800148043185,419.04,449,1,60.42844017438765
56,9.98,499,0,70.03530767839919,68.205,95,0,12.763129017273068,421.815,452,1,60.82457496438417
57,9.98,499,0,70.03530767839919,65.53,92,0,12.426632932140176,424.49,453,1,61.194885160846944
58,9.98,499,0,70.03530767839919,62.675,86,0,11.991176613782095,427.345,455,1,61.574777638299516
59,9.98,499,0,70.03530767839919,60.115,83,0,11.525012126788111,429.905,456,1,61.9018998174129
60,9.98,499,0,70.03530767839919,57.68,79,0,11.215011476233997,432.34,458,1,62.23859424075487
61,9.98,499,0,70.03530767839919,55.41,79,0,10.816045218602511,434.61,460,1,62.533110023780466
62,9.98,499,0,70.03530767839919,53.0,75,0,10.356946058481308,437.02,461,1,62.841186123169514
63,9.98,499,0,70.03530767839919,50.915,73,0,9.974730635775655,439.105,465,1,63.111562503300775
64,9.98,499,0,70.03530767839919,48.855,69,0,9.582960957006847,441.165,467,1,63.37768875685515
65,9.98,499,0,70.03530767839919,46.915,69,0,9.348515857809659,443.105,468,1,63.64911645204218
66,9.98,499,0,70.03530767839919,45.135,66,0,9.134218342234771,444.885,471,1,63.898016853333914
