day,s,i,r,edgecount,suscedgecount
1,1997,3,0,0.9999050580332771,1.0
2,1986,12,2,0.9987657544326031,0.9994377462520355
3,1961,36,3,0.9906956872611616,0.9953499316572606
4,1905,87,8,0.9611212646269968,0.9797731570620801
5,1816,168,16,0.9122736227480952,0.9519857805916563
6,1700,272,28,0.8515582350288387,0.912791243130946
7,1534,417,49,0.7808264698203223,0.8566332218330885
8,1341,585,74,0.7278013814056158,0.7955176079225924
9,1136,762,102,0.7127056086966842,0.7423020345312253
10,882,975,143,0.74899717547649,0.7037435452605116
11,587,1220,193,0.8402838764805013,0.7061511885849654
12,309,1423,268,0.9291495573330801,0.7368457082679035
13,126,1551,323,0.9738434881678574,0.742172719747043
14,54,1569,377,0.9870404215423323,0.6799067421665712
15,28,1529,443,0.9927844105290641,0.6443257050063801
16,15,1475,510,0.9957276114974721,0.5911938900051914
17,11,1419,570,0.9969618570648691,0.5986191325715328
18,10,1359,631,0.9972704184567184,0.6065336277663291
19,9,1304,687,0.9975552443568868,0.6132786028095241
20,6,1249,745,0.9984097220573924,0.6138419371436569
21,4,1206,790,0.9990031093494102,0.6560227227703863
22,3,1151,846,0.9992167287745366,0.6613526099958217
23,2,1104,894,0.9995490256580665,0.7089839911954984
24,2,1069,929,0.9995490256580665,0.7089839911954984
25,2,1020,978,0.9995727611497472,0.7221425656423339
26,2,973,1025,0.9995964966414279,0.7353011400891694
27,2,933,1065,0.9995964966414279,0.7353011400891694
28,2,904,1094,0.9995964966414279,0.7353011400891694
29,1,860,1139,0.9998575870499158,0.7600392600492202
30,1,828,1171,0.9998575870499158,0.7600392600492202
31,1,794,1205,0.9998575870499158,0.7600392600492202
32,1,756,1243,0.9998575870499158,0.7600392600492202
33,1,728,1271,0.9998813225415965,0.8000413263676003
34,1,707,1292,0.9998813225415965,0.8000413263676003
35,1,667,1332,0.9998813225415965,0.8000413263676003
36,0,649,1351,1.0,
37,0,636,1364,1.0,
38,0,614,1386,1.0,
39,0,595,1405,1.0,
40,0,570,1430,1.0,
41,0,554,1446,1.0,
42,0,533,1467,1.0,
43,0,510,1490,1.0,
44,0,491,1509,1.0,
45,0,473,1527,1.0,
46,0,455,1545,1.0,
47,0,436,1564,1.0,
48,0,419,1581,1.0,
49,0,403,1597,1.0,
50,0,386,1614,1.0,
51,0,372,1628,1.0,
52,0,356,1644,1.0,
53,0,334,1666,1.0,
54,0,324,1676,1.0,
55,0,296,1704,1.0,
56,0,289,1711,1.0,
57,0,275,1725,1.0,
58,0,263,1737,1.0,
59,0,252,1748,1.0,
60,0,248,1752,1.0,
61,0,237,1763,1.0,
62,0,228,1772,1.0,
63,0,221,1779,1.0,
64,0,217,1783,1.0,
65,0,211,1789,1.0,
66,0,208,1792,1.0,
67,0,198,1802,1.0,
68,0,190,1810,1.0,
69,0,185,1815,1.0,
70,0,179,1821,1.0,
71,0,176,1824,1.0,
72,0,165,1835,1.0,
73,0,163,1837,1.0,
74,0,158,1842,1.0,
75,0,150,1850,1.0,
76,0,148,1852,1.0,
77,0,144,1856,1.0,
78,0,137,1863,1.0,
79,0,132,1868,1.0,
80,0,128,1872,1.0,
81,0,123,1877,1.0,
82,0,119,1881,1.0,
83,0,118,1882,1.0,
84,0,113,1887,1.0,
85,0,109,1891,1.0,
86,0,104,1896,1.0,
87,0,97,1903,1.0,
88,0,93,1907,1.0,
89,0,90,1910,1.0,
90,0,89,1911,1.0,
91,0,84,1916,1.0,
92,0,80,1920,1.0,
93,0,79,1921,1.0,
94,0,77,1923,1.0,
95,0,72,1928,1.0,
96,0,70,1930,1.0,
97,0,64,1936,1.0,
98,0,62,1938,1.0,
99,0,61,1939,1.0,
100,0,59,1941,1.0,
101,0,58,1942,1.0,
102,0,57,1943,1.0,
103,0,54,1946,1.0,
104,0,53,1947,1.0,
105,0,48,1952,1.0,
106,0,45,1955,1.0,
107,0,44,1956,1.0,
108,0,42,1958,1.0,
109,0,38,1962,1.0,
110,0,35,1965,1.0,
111,0,31,1969,1.0,
112,0,31,1969,1.0,
113,0,30,1970,1.0,
114,0,30,1970,1.0,
115,0,29,1971,1.0,
116,0,29,1971,1.0,
117,0,29,1971,1.0,
118,0,28,1972,1.0,
119,0,25,1975,1.0,
120,0,24,1976,1.0,
121,0,23,1977,1.0,
122,0,21,1979,1.0,
123,0,20,1980,1.0,
124,0,18,1982,1.0,
125,0,18,1982,1.0,
126,0,18,1982,1.0,
127,0,17,1983,1.0,
128,0,16,1984,1.0,
129,0,15,1985,1.0,
130,0,15,1985,1.0,
131,0,15,1985,1.0,
132,0,15,1985,1.0,
133,0,13,1987,1.0,
134,0,13,1987,1.0,
135,0,13,1987,1.0,
136,0,13,1987,1.0,
137,0,13,1987,1.0,
138,0,13,1987,1.0,
139,0,13,1987,1.0,
140,0,12,1988,1.0,
141,0,12,1988,1.0,
142,0,12,1988,1.0,
143,0,10,1990,1.0,
144,0,10,1990,1.0,
145,0,10,1990,1.0,
146,0,10,1990,1.0,
147,0,9,1991,1.0,
148,0,9,1991,1.0,
149,0,9,1991,1.0,
150,0,8,1992,1.0,
151,0,8,1992,1.0,
152,0,8,1992,1.0,
153,0,8,1992,1.0,
154,0,8,1992,1.0,
155,0,8,1992,1.0,
156,0,8,1992,1.0,
157,0,8,1992,1.0,
158,0,8,1992,1.0,
159,0,8,1992,1.0,
160,0,7,1993,1.0,
161,0,6,1994,1.0,
162,0,5,1995,1.0,
163,0,5,1995,1.0,
164,0,5,1995,1.0,
165,0,5,1995,1.0,
166,0,5,1995,1.0,
167,0,5,1995,1.0,
168,0,5,1995,1.0,
169,0,5,1995,1.0,
170,0,4,1996,1.0,
171,0,4,1996,1.0,
172,0,4,1996,1.0,
173,0,4,1996,1.0,
174,0,4,1996,1.0,
175,0,4,1996,1.0,
176,0,4,1996,1.0,
177,0,4,1996,1.0,
178,0,3,1997,1.0,
179,0,2,1998,1.0,
180,0,2,1998,1.0,
181,0,2,1998,1.0,
182,0,2,1998,1.0,
183,0,2,1998,1.0,
184,0,2,1998,1.0,
185,0,2,1998,1.0,
186,0,2,1998,1.0,
187,0,2,1998,1.0,
188,0,2,1998,1.0,
189,0,2,1998,1.0,
190,0,2,1998,1.0,
191,0,2,1998,1.0,
192,0,2,1998,1.0,
193,0,2,1998,1.0,
194,0,2,1998,1.0,
195,0,2,1998,1.0,
196,0,2,1998,1.0,
197,0,2,1998,1.0,
198,0,2,1998,1.0,
199,0,2,1998,1.0,
200,0,1,1999,1.0,
1,1998,2,0,0.9999762645083193,1.0
2,1994,6,0,0.9997863805748736,0.9999048628718921
3,1986,14,0,0.9985046640241153,0.9992574715320633
4,1954,45,1,0.9860672663834231,0.9930711251807043
5,1900,96,4,0.9555908950653913,0.9768476760509537
6,1794,193,13,0.8967268756972301,0.9429516837252708
7,1665,313,22,0.8276565949063635,0.8973482427196541
8,1493,467,40,0.7572096555980157,0.8376247662525308
9,1275,649,76,0.7160048420403029,0.7755820482084625
10,1049,831,120,0.7208231468514871,0.7273910166030327
11,804,1029,167,0.7702641760224063,0.7009783349189006
12,555,1222,223,0.8496593956943818,0.7061829202141082
13,293,1425,282,0.9294818542166101,0.7245827588737693
14,123,1541,336,0.9713037905580214,0.7163157986381928
15,39,1556,405,0.9897937385772946,0.6713582571188094
16,22,1523,455,0.9938287721630154,0.6412782557062454
17,13,1467,520,0.9962260568227671,0.6237598277843263
18,9,1412,579,0.9973653604234411,0.6143202905190975
19,6,1365,629,0.9982435736156274,0.6131748311884428
20,4,1315,681,0.9988844318910066,0.6455589901064296
21,1,1270,729,0.9996914386081508,0.6579017428027766
22,0,1220,780,1.0,
23,0,1174,826,1.0,
24,0,1119,881,1.0,
25,0,1071,929,1.0,
26,0,1030,970,1.0,
27,0,994,1006,1.0,
28,0,957,1043,1.0,
29,0,910,1090,1.0,
30,0,873,1127,1.0,
31,0,833,1167,1.0,
32,0,797,1203,1.0,
33,0,776,1224,1.0,
34,0,751,1249,1.0,
35,0,714,1286,1.0,
36,0,681,1319,1.0,
37,0,668,1332,1.0,
38,0,645,1355,1.0,
39,0,622,1378,1.0,
40,0,593,1407,1.0,
41,0,572,1428,1.0,
42,0,545,1455,1.0,
43,0,525,1475,1.0,
44,0,508,1492,1.0,
45,0,498,1502,1.0,
46,0,487,1513,1.0,
47,0,465,1535,1.0,
48,0,446,1554,1.0,
49,0,436,1564,1.0,
50,0,419,1581,1.0,
51,0,405,1595,1.0,
52,0,382,1618,1.0,
53,0,370,1630,1.0,
54,0,350,1650,1.0,
55,0,336,1664,1.0,
56,0,321,1679,1.0,
57,0,316,1684,1.0,
58,0,303,1697,1.0,
59,0,294,1706,1.0,
60,0,283,1717,1.0,
61,0,270,1730,1.0,
62,0,251,1749,1.0,
63,0,240,1760,1.0,
64,0,233,1767,1.0,
65,0,227,1773,1.0,
66,0,215,1785,1.0,
67,0,200,1800,1.0,
68,0,190,1810,1.0,
69,0,185,1815,1.0,
70,0,178,1822,1.0,
71,0,172,1828,1.0,
72,0,164,1836,1.0,
73,0,155,1845,1.0,
74,0,147,1853,1.0,
75,0,137,1863,1.0,
76,0,126,1874,1.0,
77,0,118,1882,1.0,
78,0,114,1886,1.0,
79,0,106,1894,1.0,
80,0,102,1898,1.0,
81,0,99,1901,1.0,
82,0,96,1904,1.0,
