,day,s,s,s,i,i,i,r,r,r,edgecount,edgecount,edgecount,suscedgecount,suscedgecount,suscedgecount,V,T
,,mean,max,min,mean,max,min,mean,max,min,mean,max,min,mean,max,min,,
13406,7,281.3,401,160,201.7,320,97,17.0,28,2,1.0,1.0,1.0,1.0,1.0,1.0,0.08,35
13407,8,182.8,319,71,288.0,389,173,29.2,42,8,1.0,1.0,1.0,1.0,1.0,1.0,0.08,35
13408,9,100.8,218,24,352.7,411,256,46.5,65,26,1.0,1.0,1.0,1.0,1.0,1.0,0.08,35
13409,10,49.0,124,10,389.0,410,344,62.0,80,32,1.0,1.0,1.0,1.0,1.0,1.0,0.08,35
13410,11,18.7,51,2,402.7,423,392,78.6,100,56,1.0,1.0,1.0,1.0,1.0,1.0,0.08,35
13411,12,8.3,21,1,396.4,411,382,95.3,116,68,1.0,1.0,1.0,1.0,1.0,1.0,0.08,35
13412,13,3.5,8,1,385.8,409,367,110.7,131,83,1.0,1.0,1.0,1.0,1.0,1.0,0.08,35
13413,14,1.1,4,0,370.5,398,353,128.4,146,101,1.0,1.0,1.0,1.0,1.0,1.0,0.08,35
13414,15,0.6,2,0,356.4,386,340,143.0,160,113,1.0,1.0,1.0,1.0,1.0,1.0,0.08,35
13415,16,0.3,1,0,339.0,366,327,160.7,173,134,1.0,1.0,1.0,1.0,1.0,1.0,0.08,35
13416,17,0.2,1,0,326.4,354,313,173.4,187,146,1.0,1.0,1.0,1.0,1.0,1.0,0.08,35
13417,18,0.0,0,0,312.9,340,300,187.1,200,160,1.0,1.0,1.0,,,,0.08,35
13418,19,0.0,0,0,301.9,320,290,198.1,210,180,1.0,1.0,1.0,,,,0.08,35
13419,20,0.0,0,0,289.3,309,277,210.7,223,191,1.0,1.0,1.0,,,,0.08,35
13420,21,0.0,0,0,276.6,292,260,223.4,240,208,1.0,1.0,1.0,,,,0.08,35
13421,22,0.0,0,0,267.2,282,248,232.8,252,218,1.0,1.0,1.0,,,,0.08,35
13422,23,0.0,0,0,257.4,276,239,242.6,261,224,1.0,1.0,1.0,,,,0.08,35
13423,24,0.0,0,0,246.3,264,223,253.7,277,236,1.0,1.0,1.0,,,,0.08,35
13424,25,0.0,0,0,236.5,256,211,263.5,289,244,1.0,1.0,1.0,,,,0.08,35
13425,26,0.0,0,0,226.5,245,202,273.5,298,255,1.0,1.0,1.0,,,,0.08,35
13426,27,0.0,0,0,218.1,238,194,281.9,306,262,1.0,1.0,1.0,,,,0.08,35
13427,28,0.0,0,0,209.8,230,184,290.2,316,270,1.0,1.0,1.0,,,,0.08,35
13428,29,0.0,0,0,201.5,222,177,298.5,323,278,1.0,1.0,1.0,,,,0.08,35
13429,30,0.0,0,0,194.4,214,169,305.6,331,286,1.0,1.0,1.0,,,,0.08,35
13430,31,0.0,0,0,186.3,201,163,313.7,337,299,1.0,1.0,1.0,,,,0.08,35
13431,32,0.0,0,0,179.3,195,158,320.7,342,305,1.0,1.0,1.0,,,,0.08,35
13432,33,0.0,0,0,173.0,189,156,327.0,344,311,1.0,1.0,1.0,,,,0.08,35
13433,34,0.0,0,0,166.6,181,149,333.4,351,319,1.0,1.0,1.0,,,,0.08,35
13434,35,0.0,0,0,159.5,172,141,340.5,359,328,1.0,1.0,1.0,,,,0.08,35
13435,36,0.0,0,0,153.2,163,139,346.8,361,337,1.0,1.0,1.0,,,,0.08,35
13436,37,0.0,0,0,145.9,157,132,354.1,368,343,1.0,1.0,1.0,,,,0.08,35
13437,38,0.0,0,0,139.0,149,127,361.0,373,351,1.0,1.0,1.0,,,,0.08,35
13438,39,0.0,0,0,134.8,143,120,365.2,380,357,1.0,1.0,1.0,,,,0.08,35
13439,40,0.0,0,0,130.1,138,115,369.9,385,362,1.0,1.0,1.0,,,,0.08,35
13440,41,0.0,0,0,125.0,134,109,375.0,391,366,1.0,1.0,1.0,,,,0.08,35
13441,42,0.0,0,0,120.6,129,104,379.4,396,371,1.0,1.0,1.0,,,,0.08,35
13442,43,0.0,0,0,115.6,123,102,384.4,398,377,1.0,1.0,1.0,,,,0.08,35
13443,44,0.0,0,0,111.3,122,100,388.7,400,378,1.0,1.0,1.0,,,,0.08,35
13444,45,0.0,0,0,106.3,118,98,393.7,402,382,1.0,1.0,1.0,,,,0.08,35
13445,46,0.0,0,0,101.8,109,94,398.2,406,391,1.0,1.0,1.0,,,,0.08,35
13446,47,0.0,0,0,96.6,104,84,403.4,416,396,1.0,1.0,1.0,,,,0.08,35
13447,48,0.0,0,0,92.9,101,84,407.1,416,399,1.0,1.0,1.0,,,,0.08,35
13448,49,0.0,0,0,88.8,96,80,411.2,420,404,1.0,1.0,1.0,,,,0.08,35
13449,50,0.0,0,0,83.5,92,70,416.5,430,408,1.0,1.0,1.0,,,,0.08,35
13450,51,0.0,0,0,79.5,88,63,420.5,437,412,1.0,1.0,1.0,,,,0.08,35
13451,52,0.0,0,0,77.4,84,62,422.6,438,416,1.0,1.0,1.0,,,,0.08,35
13452,53,0.0,0,0,73.8,82,59,426.2,441,418,1.0,1.0,1.0,,,,0.08,35
13453,54,0.0,0,0,71.2,80,57,428.8,443,420,1.0,1.0,1.0,,,,0.08,35
13454,55,0.0,0,0,67.8,76,57,432.2,443,424,1.0,1.0,1.0,,,,0.08,35
13455,56,0.0,0,0,65.1,73,55,434.9,445,427,1.0,1.0,1.0,,,,0.08,35
13456,57,0.0,0,0,63.0,72,53,437.0,447,428,1.0,1.0,1.0,,,,0.08,35
13457,58,0.0,0,0,60.1,67,49,439.9,451,433,1.0,1.0,1.0,,,,0.08,35
13458,59,0.0,0,0,58.2,66,47,441.8,453,434,1.0,1.0,1.0,,,,0.08,35
13459,60,0.0,0,0,55.1,63,42,444.9,458,437,1.0,1.0,1.0,,,,0.08,35
13460,61,0.0,0,0,52.9,62,39,447.1,461,438,1.0,1.0,1.0,,,,0.08,35
13461,62,0.0,0,0,51.6,61,39,448.4,461,439,1.0,1.0,1.0,,,,0.08,35
13462,63,0.0,0,0,49.0,60,37,451.0,463,440,1.0,1.0,1.0,,,,0.08,35
13463,64,0.0,0,0,47.1,59,35,452.9,465,441,1.0,1.0,1.0,,,,0.08,35
13464,65,0.0,0,0,44.5,55,32,455.5,468,445,1.0,1.0,1.0,,,,0.08,35
13465,66,0.0,0,0,43.5,52,32,456.5,468,448,1.0,1.0,1.0,,,,0.08,35
13466,67,0.0,0,0,41.4,47,32,458.6,468,453,1.0,1.0,1.0,,,,0.08,35
13467,68,0.0,0,0,39.8,46,32,460.2,468,454,1.0,1.0,1.0,,,,0.08,35
13468,69,0.0,0,0,37.3,45,25,462.7,475,455,1.0,1.0,1.0,,,,0.08,35
13469,70,0.0,0,0,35.0,42,24,465.0,476,458,1.0,1.0,1.0,,,,0.08,35
13470,71,0.0,0,0,33.9,41,23,466.1,477,459,1.0,1.0,1.0,,,,0.08,35
13471,72,0.0,0,0,32.7,40,22,467.3,478,460,1.0,1.0,1.0,,,,0.08,35
13472,73,0.0,0,0,31.1,39,22,468.9,478,461,1.0,1.0,1.0,,,,0.08,35
13473,74,0.0,0,0,29.9,37,22,470.1,478,463,1.0,1.0,1.0,,,,0.08,35
13474,75,0.0,0,0,28.8,37,22,471.2,478,463,1.0,1.0,1.0,,,,0.08,35
13475,76,0.0,0,0,27.3,36,21,472.7,479,464,1.0,1.0,1.0,,,,0.08,35
13476,77,0.0,0,0,25.6,33,21,474.4,479,467,1.0,1.0,1.0,,,,0.08,35
13477,78,0.0,0,0,24.3,33,19,475.7,481,467,1.0,1.0,1.0,,,,0.08,35
13478,79,0.0,0,0,23.0,31,17,477.0,483,469,1.0,1.0,1.0,,,,0.08,35
13479,80,0.0,0,0,21.8,31,16,478.2,484,469,1.0,1.0,1.0,,,,0.08,35
13480,81,0.0,0,0,21.3,31,16,478.7,484,469,1.0,1.0,1.0,,,,0.08,35
13481,82,0.0,0,0,20.5,31,14,479.5,486,469,1.0,1.0,1.0,,,,0.08,35
13482,83,0.0,0,0,20.2,30,14,479.8,486,470,1.0,1.0,1.0,,,,0.08,35
13483,84,0.0,0,0,18.9,28,12,481.1,488,472,1.0,1.0,1.0,,,,0.08,35
13484,85,0.0,0,0,18.2,28,12,481.8,488,472,1.0,1.0,1.0,,,,0.08,35
13485,86,0.0,0,0,17.8,27,12,482.2,488,473,1.0,1.0,1.0,,,,0.08,35
13486,87,0.0,0,0,17.2,26,12,482.8,488,474,1.0,1.0,1.0,,,,0.08,35
13487,88,0.0,0,0,16.5,25,10,483.5,490,475,1.0,1.0,1.0,,,,0.08,35
13488,89,0.0,0,0,15.9,23,9,484.1,491,477,1.0,1.0,1.0,,,,0.08,35
13489,90,0.0,0,0,15.1,22,9,484.9,491,478,1.0,1.0,1.0,,,,0.08,35
13490,91,0.0,0,0,14.6,21,9,485.4,491,479,1.0,1.0,1.0,,,,0.08,35
13491,92,0.0,0,0,13.5,19,7,486.5,493,481,1.0,1.0,1.0,,,,0.08,35
13492,93,0.0,0,0,13.0,18,6,487.0,494,482,1.0,1.0,1.0,,,,0.08,35
13493,94,0.0,0,0,12.7,18,6,487.3,494,482,1.0,1.0,1.0,,,,0.08,35
13494,95,0.0,0,0,12.3,18,6,487.7,494,482,1.0,1.0,1.0,,,,0.08,35
13495,96,0.0,0,0,12.0,17,6,488.0,494,483,1.0,1.0,1.0,,,,0.08,35
13496,97,0.0,0,0,11.7,16,5,488.3,495,484,1.0,1.0,1.0,,,,0.08,35
13497,98,0.0,0,0,10.9,15,5,489.1,495,485,1.0,1.0,1.0,,,,0.08,35
13498,99,0.0,0,0,10.6,15,5,489.4,495,485,1.0,1.0,1.0,,,,0.08,35
13499,100,0.0,0,0,10.3,15,5,489.7,495,485,1.0,1.0,1.0,,,,0.08,35
13500,101,0.0,0,0,10.1,14,5,489.9,495,486,1.0,1.0,1.0,,,,0.08,35
13501,102,0.0,0,0,9.8,14,5,490.2,495,486,1.0,1.0,1.0,,,,0.08,35
13502,103,0.0,0,0,9.5,13,5,490.5,495,487,1.0,1.0,1.0,,,,0.08,35
13503,104,0.0,0,0,9.0,13,4,491.0,496,487,1.0,1.0,1.0,,,,0.08,35
13504,105,0.0,0,0,8.6,13,4,491.4,496,487,1.0,1.0,1.0,,,,0.08,35
13505,106,0.0,0,0,8.2,12,4,491.8,496,488,1.0,1.0,1.0,,,,0.08,35
13506,107,0.0,0,0,7.8,12,4,492.2,496,488,1.0,1.0,1.0,,,,0.08,35
13507,108,0.0,0,0,7.4,11,4,492.6,496,489,1.0,1.0,1.0,,,,0.08,35
13508,109,0.0,0,0,7.0,11,4,493.0,496,489,1.0,1.0,1.0,,,,0.08,35
13509,110,0.0,0,0,6.9,11,4,493.1,496,489,1.0,1.0,1.0,,,,0.08,35
13510,111,0.0,0,0,6.6,10,4,493.4,496,490,1.0,1.0,1.0,,,,0.08,35
13511,112,0.0,0,0,6.4,10,4,493.6,496,490,1.0,1.0,1.0,,,,0.08,35
13512,113,0.0,0,0,6.0,10,3,494.0,497,490,1.0,1.0,1.0,,,,0.08,35
13513,114,0.0,0,0,5.8,10,2,494.2,498,490,1.0,1.0,1.0,,,,0.08,35
13514,115,0.0,0,0,5.6,10,2,494.4,498,490,1.0,1.0,1.0,,,,0.08,35
13515,116,0.0,0,0,5.4,10,2,494.6,498,490,1.0,1.0,1.0,,,,0.08,35
13516,117,0.0,0,0,5.0,8,2,495.0,498,492,1.0,1.0,1.0,,,,0.08,35
13517,118,0.0,0,0,4.9,8,2,495.1,498,492,1.0,1.0,1.0,,,,0.08,35
13518,119,0.0,0,0,4.7,7,2,495.3,498,493,1.0,1.0,1.0,,,,0.08,35
13519,120,0.0,0,0,4.5,7,1,495.5,499,493,1.0,1.0,1.0,,,,0.08,35
13520,121,0.0,0,0,4.3,7,1,495.7,499,493,1.0,1.0,1.0,,,,0.08,35
13521,122,0.0,0,0,4.3,7,1,495.7,499,493,1.0,1.0,1.0,,,,0.08,35
13522,123,0.0,0,0,4.2,7,1,495.8,499,493,1.0,1.0,1.0,,,,0.08,35
13523,124,0.0,0,0,4.0,7,1,496.0,499,493,1.0,1.0,1.0,,,,0.08,35
13524,125,0.0,0,0,3.8,6,1,496.2,499,494,1.0,1.0,1.0,,,,0.08,35
13525,126,0.0,0,0,3.7,6,1,496.3,499,494,1.0,1.0,1.0,,,,0.08,35
13526,127,0.0,0,0,3.3,6,1,496.7,499,494,1.0,1.0,1.0,,,,0.08,35
13527,128,0.0,0,0,3.2,6,1,496.8,499,494,1.0,1.0,1.0,,,,0.08,35
13528,129,0.0,0,0,3.1,6,1,496.9,499,494,1.0,1.0,1.0,,,,0.08,35
13529,130,0.0,0,0,2.9,6,1,497.1,499,494,1.0,1.0,1.0,,,,0.08,35
13530,131,0.0,0,0,2.8,5,1,497.2,499,495,1.0,1.0,1.0,,,,0.08,35
13531,132,0.0,0,0,2.7,5,1,497.3,499,495,1.0,1.0,1.0,,,,0.08,35
13532,133,0.0,0,0,2.6,5,1,497.4,499,495,1.0,1.0,1.0,,,,0.08,35
13533,134,0.0,0,0,2.5,5,1,497.5,499,495,1.0,1.0,1.0,,,,0.08,35
13534,135,0.0,0,0,2.3,4,1,497.7,499,496,1.0,1.0,1.0,,,,0.08,35
13535,136,0.0,0,0,2.2,4,1,497.8,499,496,1.0,1.0,1.0,,,,0.08,35
13536,137,0.0,0,0,2.1,4,1,497.9,499,496,1.0,1.0,1.0,,,,0.08,35
13537,138,0.0,0,0,1.8,3,1,498.2,499,497,1.0,1.0,1.0,,,,0.08,35
13538,139,0.0,0,0,1.5,3,0,498.5,500,497,1.0,1.0,1.0,,,,0.08,35
13539,140,0.0,0,0,1.4,3,0,498.6,500,497,1.0,1.0,1.0,,,,0.08,35
13540,141,0.0,0,0,1.3,2,0,498.7,500,498,1.0,1.0,1.0,,,,0.08,35
13541,142,0.0,0,0,1.2,2,0,498.8,500,498,1.0,1.0,1.0,,,,0.08,35
13542,143,0.0,0,0,1.1,2,0,498.9,500,498,1.0,1.0,1.0,,,,0.08,35
13543,144,0.0,0,0,1.1,2,0,498.9,500,498,1.0,1.0,1.0,,,,0.08,35
13544,145,0.0,0,0,1.0,2,0,499.0,500,498,1.0,1.0,1.0,,,,0.08,35
13545,146,0.0,0,0,0.9,2,0,499.1,500,498,1.0,1.0,1.0,,,,0.08,35
13546,147,0.0,0,0,0.9,2,0,499.1,500,498,1.0,1.0,1.0,,,,0.08,35
13547,148,0.0,0,0,0.9,2,0,499.1,500,498,1.0,1.0,1.0,,,,0.08,35
13548,149,0.0,0,0,0.9,2,0,499.1,500,498,1.0,1.0,1.0,,,,0.08,35
13549,150,0.0,0,0,0.9,2,0,499.1,500,498,1.0,1.0,1.0,,,,0.08,35
13550,151,0.0,0,0,0.9,2,0,499.1,500,498,1.0,1.0,1.0,,,,0.08,35
13551,152,0.0,0,0,0.9,2,0,499.1,500,498,1.0,1.0,1.0,,,,0.08,35
13552,153,0.0,0,0,0.9,2,0,499.1,500,498,1.0,1.0,1.0,,,,0.08,35
13553,154,0.0,0,0,0.9,2,0,499.1,500,498,1.0,1.0,1.0,,,,0.08,35
13554,155,0.0,0,0,0.8,2,0,499.2,500,498,1.0,1.0,1.0,,,,0.08,35
13555,156,0.0,0,0,0.8,2,0,499.2,500,498,1.0,1.0,1.0,,,,0.08,35
13556,157,0.0,0,0,0.8,2,0,499.2,500,498,1.0,1.0,1.0,,,,0.08,35
13557,158,0.0,0,0,0.8,2,0,499.2,500,498,1.0,1.0,1.0,,,,0.08,35
13558,159,0.0,0,0,0.8,2,0,499.2,500,498,1.0,1.0,1.0,,,,0.08,35
13559,160,0.0,0,0,0.8,2,0,499.2,500,498,1.0,1.0,1.0,,,,0.08,35
13560,161,0.0,0,0,0.8,2,0,499.2,500,498,1.0,1.0,1.0,,,,0.08,35
13561,162,0.0,0,0,0.8,2,0,499.2,500,498,1.0,1.0,1.0,,,,0.08,35
13562,163,0.0,0,0,0.7,2,0,499.3,500,498,1.0,1.0,1.0,,,,0.08,35
13563,164,0.0,0,0,0.7,2,0,499.3,500,498,1.0,1.0,1.0,,,,0.08,35
13564,165,0.0,0,0,0.7,2,0,499.3,500,498,1.0,1.0,1.0,,,,0.08,35
13565,166,0.0,0,0,0.7,2,0,499.3,500,498,1.0,1.0,1.0,,,,0.08,35
13566,167,0.0,0,0,0.7,2,0,499.3,500,498,1.0,1.0,1.0,,,,0.08,35
13567,168,0.0,0,0,0.7,2,0,499.3,500,498,1.0,1.0,1.0,,,,0.08,35
13568,169,0.0,0,0,0.4,1,0,499.6,500,499,1.0,1.0,1.0,,,,0.08,35
13569,170,0.0,0,0,0.4,1,0,499.6,500,499,1.0,1.0,1.0,,,,0.08,35
13570,171,0.0,0,0,0.4,1,0,499.6,500,499,1.0,1.0,1.0,,,,0.08,35
13571,172,0.0,0,0,0.4,1,0,499.6,500,499,1.0,1.0,1.0,,,,0.08,35
13572,173,0.0,0,0,0.4,1,0,499.6,500,499,1.0,1.0,1.0,,,,0.08,35
13573,174,0.0,0,0,0.4,1,0,499.6,500,499,1.0,1.0,1.0,,,,0.08,35
13574,175,0.0,0,0,0.3,1,0,499.7,500,499,1.0,1.0,1.0,,,,0.08,35
13575,176,0.0,0,0,0.3,1,0,499.7,500,499,1.0,1.0,1.0,,,,0.08,35
13576,177,0.0,0,0,0.3,1,0,499.7,500,499,1.0,1.0,1.0,,,,0.08,35
13577,178,0.0,0,0,0.3,1,0,499.7,500,499,1.0,1.0,1.0,,,,0.08,35
13578,179,0.0,0,0,0.3,1,0,499.7,500,499,1.0,1.0,1.0,,,,0.08,35
13579,180,0.0,0,0,0.3,1,0,499.7,500,499,1.0,1.0,1.0,,,,0.08,35
13580,181,0.0,0,0,0.3,1,0,499.7,500,499,1.0,1.0,1.0,,,,0.08,35
13581,182,0.0,0,0,0.3,1,0,499.7,500,499,1.0,1.0,1.0,,,,0.08,35
13582,183,0.0,0,0,0.3,1,0,499.7,500,499,1.0,1.0,1.0,,,,0.08,35
13583,184,0.0,0,0,0.2,1,0,499.8,500,499,1.0,1.0,1.0,,,,0.08,35
13584,185,0.0,0,0,0.2,1,0,499.8,500,499,1.0,1.0,1.0,,,,0.08,35
13585,186,0.0,0,0,0.2,1,0,499.8,500,499,1.0,1.0,1.0,,,,0.08,35
13586,187,0.0,0,0,0.1,1,0,499.9,500,499,1.0,1.0,1.0,,,,0.08,35
13587,188,0.0,0,0,0.1,1,0,499.9,500,499,1.0,1.0,1.0,,,,0.08,35
13588,189,0.0,0,0,0.1,1,0,499.9,500,499,1.0,1.0,1.0,,,,0.08,35
13589,190,0.0,0,0,0.1,1,0,499.9,500,499,1.0,1.0,1.0,,,,0.08,35
13590,191,0.0,0,0,0.1,1,0,499.9,500,499,1.0,1.0,1.0,,,,0.08,35
13591,192,0.0,0,0,0.1,1,0,499.9,500,499,1.0,1.0,1.0,,,,0.08,35
13592,193,0.0,0,0,0.1,1,0,499.9,500,499,1.0,1.0,1.0,,,,0.08,35
13593,194,0.0,0,0,0.1,1,0,499.9,500,499,1.0,1.0,1.0,,,,0.08,35
13594,195,0.0,0,0,0.1,1,0,499.9,500,499,1.0,1.0,1.0,,,,0.08,35
13595,196,0.0,0,0,0.1,1,0,499.9,500,499,1.0,1.0,1.0,,,,0.08,35
13596,197,0.0,0,0,0.1,1,0,499.9,500,499,1.0,1.0,1.0,,,,0.08,35
13597,198,0.0,0,0,0.1,1,0,499.9,500,499,1.0,1.0,1.0,,,,0.08,35
13598,199,0.0,0,0,0.1,1,0,499.9,500,499,1.0,1.0,1.0,,,,0.08,35
13599,200,0.0,0,0,0.1,1,0,499.9,500,499,1.0,1.0,1.0,,,,0.08,35
13600,1,497.3,499,495,2.4,5,0,0.3,1,0,1.0,1.0,1.0,1.0,1.0,1.0,0.08,42
13601,2,495.1,499,491,4.6,9,0,0.3,1,0,1.0,1.0,1.0,1.0,1.0,1.0,0.08,42
13602,3,490.6,499,479,8.8,21,0,0.6,2,0,1.0,1.0,1.0,1.0,1.0,1.0,0.08,42
13603,4,482.0,499,457,17.1,43,0,0.9,2,0,1.0,1.0,1.0,1.0,1.0,1.0,0.08,42
13604,5,464.0,499,413,33.2,80,0,2.8,7,0,1.0,1.0,1.0,1.0,1.0,1.0,0.08,42
13605,6,430.2,499,335,64.5,155,0,5.3,12,1,1.0,1.0,1.0,1.0,1.0,1.0,0.08,42
13606,7,375.7,499,237,113.1,235,0,11.2,28,1,1.0,1.0,1.0,1.0,1.0,1.0,0.08,42
13607,8,305.7,499,141,174.2,311,0,20.1,48,1,1.0,1.0,1.0,1.0,1.0,1.0,0.08,42
13608,9,232.5,499,65,237.5,385,0,30.0,62,1,1.0,1.0,1.0,1.0,1.0,1.0,0.08,42
13609,10,172.7,499,22,285.6,419,0,41.7,75,1,1.0,1.0,1.0,1.0,1.0,1.0,0.08,42
13610,11,126.4,499,6,318.3,417,0,55.3,96,1,1.0,1.0,1.0,1.0,1.0,1.0,0.08,42
13611,12,94.1,499,4,336.7,424,0,69.2,112,1,1.0,1.0,1.0,1.0,1.0,1.0,0.08,42
13612,13,71.0,499,1,345.1,417,0,83.9,130,1,1.0,1.0,1.0,1.0,1.0,1.0,0.08,42
13613,14,60.5,499,0,341.9,422,0,97.6,149,1,1.0,1.0,1.0,1.0,1.0,1.0,0.08,42
13614,15,55.4,499,0,333.0,409,0,111.6,162,1,1.0,1.0,1.0,1.0,1.0,1.0,0.08,42
13615,16,52.2,499,0,323.2,399,0,124.6,180,1,1.0,1.0,1.0,1.0,1.0,1.0,0.08,42
13616,17,50.8,499,0,312.3,389,0,136.9,192,1,1.0,1.0,1.0,1.0,1.0,1.0,0.08,42
13617,18,50.4,499,0,301.7,378,0,147.9,203,1,1.0,1.0,1.0,1.0,1.0,1.0,0.08,42
13618,19,50.4,499,0,288.4,369,0,161.2,214,1,1.0,1.0,1.0,1.0,1.0,1.0,0.08,42
13619,20,50.2,499,0,277.3,354,0,172.5,224,1,1.0,1.0,1.0,1.0,1.0,1.0,0.08,42
13620,21,50.1,499,0,266.1,342,0,183.8,233,1,1.0,1.0,1.0,1.0,1.0,1.0,0.08,42
13621,22,50.0,499,0,257.0,332,0,193.0,239,1,1.0,1.0,1.0,1.0,1.0,1.0,0.08,42
13622,23,50.0,499,0,248.6,327,0,201.4,249,1,1.0,1.0,1.0,1.0,1.0,1.0,0.08,42
13623,24,50.0,499,0,238.0,309,0,212.0,258,1,1.0,1.0,1.0,1.0,1.0,1.0,0.08,42
13624,25,49.9,499,0,228.4,294,0,221.7,267,1,1.0,1.0,1.0,1.0,1.0,1.0,0.08,42
13625,26,49.9,499,0,220.5,283,0,229.6,274,1,1.0,1.0,1.0,1.0,1.0,1.0,0.08,42
13626,27,49.9,499,0,212.6,276,0,237.5,284,1,1.0,1.0,1.0,1.0,1.0,1.0,0.08,42
13627,28,49.9,499,0,203.9,265,0,246.2,297,1,1.0,1.0,1.0,1.0,1.0,1.0,0.08,42
13628,29,49.9,499,0,197.1,254,0,253.0,303,1,1.0,1.0,1.0,1.0,1.0,1.0,0.08,42
13629,30,49.9,499,0,188.6,244,0,261.5,312,1,1.0,1.0,1.0,1.0,1.0,1.0,0.08,42
13630,31,49.9,499,0,181.3,231,0,268.8,320,1,1.0,1.0,1.0,1.0,1.0,1.0,0.08,42
13631,32,49.9,499,0,173.3,220,0,276.8,325,1,1.0,1.0,1.0,1.0,1.0,1.0,0.08,42
13632,33,49.9,499,0,166.7,213,0,283.4,332,1,1.0,1.0,1.0,1.0,1.0,1.0,0.08,42
13633,34,49.9,499,0,159.6,205,0,290.5,339,1,1.0,1.0,1.0,1.0,1.0,1.0,0.08,42
13634,35,49.9,499,0,152.2,196,0,297.9,345,1,1.0,1.0,1.0,1.0,1.0,1.0,0.08,42
13635,36,49.9,499,0,144.9,190,0,305.2,354,1,1.0,1.0,1.0,1.0,1.0,1.0,0.08,42
13636,37,49.9,499,0,139.0,182,0,311.1,356,1,1.0,1.0,1.0,1.0,1.0,1.0,0.08,42
13637,38,49.9,499,0,134.2,173,0,315.9,360,1,1.0,1.0,1.0,1.0,1.0,1.0,0.08,42
13638,39,49.9,499,0,129.4,164,0,320.7,365,1,1.0,1.0,1.0,1.0,1.0,1.0,0.08,42
13639,40,49.9,499,0,123.2,156,0,326.9,372,1,1.0,1.0,1.0,1.0,1.0,1.0,0.08,42
13640,41,49.9,499,0,118.3,145,0,331.8,381,1,1.0,1.0,1.0,1.0,1.0,1.0,0.08,42
13641,42,49.9,499,0,112.9,139,0,337.2,388,1,1.0,1.0,1.0,1.0,1.0,1.0,0.08,42
13642,43,49.9,499,0,107.4,131,0,342.7,391,1,1.0,1.0,1.0,1.0,1.0,1.0,0.08,42
13643,44,49.9,499,0,102.7,126,0,347.4,395,1,1.0,1.0,1.0,1.0,1.0,1.0,0.08,42
13644,45,49.9,499,0,99.3,119,0,350.8,397,1,1.0,1.0,1.0,1.0,1.0,1.0,0.08,42
13645,46,49.9,499,0,96.6,119,0,353.5,400,1,1.0,1.0,1.0,1.0,1.0,1.0,0.08,42
13646,47,49.9,499,0,92.5,114,0,357.6,403,1,1.0,1.0,1.0,1.0,1.0,1.0,0.08,42
13647,48,49.9,499,0,88.2,110,0,361.9,408,1,1.0,1.0,1.0,1.0,1.0,1.0,0.08,42
13648,49,49.9,499,0,84.7,106,0,365.4,412,1,1.0,1.0,1.0,1.0,1.0,1.0,0.08,42
13649,50,49.9,499,0,82.3,105,0,367.8,416,1,1.0,1.0,1.0,1.0,1.0,1.0,0.08,42
13650,51,49.9,499,0,79.2,101,0,370.9,419,1,1.0,1.0,1.0,1.0,1.0,1.0,0.08,42
13651,52,49.9,499,0,75.4,97,0,374.7,424,1,1.0,1.0,1.0,1.0,1.0,1.0,0.08,42
13652,53,49.9,499,0,72.6,93,0,377.5,430,1,1.0,1.0,1.0,1.0,1.0,1.0,0.08,42
13653,54,49.9,499,0,70.2,91,0,379.9,432,1,1.0,1.0,1.0,1.0,1.0,1.0,0.08,42
13654,55,49.9,499,0,66.8,87,0,383.3,436,1,1.0,1.0,1.0,1.0,1.0,1.0,0.08,42
13655,56,49.9,499,0,65.3,85,0,384.8,438,1,1.0,1.0,1.0,1.0,1.0,1.0,0.08,42
13656,57,49.9,499,0,63.1,84,0,387.0,441,1,1.0,1.0,1.0,1.0,1.0,1.0,0.08,42
13657,58,49.9,499,0,59.8,80,0,390.3,442,1,1.0,1.0,1.0,1.0,1.0,1.0,0.08,42
13658,59,49.9,499,0,57.1,77,0,393.0,446,1,1.0,1.0,1.0,1.0,1.0,1.0,0.08,42
13659,60,49.9,499,0,54.8,75,0,395.3,447,1,1.0,1.0,1.0,1.0,1.0,1.0,0.08,42
13660,61,49.9,499,0,52.9,74,0,397.2,449,1,1.0,1.0,1.0,1.0,1.0,1.0,0.08,42
13661,62,49.9,499,0,50.7,72,0,399.4,452,1,1.0,1.0,1.0,1.0,1.0,1.0,0.08,42
13662,63,49.9,499,0,48.0,71,0,402.1,457,1,1.0,1.0,1.0,1.0,1.0,1.0,0.08,42
13663,64,49.9,499,0,46.5,68,0,403.6,457,1,1.0,1.0,1.0,1.0,1.0,1.0,0.08,42
13664,65,49.9,499,0,45.0,66,0,405.1,458,1,1.0,1.0,1.0,1.0,1.0,1.0,0.08,42
13665,66,49.9,499,0,43.4,64,0,406.7,462,1,1.0,1.0,1.0,1.0,1.0,1.0,0.08,42
13666,67,49.9,499,0,41.3,60,0,408.8,465,1,1.0,1.0,1.0,1.0,1.0,1.0,0.08,42
13667,68,49.9,499,0,38.9,58,0,411.2,468,1,1.0,1.0,1.0,1.0,1.0,1.0,0.08,42
13668,69,49.9,499,0,37.5,56,0,412.6,469,1,1.0,1.0,1.0,1.0,1.0,1.0,0.08,42
