day,s_mean,s_min,s_max,s_std,i_mean,i_min,i_max,i_std,r_mean,r_min,r_max,r_std
1,497.885,499,495,1.0378635767865088,2.005,5,0,1.0490364087745825,0.11,2,0,0.3293056498988081
2,495.215,499,485,3.0073235567318624,4.51,15,0,2.994114830478359,0.275,2,0,0.5392857737124569
3,489.92,499,465,6.954525658567837,9.4,35,0,6.722048024838949,0.68,4,0,0.8551352415887412
4,478.8,499,427,14.969651040064582,19.74,68,0,14.182670436258386,1.46,7,0,1.4029402004469578
5,457.66,499,356,29.479477573219476,39.31,134,0,27.56032943914078,3.03,14,0,2.514100936237036
6,418.595,499,259,52.84281208399797,75.285,222,0,48.94775981548874,6.12,26,0,4.5418876822960925
7,356.545,499,146,81.42381200118315,131.79,319,0,74.50375795722482,11.665,36,0,7.62452898289824
8,274.83,499,65,105.50534578849424,205.285,384,0,94.8241629777037,19.885,51,1,11.540262705700549
9,188.4,499,24,113.49708339732125,279.685,415,0,99.46492917445016,31.915,72,1,15.562413649333601
10,116.49,499,12,108.55936430308279,337.485,423,0,91.99322552619607,46.025,91,1,19.13964485107092
11,67.765,499,1,98.59250572903424,370.58,426,0,81.32219930930611,61.655,106,1,22.060355195616953
12,40.78,499,1,91.77683004257294,381.87,421,0,74.5281512358462,77.35,121,1,24.097947117470024
13,27.705,499,0,88.49885997051265,378.985,426,0,70.83475550843451,93.31,143,1,26.337467817830866
14,21.255,499,0,86.70813965489087,370.31,420,0,68.15658810791928,108.435,153,1,27.999924174340975
15,18.175,499,0,85.66819463992644,358.54,412,0,65.53159811692977,123.285,174,1,29.31228111424634
16,16.59,499,0,85.26242021844992,345.575,407,0,63.436149792547404,137.835,190,1,31.216665034551596
17,15.83,499,0,85.19496469892017,332.7,407,0,61.5410962907171,151.47,203,1,33.01833052644802
18,15.465,499,0,85.23115937049191,319.46,406,0,59.29814287769656,165.075,222,1,34.64347306680803
19,15.245,499,0,85.26332239438386,306.95,402,0,57.26257514784692,177.805,234,1,36.48854676780279
20,15.105,499,0,85.28441317528818,295.05,396,0,55.21986660923503,189.845,242,1,38.11198752315108
21,15.05,499,0,85.29368419064842,283.32,382,0,53.01301252982551,201.63,249,1,39.57047145353813
22,15.015,499,0,85.29967731327443,272.0,364,0,51.08383099322842,212.985,264,1,41.29322495441205
23,15.0,499,0,85.30224124727934,260.91,351,0,49.087675637551726,224.09,277,1,42.87778471552084
24,14.99,499,0,85.30394902109143,250.585,334,0,47.26842811520616,234.425,287,1,44.43135267468808
25,14.975,499,0,85.30644950197592,240.47,322,0,45.394076827877846,244.555,300,1,45.878110029724375
26,14.965,499,0,85.30815424626488,230.735,310,0,43.67691771065717,254.3,314,1,47.37671119673774
27,14.965,499,0,85.30815424626488,221.615,302,0,42.03261206952211,263.42,321,1,48.76426321430654
28,14.965,499,0,85.30815424626488,212.565,290,0,40.445953453389734,272.47,328,1,50.192785122883535
29,14.965,499,0,85.30815424626488,203.98,279,0,38.907823036856435,281.055,332,1,51.531538618226875
30,14.965,499,0,85.30815424626488,196.03,273,0,37.48552953638397,289.005,339,1,52.78242983699678
31,14.965,499,0,85.30815424626488,188.36,269,0,36.06792029452015,296.675,346,1,53.96694852095415
32,14.965,499,0,85.30815424626488,180.845,260,0,34.84626646331225,304.19,360,1,55.2435803132739
33,14.965,499,0,85.30815424626488,173.85,250,0,33.678758794971195,311.185,363,1,56.411542129489206
34,14.965,499,0,85.30815424626488,167.175,244,0,32.49761297766702,317.86,365,1,57.48812767972708
35,14.965,499,0,85.30815424626488,160.535,239,0,31.42877046696747,324.5,373,1,58.61988960486392
36,14.965,499,0,85.30815424626488,154.265,233,0,30.29063199959145,330.77,378,1,59.620888552241446
37,14.965,499,0,85.30815424626488,148.225,220,0,29.143974182595265,336.81,382,1,60.56554155723041
38,14.965,499,0,85.30815424626488,142.335,204,0,27.97670917533738,342.7,390,1,61.47099655191404
39,14.965,499,0,85.30815424626488,136.59,201,0,26.95523741540043,348.445,392,1,62.41301061855904
40,14.965,499,0,85.30815424626488,131.315,192,0,25.927532852143774,353.72,396,1,63.243261702364535
41,14.965,499,0,85.30815424626488,126.265,185,0,24.961573986417537,358.77,403,1,64.05044415915417
42,14.965,499,0,85.30815424626488,121.475,177,0,24.06668656068073,363.56,407,1,64.82800127062163
43,14.965,499,0,85.30815424626488,116.53,167,0,23.217328046268378,368.505,412,1,65.66015729711135
44,14.965,499,0,85.30815424626488,112.115,158,0,22.387446567643558,372.92,416,1,66.37932414063009
45,14.965,499,0,85.30815424626488,107.48,151,0,21.440571131671405,377.555,418,1,67.11287256046027
46,14.965,499,0,85.30815424626488,103.455,146,0,20.743903263683656,381.58,420,1,67.79249747256578
47,14.965,499,0,85.30815424626488,99.46,142,0,20.085205435517324,385.575,424,1,68.47700252180915
48,14.965,499,0,85.30815424626488,95.38,137,0,19.368046004441204,389.655,426,1,69.16309451735137
49,14.965,499,0,85.30815424626488,91.535,130,0,18.634780660132716,393.5,428,1,69.79488973532254
50,14.965,499,0,85.30815424626488,87.975,125,0,17.976097334429532,397.06,433,1,70.3867735405398
51,14.965,499,0,85.30815424626488,84.6,122,0,17.404729906424226,400.435,437,1,70.96198837384595
52,14.965,499,0,85.30815424626488,81.135,117,0,16.726795972857087,403.9,439,1,71.53106644903794
